sample_short	DIO1	FOXE1	NKX2-1	PAX8	SLC5A5	TG	TPO	TSHR	mean_8g_beta
TCGA-J8-A3O0	0.215	0.0306	0.0135	0.0428	0.6583	0.7735	0.8901	0.0945	0.33978749999999996
TCGA-J8-A3O1	0.4469	0.0363	0.0154	0.0358	0.2087	0.6922	0.9233	0.0556	0.301775
TCGA-J8-A3O2	0.37945	0.07680000000000001	0.05205	0.0442	0.3863	0.5681499999999999	0.87155	0.125	0.3129375
TCGA-J8-A3YD	0.6728	0.0403	0.0151	0.032	0.5318	0.5014	0.562	0.0549	0.3012875
TCGA-J8-A3YE	0.5504	0.0423	0.0152	0.037	0.661	0.3834	0.9229	0.0788	0.336375
TCGA-J8-A3YF	0.8999	0.1904	0.259	0.1308	0.5586	0.6892	0.9203	0.2958	0.493
TCGA-J8-A3YG	0.3673	0.1098	0.0266	0.0823	0.6193	0.7084	0.8891	0.1907	0.3741875
TCGA-J8-A3YH	0.626	0.07315	0.015550000000000001	0.0653	0.6073500000000001	0.8494999999999999	0.92	0.12445	0.4101625
TCGA-J8-A42S	0.5936	0.0579	0.0156	0.0382	0.6679	0.3916	0.917	0.0529	0.34183749999999996
TCGA-J8-A4HW	0.55435	0.11059999999999999	0.0419	0.0985	0.65665	0.67285	0.86885	0.20600000000000002	0.40121249999999997
TCGA-J8-A4HY	0.5743	0.072	0.019	0.0356	0.5241	0.7686	0.8189	0.0768	0.36116249999999994
TCGA-KS-A41F	0.5615	0.0529	0.0212	0.0332	0.4423	0.6522	0.891	0.0518	0.3382625
TCGA-KS-A41I	0.3241	0.0622	0.0189	0.0638	0.4457	0.6235	0.4485	0.1429	0.2662
TCGA-KS-A41J	0.5602	0.0536	0.0377	0.0616	0.6457	0.9144	0.9094	0.1147	0.4121625
TCGA-KS-A41L	0.1817	0.0337	0.0141	0.0205	0.4744	0.3633	0.8334	0.0546	0.2469625
TCGA-KS-A4I1	0.8675	0.0577	0.0282	0.0415	0.7342	0.6065	0.8976	0.1414	0.42182499999999995
TCGA-KS-A4I3	0.9025	0.0505	0.0134	0.0456	0.6324	0.4761	0.9114	0.0828	0.3893375
TCGA-KS-A4I5	0.5592	0.0524	0.016	0.0425	0.4303	0.5183	0.9061	0.067	0.323975
TCGA-KS-A4I7	0.5381	0.0649	0.0155	0.0362	0.6959	0.4805	0.9158	0.1095	0.35705
TCGA-KS-A4I9	0.4391	0.0717	0.0189	0.0482	0.6001	0.4319	0.9115	0.1529	0.3342875
TCGA-KS-A4IB	0.9382	0.034	0.017	0.0397	0.4571	0.6535	0.9283	0.0452	0.38912500000000005
TCGA-KS-A4IC	0.2827	0.0747	0.0145	0.0392	0.6866	0.7516	0.9074	0.0756	0.3540375
TCGA-KS-A4ID	0.5363	0.1665	0.2117	0.126	0.6735	0.8814	0.7467	0.2635	0.4507
TCGA-L6-A4EP	0.2416	0.0523	0.0151	0.0366	0.4447	0.434	0.9319	0.0695	0.2782125
TCGA-L6-A4EQ	0.2434	0.0427	0.0156	0.034	0.4572	0.6524	0.9202	0.0814	0.30586250000000004
TCGA-L6-A4ET	0.88	0.0546	0.0146	0.0249	0.6927	0.6118	0.9126	0.0485	0.4049625
TCGA-L6-A4EU	0.8676	0.0688	0.0151	0.0547	0.3331	0.6713	0.8783	0.1424	0.3789125
TCGA-MK-A4N6	0.3356	0.084	0.0246	0.0615	0.7539	0.6553	0.9128	0.2002	0.3784875
TCGA-MK-A4N7	0.9086	0.0429	0.0176	0.0389	0.6744	0.3723	0.8302	0.0605	0.36817500000000003
TCGA-MK-A4N9	0.6136	0.048	0.0207	0.0536	0.6624	0.4936	0.8673	0.1027	0.3577375
TCGA-MK-A84Z	0.3916	0.0382	0.0179	0.0483	0.4276	0.3611	0.5942	0.0436	0.24031249999999998
TCGA-QD-A8IV	0.2192	0.0711	0.0574	0.0467	0.6196	0.5904	0.4761	0.0785	0.269875
