gene	log2fc_dm2_vs_dm1	pvalue	fdr	rank_score
AC127459.2	-0.00024643335700440597	0.9231482878279316	0.9537815043532979	-8.558268592267678e-06
SMG1P5	-0.001123233177104277	0.9825144738478139	0.9902574483998293	-8.605137808788566e-06
AP000676.2	-0.00012220625165399108	0.8502991454857454	0.9072414606108169	-8.606773343783646e-06
AL645820.1	-9.814878686353125e-05	0.8170499135977285	0.8855373161555512	-8.612694593849516e-06
LINC01446	-0.001233465727394814	0.9839730211892107	0.9912382453007768	-8.65499341321298e-06
DEFB108F	-0.00022716007761827695	0.9157495655059851	0.9493558969996035	-8.682802961376798e-06
MIR892A	-9.335621288490405e-05	0.806995099483786	0.8783314632636265	-8.694180322865387e-06
AC064869.1	-0.00012121665871771498	0.8474079023124587	0.9052769670914713	-8.716385723100005e-06
HMGN1P19	-9.460520605830279e-05	0.8073181243451955	0.8785095690627316	-8.794055071108966e-06
MTND4LP14	-0.00021266291620638048	0.9088163416260191	0.9451646049623227	-8.830587800697754e-06
AP000553.8	-0.0003090581328529544	0.9363263318192097	0.9616576005811304	-8.830644784798001e-06
RNU6-1324P	-0.0001442922889666634	0.8685478294395126	0.9194044099873128	-8.831591456359098e-06
RNU7-186P	-0.0008088136262733303	0.9750144154900133	0.9857892490056246	-8.888023218278776e-06
RIC8A	-0.0011545983540992566	0.9824197411755725	0.9902006005824876	-8.893777842043003e-06
PIN4	-0.0014456870214036854	0.9859232849639009	0.9923857830602243	-8.900916231420211e-06
OR7E21P	-0.00019467431786593468	0.8998370399072546	0.9394306942049621	-8.923118116107567e-06
RNU6-550P	-0.00016154938868772218	0.8805470298318571	0.9271280654871378	-8.925190724019242e-06
AP001464.1	-0.00019966704946233326	0.9021673730286561	0.9410911112160991	-8.927689472828864e-06
DEFA5	-0.0005370010498903614	0.9623856936286928	0.978271144787568	-8.941519440590187e-06
MIR1302-5	-0.0001493681946408928	0.8709448393238707	0.9208852363235327	-8.963488249497868e-06
IFIT1B	-0.00027030218275080585	0.9264656693210892	0.9557450773174961	-8.966104250304182e-06
AC067969.1	-0.00015751768821126665	0.8770465474996876	0.9249017543699585	-8.974941508899817e-06
AL157384.1	-0.00031933632954888463	0.9371813378286542	0.962076759113288	-8.99773797921662e-06
AL445529.1	-0.00023959028062253782	0.9170656686233365	0.9503175390630395	-9.008490221458946e-06
AL606490.6	-0.00010302350458352404	0.8174318181775759	0.8858769020387405	-9.019549332024421e-06
H2BP3	-0.0002109541272204236	0.9057073109130639	0.9432410995091816	-9.073585626186087e-06
MIR6747	-0.00020648007887213646	0.9032950104854186	0.941735035044303	-9.120305335497828e-06
RNU6-553P	-0.00031140311782986915	0.9347356770962952	0.9607093816112545	-9.127593086331768e-06
AC091588.2	-0.00021274926962107626	0.9058207153793308	0.9432833102672378	-9.13923027314245e-06
LINC01364	-0.00031675497665839547	0.9355517721312396	0.9611868952570469	-9.164410178471574e-06
RPL30P6	-0.00019525099628280333	0.8970799972746489	0.9376963240782229	-9.209760453188084e-06
RN7SKP211	-0.00010675812765841247	0.8192330830039181	0.8870661385386014	-9.244455085085904e-06
RN7SL418P	-0.0001373246883029786	0.8549420169754095	0.909829748781394	-9.34677675263477e-06
PTGER4P3	-0.00015536043761131785	0.8706014483573897	0.9207105705282793	-9.349686631367884e-06
AC106774.1	-0.00010491640897912675	0.8140289470328936	0.8833273826940685	-9.375346173636381e-06
CICP11	-0.0002498790791549471	0.9171185927518065	0.9503175390630395	-9.38908196192844e-06
AC004223.3	-0.00015703123932077974	0.8713646013315753	0.9212092056175198	-9.390481772599247e-06
HMGB3P3	-0.00018833165962059677	0.8914132963360105	0.9340027213475218	-9.401684488613263e-06
AC005252.4	-0.00016716148729651768	0.878513742411592	0.9258188798833755	-9.403074462469056e-06
RNU6-1188P	-0.00016802565251548135	0.87889169548633	0.9261227361651887	-9.420297566270079e-06
AC018685.3	-0.0005225395860573336	0.9592908930273336	0.9763930788356928	-9.431671510970508e-06
FSHR	-0.0007154714458553341	0.9699348198280269	0.9827354107436904	-9.485326626197988e-06
SNX29P1	-0.0005565021791403488	0.9614429831709094	0.9777745508212685	-9.503090428206617e-06
AC074344.2	-0.00022462621356113092	0.9070082236739525	0.9439872069290504	-9.521630083069276e-06
SIVA1	-0.0015054558547422658	0.9854513464037629	0.9921769784334863	-9.581944686518341e-06
AL590640.2	-0.00034586981645712625	0.9381714605611311	0.9625582435503195	-9.58674436241378e-06
SCGB1C2	-0.00024182760526675904	0.9123782065413478	0.9471512249560112	-9.630807841009012e-06
SEC23A-AS1	-0.00033089403266099715	0.9351253200142564	0.9609589497503253	-9.639003932267928e-06
AL603839.1	-0.00016598035947193316	0.8747406990057782	0.9235568677326061	-9.646889137066466e-06
AC073636.1	-0.0005526027636853989	0.9605618805837733	0.9772054667638497	-9.656541052458928e-06
FAM96AP2	-0.0006785307475297431	0.9677430426738299	0.9815733711988898	-9.662238653015508e-06
AL133243.3	-0.0011504235254262696	0.9808429934946523	0.9891323467918747	-9.664139599272987e-06
IRF5P1	-0.00011592443193779629	0.8248136478964068	0.8906943381094838	-9.696401912554763e-06
OR8X1P	-0.00011130931339507722	0.8182069811210787	0.8864194896536923	-9.699139530635204e-06
ABCD1P3	-0.0001042448133512322	0.8070909143231905	0.8783733198788963	-9.702850956849596e-06
AL117378.2	-0.00015034988218438927	0.8608802046855137	0.9139913535239825	-9.781354135645022e-06
MIR4290HG	-0.00019205814198863368	0.8892016533303433	0.9325963738590209	-9.794915012482971e-06
AC233702.5	-0.00016207160863098932	0.8700835266673668	0.9204642845178032	-9.795454670950324e-06
AL445189.1	-0.00018578684921038502	0.8856238453011304	0.9303215273671144	-9.800386096252567e-06
AC004691.1	-0.0004186496486756827	0.94725123702365	0.9683545747010001	-9.852843665658108e-06
MIR4265	-0.00010964314521402709	0.8126806963793042	0.882419258809721	-9.876660653231177e-06
AC021242.1	-0.00018995281126632253	0.8870731290963761	0.9310544174249685	-9.885253720408503e-06
AC026782.1	-0.00011788440321191358	0.8241685433614961	0.890320523080177	-9.900399655585956e-06
MIR181A1	-0.00011090588489892259	0.8141679257958224	0.8834329838086934	-9.902344023789625e-06
SRD5A1P1	-0.0001891439726594789	0.8864173769468814	0.9307381644372399	-9.903907293700673e-06
MTND2P2	-0.0001961656266596429	0.8899008574468321	0.9330274490932176	-9.937431832947222e-06
OOSP2	-0.00017402736893755032	0.8767796927598346	0.9247604955447443	-9.938619073538593e-06
AL049795.2	-0.0002454731600192673	0.910820072956731	0.9464293204393929	-9.958209547046412e-06
AL117209.1	-0.0006583365268417463	0.9657498030589245	0.980216672058187	-9.964168068300442e-06
AL592309.2	-0.00016088229891016333	0.8669060110397658	0.9181931814686283	-9.979204933529904e-06
AC007128.2	-0.0001648379048449862	0.8696316749597431	0.9200993033914897	-9.999833827784678e-06
PIGPP3	-0.00012874895752078394	0.8361159858967319	0.8978173574356482	-1.0008103627390946e-05
COTL1	-0.0018251587033040195	0.9874427098766315	0.9932313328170106	-1.0016639176718527e-05
AC108059.2	-0.00016303331439611064	0.8680051298662949	0.9190176983092618	-1.00229145224041e-05
CKAP5	-0.0013935262241124846	0.9835416883329127	0.9909834624178029	-1.0043460353471242e-05
FDPSP6	-0.00013314990863649715	0.8405552220897883	0.9007776107295796	-1.00439968372237e-05
MIR5693	-0.00024932668473177065	0.911303623253778	0.9465536025832488	-1.0057066300037243e-05
AC090286.3	-0.0004006180071748494	0.9437111324659475	0.9662592082416469	-1.0079918340866669e-05
AC021088.1	-0.00015652910651391605	0.8621120955509008	0.9147282682956289	-1.0086150463659171e-05
CETN1	-0.00011168062814375306	0.8121458929369053	0.8820725215728585	-1.0092125790617039e-05
GSTA12P	-0.00016325254764162943	0.8670438089159651	0.9183203066451445	-1.0114957820361199e-05
AC099552.3	-0.00010614217255834754	0.8022899798104898	0.8751079493461338	-1.0154476433269414e-05
ATP5PBP3	-0.00025780143493463366	0.9132255143978025	0.9477004358410582	-1.0163038721778184e-05
AC114482.1	-0.00013700872223429362	0.8428093325621583	0.9022401605163044	-1.0175728777591805e-05
SIGLEC11	-0.0012301820185242618	0.9811267012356597	0.9893219047510551	-1.0179639161552764e-05
AC138647.2	-0.0001353286618318673	0.8407225919139365	0.9008763299806976	-1.0196646853336184e-05
C18orf15	-0.0003335074680381536	0.9319024365432002	0.9590203575460406	-1.0215184589058532e-05
DPY19L4P2	-0.00021786187648554492	0.8975837660675088	0.9379951867880758	-1.0223170902499406e-05
AC022523.3	-0.00015029108534088224	0.8548424994226955	0.9097800580903813	-1.0236911138666353e-05
LINC01964	-0.00028544859082834176	0.9206387012963547	0.9523433595264896	-1.0250679385428349e-05
AL133335.1	-0.00017305797299817845	0.8716750762158156	0.9214122187016666	-1.0322107109260938e-05
AL109936.2	-0.0013026577178001375	0.981784310374797	0.9898111523823881	-1.0400305264289475e-05
AP002802.1	-0.00010283029362461474	0.7921669037513521	0.8679817534307043	-1.0404709077250542e-05
AL590084.2	-0.00012452228870133092	0.8240774223282458	0.8902593149655175	-1.0463855007335309e-05
CACYBPP3	-0.00031440045070133676	0.9257694984011704	0.955389215638795	-1.0531513443589775e-05
NANOGP10	-0.00011414094058806754	0.8083943785755813	0.8791807853886321	-1.0543965155591657e-05
AC004987.3	-0.00021883826042080022	0.8945694894461184	0.936208555412235	-1.0588690153850802e-05
RN7SKP23	-0.0011404446619914799	0.9787773486706852	0.9878783413642164	-1.0624484943138851e-05
RPSAP24	-0.0002472706282323385	0.9057254136012429	0.9432410995091816	-1.063348917989842e-05
AC106760.2	-0.00026430894016534964	0.9115163846044558	0.9466768891785368	-1.0634607766903883e-05
WDR83OS	-0.00023367075241526904	0.9001705586695049	0.9396341756300453	-1.0672957268941302e-05
AC025741.1	-0.00032604412384064536	0.9273280153036824	0.9561982895887016	-1.0683363792823532e-05
AC117505.1	-0.00014831211958844716	0.8469049333054834	0.9049483485995533	-1.0702994138372342e-05
RNU6-82P	-0.0002448084720012584	0.904100608247952	0.9421910386458053	-1.0718507735557802e-05
RNVU1-28	-0.00031507584899911466	0.9245984040450544	0.9546967777050668	-1.0727343489022682e-05
AC064834.1	-0.00013539204493572834	0.8325308551684786	0.8955243114196254	-1.0777160980289925e-05
AC092447.3	-0.00011508496126392089	0.8059132960348373	0.8775907979162024	-1.0784804963428073e-05
AC010197.1	-0.00032663313995495713	0.92664979012264	0.9557659870654482	-1.0806451097080733e-05
RNA5SP61	-0.00019069063803211226	0.877617487982704	0.9252140454823577	-1.0811154486548117e-05
LINC02164	-0.00017339902627520453	0.8661973777718969	0.9176988505551085	-1.0817174923646285e-05
AC017099.1	-0.00024113534102974347	0.9016711612527535	0.9406684480799431	-1.0839472549663378e-05
LINC02373	-0.0004170934092801379	0.9418262036005239	0.9649110572784417	-1.0856620587173202e-05
RNU2-72P	-0.00011726148967587603	0.8078768213492963	0.8788213909399634	-1.0864845966069394e-05
AC092162.3	-0.0005940195954343142	0.9586349589103133	0.9759369297166233	-1.0898321570231841e-05
AC104435.1	-0.00016337208152460245	0.8575852315338138	0.9117975500635668	-1.0900627456900765e-05
AC022100.1	-0.00020415216701664312	0.8842398090205086	0.9293889591210309	-1.0907837378239185e-05
MIR1285-2	-0.00011738166704372885	0.8072639121638259	0.878487580060249	-1.09146711276032e-05
PCID2	-0.0014037460084708187	0.9822256061785571	0.9900649223747652	-1.0933424190506463e-05
AL122126.1	-0.00015272762613297464	0.8480297532944058	0.9056635240433104	-1.0933604307215676e-05
RPL17P37	-0.0002520935066151961	0.9049338801981536	0.9428158517921882	-1.093661085258265e-05
AC093259.1	-0.00012746069447489787	0.8205312745500505	0.887839205324538	-1.0949493262346294e-05
AC004922.1	-0.0004138245169453096	0.9404203804564771	0.9639845296582732	-1.1039997042467851e-05
ADAM2	-0.00023351781979594026	0.8965877132627212	0.9374472634138393	-1.107042994527764e-05
MIR199A1	-0.00028114584773172684	0.9130464666922535	0.9476183605057019	-1.1107262693541081e-05
RNA5SP536	-0.0001445875579364161	0.8375588827895423	0.8987350700083087	-1.113102269697767e-05
ASS1P7	-0.00034519490673833204	0.9283197403655091	0.9568771564697985	-1.1150628906154901e-05
MTND4LP20	-0.0001233452730548357	0.8107659939286368	0.8811109390300319	-1.1237306378839028e-05
AC100823.2	-0.00027405908213688594	0.9097076159002597	0.945729841012769	-1.126332659496485e-05
XRCC6P5	-0.00034023594455440814	0.9265925217346911	0.9557450773174961	-1.1265623532820857e-05
HSBP1P1	-0.00022402357886593376	0.8903387914688251	0.9332909731112222	-1.1300803189876377e-05
AC011753.1	-0.00017814670217697792	0.8637794777922885	0.9160397228139409	-1.1329616911484937e-05
AC091231.1	-0.00031123260710524785	0.9195395275978536	0.951668354208122	-1.1338078547740749e-05
RN7SL96P	-0.00014200781807510233	0.8315495728718179	0.8949116904709821	-1.1376509756651848e-05
AC007679.1	-0.0002186109525055403	0.8867196957368699	0.9308093251015793	-1.1414474649478824e-05
NDUFB5P2	-0.00014215803227488402	0.8307908872236928	0.8944448659347327	-1.1444898069383219e-05
AC121333.1	-0.00012867749899934738	0.8147019663293728	0.8838082891640637	-1.145245639118699e-05
MIR7854	-0.00017488750815204527	0.8596839720742395	0.9132396782172747	-1.1483318431868303e-05
H3P27	-0.0001457793753339066	0.8333533987804425	0.8959342351731809	-1.1541468164816862e-05
CU634019.5	-0.00040228877555636977	0.9360517197063226	0.9614520059198514	-1.1545750014928358e-05
ERCC5	-0.0014867832995733021	0.9822182919495022	0.9900649223747652	-1.158498903456055e-05
AC106748.1	-0.00021195539015696901	0.881115253565331	0.9274202660029377	-1.1650611349317207e-05
GSX1	-0.00015031786799417671	0.8365441614738757	0.8980192407280759	-1.1651307436288823e-05
AC022325.2	-0.00016280776938259025	0.84791256630401	0.9056319684918984	-1.1665002198498891e-05
AC092687.1	-0.00014467456572196018	0.8305224362782092	0.8943049254448975	-1.1667805628080342e-05
AC027369.5	-0.0001691082201546682	0.8530364784868175	0.9087239425734968	-1.1673945731456054e-05
AC245060.1	-0.00012550943707886208	0.8067916044883703	0.8782510665073554	-1.1702327930751116e-05
AC003098.1	-0.00013466704817285393	0.8183299776939181	0.8864526330663725	-1.1725667153506737e-05
AC021269.1	-0.00013538146365439955	0.8187266563486001	0.8867287545872158	-1.1759378722136316e-05
TUBBP10	-0.0002698871142159127	0.9044442038177903	0.9424287924552461	-1.1771995548351949e-05
AC092685.1	-0.00014920454073275653	0.8325388010902355	0.8955243114196254	-1.1876012518461817e-05
AL583829.1	-0.0004420713124322802	0.9400112760843977	0.9637372532091567	-1.1877101971025255e-05
AC114730.1	-0.00021705751846633767	0.8814401184436217	0.9275444434609508	-1.1896311920203988e-05
BNIP3P25	-0.0003468680948311223	0.924044348473372	0.9544314294808826	-1.1900067831477685e-05
AC007598.1	-0.00024872635787084353	0.8954429940159402	0.9367184642551685	-1.1929427786417255e-05
ADPRHL1	-0.0024015098547560676	0.9886163097825815	0.9938676426470751	-1.1940856957004935e-05
SFR1P1	-0.0003755851294517075	0.9293919026861315	0.9574717987734256	-1.1944026128809648e-05
SDCBPP1	-0.0002982354833338651	0.9118529559422383	0.9468361206540237	-1.1951843573050768e-05
AC099506.3	-0.00013931232073865498	0.8201057228850531	0.8874955384784288	-1.1998992125113105e-05
AC013402.3	-0.00021600151764410375	0.8798607778007227	0.9266657541465942	-1.2006669373933418e-05
ZNF971P	-0.00011997676580846275	0.793662694721473	0.8690675633657798	-1.2041352055124115e-05
AC006130.2	-0.00022104245174892415	0.8811826659488409	0.9274535336894643	-1.2142758112248215e-05
AL355836.3	-0.0001225024284827164	0.7952953035852911	0.8701195227418456	-1.218551037907744e-05
AC098588.2	-0.0001784743269273132	0.8540904643597805	0.9092793643892924	-1.2224800138809598e-05
HNRNPA1P64	-0.00037013801425221995	0.9267567901633623	0.9558142987110431	-1.22272218135639e-05
AC009468.2	-0.00014715429878153156	0.8253800537071294	0.8910889843900698	-1.2264726685581573e-05
AC134312.6	-0.0001947252880834336	0.8646311140122914	0.9166480712160842	-1.2300629043447559e-05
AC090952.2	-0.0002730610029871624	0.9011307590717066	0.940332513222865	-1.2345684831819193e-05
AL359198.2	-0.00015355119571044506	0.8307746979306067	0.8944448659347327	-1.2363441518328793e-05
NPM1P34	-0.0003576725856779227	0.9231566782380598	0.9537815043532979	-1.2420031823932417e-05
RNU6-542P	-0.00016952346686238966	0.8446058198597837	0.9033512772318312	-1.2433856391740864e-05
BRD7P3	-0.00031379590024332125	0.9125230538840248	0.9472273460186799	-1.2475318374361012e-05
PPIAP90	-0.0005231525294088837	0.9464864170406738	0.9679374644823986	-1.2495819477220021e-05
AL139415.2	-0.0005785087149176478	0.9512398567164952	0.9711638657292894	-1.2559401740809386e-05
AC074051.2	-0.00017735747020581954	0.8494104626191593	0.9066133652001058	-1.2571522061958104e-05
THAP7	-0.0016471448301960123	0.9824185775703927	0.9902006005824876	-1.2688670830796436e-05
AC020636.2	-0.00018020588274501306	0.849926861477358	0.9069802384274653	-1.2725859201556905e-05
ZHX1-C8orf76	-0.0005957121438113361	0.951760155382708	0.9714455207979644	-1.2791417403680633e-05
NRG3-AS1	-0.00016759966829857603	0.838819453218972	0.8996953314979209	-1.2793135134142069e-05
LINC02721	-0.0005469284349992679	0.9475587478184004	0.9685539562847415	-1.2794764309554336e-05
AC011447.5	-0.00035654837741295846	0.9204729663071965	0.9523031040788359	-1.2831805977121946e-05
AC023644.1	-0.00027414242325909857	0.8976665835315715	0.9380241097662143	-1.2853151485182351e-05
PANDAR	-0.00016417349153279265	0.83478946754299	0.8970645071677137	-1.287498413301675e-05
TYR	-0.0005348220609162485	0.9460397219991162	0.9677479331653831	-1.2884199424866747e-05
RNU6-1065P	-0.0002950406497717788	0.9043159831348527	0.9423621115850827	-1.28873145818566e-05
KRT26	-0.0002432999744062343	0.8847855955714655	0.9297777659632901	-1.2934302620415585e-05
AC069155.1	-0.0002966437873465821	0.9044622121159038	0.9424287924552461	-1.2936508895100038e-05
AL137072.1	-0.00014746691411104084	0.8169325401883574	0.885465826563428	-1.2949630796663634e-05
CYP2A7P2	-0.0002909005767607886	0.9024305440225365	0.9412652713748307	-1.2970155312466916e-05
RN7SKP118	-0.00013045453545796156	0.7949725517534976	0.8699576014741276	-1.299951608086045e-05
LINC02429	-0.0002316821622943754	0.878642232303434	0.9259165176148038	-1.3017740196205115e-05
KRT7-AS	-0.0023800689434034794	0.9874835553045797	0.9932313328170106	-1.3019281781721058e-05
MIR30D	-0.000118699628248551	0.7767355352699977	0.8578592543356471	-1.3024533411328224e-05
AL358779.1	-0.00016376185112405492	0.8326382934670771	0.8955753970243133	-1.3026210384483239e-05
LINGO1-AS2	-0.00027634829896373424	0.8971395830216937	0.937720666280241	-1.302705362798437e-05
AC091230.1	-0.00032338690738630167	0.9113975266095328	0.9465724733629762	-1.3029955190195025e-05
AL137190.1	-0.00012835871432848337	0.7913657514174439	0.8675638795721726	-1.3044165405678126e-05
AP002478.1	-0.00048279666039460073	0.939434552596091	0.9632797726395608	-1.3099948903029519e-05
AC087633.1	-0.00020915069479777657	0.8647853115704675	0.9167798564479986	-1.3195671951780965e-05
ARPP19P2	-0.00017035800723022533	0.8364042898260144	0.8979437082454862	-1.3217012770843167e-05
RNU1-17P	-0.00017730637296086793	0.8419275130910769	0.9016625711760755	-1.324927156964467e-05
RPL35AP8	-0.00024594191475950985	0.8827298178680926	0.9283495334651348	-1.3323215348275193e-05
AC120498.6	-0.0001979952956680075	0.8562437576241891	0.9107648475332292	-1.3345394087874211e-05
RN7SL278P	-0.00018267703636767147	0.8449966964601163	0.9035867646989614	-1.3361909803658256e-05
RN7SL503P	-0.0002452324751231272	0.8814752627711804	0.9275444434609508	-1.3436255674827372e-05
ZNF733P	-0.00015655392992120962	0.8201076062217223	0.8874955384784288	-1.3483858502310204e-05
PURB	-0.0014860267285525808	0.9793090958784056	0.9882412914951947	-1.349343732190642e-05
AC008677.1	-0.00036380233162843986	0.917787981666841	0.9507671461835637	-1.3554413990218653e-05
RPSAP42	-0.00021051826141401807	0.8619281901262675	0.9145894836515308	-1.3584515011409765e-05
AC007375.1	-0.0001972355012784823	0.8533300727850105	0.9088282827029576	-1.3586162942159977e-05
OR52J3	-0.00012536438666784286	0.7787380450251352	0.859171004470515	-1.3615651460128135e-05
AC046158.4	-0.0004399964199906965	0.9312006981038528	0.9586036873070841	-1.3620840303789115e-05
AL138479.1	-0.00012344905148240252	0.7752900772914719	0.8568919637033787	-1.3645536504753022e-05
RN7SL121P	-0.0003094044760946265	0.9028830657505007	0.9415158940611433	-1.3727810152102355e-05
BX682237.1	-0.0002562798917657861	0.8835725093688	0.9288954445656329	-1.3777044399334185e-05
SMARCE1P7	-0.000158428267284708	0.8180766973193112	0.8863526840524696	-1.381589197819496e-05
PPIAP36	-0.00038058019601897725	0.9195462528973314	0.951668354208122	-1.3863174442892862e-05
PABPC1P12	-0.00016384371456411935	0.8228039092353464	0.8893297990162098	-1.3878161241293271e-05
RN7SL646P	-0.00019496479003828756	0.8480170238739292	0.9056635240433104	-1.3958587827291172e-05
AC005324.1	-0.0001517693101260268	0.8085866239061718	0.8793343369742602	-1.4004277437551059e-05
AL356596.1	-0.0006582379896626425	0.9521018161315677	0.9716753255984193	-1.4031400160772577e-05
AL160408.5	-0.0002588761927669247	0.8824623475864888	0.9281815967082365	-1.4057965082016141e-05
H3P3	-0.00018688570571410296	0.8398379725562939	0.9004139352182643	-1.4166776170651435e-05
SPATA3	-0.0002872576626337048	0.8923815485316436	0.9346381628462856	-1.4204724248780736e-05
AC022031.1	-0.00023585038745445926	0.870440468159357	0.9205949442462777	-1.4212562777666088e-05
AC090971.4	-0.00033040059755109694	0.9054937917800726	0.9431862671675642	-1.4245064141442757e-05
CCT7P2	-0.00025732891066093926	0.8800790890911399	0.9268075614171578	-1.4276169947376772e-05
RNU6-629P	-0.00014182649340354437	0.7923414131043232	0.8680809188353301	-1.4336906120683496e-05
AL390882.1	-0.0001741463281193659	0.8270451203552566	0.8921595773955655	-1.4361986368133405e-05
UBL5P1	-0.00012599601387693602	0.7684165555607978	0.8521688472357866	-1.4414358113762084e-05
AC104794.4	-0.00022946373738686084	0.8651056367554805	0.9170206509872545	-1.4440349930430099e-05
AL365219.1	-0.00018021079993694946	0.8312074609201299	0.8947069246645126	-1.446922734342061e-05
BCRP9	-0.0001630244877050312	0.8150857156774923	0.8840894735684539	-1.447603942555347e-05
NANOGP9	-0.00012795713528643396	0.7703498471642266	0.8535270952113019	-1.4499078818820382e-05
DIAPH3-AS1	-0.0002427946079081914	0.8712428859367981	0.9211110479862781	-1.4533868557732682e-05
RNU6-1294P	-0.000283492961953442	0.8883851234111982	0.9319997537460556	-1.4571176112557183e-05
AP003100.1	-0.0002507497119256881	0.8745453847188578	0.923407261569746	-1.4598058413817833e-05
PPIAP15	-0.00037841236024871786	0.914407456822661	0.9485354951738291	-1.4705195519537335e-05
AC010307.1	-0.00018320303543647434	0.8303960016689095	0.8942246897505046	-1.4787187315351338e-05
RPL32P9	-0.0002233626083188976	0.8585765095346918	0.9124196527003529	-1.4791294815523676e-05
ZNF90P1	-0.00039697796661870843	0.9167868186807809	0.9501245028836413	-1.4978629527242058e-05
AC091820.1	-0.00022628903706092937	0.8585161287233231	0.9123958719185944	-1.4991997517814771e-05
AP003733.3	-0.0014771961471762296	0.9769015608008866	0.9868122601350463	-1.4992353998688932e-05
AC090821.3	-0.00018789307293618808	0.8319663361281809	0.8951880850303182	-1.5011575432338409e-05
AC009065.4	-0.001609791823803608	0.9787490199941089	0.9878783413642164	-1.5017200250497325e-05
RPS3AP48	-0.0003833694206391656	0.9137361709804571	0.9480793507731724	-1.5020100631067868e-05
MIR3667	-0.00020458146793007176	0.8443808849090357	0.903185937436373	-1.5028883357645818e-05
RNU7-133P	-0.0001595307683492107	0.8046973431318684	0.8768025965317147	-1.50545090266589e-05
AL117327.1	-0.0012843934487263287	0.9733115280430037	0.984689158836246	-1.5089224735376734e-05
AC011593.1	-0.00022378111651038396	0.8558724584547683	0.9105198629406999	-1.5125577983177754e-05
AC027419.1	-0.0003184699877995605	0.8963492073778516	0.9372927252392956	-1.513457318539618e-05
AC073968.2	-0.0003277634482781195	0.8991013091056738	0.9390112879784919	-1.5139842710128217e-05
AL590609.1	-0.00023675792824756018	0.8622986722645382	0.9148698699883808	-1.5233545529311228e-05
AC096536.1	-0.0006008175208887939	0.9432220265698041	0.9659556740824673	-1.5252393205023221e-05
MTHFD2P6	-0.0002657300864344087	0.8760218144485484	0.9243239484750777	-1.5275515016239645e-05
RNA5SP145	-0.00033457420922031623	0.9001699484323302	0.9396341756300453	-1.5281840875370315e-05
AC004408.2	-0.0004155996238761426	0.918740932118245	0.9512891642983017	-1.5296948063581766e-05
IQCJ-SCHIP1-AS1	-0.00033881683383112527	0.9012268689114026	0.9403793960157789	-1.5302956673506134e-05
MTND5P7	-0.00013000563335593339	0.7625349237849005	0.8477751477657617	-1.5306897205084104e-05
SNX18P26	-0.0005525409590587775	0.9375196076473039	0.9622545863211049	-1.548199903582555e-05
RPSAP40	-0.0002569644912446523	0.8703282408646619	0.9205949442462777	-1.5499307698144e-05
LINC00387	-0.00015153741171061247	0.7895857859704396	0.8662006537330815	-1.5547841242328543e-05
EIF4EP5	-0.0003165790526431494	0.8930700121079405	0.935105211238753	-1.55486197654028e-05
AC012629.3	-0.00016096127783717107	0.8003674850066121	0.87379505962805	-1.5566655788869524e-05
VENTXP1	-0.0002189862676253544	0.8488363362878948	0.9062252215745712	-1.5586574859495377e-05
AC104010.1	-0.00019541202847163657	0.8320624339392225	0.895211522667744	-1.5602494636709187e-05
MIR4641	-0.0003750515560018361	0.908580738966314	0.9449981724588796	-1.5615824377816342e-05
TMPRSS11CP	-0.0007389998782754703	0.9523180764861575	0.9718230012420609	-1.5680078727690605e-05
PPP1R2P2	-0.00021079478507838776	0.8419121636077826	0.9016625711760755	-1.575337218881426e-05
AC103808.2	-0.0001394211568577638	0.7703681972057409	0.8535270952113019	-1.579664771841144e-05
BRD1	-0.0018373237910802587	0.9803664941075148	0.9888154096288995	-1.5822187333715823e-05
RNA5SP19	-0.0001682089251693324	0.804628019659576	0.8767819505632988	-1.587973801483298e-05
CASKP1	-0.00013013039361681764	0.7548435102921222	0.8418869423169142	-1.5894526350771932e-05
HNRNPA1P1	-0.0004551017026226921	0.9227042860508149	0.9535047711288926	-1.590009846161576e-05
AC022903.1	-0.00027356915464989053	0.8745333336981694	0.923407261569746	-1.5928189871278795e-05
AL356421.1	-0.0002900296162613898	0.8810567131826931	0.9274202660029377	-1.5950508036712123e-05
AC106729.1	-0.00044609037547996885	0.9207550211824876	0.9524238325216571	-1.5994973729724123e-05
LINC01352	-0.0009656673154853357	0.962573544541088	0.9784109781359686	-1.5997320730613166e-05
AC133555.6	-0.0003165119625693994	0.8899877465470027	0.9330616037650504	-1.6020560866125335e-05
AC104771.1	-0.0003406540981879813	0.8971207354549394	0.937719936062103	-1.6061535916726735e-05
SMIM23	-0.0003648326159412293	0.9034689659920001	0.9418403755800631	-1.608428826728791e-05
FAM205C	-0.000291132278738138	0.8802941470776711	0.9269389009376602	-1.6120630596435778e-05
RNU6-106P	-0.0002328744312834318	0.8523997938835965	0.908576803948641	-1.6151393678510792e-05
AL512624.2	-0.0001785248586602589	0.8118302874938007	0.8818038869456294	-1.6162703483778292e-05
AC010605.1	-0.0002815171903328825	0.8759566049927147	0.9243239484750777	-1.619213918144616e-05
RN7SKP94	-0.00013549161637957803	0.7592984558250782	0.8453410462533159	-1.6203101416496292e-05
AC093752.3	-0.00017791257764863055	0.8108158456528322	0.8811280494939643	-1.6203881279794e-05
AC215522.1	-0.00022638791106503872	0.8472975126731281	0.9051808759572241	-1.6291795140877458e-05
