stage	gene	n_slides	mean_diff
LPTC	SEC16A	4	0.005702856375137344
PTC	REX1BD	4	0.005701117333956063
LPTC	JPX	2	0.005696715787053108
PTC	NDUFS2	4	0.005696358275599778
PT	IRF9	3	0.005692763564487298
PTC	TRPC4AP	4	0.005689079291187227
LPTC	MLPH	3	0.005686727041999499
LPTC	ICMT	4	0.005685274605639279
LPTC	DNAJB9	4	0.005684098752681166
PTC	MTMR12	2	0.005679664260242134
PT	STK40	4	0.005677786626620218
PTC	ZFR	4	0.005676395259797573
PTC	PRPF38B	3	0.0056754985319760936
LPTC	CTDSP2	4	0.005673660722095519
ATC	MED4	3	0.005665112286806107
ATC	HSBP1L1	2	0.0056637730449438095
PTC	ELMO2	1	0.005661472678184509
PT	CDC37	4	0.005654788636093144
LPTC	SNAI2	1	0.005650220438838005
PTC	C1orf116	3	0.005649063736200333
LPTC	MYO1C	4	0.005644004791975021
PT	MT1X	4	0.005643117241561413
PT	SS18	4	0.00564083072822541
PT	CCDC25	4	0.005640359886456281
LPTC	PPP2R5C	4	0.005640128161758184
PT	NCAPH2	2	0.005639468319714069
PTC	VCL	4	0.0056350878439843655
PT	LMO7-AS1	3	0.005633904288212459
PT	THBS3	1	0.005630670115351677
PT	SDHAF1	2	0.005628847284242511
LPTC	VBP1	2	0.005628829821944237
PT	RPL36AL	4	0.005627291335258633
LPTC	MOV10	3	0.0056270678372432785
LPTC	NCAPH2	2	0.005625377292744815
PT	SNHG10	3	0.005623361561447382
PTC	PPP4R3B	4	0.005623284378089011
PT	SF3B5	4	0.005622781696729362
PT	STMP1	4	0.005618104711174965
ATC	SUPT5H	4	0.005617797374725342
PTC	GPBP1L1	4	0.005615997826680541
PTC	ARF4	4	0.0056159780360758305
ATC	PTPN14	4	0.005613468354567885
PT	CYFIP1	4	0.005610383697785437
LPTC	NOB1	2	0.0056100457441061735
LPTC	SRRM2	4	0.0056089688441716135
ATC	EIF3E	4	0.005603291094303131
PTC	TOB1	2	0.005596227012574673
LPTC	FLOT2	4	0.005594983580522239
PT	SLC39A14	4	0.005591126740910113
LPTC	COX7A2	4	0.005588095169514418
LPTC	PRKCSH	4	0.005585475126281381
PTC	CEP170	1	0.00558084063231945
PT	CRIPT	1	0.0055770352482795715
PT	CALM2	4	0.005574602633714676
PT	GALNT2	4	0.005573331145569682
PT	UBE2E3	4	0.005571548419538885
PT	NCSTN	4	0.005570460154558532
PT	MED16	4	0.005568113294430077
PTC	TRMU	2	0.005565306666539982
PTC	CTNNBIP1	2	0.005565228406339884
LPTC	AUP1	4	0.005563631362747401
PT	SLC9A3R2	4	0.005563352140597999
PTC	DNASE2	4	0.0055597813916392624
PT	SRA1	4	0.005557898839469999
PT	WASHC3	4	0.005553354101721197
PT	ALDH1A1	4	0.0055513911647722125
PT	MVP	4	0.005550967296585441
PTC	AC074212.1	1	0.0055481852032244205
LPTC	PTPMT1	4	0.005548127926886082
PTC	NR2F6	4	0.005547522276174277
LPTC	ERCC5	1	0.00553998164832592
PT	NFYC	4	0.005539819714613259
LPTC	TMPRSS4	2	0.005539497593417764
ATC	P3H3	3	0.005537665914744139
LPTC	TIMM50	4	0.005537168472073972
PT	SMAD6	2	0.0055354004725813866
PT	CCDC115	4	0.005532845505513251
PT	PML	4	0.005531527218408883
PT	BOLA2	1	0.005521685816347599
PT	RHOG	4	0.005520473301658058
PTC	UBE2H	4	0.005519330297829583
PT	CYB5A	4	0.005517732977750711
PT	GIPC1	4	0.005517286219401285
LPTC	RASSF4	4	0.005514874937944114
LPTC	DRAM2	1	0.005512880627065897
PT	TCF12	3	0.005512212713559468
ATC	HNRNPA1	4	0.005501210689544678
PT	MTHFD1	1	0.005498711951076984
PT	CTDSP2	4	0.005497914389707148
ATC	RPN2	4	0.0054947249591350555
PT	PDCD7	1	0.005492988973855972
ATC	RNF130	4	0.005490198731422424
LPTC	TP53I11	2	0.005489015951752663
LPTC	BCKDHA	4	0.00548892782535404
PTC	NT5C3B	4	0.00548622859059833
PTC	PNPO	4	0.00548373645870015
LPTC	INPPL1	4	0.005482885637320578
PTC	DDX46	2	0.00548249679923174
PTC	ERP44	4	0.005479753541294485
ATC	LCP1	3	0.005477160215377808
PT	DTX4	1	0.005472894757986069
PT	TOR1AIP1	4	0.00547068435116671
LPTC	PRKCD	4	0.005469487980008125
PT	MRPL52	4	0.005465818190714344
PT	PRPF38A	4	0.005464335321448743
LPTC	PNKP	3	0.005464089723924796
PTC	TANGO2	1	0.005462560802698135
PTC	ZBTB44	3	0.005462558552001913
PTC	PPP1R12A	2	0.005455427570268512
PT	CHMP4A	4	0.005454428377561271
PTC	SERTAD2	1	0.0054448810406029224
LPTC	TRIM27	4	0.00543886364903301
PT	BBIP1	1	0.005434005870483816
PTC	CISH	1	0.005431558936834335
ATC	TMEM179B	4	0.005424950271844864
LPTC	TAB2	3	0.005423534341389313
LPTC	ITGA7	1	0.005419917404651642
ATC	EIF3H	4	0.005419710651040077
PTC	SRI	4	0.005417090840637684
PTC	ATG2A	4	0.005407576245488599
PTC	DHRS7	4	0.005405306423199363
LPTC	RORC	1	0.005404701456427574
LPTC	PELP1	3	0.0054046064033173025
LPTC	TUSC2	4	0.0053968279680702835
PT	JUP	4	0.005396741209551692
LPTC	PLEKHA2	2	0.005390392150729895
PTC	PURB	4	0.005387712822994217
PTC	HGSNAT	4	0.005385648342780769
ATC	HYAL2	4	0.005381394177675247
ATC	MIER1	1	0.00537979556247592
PTC	DNAJB2	4	0.0053761666640639305
PTC	ETV1	1	0.005372952873585746
PT	PJA1	1	0.005372720770537853
PTC	MED4	4	0.005365319841075689
ATC	GADD45A	3	0.0053642913699150085
PTC	ELP1	1	0.0053626359440386295
PTC	KCNK5	1	0.005346737802028656
PTC	TMEM8B	3	0.00534262399499615
PT	OBSL1	4	0.0053413581335917115
PT	HMCES	2	0.005335543770343065
LPTC	PTPN12	4	0.005334844347089529
ATC	DPF2	4	0.005332842469215393
ATC	ZMIZ2	3	0.0053300169529393315
PT	POLR2B	4	0.0053293853598006535
PTC	SNX12	2	0.005327623221091926
LPTC	ATP5MD	4	0.0053258612751960754
PT	VPS16	4	0.005322283897839952
PT	MCL1	4	0.005320824100635946
PTC	ARIH2	3	0.005314359053348501
LPTC	NFYB	1	0.0053128303261473775
PT	MRPL33	4	0.0053098793141543865
PT	PIK3IP1	4	0.005305699072778225
ATC	STOML2	4	0.005304988473653793
PTC	ZDHHC3	4	0.0052975567523390055
PT	VPS35	4	0.005297156373671896
PT	BSG	4	0.005296551622450352
PT	GATAD1	4	0.005295680079143494
ATC	C5orf24	3	0.005294648930430412
PT	HMGA1	4	0.005294476097333245
PT	TNNC1	3	0.005293518537655473
PT	SLC25A38	4	0.005292117479257286
LPTC	ZMIZ2	4	0.005289037217153236
PT	CDON	4	0.005287632899126038
PT	RILPL1	4	0.005283788661472499
PT	NOL3	4	0.005283569393213838
PT	THAP4	4	0.005281999823637307
PT	ZNF644	1	0.005279386416077614
PTC	CCDC124	4	0.005278110969811678
LPTC	SETX	4	0.005274795461446047
PT	DDX6	4	0.005274644121527672
LPTC	STRN4	4	0.005273577728075907
PT	MOB2	3	0.005270789455001553
PTC	MGAT5	1	0.005267640575766563
PT	VPS35L	4	0.005265757208690047
PT	RPL26	4	0.005265457322821021
LPTC	MESD	4	0.005264582694508135
PTC	PPP1R12C	4	0.005264284351142123
PTC	C7orf50	4	0.005263490602374077
PT	SCAMP4	4	0.005258859135210514
PTC	FLOT2	4	0.005255718075204641
LPTC	SLC25A6	4	0.005254905321635306
PT	BIN1	4	0.005248944740742445
ATC	HDAC5	3	0.00524723157286644
LPTC	STYXL1	1	0.005237927660346031
PT	PHF20L1	2	0.005237511442828691
PT	SYTL1	1	0.00523636321304366
PTC	CDK5RAP3	4	0.0052326793083921075
PT	SKA2	3	0.0052293229576510685
PTC	MTDH	4	0.005229315196629614
PTC	BCL7C	4	0.005226907320320606
LPTC	EMC6	4	0.005220311984885484
PTC	ZFHX3	4	0.005217049387283623
PTC	SCARB2	4	0.00521476287394762
LPTC	LY75	2	0.005212487885728478
PTC	FKBP3	4	0.005212282339925878
PT	SEPHS2	4	0.005211031064391136
PT	PPP4R2	4	0.005210865114349872
PTC	ADSS	4	0.005209079616179224
PTC	NDUFB3	4	0.005202061729505658
LPTC	TMCO1	4	0.005199728882871568
PT	BEX4	4	0.005199622886721045
ATC	FDX2	3	0.005196182988584042
PT	WDR61	4	0.005195161560550332
LPTC	TTYH3	1	0.005191484931856394
PT	FAM168A	1	0.005191029980778694
PTC	NUDT21	4	0.005189231946133077
PT	COMMD5	3	0.005185345808664958
PT	NUMA1	4	0.005183508852496743
PT	FKBP3	4	0.00518328370526433
PTC	GTPBP6	4	0.0051802159287035465
PT	PSMA4	4	0.005179608066100627
PT	TMEM115	4	0.005176305254281033
PTC	KLF2	4	0.005174863617867231
PT	PDE8B	4	0.005174030549824238
PTC	PEA15	4	0.005173496901988983
ATC	VEGFB	4	0.005172033794224262
PTC	PTPRF	4	0.005162740126252174
LPTC	RFFL	3	0.0051593331930538016
LPTC	DNAJC7	4	0.005158103274879977
LPTC	UNC50	4	0.005157664360012859
LPTC	GRAMD1A	4	0.0051557202386902645
PTC	RBM42	4	0.005151912162546068
PT	DAB2	2	0.005148788040969521
LPTC	HTRA2	1	0.005146772135049105
PT	MEA1	4	0.005146172712557018
PTC	LRCH4	4	0.005143847156432457
PT	STAT3	4	0.005141834728419781
LPTC	DALRD3	4	0.00513993576169014
LPTC	SAMHD1	4	0.005135806510224938
PTC	UBE2I	4	0.005130610195919871
PT	COX20	4	0.005127850687131286
LPTC	ARHGAP21	2	0.005120011483086273
PTC	ZMAT5	3	0.005118121228103216
LPTC	IER5L	4	0.005115988489706069
PTC	SIN3A	2	0.005114246159791946
LPTC	RGS2	1	0.005113884806632996
PTC	PSMD7	4	0.005113409786645207
PT	NECTIN3	4	0.005112313316203654
PT	PCMT1	4	0.005111837250296958
PTC	ABHD17A	4	0.005110347119625658
ATC	ZNF622	2	0.0051061599515378475
PTC	RABL6	4	0.0051054536597803235
LPTC	COX7A2L	4	0.005097835557535291
PTC	XRN2	4	0.005094845429994166
PTC	CAPG	4	0.005088793113827705
LPTC	MANBAL	4	0.005088652251288295
PT	SLC30A9	4	0.005083884345367551
LPTC	NAGK	4	0.005083620664663613
PT	APOLD1	3	0.0050829000150163966
LPTC	METTL5	2	0.0050804943311959505
PT	CDIP1	4	0.00507671944797039
PTC	FLYWCH2	4	0.00507420115172863
PTC	DOCK6	4	0.005072399508208036
PTC	PIK3R2	4	0.005064596887677908
PT	GATD3B	3	0.0050583169019470615
PTC	BCAT2	4	0.005058142487541772
LPTC	IL6ST	4	0.005057483213022351
PT	LITAF	4	0.00505451881326735
PT	PIR	1	0.005052121356129646
PTC	PDCD10	2	0.005050403531640768
PTC	TMEM64	1	0.0050375256687402725
PT	KAT5	4	0.005035563081037253
ATC	PNN	4	0.005034908652305603
ATC	ATXN10	4	0.00503227673470974
PT	LAMA4	1	0.005029978230595589
PTC	RNF126	4	0.005029669031500816
ATC	GALNT10	2	0.005022741854190826
LPTC	SIX5	2	0.005017207527998835
PT	MCRIP2	4	0.00501362927025184
ATC	TMEM41B	2	0.005012957379221916
PTC	MFAP1	3	0.005010532933132102
LPTC	P4HTM	4	0.005007661035051569
PT	TLE5	4	0.005000520381145179
ATC	MR1	1	0.005000491626560688
LPTC	IFT22	3	0.00499745241055886
ATC	SLC15A4	3	0.004995018651243299
PT	IFI35	4	0.004994830000214279
PT	TPGS1	4	0.004993607173673809
PTC	DNAJC4	4	0.004992395639419556
PT	ERRFI1	4	0.004990060697309673
PT	TAF7	4	0.004986298474250361
PTC	SIRT2	4	0.004985058563761413
PT	STX11	1	0.004984136437997222
PTC	TAF15	4	0.0049834404280773015
PTC	HMGA1	4	0.004981859005056322
PTC	CKS1B	1	0.004979182034730911
PT	PTPN18	4	0.004977720598617452
PTC	SND1	4	0.004977105185389519
PT	TBL3	4	0.004965179585269652
LPTC	CUL3	4	0.004963790852343664
PTC	LYRM2	3	0.004962467898925145
LPTC	CHCHD1	4	0.004960077290888876
PT	SLC38A10	4	0.004959342535585165
ATC	ANTXR1	3	0.004957903176546097
ATC	CDS1	1	0.004957712953910232
LPTC	PHLDA2	4	0.004952911811415106
ATC	ADAM9	4	0.004951810464262962
PTC	RHOU	4	0.004948642337694764
PT	PKIA	4	0.004948497051373124
ATC	VWA1	3	0.0049464404582977295
LPTC	SERTAD2	1	0.0049439528957009315
PTC	RBMS3	3	0.004937820757428805
PT	PLSCR4	4	0.004936887387884781
PTC	GOSR2	3	0.0049349369170765085
PT	SPRY1	3	0.004934530705213547
PTC	EDC4	4	0.004933674121275544
LPTC	NSRP1	1	0.00493231788277626
LPTC	UGGT1	4	0.0049301879917038605
ATC	DNAJC5	4	0.004929205868393183
LPTC	TMEM115	4	0.004928853129968047
LPTC	SMPD1	4	0.004928229522192851
PTC	MRPL4	4	0.004926548106595874
PTC	PPP4R2	3	0.00492488918825984
PTC	DNAJA1	4	0.004921895975712687
LPTC	MIR205HG	1	0.004914835095405579
PT	SORT1	4	0.004913474316708744
ATC	MRPL36	4	0.004910369403660297
PT	SLC30A1	4	0.0049101978074759245
LPTC	RAB18	4	0.004907527472823858
PTC	MXI1	2	0.004904571920633316
PTC	TP53BP2	4	0.004896983999060467
PT	PRPF4B	4	0.004896063037449494
PTC	AAMDC	3	0.00489499749528477
PTC	GBP3	3	0.004891929216682911
PT	MACO1	4	0.004872126679401845
PT	TACC1	4	0.004870007905992679
LPTC	MIR4435-2HG	2	0.0048657211009413
ATC	SPG11	1	0.004865637514740229
LPTC	RTRAF	4	0.004865275463089347
LPTC	EMG1	4	0.004864384303800762
PT	PRPS1	4	0.00486251315305708
PT	RAB6A	4	0.0048560937866568565
LPTC	PRAF2	4	0.0048555617686361074
LPTC	SNX21	3	0.004854188300669193
PTC	RAPGEF3	4	0.004854179336689413
PT	PRKAR2A	3	0.004853544213498632
PT	SIK3	4	0.004851296485867351
PTC	NFU1	3	0.004847784410230815
PT	ANAPC16	4	0.00484384903757018
ATC	PGM1	3	0.0048420471721328795
PT	SLC35B1	4	0.0048397193604614586
PTC	ATL3	4	0.004834817402297631
PTC	RDH11	4	0.004831438767723739
PT	LHPP	4	0.004827297350857407
LPTC	PRELID3B	3	0.004824707595010598
PT	ABCA2	3	0.004824587609618902
LPTC	EPRS	4	0.004823915893211961
LPTC	BAX	4	0.004823531373403966
PTC	HDAC11	2	0.004823444402063615
PT	PRPF31	4	0.00482337549328804
PT	RPL29	4	0.004819807247258723
LPTC	PSMD2	4	0.004817588021978736
PT	LINC00667	2	0.004817314402316697
PT	JMJD8	4	0.00481730280444026
PT	TMEM134	4	0.004815500695258379
ATC	ARCN1	4	0.0048148781061172485
PT	KRR1	1	0.004803363233804703
PT	DHRSX	2	0.00480193123803474
PTC	SORL1	3	0.004801920974083866
ATC	LYZ	3	0.0048014819622039795
ATC	DYNC1I2	4	0.004800344817340374
PTC	CCDC25	4	0.004790507824509405
PT	BCAP29	4	0.004790289793163538
PTC	CUL1	4	0.004789301659911871
LPTC	GALNT5	1	0.004786662757396698
PT	PXDC1	4	0.004784764547366649
PTC	MANF	4	0.004783287877216935
PTC	CREBRF	4	0.004781622730661184
LPTC	BTN3A1	1	0.0047797225415706635
PTC	STIP1	4	0.004772724234499037
PTC	RNF128	4	0.0047694710665382445
LPTC	ATP8A1	4	0.00476818042807281
PT	TMEM208	4	0.004764388897456229
PTC	RNF139	2	0.004764089826494455
PT	CBWD2	1	0.004759963136166334
PT	SUPT4H1	4	0.0047585378924850374
PTC	LIN7C	4	0.004757626709761098
PT	USP19	3	0.004756577080115676
LPTC	RPS3	4	0.004755734466016293
PT	RPS25	4	0.004755605710670352
PTC	BSDC1	3	0.004753778378168742
LPTC	PRPF38B	4	0.004746409700601362
LPTC	FNBP1L	4	0.0047463056980632246
LPTC	TRIM54	1	0.004745882004499435
PTC	SNRNP25	3	0.004742711472014586
PT	SVBP	1	0.004742065444588661
PTC	KLHL36	4	0.00473957191570662
PT	BCCIP	4	0.00473834719741717
PT	LTBP2	4	0.0047365433601953555
PTC	CSNK1E	4	0.004732727771624923
PT	DUOX2	4	0.004729014006443322
LPTC	NIPSNAP1	3	0.004718982071305315
PTC	NDUFS7	4	0.00471757585182786
ATC	PPM1A	2	0.004712829366326332
LPTC	LMO2	1	0.004711207002401352
PTC	CMAS	1	0.004711177200078964
PT	CIRBP	4	0.004709495697170496
PT	DAP	4	0.00470254203537479
PTC	AEBP2	2	0.004699427634477615
PTC	SLC22A17	4	0.004693219088949263
PTC	TMEM126B	4	0.004688476825322141
PT	JKAMP	1	0.004686268046498299
PT	EPS8L2	4	0.004679515317548066
PTC	TESK1	3	0.004679497874652346
LPTC	BAG5	3	0.004678034378836553
PTC	LAMP2	4	0.004676554468460381
PTC	STOM	4	0.004676536424085498
PT	PIAS1	4	0.0046738185483263806
PTC	WDR74	4	0.004672290699090809
LPTC	MAPK3	4	0.004669746136642061
PTC	ATP2B1	1	0.004669494926929474
LPTC	FNBP1	4	0.004669367161113769
LPTC	PRDX5	4	0.004666139837354422
PTC	UBAP2	1	0.004665829241275787
LPTC	VPS26B	3	0.004663298527399699
PTC	OTUD1	2	0.004661690443754196
ATC	DALRD3	2	0.00466146320104599
LPTC	PHIP	4	0.004660959966713563
ATC	SNAP23	3	0.004658868536353111
LPTC	PPP2R5E	1	0.004657136683817953
PTC	LMF1	2	0.004655796859879047
PT	FBRS	4	0.004651712253689766
PTC	SPPL3	4	0.004650730697903782
ATC	ACOT13	4	0.004646718502044678
PT	AP3D1	4	0.0046457170974463224
PT	SAR1A	4	0.004644148284569383
PT	EIF3B	4	0.0046430834554485045
PT	PHC1	2	0.004635727382265031
PTC	EMP2	4	0.004634239186998457
PTC	ARL1	4	0.004630970390280709
PT	SLC25A23	4	0.004630637617083266
PTC	GNAI3	3	0.004629735679676135
PTC	PALM2-AKAP2	1	0.004626434296369553
PTC	GALNT11	1	0.0046260785311460495
PT	JOSD2	4	0.004626036621630192
PTC	DOCK11	2	0.0046259262599051
PTC	COG4	4	0.004625092609785497
PT	WNK1	4	0.004624946479452774
PT	CYCS	4	0.004624391367542557
PTC	COA5	4	0.004622987780749099
PT	HIPK2	4	0.004622561966243666
PT	TMED5	4	0.004621991247404367
PT	MSRB2	4	0.004618874459993094
PTC	CDK2AP1	4	0.004618594597559422
ATC	PQBP1	4	0.004618444480001926
PTC	SKIL	4	0.004616837715730071
PTC	PMF1	4	0.004613937111571431
LPTC	SPTLC2	2	0.004609856667229906
PTC	SSR2	4	0.004604837391525507
PTC	SENP2	1	0.004598901607096195
ATC	PHYH	2	0.00459695141762495
PTC	PPM1A	4	0.004595303616952151
PT	CDK2AP2	4	0.004594280384480953
PT	ID1	4	0.004593604477122426
LPTC	RPL35	3	0.0045923106372356415
LPTC	TM7SF3	4	0.004584819369483739
PTC	MLST8	4	0.004581899251206778
PT	BAG1	4	0.004580329812597483
PTC	DHX36	1	0.004580102860927582
PTC	RIN2	4	0.004578311898512766
LPTC	RBBP6	4	0.004577671294100583
PTC	NUFIP2	4	0.004577344952849671
LPTC	AP2A1	4	0.004574900391162373
ATC	TKT	4	0.004573520738631487
LPTC	C8orf33	4	0.004572505131363869
LPTC	KLF10	3	0.004572361707687378
PT	ZNF219	4	0.004571863304590806
PTC	KIF13A	1	0.004565401468425989
PTC	TNK2	1	0.004561182111501694
ATC	PPP2CA	4	0.004561002366244793
LPTC	IL18	1	0.004559319466352463
PT	OXA1L	4	0.004558624175842851
PT	FAM120AOS	4	0.004557498497888446
ATC	EMC2	2	0.004557131789624691
PTC	IL10RB	2	0.004556918807793409
PT	MLEC	4	0.004553757724352181
LPTC	LYPLAL1	1	0.004551730118691921
PT	CHPT1	4	0.004548986034933478
ATC	MRPL28	4	0.004541503265500069
PTC	PHF1	4	0.004540508147329092
LPTC	RAB34	4	0.0045366953636403196
PT	GFPT1	4	0.004534583305940032
LPTC	ELP2	4	0.004532839229796082
PTC	PTPRG	2	0.004532552740784013
PT	MFSD6	4	0.004531936283456162
LPTC	LAP3	4	0.004528258228674531
PTC	STAT6	4	0.0045265486696735024
PTC	SNTB1	4	0.004524372357991524
PT	CRY1	1	0.004522353410720825
LPTC	TOM1	4	0.004521975351963192
PTC	UPK3BL1	4	0.004521750845015049
PT	IL17RC	3	0.00452059352149566
PTC	SLC35A3	1	0.004507247358560562
PTC	WASF2	4	0.004506700846832246
LPTC	GBA	4	0.00450108660152182
LPTC	SURF6	1	0.004496013862080872
PT	CUL4A	4	0.004492980340728536
LPTC	NOTCH4	1	0.0044925521142431535
LPTC	COX6A1	4	0.004487085156142712
PTC	MFSD3	1	0.004484543576836586
ATC	YIPF3	4	0.004482850432395935
LPTC	NOC2L	3	0.004478048028734823
PT	FZR1	2	0.004475112189538777
ATC	PERP	4	0.00447438657283783
LPTC	PRKAG1	1	0.004473952460102737
LPTC	GLUL	4	0.00447241379879415
PT	NRBP1	4	0.004467212886083871
PT	TRMT2A	3	0.004466681430737178
LPTC	ANAPC13	4	0.004466436468646862
LPTC	FBRSL1	3	0.004465422981108229
LPTC	RBM5	4	0.004465016951144207
PTC	CADM1	4	0.004462392535060644
LPTC	CUL4B	1	0.004460415802896023
ATC	PFDN5	4	0.004459857940673828
PT	PICALM	4	0.004459075164049864
PT	UFD1	4	0.004455583475646563
PT	IP6K2	4	0.004451076732948422
PTC	ZPR1	2	0.004451034590601921
ATC	MAPK14	4	0.004449310712516308
LPTC	DHCR7	1	0.004449164494872093
PTC	GOLGA2	4	0.0044470056891441345
PT	RPL36A	4	0.004445889499038458
PT	EXOSC7	4	0.0044391523115336895
PTC	PARD3	1	0.004438567906618118
PTC	KLF5	4	0.004435956769157201
PT	GGPS1	1	0.004430029541254044
PTC	RSL1D1	4	0.004424785962328315
PT	GAPDH	4	0.004424583516083658
PTC	FBXW4	4	0.004422301368322223
PT	CAPN1	4	0.004418569966219366
ATC	ITM2B	4	0.004416614770889282
PTC	SCNM1	4	0.004416127922013402
PTC	CERS4	4	0.00440990729839541
ATC	B4GALT7	4	0.004408347420394421
PT	SLK	4	0.004407704662298784
LPTC	BAG1	4	0.004405764513649046
LPTC	PARP6	4	0.004405145475175232
PT	DNTTIP1	3	0.004403866206606229
PT	ALDH16A1	3	0.004399048494330297
PTC	PTS	3	0.004398967721499503
LPTC	DBN1	3	0.0043989204956839485
ATC	SHC2	1	0.004396649077534676
PTC	PRKCSH	4	0.004391738213598728
PTC	NBR1	4	0.004390155110741034
LPTC	ITSN2	4	0.0043898309813812375
PT	SLC39A9	3	0.004388593961872782
PT	NAGLU	4	0.004387062857858837
LPTC	MPZL1	4	0.004386407556012273
LPTC	NDUFS6	4	0.004383983789011836
PTC	MAPKAPK3	4	0.004383872728794813
PTC	B4GALT5	2	0.0043810028582811356
LPTC	GOLPH3L	1	0.004380462691187859
PTC	SLC30A7	1	0.004379522055387497
LPTC	RBMX	4	0.0043781662825495005
LPTC	APEX1	4	0.0043755583465099335
PT	LRRC59	4	0.0043746232986450195
LPTC	SSNA1	4	0.004371976829133928
LPTC	KDM4B	2	0.004371929659100715
PT	KRT10	4	0.0043701695976778865
LPTC	ATF2	3	0.004367609818776448
PT	C4orf3	4	0.0043655207846313715
PT	CHCHD5	4	0.004364946085843258
PT	POP4	2	0.004363668384030461
LPTC	SLC39A10	4	0.004361829254776239
PT	CLN3	4	0.004359340178780258
PT	EHD4	4	0.004355806275270879
ATC	NSMCE1	4	0.004353782162070274
LPTC	RPA1	4	0.004353629206889309
PT	ANAPC5	4	0.004350995848653838
PTC	KLHDC2	4	0.004349692026153207
PT	NNT	4	0.004349458031356335
PTC	TIMP1	4	0.004349216818809509
LPTC	ETFB	4	0.0043471952303661965
LPTC	CPNE3	4	0.004347149399109185
LPTC	UBAC1	4	0.00434395601041615
PTC	PPP2R2A	4	0.004337531165219843
PT	NFE2L1	4	0.004337293445132673
PT	CLPTM1L	4	0.0043347583850845695
PT	SLC2A8	3	0.004334092414258824
PT	MYO1C	4	0.004333496559411287
PTC	VARS	4	0.004333153949119151
PTC	RMDN1	3	0.004330422651643555
PT	MARK3	4	0.004329838513513096
PTC	PRNP	4	0.004328976385295391
ATC	SMAD4	4	0.0043259672820568085
PTC	AGPAT1	4	0.0043231124873273075
PTC	RRAGA	4	0.004322908767790068
LPTC	CDK16	4	0.004320726380683482
PTC	SH3GL1	4	0.004310258664190769
PT	ATOH8	4	0.00431021919939667
PTC	LRBA	3	0.0043063180055469275
PTC	IP6K1	2	0.004304015077650547
ATC	UQCC2	4	0.004303973168134689
PTC	RPS6KA4	4	0.004303477588109672
LPTC	UBE4B	1	0.004299890249967575
LPTC	PARL	2	0.004288976546376944
PT	YTHDF1	4	0.004287659598048776
PT	SCMH1	3	0.004286058402309815
LPTC	ITGB1	4	0.004285998642444611
LPTC	ZC3H14	2	0.004282576963305473
PT	HGSNAT	4	0.00427762430626899
PTC	RETREG2	4	0.00427536410279572
PT	HP1BP3	4	0.004268146702088416
LPTC	YWHAH	4	0.004265691968612373
PTC	LRRC59	4	0.004263734153937548
LPTC	PSMB2	4	0.004263009992428124
LPTC	CHID1	4	0.004261748166754842
PT	PMVK	4	0.004261479058186524
PT	BMP7	4	0.004259332439687569
LPTC	BTG3	4	0.004250635858625174
ATC	MPC1	1	0.004244592040777206
PT	LSM12	2	0.004242124268785119
PTC	FBXW2	2	0.004231423023156822
PT	XPC	4	0.0042229503706039395
LPTC	GSTP1	4	0.0042186095379292965
PT	RRM2B	4	0.004218595800921321
PT	DYNLT1	4	0.004216603410895914
LPTC	MDFI	1	0.004213332198560238
PT	SUZ12	2	0.004212411004118621
PT	ITGA5	1	0.004210616345517337
PT	CYBA	4	0.0042101184371858835
PT	CHD9	4	0.004206943092867732
PT	STK25	4	0.004206499666906893
ATC	PSMB8	4	0.004205117002129555
ATC	LIPH	1	0.004204612225294113
PTC	CDC27	4	0.004201772157102823
PTC	PPP6R2	3	0.004198460015080248
ATC	MALL	3	0.004198379814624786
PTC	ATP6AP1	4	0.004198275972157717
PT	GFER	2	0.004195362329483032
ATC	DCTN3	4	0.004190289881080389
LPTC	TCF12	4	0.004188200633507222
LPTC	ACBD6	2	0.0041860477067530155
PT	CCDC24	3	0.004185866734663553
PTC	SLC25A37	4	0.00418282303144224
PTC	GGA3	3	0.00418124891196688
ATC	ITPR3	3	0.004179835319519043
PTC	KDELR1	4	0.004179037641733885
PT	TATDN2	3	0.0041780447742591304
PTC	TMEM106B	4	0.004177828319370747
LPTC	COMMD1	4	0.004173671011812985
PT	NOB1	3	0.004171122641613086
PT	GNB4	1	0.004170465283095837
PT	SEMA4B	4	0.004170287047600141
LPTC	CCT4	4	0.004170113708823919
LPTC	CLK2	4	0.004169472304056399
PT	SPG11	4	0.004163370875176042
LPTC	MARCH9	2	0.004161074524745345
ATC	MYO5B	1	0.004160279408097267
LPTC	ADSL	3	0.004160123877227306
LPTC	MFSD14B	4	0.004156275186687708
PT	REXO2	3	0.004154394555371255
PT	GGA2	4	0.004153212008532137
PT	CISD1	2	0.004145905841141939
PT	NIT1	3	0.004141072276979685
LPTC	VPS53	1	0.004138783551752567
PT	BTG1	4	0.00413526181364432
PT	TEPP	4	0.004131950321607292
ATC	PRR36	1	0.0041303448379039764
PTC	GAPVD1	3	0.004130047435561816
PTC	B3GAT3	4	0.004125343984924257
ATC	UACA	2	0.004125263541936874
PTC	ZNF592	2	0.004122556158108637
PTC	SKIV2L	3	0.0041213691389809055
LPTC	EPS15	4	0.0041177221573889256
ATC	MARCH7	2	0.004112097434699535
PT	CMC4	2	0.004110659589059651
LPTC	NOL7	4	0.004110634006792679
PT	ISOC2	4	0.004109727742616087
