pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
380	prerank	Interleukin-9 Signaling R-HSA-8985947	-0.9549063652066716	-1.2063143463601025	0.128060263653484	0.7547477929120441	1.0	3/8	2.37%	JAK3;STAT1;STAT5A	Reactome
381	prerank	Viral mRNA Translation R-HSA-192823	-0.7533551480976396	-1.206252065116187	0.1780821917808219	0.7527100740260939	1.0	54/89	13.64%	RPLP1;RPL36;RPL39L;RPS9;RPL22L1;RPL12;RPS2;RPL28;RPS4X;RPLP2;RPS8;RPL14;RPS20;RPSA;RPS19;RPS3;RPS27;RPL35;RPL7A;RPL32;RPL13A;RPLP0;RPL4;RPS15;RPL3;RPL8;RPL18;RPS29;RPL37A;RPL34;FAU;RPS17;RPL10A;RPS28;RPS24;RPS5;RPS11;RPS6;RPL9;RPL31;RPL27A;RPL23;RPS10;RPS7;UBA52;RPL11;RPS25;RPL35A;RPL21;RPS12;RPL37;RPL38;RPL29;RPL23A	Reactome
382	prerank	P2Y Receptors R-HSA-417957	-0.9227752569110664	-1.2061138285378503	0.18947368421052632	0.7513549793395656	1.0	4/11	3.87%	P2RY6;P2RY10;P2RY13;P2RY12	Reactome
383	prerank	ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	0.912008313925774	1.206069378708263	0.20674157303370785	1.0	1.0	5/8	7.20%	HSP90B1;CALR;NFYC;HSPA5;DDIT3	Reactome
384	prerank	Regulation Of Signaling By CBL R-HSA-912631	-0.8831587771681274	-1.2054772683789174	0.20711974110032363	0.7540057776362125	1.0	4/17	3.69%	HCK;VAV1;LYN;FYN	Reactome
385	prerank	MET Receptor Activation R-HSA-6806942	-0.9574712162045248	-1.2054183647045764	0.12429378531073447	0.7519537077748836	1.0	2/5	3.18%	HPN;SPINT1	Reactome
386	prerank	Negative Regulation Of PI3K/AKT Network R-HSA-199418	-0.7392080093887801	-1.2053936235657217	0.1411192214111922	0.7496932115777494	1.0	31/112	6.30%	RAC2;IL1RAP;CD86;LCK;VAV1;TGFA;ERBB3;IER3;IL1RL1;PDGFRA;CD28;ICOS;AREG;RHOG;SRC;EREG;CD19;TRAT1;FLT3;HBEGF;FYN;FGF20;MYD88;ESR1;FGF18;PIP4K2A;KL;CD80;GAB2;PIK3AP1;FGF9	Reactome
387	prerank	ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322	-0.8709957031842478	-1.205215918109467	0.21525423728813559	0.7485651176998573	1.0	7/20	6.26%	DTX4;NFKB2;ZBP1;IRF3;MYD88;TICAM1;RELA	Reactome
388	prerank	Protein Repair R-HSA-5676934	0.9132499702465658	1.205123206598122	0.23178807947019867	1.0	1.0	2/5	6.01%	MSRB2;TXN2	Reactome
389	prerank	Activation Of GABAB Receptors R-HSA-991365	-0.8105486323186021	-1.2049645145956596	0.1804949053857351	0.7481391955362208	1.0	11/41	7.30%	KCNJ2;ADCY8;ADCY7;GNB4;GABBR2;KCNJ5;GNAI2;GNGT2;GNB5;GNB3;KCNJ3	Reactome
390	prerank	TNFR1-induced NFkappaB Signaling Pathway R-HSA-5357956	-0.8525932603972574	-1.2031232882511047	0.2152671755725191	0.7603637591520699	1.0	7/25	5.64%	BIRC3;TNFRSF1A;TRAF1;TNFAIP3;TNF;USP4;TANK	Reactome
391	prerank	LTC4-CYSLTR Mediated IL4 Production R-HSA-9664535	-0.9519882645036358	-1.203068202654543	0.13904761904761906	0.7583317459276538	1.0	3/6	3.17%	CYSLTR2;GGT5;DPEP2	Reactome
392	prerank	Signaling By NTRK2 (TRKB) R-HSA-9006115	-0.8516018278536092	-1.2024735452077195	0.22857142857142856	0.7603096961261527	1.0	10/22	11.13%	TIAM1;SRC;CDK5R1;FYN;PIK3R1;NTF4;NTRK2;SHC1;PIK3CA;HRAS	Reactome
393	prerank	Activation Of AMPK Downstream Of NMDARs R-HSA-9619483	0.9062687407418814	1.202448377328612	0.18439716312056736	1.0	1.0	6/9	8.96%	PRKAA2;MAPT;PRKAG2;PRKAB2;PRKAG1;CAMKK2	Reactome
394	prerank	p75NTR Negatively Regulates Cell Cycle Via SC1 R-HSA-193670	-0.9602683340068802	-1.2018921013545674	0.12781954887218044	0.7623437380424958	1.0	1/5	0.64%	NGFR	Reactome
395	prerank	CRMPs In Sema3A Signaling R-HSA-399956	-0.8907332781505926	-1.20153985912047	0.2076069730586371	0.762534693391595	1.0	8/15	8.63%	DPYSL3;PLXNA3;CDK5R1;FYN;SEMA3A;CRMP1;FES;DPYSL2	Reactome
396	prerank	Modulation By Mtb Of Host Immune System R-HSA-9637628	-0.9618992773249705	-1.2013203014904077	0.09433962264150944	0.7617835693992777	1.0	2/6	1.58%	MRC1;TLR2	Reactome
397	prerank	Glycogen Metabolism R-HSA-8982491	0.7801149662308633	1.2009258267502863	0.2371967654986523	1.0	1.0	9/23	8.37%	PYGM;PHKB;GAA;PPP1R3C;GYS1;GBE1;GYG2;UGP2;NHLRC1	Reactome
398	prerank	Interleukin-20 Family Signaling R-HSA-8854691	-0.8524827597591671	-1.2005881958864357	0.2	0.7653742540293638	1.0	9/25	6.84%	JAK3;STAT4;STAT1;STAT5A;SOCS3;IL22RA2;IL24;STAT2;STAT3	Reactome
399	prerank	ALK Mutants Bind TKIs R-HSA-9700645	-0.9152668092292724	-1.200416232325739	0.1708185053380783	0.7643538000770442	1.0	2/11	3.60%	FN1;HIP1	Reactome
400	prerank	Interleukin-27 Signaling R-HSA-9020956	-0.9155031420048986	-1.2002372928041807	0.20104895104895104	0.7631435040241819	1.0	4/10	3.89%	EBI3;STAT1;CRLF1;IL27RA	Reactome
401	prerank	Signaling By MAPK Mutants R-HSA-9652817	-0.9551637873328752	-1.2001824836217567	0.14285714285714285	0.7611472914297618	1.0	2/6	3.68%	DUSP6;DUSP8	Reactome
402	prerank	RUNX3 Regulates CDKN1A Transcription R-HSA-8941855	-0.9550319724429389	-1.199790794433729	0.1267056530214425	0.7617109016280859	1.0	2/6	1.82%	TGFB1;RUNX3	Reactome
403	prerank	ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821	-0.7227162788400405	-1.1997726588936062	0.1553973902728351	0.7594489501203866	1.0	32/128	8.09%	CYSLTR2;RAMP1;ADCY8;PTGER4;ADCY7;GNB4;C1QTNF1;NLRP3;GPR84;INSL3;GIPR;ADM;GNAI2;PTGER2;ADRB2;IL6;GNGT2;PTGIR;CPAMD8;GNB5;PRKAR1B;HTR7;GPBAR1;GNB3;GPR27;PTGDR;GPR25;GPR150;ADRB3;GLP1R;LHB;ADCYAP1	Reactome
404	prerank	RUNX1 Regulates Transcription Of Genes Involved In WNT Signaling R-HSA-8939256	-0.9452563491665351	-1.199696606085723	0.17391304347826086	0.7576383917215078	1.0	4/5	4.63%	RUNX1;FOXP3;ESR1;CBFB	Reactome
405	prerank	Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938	-0.8723522497132844	-1.1996343744138291	0.2144	0.7556705440216515	1.0	6/19	2.85%	LCK;CD4;HLA-A;CD28;CD8B;B2M	Reactome
406	prerank	YAP1- And WWTR1 (TAZ)-stimulated Gene Expression R-HSA-2032785	-0.9005444884926126	-1.199383583585823	0.20819112627986347	0.7552318662513566	1.0	1/14	0.03%	RUNX2	Reactome
407	prerank	Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505	-0.8257967653259358	-1.1993382031235895	0.2285276073619632	0.7532978065111218	1.0	10/34	7.73%	STAT4;S100A9;MSN;PSME2;CNN2;CAPZA1;IFNG;LMNB1;IL10;HNRNPF	Reactome
408	prerank	Early Phase Of HIV Life Cycle R-HSA-162594	-0.8815151863918665	-1.1989830536026678	0.2436548223350254	0.7536873476125813	1.0	4/14	2.17%	CCR5;CD4;HMGA1;CXCR4	Reactome
409	prerank	Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770	-0.9547165836130606	-1.1988227662935689	0.13736263736263737	0.7525474757786397	1.0	3/5	2.49%	ALOX15B;PTGS2;GPX1	Reactome
410	prerank	Potential Therapeutics For SARS R-HSA-9679191	-0.7469023831974222	-1.1984969061614004	0.1845764854614412	0.7527535640202218	1.0	20/94	6.84%	JAK3;VAV1;BTK;IL6R;ZBP1;CD79A;PDCD1;ITGA4;IFNAR2;CD79B;IFNGR1;IGLL5;TLR7;ATP1B3;GATAD2A;ATP1A2;CHD4;IFNGR2;STAT2;MTA2	Reactome
411	prerank	Beta-oxidation Of Very Long Chain Fatty Acids R-HSA-390247	0.8841503485430751	1.198237938679138	0.24835164835164836	1.0	1.0	4/10	4.57%	MLYCD;HSD17B4;EHHADH;ECI2	Reactome
412	prerank	Mitochondrial Fatty Acid Beta-Oxidation Of Unsaturated Fatty Acids R-HSA-77288	0.9378472020595011	1.1981639287219186	0.16630196936542668	1.0	1.0	5/5	6.22%	ACADM;ECI1;HADHB;HADHA;DECR1	Reactome
413	prerank	mRNA Decay By 3 To 5 Exoribonuclease R-HSA-429958	0.8668246151154653	1.1973541997887502	0.22877358490566038	1.0	1.0	1/12	0.30%	NT5C3B	Reactome
414	prerank	Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584	-0.8859320204049466	-1.1971595045915109	0.20304568527918782	0.7601564788762856	1.0	2/16	1.17%	HMGA2;HMGA1	Reactome
415	prerank	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	-0.8054776214916367	-1.1971099783476518	0.2226950354609929	0.7581407459133211	1.0	6/39	3.78%	FN1;CNKSR2;ARRB2;SRC;CSK;IQGAP1	Reactome
416	prerank	Activation Of C3 And C5 R-HSA-174577	-0.9539118849801923	-1.1970564194359106	0.15140186915887852	0.7562230758483093	1.0	3/5	2.69%	CFB;C4B;C4A	Reactome
417	prerank	Ubiquinol Biosynthesis R-HSA-2142789	0.9189035279855816	1.1964218937577966	0.18636363636363637	1.0	1.0	5/7	6.95%	COQ9;COQ7;COQ5;COQ3;COQ6	Reactome
418	prerank	Synthesis Of Wybutosine At G37 Of tRNA(Phe) R-HSA-6782861	0.9246305722444914	1.1963498869468874	0.2335907335907336	1.0	1.0	4/5	6.26%	TYW1;TYW3;TRMT12;TRMT5	Reactome
419	prerank	Transcriptional Regulation By RUNX2 R-HSA-8878166	-0.7304057625245546	-1.1955236664818039	0.17370892018779344	0.7653791768071785	1.0	23/117	5.56%	RUNX2;LGALS3;RUNX1;COL1A1;STAT1;PSMB9;PSMB8;HEY2;AREG;SRC;PSMB10;GLI2;ESR1;PSME2;DLX5;TWIST2;CBFB;TWIST1;PSME1;CCND1;MMP13;ITGBL1;BAX	Reactome
420	prerank	Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	-0.8231985077160304	-1.1951939428908387	0.23348017621145375	0.7654578285211902	1.0	6/32	3.78%	FN1;CNKSR2;ARRB2;SRC;CSK;IQGAP1	Reactome
421	prerank	Erythropoietin Activates STAT5 R-HSA-9027283	-0.9284411017427184	-1.1951765811118082	0.21631878557874762	0.7632704696005873	1.0	2/6	2.37%	LYN;STAT5A	Reactome
422	prerank	2-LTR Circle Formation R-HSA-164843	-0.9231238566454467	-1.1950328485916506	0.19699812382739212	0.7620546924894751	1.0	1/7	1.17%	HMGA1	Reactome
423	prerank	Hyaluronan Metabolism R-HSA-2142845	-0.892473842367365	-1.1947092772477315	0.22165820642978004	0.7621224186441578	1.0	4/15	4.36%	HAS2;CEMIP;HYAL2;CD44	Reactome
424	prerank	Cell-extracellular Matrix Interactions R-HSA-446353	-0.8852049285452366	-1.1945371274911656	0.20707964601769913	0.7611059143405922	1.0	5/15	9.74%	FLNA;VASP;ARHGEF6;FBLIM1;PARVA	Reactome
425	prerank	rRNA Processing In Mitochondrion R-HSA-8868766	0.8871337357023446	1.1942539227576743	0.23464912280701755	1.0	1.0	7/9	11.22%	HSD17B10;MTERF4;NSUN4;PRORP;MRM3;MRM1;TRMT10C	Reactome
426	prerank	Synthesis, Secretion, And Inactivation Of Glucose-dependent Insulinotropic Polypeptide (GIP) R-HSA-400511	-0.9072868862332795	-1.1939781142837216	0.2103386809269162	0.7631258029808754	1.0	1/12	0.06%	DPP4	Reactome
427	prerank	RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242	-0.9407167904514708	-1.1932338859439462	0.16258741258741258	0.7662477322787139	1.0	3/7	3.94%	RUNX1;CTSK;SOCS3	Reactome
428	prerank	Role Of ABL In ROBO-SLIT Signaling R-HSA-428890	-0.9362950881413623	-1.1931518543883932	0.19891500904159132	0.7646142357174155	1.0	2/7	0.48%	TMPRSS4;SLIT2	Reactome
429	prerank	Glucagon-type Ligand Receptors R-HSA-420092	-0.8192372053291865	-1.19238410550326	0.23467862481315396	0.7676599388361811	1.0	9/32	7.58%	CYSLTR2;GNB4;C1QTNF1;GIPR;GNGT2;CPAMD8;GNB5;GNB3;GLP1R	Reactome
430	prerank	Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism R-HSA-2046104	0.8567522509634544	1.192143023266209	0.2562358276643991	1.0	1.0	5/12	9.49%	ACSL1;HSD17B4;ELOVL1;FADS2;ACOT8	Reactome
431	prerank	Prostanoid Ligand Receptors R-HSA-391908	-0.9093910774400207	-1.1913605194614827	0.24423076923076922	0.7729590053290222	1.0	4/8	4.91%	PTGER4;PTGER2;PTGER1;PTGIR	Reactome
432	prerank	Mismatch Repair (MMR) Directed By MSH2:MSH3 (MutSbeta) R-HSA-5358606	0.857343997437227	1.1902283664662607	0.26651480637813213	1.0	1.0	4/13	4.34%	POLD2;LRIG1;PMS2;MLH1	Reactome
433	prerank	ERK/MAPK Targets R-HSA-198753	-0.8598569968705543	-1.1901148452946777	0.2087227414330218	0.7797905293403106	1.0	2/21	0.39%	DUSP6;DUSP4	Reactome
434	prerank	Signaling To ERKs R-HSA-187687	-0.8057651769685948	-1.1900337296578083	0.2345132743362832	0.7780176872135317	1.0	11/32	11.13%	SRC;SHC3;MAPK13;RALGDS;MAPKAPK3;MAPKAPK2;MAPK11;NTRK1;RALB;SHC1;HRAS	Reactome
435	prerank	Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176	-0.773516551227507	-1.189780063450419	0.20576671035386632	0.7774450627519682	1.0	10/63	9.16%	PSMB9;PSMB8;WTIP;PSMB10;PSME2;PSME1;HIF1A;EGLN3;PSMD4;UBE2D1	Reactome
436	prerank	Regulation Of Commissural Axon Pathfinding By SLIT And ROBO R-HSA-428542	-0.9433075595091733	-1.189595510982057	0.15555555555555556	0.7765841373835765	1.0	4/8	4.70%	NELL2;SLIT2;SRC;ROBO1	Reactome
437	prerank	Phospholipase C-mediated Cascade; FGFR3 R-HSA-5654227	-0.8891971380762993	-1.189507020583012	0.2641509433962264	0.7749440490859254	1.0	3/12	6.30%	FGF20;FGF18;FGF9	Reactome
438	prerank	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	-0.7835799497488238	-1.1890627842805928	0.21768707482993196	0.7757863184406473	1.0	7/52	1.99%	SDC4;SDC3;HPSE;HS6ST2;VCAN;DCN;HS3ST1	Reactome
439	prerank	Post-chaperonin Tubulin Folding Pathway R-HSA-389977	-0.8472573104794906	-1.1887253629273922	0.23624595469255663	0.7759642468249647	1.0	5/22	7.41%	TUBA1A;TUBA4A;TUBB6;TBCB;TUBB3	Reactome
440	prerank	RHO GTPase Cycle R-HSA-9012999	-0.6845602384966695	-1.1886599486348286	0.07954545454545454	0.7741620677159429	1.0	102/439	6.45%	RAC2;NGEF;PDE5A;AMIGO2;FMNL1;SLC1A5;NCF2;NCF4;ARHGAP23;TIAM1;SH3BP1;ARHGAP9;WAS;PTK2B;ARHGAP45;CDC42EP5;CDC42EP3;NCKAP1L;LCK;VAV1;ARHGAP4;CYBB;ARHGAP30;GRB7;SRGAP2;ZAP70;RND3;EPSTI1;DST;CDC42EP1;ARHGDIB;BASP1;RHOH;DOCK2;TAGAP;ACTN1;NCF1;WIPF1;DEF6;WASF1;EPHA2;EFHD2;STMN2;ARHGAP15;RHOG;IL32;CAVIN1;PLEKHG4;PLEKHG2;IQGAP3;FMNL2;SRC;PLEKHG1;STK38;MYO9B;CSK;RHOV;ARHGAP10;RHOU;DOCK9;PLEKHG5;DOCK11;ABR;ARAP1;IQGAP1;DOCK10;STOM;TPM4;CYBA;ARMCX3;ARHGEF1;ARHGAP44;ARHGAP25;BAIAP2;TPM3;RTKN;ARHGAP17;TRIP10;SLC4A7;ANKLE2;ARHGEF2;TMOD3;PLXNB1;NOXA1;PKP4;DLC1;UACA;ARL13B;ARHGAP18;MYO6;STAM;TMEM87A;SH3PXD2A;STBD1;KIF14;ARHGAP27;ARHGEF18;GMIP;MAP3K11;FNBP1;TMPO;ANLN	Reactome
441	prerank	Regulation Of IFNG Signaling R-HSA-877312	-0.9038995649300952	-1.188646640615812	0.20666666666666667	0.7719988885482728	1.0	7/13	6.24%	STAT1;IFNGR1;PTPN6;SOCS3;SOCS1;PTPN2;IFNGR2	Reactome
442	prerank	TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	-0.782217710154307	-1.1884648962289803	0.22038567493112948	0.7710075241274339	1.0	10/48	10.03%	PLK3;CCNA1;GADD45A;BAX;CCNA2;REXO2;PCBP4;CDKN1A;E2F8;PLK2	Reactome
443	prerank	Scavenging By Class A Receptors R-HSA-3000480	-0.8711961956538431	-1.1875450426713587	0.2523364485981308	0.7752464045754901	1.0	7/18	2.86%	APOE;MARCO;COL1A1;COLEC12;MSR1;COL1A2;COL3A1	Reactome
444	prerank	OAS Antiviral Response R-HSA-8983711	-0.9202196346661603	-1.187406679616958	0.22328244274809161	0.7740592989502918	1.0	5/7	6.76%	FLNA;OASL;OAS1;OAS3;OAS2	Reactome
445	prerank	Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769	-0.8402431062554855	-1.1872504907080659	0.2512315270935961	0.7729140976345946	1.0	13/25	8.58%	DAPK2;LY96;TNFRSF10A;CASP8;FASLG;CFLAR;TNFRSF10B;UNC5B;TICAM1;TANK;CASP3;DCC;DAPK1	Reactome
446	prerank	O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214	-0.7958191377334399	-1.1868108682323522	0.24281609195402298	0.7736474420606714	1.0	19/37	9.87%	ADAMTS14;ADAMTS9;ADAMTSL5;SPON1;ADAMTSL4;THBS2;THBS1;ADAMTS10;ADAMTS17;SEMA5A;THSD4;ADAMTSL3;SPON2;ADAMTS6;CFP;ADAMTS18;ADAMTSL1;ADAMTS8;ADAMTS20	Reactome
447	prerank	Defective B3GALTL Causes PpS R-HSA-5083635	-0.7988291744284479	-1.1867062601413048	0.24132947976878613	0.7722146739130434	1.0	19/36	9.87%	ADAMTS14;ADAMTS9;ADAMTSL5;SPON1;ADAMTSL4;THBS2;THBS1;ADAMTS10;ADAMTS17;SEMA5A;THSD4;ADAMTSL3;SPON2;ADAMTS6;CFP;ADAMTS18;ADAMTSL1;ADAMTS8;ADAMTS20	Reactome
448	prerank	Synthesis Of Ketone Bodies R-HSA-77111	0.9125148464712852	1.1859432346211793	0.183585313174946	1.0	1.0	4/7	6.04%	BDH1;HMGCL;HMGCS2;ACSS3	Reactome
449	prerank	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	-0.7782869009680089	-1.1858709955880107	0.2220744680851064	0.7758234389223427	1.0	13/49	7.08%	SDC4;SDC3;VCAN;DCN;CSGALNACT2;CHST15;DSE;CHST11;CHST7;BGN;B3GAT1;GPC2;CHSY1	Reactome
450	prerank	FCERI Mediated NF-kB Activation R-HSA-2871837	-0.7591259700104864	-1.1856485609031007	0.2072072072072072	0.775118665962439	1.0	12/77	6.26%	CARD11;PSMB9;PSMB8;RASGRP1;LYN;RASGRP4;PSMB10;IGLL5;PSME2;PSME1;RASGRP2;RELA	Reactome
451	prerank	Lysosphingolipid And LPA Receptors R-HSA-419408	-0.9030441872471084	-1.1852230319456243	0.2214765100671141	0.7758721634900447	1.0	4/13	3.77%	LPAR5;S1PR2;S1PR4;PLPPR4	Reactome
452	prerank	G Beta:Gamma Signaling Thru PLC Beta R-HSA-418217	-0.859920615454908	-1.1850128313951727	0.24919093851132687	0.7751429621239099	1.0	5/19	6.71%	PLCB2;GNB4;GNGT2;GNB5;GNB3	Reactome
453	prerank	Molecules Associated With Elastic Fibres R-HSA-2129379	-0.8216416344568938	-1.1849839054202533	0.2353870458135861	0.7731782865505921	1.0	13/27	6.22%	ITGB8;LTBP1;MFAP2;TGFB1;MFAP4;FBLN2;FBLN1;TGFB3;MFAP5;ITGB6;LTBP4;LTBP3;TGFB2	Reactome
454	prerank	G2/M Transition R-HSA-69275	-0.7020087510209491	-1.1837686875982232	0.15795454545454546	0.779109386821313	1.0	49/181	11.95%	CDC25B;CCNA1;PSMB9;TUBA1A;PSMB8;TUBA4A;OPTN;CDK5RAP2;PSMB10;MYBL2;CSNK1E;PSME2;SFI1;PSME1;CCNB2;GTSE1;CCNA2;CNTRL;CENPF;PLK4;LCMT1;PLK1;TPX2;PKMYT1;HAUS8;DYNC1I2;CCNH;PSMD4;AJUBA;NEK2;CDKN1A;NDE1;CEP164;HMMR;TUBB4B;HAUS1;HAUS5;CEP131;PSMD13;TUBB;DYNLL1;TUBGCP6;UBA52;PRKAR2B;WEE1;CDK7;RBX1;PSMA4;CDK1	Reactome
455	prerank	L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827	-0.733225706675257	-1.1836946856535855	0.19272727272727272	0.7774340948435656	1.0	60/107	13.64%	RPLP1;RPL36;RPL39L;RPS9;RPL22L1;RPL12;RPS2;RPL28;RPS4X;RPLP2;RPS8;RPL14;RPS20;RPSA;RPS19;RPS3;RPS27;RPL35;RPL7A;RPL32;PABPC1;RPL13A;RPLP0;RPL4;RPS15;RPL3;RPL8;RPL18;EIF3D;RPS29;RPL37A;RPL34;FAU;RPS17;RPL10A;RPS28;RPS24;RPS5;EIF3G;EIF3E;RPS11;EIF4A1;RPS6;RPL9;RPL31;RPL27A;RPL23;RPS10;RPS7;UBA52;RPL11;RPS25;RPL35A;RPL21;RPS12;EIF4A2;RPL37;RPL38;RPL29;RPL23A	Reactome
456	prerank	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	0.7676550603902005	1.1834999557246164	0.2647058823529412	1.0	1.0	9/25	10.91%	AKT2;PDPK1;TSC2;MAPKAP1;CHUK;MLST8;BAD;FOXO6;AKT1S1	Reactome
457	prerank	NOTCH4 Intracellular Domain Regulates Transcription R-HSA-9013695	-0.8590005759154034	-1.1834698668666463	0.271875	0.7767769475559331	1.0	4/18	5.67%	MAMLD1;HEY2;NOTCH2;MAML2	Reactome
458	prerank	Mitotic G2-G2/M Phases R-HSA-453274	-0.7017404173255277	-1.1833840767934571	0.15681818181818183	0.7751700218097906	1.0	49/183	11.95%	CDC25B;CCNA1;PSMB9;TUBA1A;PSMB8;TUBA4A;OPTN;CDK5RAP2;PSMB10;MYBL2;CSNK1E;PSME2;SFI1;PSME1;CCNB2;GTSE1;CCNA2;CNTRL;CENPF;PLK4;LCMT1;PLK1;TPX2;PKMYT1;HAUS8;DYNC1I2;CCNH;PSMD4;AJUBA;NEK2;CDKN1A;NDE1;CEP164;HMMR;TUBB4B;HAUS1;HAUS5;CEP131;PSMD13;TUBB;DYNLL1;TUBGCP6;UBA52;PRKAR2B;WEE1;CDK7;RBX1;PSMA4;CDK1	Reactome
459	prerank	Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276	-0.7708040828307444	-1.1832160076151794	0.2336448598130841	0.7741307148825767	1.0	8/58	6.54%	PSMB9;PSMB8;PSMB10;PSME2;PSME1;CCNB2;GTSE1;PLK1	Reactome
460	prerank	STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898	-0.9060044761622861	-1.183010937158695	0.23809523809523808	0.7733865095525174	1.0	4/9	6.84%	IL2RG;PRDM1;HIF1A;STAT3	Reactome
461	prerank	Triglyceride Biosynthesis R-HSA-75109	0.847316017995491	1.1828785422046364	0.2735229759299781	1.0	1.0	4/12	9.70%	GPAM;GK;DGAT2;LPIN3	Reactome
462	prerank	Cyclin D Associated Events In G1 R-HSA-69231	-0.7870434609457831	-1.1827132194364958	0.22959889349930843	0.7733310042137085	1.0	14/46	9.07%	LYN;CDKN2A;SRC;CCND3;CCND2;CDKN2B;PTK6;CDKN2D;CCND1;CDKN2C;CKS1B;E2F2;CCNH;CDKN1A	Reactome
463	prerank	NADE Modulates Death Signaling R-HSA-205025	-0.9294068984109174	-1.1826911551776729	0.23495145631067962	0.7713806767648341	1.0	2/5	6.29%	NGFR;CASP3	Reactome
464	prerank	Erythropoietin Activates Phosphoinositide-3-kinase (PI3K) R-HSA-9027276	-0.8952870133817404	-1.181981945857498	0.24504504504504504	0.7741185525754306	1.0	3/11	3.03%	PIK3R5;LYN;PIK3CG	Reactome
465	prerank	Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328	-0.8095627262231828	-1.1816800720781	0.24962406015037594	0.7740706410176852	1.0	3/30	2.30%	TUBA1A;TUBA4A;TUBB6	Reactome
466	prerank	Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678	-0.8571792715750335	-1.1814093021215981	0.27140549273021003	0.7738013155191794	1.0	3/17	0.66%	ALOX5;ALOX5AP;PTGS2	Reactome
467	prerank	Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982	-0.8642331269734203	-1.181365446955168	0.27124183006535946	0.7719707926494778	1.0	3/18	5.25%	RASGRF1;LLGL1;GPRIN1	Reactome
468	prerank	Sensory Processing Of Sound R-HSA-9659379	-0.7549035089371098	-1.1810306397060835	0.2099737532808399	0.772040822475605	1.0	16/74	5.97%	RIPOR2;ESPN;SYN1;GSN;EPS8;MYO7A;MSN;TWF2;KCNMB1;SNAP25;CDH23;KCNMA1;LRRC52;CAPZA1;CLIC5;MYO1E	Reactome
469	prerank	Alpha-defensins R-HSA-1462054	-0.93497682004843	-1.1808668984328008	0.19433962264150945	0.7709026308405191	1.0	2/6	5.96%	PRSS2;TSPAN32	Reactome
470	prerank	p38MAPK Events R-HSA-171007	-0.9012654689103137	-1.1808276663064268	0.21476510067114093	0.7691427261378174	1.0	7/11	9.52%	SRC;MAPK13;RALGDS;MAPKAPK3;MAPKAPK2;MAPK11;RALB	Reactome
471	prerank	RUNX3 Regulates p14-ARF R-HSA-8951936	-0.9161040747148841	-1.180450735022322	0.2265193370165746	0.7694983960749201	1.0	6/9	5.05%	RUNX1;TGFB1;RUNX3;CDKN2A;CBFB;CCND1	Reactome
472	prerank	Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	-0.7696229710454843	-1.1799861039040045	0.22911051212938005	0.7704646873444827	1.0	10/56	7.72%	MAMLD1;HEY2;MYC;NEURL1;MAML2;HDAC9;HDAC7;NEURL1B;HEYL;FBXW7	Reactome
473	prerank	CDC42 GTPase Cycle R-HSA-9013148	-0.7068832978541897	-1.1798991024848522	0.15657142857142858	0.7689822653996568	1.0	39/148	6.40%	NGEF;FMNL1;TIAM1;ARHGAP9;WAS;ARHGAP45;CDC42EP5;CDC42EP3;ARHGAP4;ARHGAP30;SRGAP2;CDC42EP1;ARHGDIB;TAGAP;WIPF1;DEF6;PLEKHG4;PLEKHG2;IQGAP3;FMNL2;PLEKHG1;MYO9B;ARHGAP10;DOCK9;DOCK11;ARAP1;IQGAP1;DOCK10;STOM;ARHGAP44;BAIAP2;ARHGAP17;DLC1;SH3PXD2A;ARHGAP27;GMIP;MAP3K11;FNBP1;TMPO	Reactome
