pathway	Name	pathway	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes	source
822	prerank	Phosphorylation Of Emi1 R-HSA-176417	-0.8628389508851055	-1.0827758183756095	0.4672897196261682	0.7877118931516541	1.0	3/5	11.95%	PLK1;FZR1;CDK1	Reactome
823	prerank	Amyloid Fiber Formation R-HSA-977225	-0.6851405213351127	-1.0827692442729648	0.3861003861003861	0.78654007195232	1.0	14/76	7.34%	APOE;MFGE8;LYZ;GSN;SNCAIP;UBE2L6;H2AX;B2M;TGFBI;SIAH2;GGA3;SAA2;BACE1;CST3	Reactome
824	prerank	AURKA Activation By TPX2 R-HSA-8854518	-0.6864607648422464	-1.0820028367499115	0.37774725274725274	0.7878329987720498	1.0	21/71	10.79%	TUBA1A;TUBA4A;CDK5RAP2;CSNK1E;SFI1;CNTRL;PLK4;PLK1;TPX2;HAUS8;DYNC1I2;NEK2;NDE1;CEP164;HMMR;TUBB4B;HAUS1;HAUS5;CEP131;TUBB;DYNLL1	Reactome
825	prerank	Negative Regulation Of FGFR1 Signaling R-HSA-5654726	-0.7509064179948454	-1.081380343853926	0.4188163884673748	0.7886277903556878	1.0	9/32	11.59%	SRC;FGF20;SPRY2;KL;FGF9;FGF1;MKNK1;UBA52;FGF10	Reactome
826	prerank	ChREBP Activates Metabolic Gene Expression R-HSA-163765	0.8135830967665502	1.0813505215813588	0.4673684210526316	1.0	1.0	1/6	0.07%	ACACB	Reactome
827	prerank	Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	-0.6932647396260747	-1.080722408154986	0.38354430379746834	0.7895609148462615	1.0	14/89	8.23%	PLK3;CCNA1;RRAD;AURKB;CDK5R1;CHEK2;TP53INP1;RBBP8;CCNA2;RMI2;TPX2;BRIP1;MAPK11;BLM	Reactome
828	prerank	Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084	-0.6973644965220351	-1.0806148546517163	0.39267015706806285	0.7886863096645707	1.0	6/62	4.84%	PSMB9;PSMB8;PSMB10;UBE2C;PSME2;PSME1	Reactome
829	prerank	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796	-0.739837475654628	-1.0806122649900474	0.4025974025974026	0.7875015912048077	1.0	6/35	5.06%	MYC;COL1A2;SERPINE1;TGIF1;CDKN2B;CDK9	Reactome
830	prerank	ABC-family Proteins Mediated Transport R-HSA-382556	-0.6676687207327	-1.0792226389283084	0.3688029020556227	0.7908781561710762	1.0	18/101	8.65%	PSMB9;ABCC3;PSMB8;ABCC11;PSMB10;PSME2;ABCA6;ABCD2;PSME1;DERL1;ABCA9;ABCG1;ABCA4;ABCA12;ABCC10;ABCA7;DERL3;PSMD4	Reactome
831	prerank	Aflatoxin Activation And Detoxification R-HSA-5423646	-0.7711909049949505	-1.0776189899615771	0.4465195246179966	0.7950266039583372	1.0	5/18	7.92%	GGT5;DPEP2;MGST1;ACY3;DPEP1	Reactome
832	prerank	Leading Strand Synthesis R-HSA-69109	0.7735331468816142	1.077260615635485	0.42701525054466233	1.0	1.0	2/13	4.29%	POLD2;SLC19A1	Reactome
833	prerank	PI-3K cascade:FGFR1 R-HSA-5654689	-0.7751851303753908	-1.0770543412412994	0.42338072669826227	0.7955980595418783	1.0	6/20	11.59%	FGF20;KL;FGF9;PIK3R1;PIK3CA;FGF10	Reactome
834	prerank	Beta-catenin Independent WNT Signaling R-HSA-3858494	-0.6539103939837879	-1.0768410960902803	0.36746302616609783	0.7950603974500673	1.0	22/141	5.83%	RAC2;PRICKLE1;PLCB2;PSMB9;PSMB8;GNB4;TCF7;ARRB2;MYC;PSMB10;PSME2;PFN1;GNGT2;ITPR2;PSME1;WNT5A;WNT5B;MOV10;SMURF2;CLTA;PRKCB;GNB5	Reactome
835	prerank	Cellular Senescence R-HSA-2559583	-0.6506617554695007	-1.0766183176482484	0.35553047404063204	0.7946401250749077	1.0	29/161	7.78%	HMGA2;CXCL8;CCNA1;HMGA1;CDKN2A;H2AX;VENTX;IL6;MAP3K5;UBE2C;MAPKAPK3;CDKN2B;CDKN2D;TNIK;MOV10;MAP4K4;MAPKAPK2;CCNA2;MAP2K7;RELA;CDKN2C;RPS6KA2;ETS1;LMNB1;STAT3;EZH2;CEBPB;MAPK11;E2F2	Reactome
836	prerank	GLI3 Is Processed To GLI3R By Proteasome R-HSA-5610785	-0.7028951213485857	-1.0763613495655784	0.3829787234042553	0.7942780759644067	1.0	6/58	4.84%	PSMB9;PSMB8;PSMB10;SUFU;PSME2;PSME1	Reactome
837	prerank	Defective CFTR Causes Cystic Fibrosis R-HSA-5678895	-0.7032868725037843	-1.0759975867783351	0.3963963963963964	0.7942433217654514	1.0	6/59	5.69%	PSMB9;PSMB8;PSMB10;PSME2;PSME1;DERL1	Reactome
838	prerank	Platelet Sensitization By LDL R-HSA-432142	-0.7955984893161314	-1.0754863987855108	0.460655737704918	0.7947014323890909	1.0	3/16	3.88%	FGR;PLA2G4A;PTPN6	Reactome
839	prerank	Late SARS-CoV-2 Infection Events R-HSA-9772573	-0.701439552323264	-1.0752725197421529	0.38866396761133604	0.7942091501403635	1.0	11/57	7.83%	TUSC3;PARP14;PARP9;MGAT4B;PARP4;UBE2I;ST6GALNAC4;PARP10;FUT8;EDEM2;ZDHHC20	Reactome
840	prerank	Paracetamol ADME R-HSA-9753281	-0.7570555494614322	-1.0746548660836712	0.4396694214876033	0.7950140142584904	1.0	3/26	5.37%	ABCC3;GGT5;CYP2E1	Reactome
841	prerank	Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841	-0.7155690407219677	-1.0740677107258532	0.4149377593360996	0.7957183707280757	1.0	5/41	3.34%	PROS1;ARSJ;FAM110A;PROC;ARSI	Reactome
842	prerank	FOXO-mediated Transcription R-HSA-9614085	0.5948500583506768	1.0740595675058977	0.3384615384615385	1.0	1.0	5/63	2.33%	PPARGC1A;AKT2;PINK1;CITED2;NFYC	Reactome
843	prerank	Activation Of RAC1 R-HSA-428540	-0.8104445919977278	-1.0738980899762418	0.4743362831858407	0.7950657083869823	1.0	2/11	4.70%	SLIT2;ROBO1	Reactome
844	prerank	Loss Of Nlp From Mitotic Centrosomes R-HSA-380259	-0.6835570308966475	-1.073418632983629	0.39094650205761317	0.7954379591652202	1.0	19/68	10.79%	TUBA1A;TUBA4A;CDK5RAP2;CSNK1E;SFI1;CNTRL;PLK4;PLK1;HAUS8;DYNC1I2;NEK2;NDE1;CEP164;TUBB4B;HAUS1;HAUS5;CEP131;TUBB;DYNLL1	Reactome
845	prerank	Transcriptional Regulation By VENTX R-HSA-8853884	-0.7220695624799703	-1.073099753765156	0.4167852062588905	0.7952329831556885	1.0	12/38	9.52%	CSF1R;CDKN2A;VENTX;IL6;UBE2C;CCND1;MOV10;RELA;CEBPB;CTNNB1;UBE2D1;LEF1	Reactome
846	prerank	Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	-0.6423352145938523	-1.0729375031649406	0.3681257014590348	0.7945211182637217	1.0	31/181	7.51%	GABRB2;RASGRF1;KCNJ2;ADCY8;PLCB2;ADCY7;GRIA3;GNB4;GABBR2;KCNJ5;CACNG4;NRGN;SRC;GNAI2;CHRNE;CAMK4;GNGT2;LLGL1;GPRIN1;MYO6;PRKCB;GNB5;GRIN3B;PRKAR1B;RPS6KA2;GABRA6;GNB3;CHRNA1;GLRB;KCNJ3;GABRG3	Reactome
847	prerank	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972	0.6816930608743201	1.0723438844902216	0.3942857142857143	1.0	1.0	13/28	9.60%	PRKAA2;LAMTOR1;RRAGD;TSC2;LAMTOR3;PRKAG2;PPM1A;PRKAB2;PRKAG1;CAB39L;RRAGB;MLST8;RPTOR	Reactome
848	prerank	Chylomicron Assembly R-HSA-8963888	-0.8431156169910866	-1.072121914822525	0.49635036496350365	0.7958812557296919	1.0	1/8	0.24%	APOE	Reactome
849	prerank	Acrosome Reaction And Sperm:Oocyte Membrane Binding R-HSA-1300645	-0.8370778484699468	-1.0719843463548977	0.47619047619047616	0.7951029582618655	1.0	3/5	14.85%	IZUMO4;IZUMO2;CD9	Reactome
850	prerank	RHO GTPases Activate ROCKs R-HSA-5627117	-0.7855154024982288	-1.0719483082038281	0.45757071547420963	0.7940372967907066	1.0	7/18	11.41%	MYH10;MYL12B;MYL9;RHOC;RHOA;ROCK1;VPS72	Reactome
851	prerank	N-Glycan Antennae Elongation R-HSA-975577	-0.7900486504580766	-1.0711438656577423	0.4482758620689655	0.7955301869911844	1.0	3/14	4.20%	B4GALT5;MGAT4B;B4GALT6	Reactome
852	prerank	Synthesis Of Pyrophosphates In Cytosol R-HSA-1855167	0.7891362550987615	1.071091029523552	0.47345132743362833	1.0	1.0	1/9	0.09%	IP6K3	Reactome
853	prerank	TNFR1-induced Proapoptotic Signaling R-HSA-5357786	-0.8128671847821792	-1.0708403971891713	0.4683760683760684	0.7952940626662136	1.0	5/12	5.64%	TNFRSF1A;TNFAIP3;TNF;USP4;TANK	Reactome
854	prerank	Abacavir ADME R-HSA-2161522	0.8009888540981831	1.0705971171720792	0.4818181818181818	1.0	1.0	2/9	2.66%	ADAL;ABCG2	Reactome
855	prerank	Signaling By LRP5 Mutants R-HSA-5339717	-0.8563580760660012	-1.070461978176805	0.48532289628180036	0.7952994955800006	1.0	2/5	9.84%	DKK2;KREMEN2	Reactome
856	prerank	Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117	-0.7980056039708883	-1.068577693832751	0.46964285714285714	0.8000186232027852	1.0	7/16	8.95%	STAT1;STAT5A;CNTRL;GAB2;STAT3;PIK3R1;LRRFIP1	Reactome
857	prerank	G-protein Beta:Gamma Signaling R-HSA-397795	-0.7334107616444729	-1.067162597470345	0.4253048780487805	0.803245413018487	1.0	10/31	7.31%	PLCB2;PIK3R5;BTK;GNB4;PIK3R6;PIK3CG;GNGT2;GNB5;GNB3;ARHGEF6	Reactome
858	prerank	MAPK1 (ERK2) Activation R-HSA-112411	-0.8334657065576809	-1.0671512957595413	0.48576512455516013	0.8020956310166085	1.0	5/8	11.98%	IL6R;TYK2;IL6ST;JAK1;JAK2	Reactome
859	prerank	Myoclonic Epilepsy Of Lafora R-HSA-3785653	0.8123173248089502	1.0670099748394082	0.4945770065075922	1.0	1.0	4/7	9.77%	PPP1R3C;GYS1;NHLRC1;UBB	Reactome
860	prerank	Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151	-0.8268940073657546	-1.065141030460508	0.4762773722627737	0.8072647637991788	1.0	3/9	6.60%	NANOS3;GCH1;TACR1	Reactome
861	prerank	Apoptosis R-HSA-109581	-0.6332607228558115	-1.0628492401635525	0.3878241262683202	0.8131752221366801	1.0	45/177	7.42%	BID;TP63;PSMB9;PMAIP1;PSMB8;DAPK2;LY96;TNFRSF10A;LMNA;GSN;CDKN2A;PKP1;GZMB;YWHAH;BCL2L1;PLEC;CASP8;PSMB10;ARHGAP10;PROC;FASLG;CFLAR;BBC3;PSME2;TNFRSF10B;PSME1;BMX;UNC5B;TICAM1;UACA;STK26;BAX;TANK;REXO2;CASP7;TP53BP2;CASP3;HMGB2;LMNB1;STAT3;AVEN;YWHAZ;CLSPN;VIM;CTNNB1	Reactome
862	prerank	Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243	-0.80885484237763	-1.0625945920272768	0.4885057471264368	0.8127583014811276	1.0	4/7	6.32%	LUM;PRELP;OMD;OGN	Reactome
863	prerank	RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332	-0.8303103441053223	-1.0625863544524994	0.49256505576208176	0.81161111908572	1.0	4/7	5.14%	RUNX2;CBFB;MMP13;ITGBL1	Reactome
864	prerank	Glycolysis R-HSA-70171	0.5770746574269885	1.0620587994526227	0.30980392156862746	1.0	1.0	12/66	6.53%	PFKFB2;PFKM;PRKACB;PGK1;ENO2;ENO3;PGP;PPP2R5D;PFKFB1;POM121;TPI1;GNPDA2	Reactome
865	prerank	Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736	0.6821627831584524	1.0620059385383032	0.40214477211796246	1.0	1.0	6/24	5.22%	GRIN2C;LIN7A;LRRC7;DLG1;KIF17;MPP2	Reactome
866	prerank	Interleukin-6 Family Signaling R-HSA-6783589	-0.7523925011818944	-1.0618439127118844	0.4506172839506173	0.8127232789614642	1.0	10/23	3.94%	STAT1;OSMR;CRLF1;IL6R;CCM2;LIF;CLCF1;CTF1;IL6;SOCS3	Reactome
867	prerank	GABA Synthesis, Release, Reuptake And Degradation R-HSA-888590	-0.7775965279370115	-1.0615280772626146	0.47058823529411764	0.8124753934796093	1.0	3/18	4.16%	SYT1;SNAP25;SLC6A12	Reactome
868	prerank	FGFRL1 Modulation Of FGFR1 Signaling R-HSA-5658623	-0.8066624315672004	-1.0610832480018162	0.5197255574614065	0.8126819994531731	1.0	3/12	12.53%	FGF18;SPRED2;SPRED1	Reactome
869	prerank	MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282	-0.7304904202110504	-1.0607892458492256	0.41874084919472915	0.8124139260785223	1.0	2/29	0.39%	DUSP6;DUSP4	Reactome
870	prerank	NOTCH2 Activation And Transmission Of Signal To Nucleus R-HSA-2979096	-0.766009562138608	-1.060638879743403	0.4712286158631415	0.8117199211986833	1.0	6/20	11.71%	NEURL1;NOTCH2;CNTN1;NEURL1B;UBA52;JAG2	Reactome
871	prerank	Regulation Of RUNX2 Expression And Activity R-HSA-8939902	-0.6797228978328793	-1.0606008607009572	0.4093789607097592	0.8106757861746914	1.0	11/71	4.84%	RUNX2;STAT1;PSMB9;PSMB8;PSMB10;ESR1;PSME2;DLX5;CBFB;TWIST1;PSME1	Reactome
872	prerank	Downstream Signaling Of Activated FGFR3 R-HSA-5654708	-0.7522538295787465	-1.0598407504527843	0.46984126984126984	0.811675339833136	1.0	7/23	11.13%	FGF20;FGF18;FGF9;PIK3R1;SHC1;PIK3CA;HRAS	Reactome
873	prerank	Nef Mediated CD4 Down-regulation R-HSA-167590	-0.8470680099179771	-1.0598346157699479	0.5047984644913628	0.8105316553573056	1.0	2/7	1.02%	LCK;CD4	Reactome
874	prerank	PI-3K cascade:FGFR3 R-HSA-5654710	-0.7729426337925528	-1.0591976131716798	0.45893719806763283	0.8113124196374476	1.0	5/17	11.00%	FGF20;FGF18;FGF9;PIK3R1;PIK3CA	Reactome
875	prerank	Regulation Of BACH1 Activity R-HSA-9708530	0.7808694248769565	1.0591072853323331	0.49330357142857145	1.0	1.0	1/10	0.92%	FBXL17	Reactome
876	prerank	AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680	0.7958693761132081	1.0585793458010095	0.5010893246187363	1.0	1.0	4/7	6.54%	ADIPOR2;PRKAA2;PRKAG2;PRKAB2	Reactome
877	prerank	MET Activates RAS Signaling R-HSA-8851805	0.7967938391167794	1.0585158804691073	0.4850574712643678	1.0	1.0	1/8	0.77%	RANBP10	Reactome
878	prerank	Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383	-0.7656543564278631	-1.0581862236130033	0.45768566493955093	0.8132452013026747	1.0	5/18	9.23%	LMNA;CCNB2;TMPO;LMNB1;VRK1	Reactome
879	prerank	Collagen Chain Trimerization R-HSA-8948216	-0.7108149629015732	-1.0581538716228984	0.43356643356643354	0.8121664353589819	1.0	15/43	6.03%	COL8A2;COL7A1;COL1A1;COL8A1;COL11A1;COL1A2;COL3A1;COL13A1;COL6A3;COL5A1;COL16A1;COL6A2;COL6A5;COL4A3;COL19A1	Reactome
880	prerank	Vpr-mediated Nuclear Import Of PICs R-HSA-180910	-0.7218433837959255	-1.0572236645274147	0.44574780058651026	0.8137322121599241	1.0	1/34	1.17%	HMGA1	Reactome
881	prerank	FLT3 Signaling R-HSA-9607240	-0.7154939104717573	-1.0569526309673467	0.44	0.8133817113285713	1.0	8/36	3.69%	HCK;LCK;SLA2;STAT5A;GRAP2;CSK;FLT3;FYN	Reactome
882	prerank	Lewis Blood Group Biosynthesis R-HSA-9037629	-0.7753103644931394	-1.0567937044956486	0.4805194805194805	0.8126793187433919	1.0	5/17	6.19%	FUT3;FUT2;FUT7;B3GALT4;FUT11	Reactome
883	prerank	Basigin Interactions R-HSA-210991	-0.7441937873592345	-1.0560475993661451	0.448062015503876	0.8138122897633766	1.0	10/24	8.98%	ITGA3;SLC7A7;SLC7A5;ATP1B3;SLC16A3;L1CAM;MAG;CAV1;MMP1;SLC3A2	Reactome
884	prerank	Cohesin Loading Onto Chromatin R-HSA-2470946	-0.8251931602505926	-1.055896588259494	0.4880294659300184	0.8131509060371225	1.0	1/9	2.39%	PMEPA1	Reactome
885	prerank	Regulation Of Localization Of FOXO Transcription Factors R-HSA-9614399	0.7685625537995258	1.0543026543159035	0.48623853211009177	1.0	1.0	1/11	0.28%	AKT2	Reactome
886	prerank	PI3K/AKT Activation R-HSA-198203	-0.8141122767754523	-1.0539714703833631	0.5205223880597015	0.8177780650191045	1.0	5/8	12.21%	PIK3R1;NTRK1;RHOA;PIK3CA;IRS2	Reactome
887	prerank	Phase 0 - Rapid Depolarisation R-HSA-5576892	-0.7359910831686409	-1.0536347245637718	0.452914798206278	0.8176661516400768	1.0	8/31	8.86%	SCN1B;CACNB1;CACNG4;SCN2B;SCN8A;SCN7A;SCN9A;FGF14	Reactome
888	prerank	InlA-mediated Entry Of Listeria Monocytogenes Into Host Cells R-HSA-8876493	-0.8284505452129957	-1.053543117405878	0.5385996409335727	0.8167843128786386	1.0	4/7	11.25%	SRC;CTNNB1;UBA52;FZR1	Reactome
889	prerank	Translation Of Structural Proteins R-HSA-9683701	-0.7197650482141761	-1.0532336149967574	0.45241581259150804	0.8165763962875632	1.0	6/29	5.85%	PARP14;PARP9;PARP4;UBE2I;ST6GALNAC4;PARP10	Reactome
890	prerank	Amino Acid Transport Across Plasma Membrane R-HSA-352230	-0.7189655892324444	-1.053172820684499	0.4484304932735426	0.8156151588086678	1.0	7/32	4.16%	SLC1A5;SLC6A20;SLC6A6;SLC6A14;SLC7A7;SLC7A5;SLC6A12	Reactome
891	prerank	Muscle Contraction R-HSA-397014	-0.6255001862626163	-1.0530730040327363	0.40618101545253865	0.814741497249294	1.0	46/193	8.43%	ANXA1;PDE5A;KCNJ2;RYR1;SCN1B;ANXA2;KCNK6;CACNB1;CACNG4;MMP12;DMD;MYBPC2;TNNI2;TPM4;KCNK15;SCN2B;MYL4;TPM3;MYL12B;MYL12A;ITPR2;KCNK5;KCND1;TMOD3;ATP1B3;KCNK13;MYL9;TNNI1;ATP1A2;GUCY1B1;SLC8A1;TNNC2;SCN8A;SCN7A;GUCY1A1;VIM;KCNK10;KCNIP2;KCNE1;TRPC1;FXYD7;KCNK12;VCL;SLC8A2;SCN9A;ORAI2	Reactome
892	prerank	FCERI Mediated MAPK Activation R-HSA-2871796	-0.7374014289736297	-1.0529306881214477	0.45241809672386896	0.8139974190169598	1.0	7/28	5.99%	VAV1;LCP2;LYN;GRAP2;IGLL5;MAP3K1;MAP2K7	Reactome
893	prerank	P75 NTR Receptor-Mediated Signaling R-HSA-193704	-0.6576401022855851	-1.0527793083634494	0.4146039603960396	0.8132930430479062	1.0	18/94	7.51%	NGEF;NGFR;TIAM1;VAV1;ARHGEF38;PLEKHG2;RIPK2;PLEKHG5;ABR;MYD88;ARHGEF1;ARHGEF2;ARHGEF18;RELA;CASP3;MAG;ARHGEF6;AKAP13	Reactome
894	prerank	Glycogen Storage Diseases R-HSA-3229121	0.7326488612810254	1.0526625901036315	0.4675	1.0	1.0	8/14	9.77%	GAA;PPP1R3C;GYS1;GBE1;GYG2;NHLRC1;G6PC3;UBB	Reactome
895	prerank	Aryl Hydrocarbon Receptor Signaling R-HSA-8937144	0.8194964280087692	1.0523426607802606	0.5307017543859649	1.0	1.0	1/6	3.60%	MIA3	Reactome
896	prerank	Neurexins And Neuroligins R-HSA-6794361	-0.6870460667872891	-1.0523103221865064	0.43221476510067114	0.8135782183553466	1.0	7/56	5.25%	SYT12;SYT1;NLGN2;DLGAP4;SIPA1L1;LLGL1;GPRIN1	Reactome
897	prerank	DNA Replication Initiation R-HSA-68952	-0.824691112860092	-1.051855338273976	0.49615384615384617	0.813765695471381	1.0	5/7	17.54%	POLE4;POLA2;POLE;POLE2;PRIM2	Reactome
898	prerank	PTK6 Regulates RHO GTPases, RAS GTPase And MAP Kinases R-HSA-8849471	0.7648110342223421	1.051629067260932	0.5011764705882353	1.0	1.0	1/12	0.21%	ELMO1	Reactome
899	prerank	GDP-fucose Biosynthesis R-HSA-6787639	-0.834166231274759	-1.0510500850901432	0.5265151515151515	0.8149327863591891	1.0	2/5	3.63%	FUOM;GFUS	Reactome
900	prerank	Highly Sodium Permeable Postsynaptic Acetylcholine Nicotinic Receptors R-HSA-629587	-0.8381410642745715	-1.0475726595442003	0.5541044776119403	0.823990686006331	1.0	1/6	3.46%	CHRNE	Reactome
901	prerank	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	-0.807982977914587	-1.047217126928291	0.5215759849906192	0.8239045185030409	1.0	4/7	6.32%	LUM;PRELP;OMD;OGN	Reactome
902	prerank	RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459	-0.6769876985711217	-1.046944106186805	0.447741935483871	0.8235574823408167	1.0	6/63	5.32%	RUNX1;H2AX;THBS1;CBFB;MOV10;MYL9	Reactome
903	prerank	Interleukin-7 Signaling R-HSA-1266695	-0.7399436318843969	-1.0465657408482727	0.4920886075949367	0.82341938590127	1.0	7/24	4.28%	JAK3;IL2RG;IL7R;STAT5A;IL7;CRLF2;SOCS1	Reactome
904	prerank	Apoptotic Cleavage Of Cellular Proteins R-HSA-111465	-0.7113400393254576	-1.046546905730733	0.44837758112094395	0.8223703283523581	1.0	18/37	10.00%	LMNA;GSN;PKP1;PLEC;CASP8;PROC;BMX;STK26;CASP7;CASP3;LMNB1;CLSPN;VIM;CTNNB1;SPTAN1;DSG3;ROCK1;CASP6	Reactome
905	prerank	SOS-mediated Signaling R-HSA-112412	0.8061098595152818	1.046231602147857	0.5418410041841004	1.0	1.0	1/5	1.97%	IRS1	Reactome
906	prerank	Trafficking And Processing Of Endosomal TLR R-HSA-1679131	-0.7885980436365653	-1.0461382213643955	0.49552772808586765	0.82235343610449	1.0	5/12	3.93%	CTSS;CTSK;TLR8;UNC93B1;TLR7	Reactome
907	prerank	Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442	0.4815436215780271	1.045692159546103	0.288135593220339	1.0	1.0	50/180	7.16%	COPZ2;KIF1A;DYNLL2;KIF6;CYTH3;COPZ1;KIF16B;COG5;COG8;BNIP1;COG2;KIF19;KLC4;DYNC1I1;KIF3B;KIF5C;TMED7;SYS1;GOLGA1;GOLGA4;KIF5A;RAB6B;MAN1C1;GOSR2;DCTN5;NSF;VPS54;YKT6;NAA30;GOSR1;TMED2;DCTN3;CUX1;COG7;DYNC1LI2;RAB1B;RAB1A;ARFGAP3;PAFAH1B1;AGPAT3;PTGES2;KIF9;STX18;SCOC;COG6;VPS52;GCC1;VPS53;NAA35;ARF4	Reactome
908	prerank	p75NTR Recruits Signaling Complexes R-HSA-209543	-0.7906697915466855	-1.0456683652043737	0.4991394148020654	0.8226379860242389	1.0	3/12	3.76%	NGFR;RIPK2;MYD88	Reactome
909	prerank	Dopamine Neurotransmitter Release Cycle R-HSA-212676	-0.7528502183481145	-1.0454803183957198	0.4856278366111952	0.82206202997099	1.0	3/22	3.53%	SYT1;SYN1;SNAP25	Reactome
910	prerank	Transmission Across Chemical Synapses R-HSA-112315	-0.6193897369431789	-1.0449219035221278	0.41818181818181815	0.8225003322514567	1.0	36/245	6.71%	GABRB2;RASGRF1;KCNJ2;SYT1;SYN1;ADCY8;PLCB2;ADCY7;GRIA3;CACNB1;GNB4;GABBR2;KCNJ5;CACNG4;NRGN;SRC;GNAI2;BCHE;CHRNE;SNAP25;CAMK4;ARL6IP5;SLC6A12;SLC18A3;GNGT2;LLGL1;GPRIN1;MYO6;PRKCB;GNB5;PPFIA4;GRIN3B;PRKAR1B;RPS6KA2;GABRA6;GNB3	Reactome
911	prerank	Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767	-0.810657193563205	-1.0448239764221177	0.525233644859813	0.8216367770715596	1.0	3/6	6.54%	NEK6;CCNB2;PLK1	Reactome
912	prerank	Acetylcholine Binding And Downstream Events R-HSA-181431	-0.7910296829345305	-1.0444989149454909	0.528830313014827	0.8213919800936129	1.0	2/13	6.91%	CHRNE;CHRNA1	Reactome
913	prerank	G Alpha (S) Signaling Events R-HSA-418555	-0.6236725271169845	-1.0442936322179899	0.4228110599078341	0.8208546702275799	1.0	35/150	7.58%	CYSLTR2;RAMP1;ADCY8;PTGER4;ADCY7;GNB4;C1QTNF1;NLRP3;ARRB2;GPR84;INSL3;GIPR;SRC;GRK2;ADM;GNAI2;PTGER2;ADRB2;GRK6;GNGT2;PTGIR;PDE3B;CPAMD8;GNB5;PRKAR1B;HTR7;GPBAR1;GNB3;GPR27;PTGDR;GPR25;GPR150;ADRB3;PDE7A;GLP1R	Reactome
914	prerank	TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114	-0.755973022137959	-1.0441899536523316	0.48986486486486486	0.8200061235756351	1.0	3/17	6.08%	GADD45A;BAX;REXO2	Reactome
915	prerank	Inflammasomes R-HSA-622312	-0.7674154943088334	-1.044118392343868	0.4991869918699187	0.819089485063279	1.0	9/20	3.00%	PSTPIP1;PYCARD;NFKB2;NLRP3;CASP1;P2RX7;NLRC4;HMOX1;BCL2L1	Reactome
916	prerank	Nuclear Envelope Breakdown R-HSA-2980766	-0.6810476269524706	-1.0438027516476582	0.4409340659340659	0.8188464548662014	1.0	16/52	12.24%	LMNA;NEK6;CCNB2;PRKCB;TMPO;PLK1;LMNB1;CNEP1R1;VRK1;LPIN2;SEH1L;NUP62;NUP85;CDK1;NUP188;NUP93	Reactome
917	prerank	Activation Of Pre-Replicative Complex R-HSA-68962	0.6420865355033404	1.0436914140071727	0.41317365269461076	1.0	1.0	1/31	0.07%	SLC25A15	Reactome
918	prerank	RHOH GTPase Cycle R-HSA-9013407	-0.7035388869172907	-1.0434841832929287	0.44963503649635034	0.8185934023870588	1.0	9/35	5.32%	SLC1A5;LCK;ZAP70;ARHGDIB;RHOH;CSK;STOM;SLC4A7;UACA	Reactome
919	prerank	TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789	-0.6942394904961178	-1.0428540118395118	0.4581005586592179	0.8192069742280312	1.0	13/43	7.14%	ITGB8;LTBP1;TGFBR1;TGFB1;PMEPA1;TGFB3;ITGB6;LTBP4;PPP1R15A;SMURF2;LTBP3;TGFB2;USP15	Reactome
920	prerank	Caspase Activation Via Dependence Receptors In Absence Of Ligand R-HSA-418889	-0.8030545103030066	-1.041005897189311	0.5421245421245421	0.823218514955276	1.0	5/9	8.58%	DAPK2;UNC5B;CASP3;DCC;DAPK1	Reactome
921	prerank	Reproduction R-HSA-1474165	-0.6426662109398176	-1.040424212370811	0.4380165289256198	0.8237769926678533	1.0	14/110	8.23%	CATSPER1;LMNA;REC8;PMEPA1;H2AX;UBE2I;BRCA2;RBBP8;RAD51;CATSPERG;LMNB1;HVCN1;CATSPER2;BLM	Reactome
922	prerank	Signal Attenuation R-HSA-74749	0.765523823840128	1.0398861044747165	0.4988610478359909	1.0	1.0	1/9	1.97%	IRS1	Reactome
