gene_symbol	BACI107	BACI109	BACI110	BACI111	BACI112	BACI113	BACI114	BACI116	BACI117	BACI118	BACI119	BACI120	BACI121	BACI122	BACI123	BACI124	BACI126	BACI128	BACI131	BACI133	BACI135	BACI136	BACI137	BACI138	BACI139	BACI140	BACI142	BACI143	BACI144	BACI148	BACI149	BACI150	BACI151	BACI152	BACI153	BACI154	BACI155	BACI156	BACI157	BACI158	BACI159	BACI160	BACI161	BACI162	BACI163	BACI164	BACI165	BACI167	BACI169	BACI170	BACI172	BACI173	BACI174	BACI175	BACI177	BACI178	BACI180	BACI181	BACI182	BACI183	BACI184	BACI185	BACI186	BACI187	BACI188	BACI189	BACI190	BACI191	BACI192	BACI193	BACI194	BACI195	BACI196	BACI197	BACI199	BACI201	BACI202	BACI203	BACI204	BACI205	BACI206	BACI207	BACI208	BACI209	BACI210	BACI211	BACI212	BACI217	BACI219
SLC13A3	-0.928518151	-0.574928075	0.325303433	-0.443700737	-0.49454252	-0.387908236	-0.71514734	-0.111888713	-0.476580946	-0.557648279	-0.946561652	-0.60390003	-0.301162059	-0.352336823	-1.024657178	-0.202543122	0.091546533	-0.497448099	-0.524967369	-0.535726484	-0.056992091	-0.147232126	-0.24474556	-0.547996414	-0.43013269	-0.311328829	-0.205903834	-0.365442083	-0.641283166	-0.737071037	-0.3963991	-0.939106266	-0.661806793	-0.384231912	-0.550030439	-0.662798843	-0.630336121	-0.76096547	-0.762153493	-0.627238299	-1.130031584	-0.978609933	-0.200558361	-0.460667763	-0.356096438	-0.532736221	-0.353205018	-0.497190929	0.108691185	-0.119481082	-0.594988991	-0.693511837	-0.592927761	-0.499483171	-0.392236932	-0.484671254	-0.406443971	-0.117762546	-0.328206258	-0.498477973	-1.046277354	-0.884676496	-0.361363706	0.093170672	-0.727696385	-0.294465287	-0.594450146	-0.644490259	-0.214622652	-0.413367831	-0.385444845	-0.771584488	-0.808181647	-0.601640722	-0.656239929	-0.356857417	-0.421952375	-0.332207362	-0.814089981	-0.211773538	-0.641036041	-0.25130109	-0.118456174	-0.490905951	-0.424352046	-0.915055726	-0.679782442	-0.416110117	-0.523573087
TP53RK	0.302658391	0.137037503	0.317993811	0.176454451	0.127062131	0.381991252	0.026043782	0.257258252	0.126906487	0.092690694	0.106009518	0.222065127	0.366447019	0.104739624	-0.014039374	0.016730987	0.289926944	0.216065039	0.08815661	-0.085368582	0.188010763	0.202734504	0.417436856	-0.029270816	0.327893497	0.133362984	0.058458298	-0.031955933	0.180494104	0.0955358	0.242164221	0.179633292	-0.050297544	0.323343709	0.173488546	0.169108663	0.136835339	0.138004857	0.053674175	0.066477132	-0.018141197	0.147636719	0.225860187	0.299160894	-0.033567836	0.074245063	0.149360267	0.111352959	0.253813231	0.107497671	0.135183243	0.130338226	0.302338527	0.178401307	0.346229984	0.257544662	0.045838452	0.198336807	-0.072603162	0.151956252	0.102024276	0.303902707	0.170580309	0.21335921	0.049932519	0.018898822	0.138435016	0.122797155	0.152633397	0.343339157	0.327034667	0.134646494	0.317257658	0.2328787	0.194650838	0.164339844	0.10138285	0.250476061	0.142695943	0.175752056	0.259965835	0.409995911	0.359175782	0.073180349	0.238131367	0.002761419	0.207702909	0.128800604	0.386218338
SLC2A10	0.223670064	0.344873499	0.478864003	0.554605705	0.320189616	0.536569732	-0.031034501	0.433555558	0.504919784	0.332985419	0.188401841	0.339033054	0.481007182	0.566094131	-0.223868492	0.416166381	-0.085899235	0.245164302	0.409907899	0.185171027	0.463518959	0.327578344	0.714407257	-0.068049608	0.679392056	0.466851177	0.317206105	0.160446083	0.350626573	-0.271807082	0.365738831	0.286594127	0.079872782	0.568294374	0.420020903	0.123910322	0.40411118	0.497455292	0.191130226	0.252960909	-0.273331268	0.37510842	0.647280449	0.50415632	0.251733231	0.510299407	0.519913171	-0.097572465	0.344354723	0.286585033	0.352980444	0.428923446	0.429306962	0.339119642	0.507490641	0.517083323	0.379597618	0.662237252	0.435228517	0.559517801	0.390005302	0.586119892	0.346887218	0.368241772	0.059774973	0.354504662	-0.607446459	-0.171951729	0.436944521	0.613473433	0.545396063	0.328649554	0.657818778	0.456805434	0.566505494	0.493200672	0.513007063	0.454380504	-0.318036485	0.346991655	0.338957542	0.430309548	0.517775596	0.301055107	0.355031521	-0.277839552	0.456357932	0.532522625	0.543816278
EYA2	-0.187083847	-0.310770775	0.025100301	0.667801124	-0.398798943	0.386461096	-0.550027719	-0.389190428	0.040810604	0.251104743	-0.35456561	0.202738826	0.358241291	0.609194146	0.019013687	0.326873879	0.320943961	0.12245578	0.047487659	-0.013087099	0.104246507	0.017291856	0.035711003	0.402240971	0.491200042	0.268483468	0.31185504	-0.211711552	0.399019689	0.443234199	-0.016449211	0.241850801	-0.374369922	0.302668734	-0.138574363	-0.306225196	0.241143951	-0.293356844	0.659728147	0.399587381	0.680237513	0.292646647	0.4642961	-0.039071637	-0.233452109	0.079441332	0.647222176	0.03428395	0.429113839	0.634839377	-0.148689144	0.17542009	0.326097598	0.441106919	0.260738635	0.618197548	0.328253286	0.111190995	0.232574863	-0.038958646	-0.605090524	-0.057741138	0.529074691	-0.042826361	-0.381254756	0.541593416	0.963652132	0.45014683	0.46909287	0.430950163	0.111316466	0.261561539	0.184343797	0.552921828	0.561340779	0.399431689	0.34985698	0.105112266	-0.497824512	-0.336039486	0.283057055	0.203891219	-0.206214031	-0.221513632	-0.375528175	0.066417806	-0.181851105	0.296830438	0.332105224
ZMYND8	0.596354734	0.371630437	0.796153799	0.574062564	0.331747195	0.598651479	0.608904285	0.88121226	0.5786885	0.554056903	0.664474497	0.585338502	0.612358233	0.372525191	0.528455538	0.624399432	0.655717507	0.512323986	0.568432592	0.461499889	0.670287441	0.603590712	0.86490994	0.664998019	0.726731392	0.562248915	0.68474161	0.664135879	0.639919179	0.527995833	0.622836491	0.495762921	0.445933322	0.780624547	0.741989202	0.4481	0.527114146	0.515554884	0.678185495	0.472577575	0.647365476	0.511217313	0.744332042	0.669982246	0.549937769	0.618399862	0.508356794	0.52996419	0.512871147	0.721721981	0.545079009	0.464773632	0.829132475	0.500337314	0.640672451	0.747596582	0.601140484	0.609638003	0.552619292	0.423613366	0.593304112	0.496983853	0.710343552	0.626969521	0.475725368	0.480029541	0.759175618	0.648383459	0.5237012	0.796010248	0.729815724	0.506035175	0.770183164	0.701874678	0.490035586	0.536849325	0.518084142	0.645327587	0.551457719	0.579011242	0.719170059	0.868426567	0.689001858	0.467256145	0.590465307	0.732698852	0.429681988	0.533123739	0.732731484
NCOA3	0.779920191	0.821166892	0.907722094	0.864649043	0.661056374	0.915362009	0.840516116	0.671047582	0.832311251	0.886188101	0.748399157	0.731264131	0.759022855	0.758239169	0.732747604	0.588073763	0.821498972	0.802418041	0.653009254	0.58633194	0.713638366	0.692920932	0.864355312	0.658266949	0.937831599	0.716181225	0.756471028	0.727744204	0.759099946	0.945351033	0.782157527	0.776058081	0.53927544	0.940758139	0.849893625	0.74878502	0.776815852	0.820700467	0.863392659	0.794065363	0.435496248	0.766735737	0.790368438	0.790971867	0.467667503	0.723048516	0.88519016	0.603585438	0.861791697	0.749859527	0.587641268	0.795523187	0.948076702	0.942381505	0.907280123	0.793818738	0.790487421	0.920934842	0.454178862	0.677680462	0.827560877	0.699170351	0.805075448	0.753185151	0.724722198	0.339774439	0.532751018	0.828456053	0.782252092	0.932423209	0.831724823	0.673245057	0.954102045	0.904053934	1.052296411	0.95282628	0.750815101	0.917728495	0.937916101	0.718732066	1.017353271	0.955486449	0.710970109	0.795002049	1.01991422	0.934866595	0.881221148	0.864535475	0.938331663
SULF2	0.18387434	0.637704284	0.379278635	0.344664519	0.625980289	0.189125814	0.566026422	0.047481216	0.258257873	0.566393723	0.713244928	0.311056997	0.02104263	0.59716488	0.71573838	0.747536209	0.138500846	0.165824901	0.823597603	0.751907697	0.378820232	0.223832201	0.3149461	0.270120363	0.216086142	0.870675371	0.336158362	0.450151834	0.741627572	0.400682171	0.183604565	0.086213582	0.890404874	0.067015375	0.377005061	0.921958679	0.840541745	0.072697161	0.140295488	0.840228118	0.176204831	0.513270038	0.507832245	0.032335956	0.951672815	0.677077449	0.375386151	0.927615439	0.431765637	0.552741503	0.014885883	0.774521201	0.38474124	0.318694863	2.24e-05	0.300599597	0.68984204	0.454695683	0.63010058	0.749576694	0.343030087	0.184181933	0.43585949	0.507177971	0.902134731	0.820875037	0.719350031	0.391857365	-0.075455788	0.491176862	0.091294526	0.756949022	0.294350513	0.588883001	0.581525917	0.489765498	0.776393861	0.224193151	0.853981709	0.412190984	0.4085864	0.476639717	-0.019367426	0.752247858	0.238704262	0.27914573	0.453518371	0.440548604	0.39456171
PREX1	0.318026805	0.447794653	0.44226615	0.298773087	0.439997562	0.019582784	0.40866609	0.090149156	0.261603893	0.551613834	0.453891721	0.20032934	0.125110144	0.324991236	0.50521603	0.733459412	0.316183532	0.05561237	0.542401621	0.682231262	0.279041033	-0.044342612	0.307928772	0.624948676	0.256241901	0.57051181	0.373846026	0.175728572	0.248265217	0.052316242	0.345890689	-0.015577466	0.588059392	0.06189088	0.262914636	0.250164079	0.513496237	0.06798567	0.503324677	0.503864686	0.634796331	0.329937783	0.110745314	0.112389682	0.829483181	0.343650947	0.366716525	0.606982459	0.762437204	0.755664278	-0.023631952	0.391473051	0.17169126	0.341464768	0.180750967	0.190086512	0.114592046	0.419263873	0.450455714	0.289483723	0.195656715	0.261744904	0.688894087	0.539476545	0.394926933	0.547618327	-0.025727696	0.374108925	0.338786732	0.224405135	0.120788088	0.333466505	0.222234704	0.290655228	0.315281244	0.293042158	0.25847659	0.342955297	0.620724015	0.468411274	0.50442353	0.360068003	0.277706714	0.302818705	0.398787536	0.377904553	0.279484342	0.582325625	0.361164083
ARFGEF2	0.864520173	0.760302427	0.985550463	0.914116477	0.727704166	0.834898381	0.862013019	0.815144797	0.815868145	0.862233711	0.855036296	0.815129307	0.80952708	0.752329332	0.728212253	0.875192381	0.746161119	0.754370793	0.937840433	0.754517906	0.754650835	0.672205672	0.924662881	0.776212309	0.908589347	0.798716921	0.94705724	0.690508375	0.821547105	0.669874824	0.805396374	0.73297123	0.640856002	0.905950288	0.892219972	0.806366353	0.831320871	0.829060644	0.873491945	0.693227904	0.814004932	0.790037999	0.854324095	0.817793962	0.701668921	0.833634128	0.865690668	0.648234528	0.809854583	0.943708448	0.722823657	0.785820985	0.87528859	0.810181795	0.810896687	0.888475102	0.768933419	1.023772452	0.616444306	0.738987459	0.796745569	0.806692694	0.89903853	0.83294627	0.763107184	0.695076541	0.693479456	0.821172398	0.799042871	0.890462264	0.865327587	0.867606699	0.996143715	0.868745397	0.983238531	0.894528253	0.724971049	0.863148356	0.834179643	0.785390437	0.877027438	0.859378265	0.99507734	0.786701443	0.852109592	0.801455553	0.808274646	0.852242361	0.889160846
CSE1L	0.524499127	0.661519798	0.607845119	0.567529853	0.54849963	0.676871001	0.569969553	0.588120047	0.590351165	0.466251629	0.751637936	0.627742425	0.556604304	0.503924628	0.585221313	0.315472038	0.700761707	0.628260055	0.23260845	0.214248381	0.537379751	0.520048695	0.603271513	0.439840049	0.679890521	0.375912009	0.48448883	0.505797786	0.573070607	0.502136991	0.579913383	0.667502648	0.490949643	0.541405457	0.441319326	0.596278668	0.495326972	0.614672869	0.563836254	0.370715659	0.424315658	0.563142796	0.613724042	0.577568974	0.166833085	0.531477255	0.609400054	0.438379981	0.65803668	0.30515447	0.553369202	0.546510513	0.567427491	0.499240942	0.56166206	0.689975107	0.543309908	0.724626298	0.30209142	0.599821432	0.599321154	0.574139143	0.348202534	0.598534497	0.515644355	0.212794383	1.098514735	0.677991114	0.514190122	0.617751514	0.596121169	0.399532309	0.601090339	0.78593236	0.536521368	0.567357207	0.486911194	0.660981881	0.499691791	0.534557242	0.571715442	0.653726409	0.726951749	0.485013799	0.613706725	0.692042618	0.4848964	0.471567383	0.637870393
STAU1	0.557415337	0.588471358	0.788660579	0.680675654	0.552285577	0.683614231	0.70872821	0.607592157	0.609224043	0.584905987	0.722276517	0.682922473	0.636983972	0.644186488	0.666057357	0.834541267	0.654067784	0.677300274	0.713774723	0.670937135	0.521429024	0.53325641	0.697052456	0.652549377	0.5975405	0.658204196	0.745268471	0.638075552	0.696391698	0.489935145	0.751140451	0.613559312	0.716396361	0.751255413	0.708023975	0.638349095	0.652655916	0.616624246	0.796732607	0.588717432	0.685708887	0.644517685	0.657808967	0.628766619	0.73799617	0.730648951	0.736789499	0.801642653	0.63420256	0.927119244	0.652865738	0.612260404	0.587015452	0.573822746	0.536032224	0.664960485	0.658793819	0.759174169	0.832119005	0.632694433	0.621295529	0.575997007	0.726891441	0.695303793	0.62378792	0.733779436	1.055365856	0.654872166	0.772847321	0.651565908	0.69244462	0.678809386	0.724571537	0.736626985	0.739690042	0.692042602	0.604313171	0.602568393	0.620840899	0.713176537	0.609700744	0.713919628	0.688701974	0.672168229	0.706873803	0.76119268	0.605902425	0.626198031	0.623311401
DDX27	0.401995833	0.351495027	0.361674349	0.385371593	0.245053088	0.409990393	0.42557556	0.257153828	0.395554163	0.2892532	0.517963283	0.433341369	0.261924259	0.354011437	0.393112378	0.720817289	0.357412416	0.457159661	0.358818568	0.517517979	0.292008685	0.32528003	0.562616583	0.469520046	0.343349174	0.391896161	0.559362407	0.332675458	0.432931762	0.304513372	0.278222806	0.349159149	0.517442519	0.452634197	0.280670456	0.40099054	0.384950616	0.438099192	0.62625791	0.260150065	0.612456053	0.322662513	0.463387089	0.490612319	0.495064269	0.5437773	0.390207459	0.586327615	0.391573178	0.731852229	0.235769335	0.32749308	0.174899935	0.427337801	0.355294163	0.523289568	0.315823861	0.560698312	0.571302735	0.352911517	0.290385834	0.420932812	0.606240981	0.451969163	0.371180139	0.442717953	0.680127089	0.357292939	0.529382232	0.41295155	0.348676633	0.272711216	0.468519438	0.507607343	0.464560026	0.455792336	0.332985821	0.366111105	0.365440655	0.417233996	0.36250391	0.442793064	0.508080873	0.40688751	0.347233121	0.602014465	0.282468877	0.42405671	0.454598954
ZNFX1	0.640737719	0.732117728	0.641067938	0.67999373	0.654240974	0.575763208	0.830433671	0.599731518	0.545076445	0.749118198	0.557997434	0.754751138	0.486316164	0.622871749	0.761726848	0.799603288	0.422681232	0.561207865	0.697529671	0.78590488	0.480192179	0.470068172	0.619028353	0.790039359	0.641922045	0.651834276	0.682426415	0.58081706	0.640804314	0.503083565	0.529706853	0.606160692	0.815633181	0.762727523	0.643075476	0.765746584	0.727287551	0.57251248	0.973233277	0.812177044	0.550326584	0.794571396	0.637993836	0.549369554	0.810962757	0.684771719	0.645069357	0.726197362	0.968373521	0.95096206	0.573487236	0.658646749	0.573010997	0.655779709	0.454379635	0.577426879	0.577765755	0.720495164	0.716953427	0.592029221	0.54068767	0.591005594	0.824159135	0.683242724	0.627713089	0.757467981	0.830033469	0.739611852	0.72380001	0.556514881	0.584757661	0.700304284	0.625062504	0.463942407	0.804930931	0.705628364	0.599485723	0.592184201	0.953003168	0.597273421	0.693595751	0.596370263	0.539941156	0.731257319	0.739480544	0.684686846	0.510841225	0.697655056	0.674651149
KCNB1	-0.736302378	-1.044678017	-0.629745744	-0.800079753	-0.841639783	-1.178745784	-0.194648398	-0.999703499	-1.806823927	-0.514977972	-1.212840811	-1.053992678	-1.081341665	-0.448359876	-1.478591578	-0.424799219	-0.919887635	-0.764116282	-0.145225628	0.263200158	-0.647655252	-0.763967464	-0.837076076	-1.003841147	-0.59140863	-0.351152948	-0.538246569	-1.189463237	-0.455524476	-1.057091256	-0.819626721	-0.734270254	-0.792645361	-0.935072792	0.30219924	-1.036711016	-0.193575658	-1.112522356	-1.028003241	-1.166854224	0.161801963	-1.167959058	-0.764212883	-1.050665461	-0.122220707	-0.719622075	-0.765559065	-0.738427358	-0.439291018	-0.082954764	-0.918018609	-0.50362264	-1.246179995	-0.390323665	-0.882563169	-1.065252767	-1.257944723	-0.753871129	-0.376161362	-0.067717778	-0.915946541	-0.884676503	-0.659966728	-0.662078027	-1.187237348	-0.332982548	0.777480395	-0.929119872	-1.499911693	-0.552919135	-1.106302766	-1.470997092	-0.12083105	-0.883501584	-0.669556074	-0.261630305	-0.47076013	-0.793514794	-0.921304626	-1.224807228	-0.68709747	-0.521715405	-1.12266998	-0.997661106	-0.955053954	0.158075082	-0.299748224	-1.175440849	-0.670936879
PTGIS	-0.049497768	-0.077762427	0.380425208	0.270705186	0.530566747	0.249123865	0.540849597	-0.523714071	-0.079541885	0.585457988	0.241484452	0.284663683	-0.075052818	0.627353134	-0.08783276	0.506604527	0.18624351	-0.300062816	0.775047374	1.00173841	0.221461103	0.184004027	-0.003364076	0.078258252	0.530992101	0.833168362	0.331683328	0.126129425	0.416760713	-0.41660251	0.23294134	0.289726083	0.059933088	-0.122291278	0.819142329	0.193380593	0.855977748	-0.398659877	-0.050526401	0.020868183	0.394838186	-0.15016843	0.006764197	-0.169785243	1.039701787	0.422619359	0.525857307	0.397919398	0.018929795	0.653736071	-0.69288322	0.711331691	0.247112388	0.329342513	-0.269138136	-0.4529785	0.308827078	0.573664093	1.107701509	-0.087056074	0.111208272	-0.089489934	0.1382498	0.374158477	0.377611298	1.046737522	-0.239499227	0.295154187	0.275980263	0.44903781	-0.349220956	0.298893088	0.696411151	0.144409501	0.68766609	0.766706751	0.738943601	-0.045508219	-0.115158828	0.186144121	0.059231257	0.478171501	-0.42880236	0.287458604	-0.029288065	0.516413606	0.695309226	0.401646306	0.287691372
B4GALT5	0.320594705	0.520717695	0.576586493	0.741589437	0.438529491	0.427807003	0.52583806	0.465942793	0.478794742	0.408741826	0.556336029	0.613513879	0.520571897	0.45956279	0.441879774	0.559831598	0.559656237	0.548294505	0.511839799	0.453402131	0.313247244	0.433026785	0.59451575	0.460121111	0.639953065	0.466986303	0.598826176	0.591332875	0.566933562	0.427034449	0.428022168	0.593118779	0.458408439	0.600236317	0.498051667	0.540011431	0.491703082	0.411952292	0.759687196	0.489407931	0.423593531	0.549082844	0.658276176	0.470091976	0.459272059	0.595170226	0.599487201	0.730344793	0.401762761	1.018075458	0.435473347	0.518518469	0.586166882	0.314784081	0.447827995	0.589365095	0.496743782	0.55294482	0.68499722	0.406632375	0.484006741	0.263212521	0.716795272	0.532074742	0.417507608	0.532877566	0.827723286	0.479276464	0.60738492	0.569450204	0.533413442	0.543980565	0.6503473	0.62331197	0.698248541	0.460923046	0.506420461	0.461220474	0.360300808	0.479951979	0.51625462	0.47067511	0.376869138	0.617394192	0.60573173	0.549595916	0.395951114	0.323322353	0.386443817
SLC9A8	0.259045756	0.172438905	0.300657381	0.391741496	0.190017806	0.344142141	0.263868658	0.267941409	0.182162892	0.419107492	0.22015947	0.371744613	0.139564563	0.233305207	0.199827383	0.407910732	0.259911275	0.270765476	0.171448444	0.384805661	0.199461759	0.206237933	0.384559587	0.303590102	0.361918389	0.22661681	0.293377614	0.19821861	0.312948969	0.204424224	0.181418484	0.373878281	0.082893654	0.396160059	0.366132795	0.356642078	0.288036495	0.396843617	0.456210181	0.244423133	0.323485351	0.190494782	0.388800271	0.337813123	0.289002391	0.398912828	0.306232182	0.269325863	0.464665814	0.370861443	0.198146815	0.304604613	0.175359658	0.33317171	0.294584259	0.287681384	0.371769936	0.407205376	0.409541769	0.107674985	0.188425608	0.227524047	0.410325375	0.366098519	0.14298394	0.260219883	0.536104653	0.29566113	0.462412768	0.306554472	0.304073578	0.117228085	0.405562827	0.320621969	0.587239826	0.392763895	0.182897354	0.265953124	0.331373651	0.202583036	0.289228675	0.223309448	0.277707409	0.319349191	0.233415194	0.463115381	0.169341546	0.239631904	0.311407457
SPATA2	-0.035983661	-0.0411097	0.013086142	-0.006271964	-0.158967236	-0.031374701	-0.092535949	-0.066314846	-0.077364086	-0.104013163	0.075037465	-0.018328138	-0.033201323	-0.133741427	-0.105041111	0.018087832	-0.095904871	0.0095307	-0.125800153	-0.114440098	-0.1226699	-0.067926188	0.083173466	-0.005624821	-1.57e-07	-0.188859055	-0.054181129	-0.031955933	-0.03373215	-0.059777425	-0.024849203	-0.025808385	0.047124832	0.097704954	-0.073348845	-0.011021061	-0.122192947	0.045449507	0.129840032	-0.112434689	0.187169308	-0.000227561	-0.01926608	0.097314204	-0.127211421	0.111339187	-0.057344276	-0.001990334	0.206955004	0.156116958	-0.013251894	-0.066534384	-0.04862822	0.017412972	-0.013542808	0.065237842	-0.03735194	0.12274562	0.048805082	-0.104647582	0.049864419	-0.03614935	-0.098294619	0.057959263	-0.056582162	-0.114218766	0.418184417	0.03034266	0.152317242	0.001187824	0.027825924	-0.075985158	0.112081156	0.06843829	0.127806377	0.002430336	-0.043699023	0.006695488	-0.010632653	-0.098417402	-0.004751336	-0.004465085	0.048565216	0.057206253	-0.039528689	0.057617562	-0.169674527	-0.119445976	0.015035427
RNF114	0.309192432	0.398647336	0.331069414	0.402566507	0.284250614	0.354417945	0.271005123	0.34845182	0.339925691	0.310945405	0.381194091	0.424290843	0.265171623	0.30975358	0.44714703	0.407910761	0.454779514	0.383896814	0.241516299	0.415921898	0.299659574	0.258917313	0.420803406	0.361381131	0.38297973	0.27721749	0.317660254	0.236611176	0.437285581	0.366984753	0.194812077	0.333343915	0.392765889	0.414524802	0.252958257	0.399182989	0.332518841	0.278810376	0.479090229	0.341692366	0.520533904	0.440835234	0.348803131	0.518821322	0.330798343	0.416649991	0.407474495	0.540242696	0.739853608	0.749003989	0.236374181	0.449865218	0.315948138	0.351608308	0.285482843	0.484980876	0.295046225	0.506534864	0.394497028	0.294115016	0.189568007	0.315183841	0.448980544	0.291356797	0.287595639	0.347703455	0.698311706	0.480754816	0.425069846	0.357691163	0.331877232	0.288204493	0.464571125	0.37647457	0.726182164	0.356385869	0.28433752	0.306279679	0.448921059	0.269548358	0.454362322	0.360502105	0.358891975	0.476604735	0.396147077	0.499586257	0.224478895	0.367961761	0.407708683
SNAI1	-0.25907098	-0.069919908	-0.549979004	-0.786761134	-0.327731487	-0.611343435	-0.439141359	-0.509914342	-0.443885365	-0.487642136	-0.140528021	-0.53857755	-0.406580667	-0.293184245	-0.441327434	-0.509356444	-0.153012282	-0.644881862	-0.10993849	0.336818956	0.026842163	-0.375982986	-0.522443449	-0.489261019	-0.62444323	-0.069161826	-0.273172739	-0.2378286	-0.565378394	-0.090770261	-0.25099304	-0.684208252	-0.490114896	-0.545330855	-0.398843194	-0.251990894	-0.240880611	-0.568424272	-0.33347255	-0.295385374	-0.45627131	-0.507643056	-0.566078841	-0.381350112	0.0346974	0.003970804	-0.232034828	0.098469269	-0.71116948	-0.189643424	-0.670285149	-0.222072728	-0.711935539	-0.441259554	-0.364423449	-0.040865341	-0.374125312	-0.22759786	-0.229516012	-0.31701497	-0.552685895	-0.207423777	-0.359295131	-0.335863558	-0.218298082	-0.30930058	0.086651353	-0.72273587	-0.912330151	-0.014109048	-0.528307168	-0.337909503	-0.499498537	-0.465363341	0.002464025	-0.418115893	-0.149000204	-0.78444606	-0.370550465	-0.412147342	-0.39185142	-0.039628647	-0.668197241	-0.131109202	-0.329742544	-0.474060002	-0.374954306	-0.589100959	-0.52357335
UBE2V1	0.105676473	0.038336924	0.08897708	-0.021740735	-0.097655108	-0.070605816	0.024169432	0.017568156	0.03050903	-0.047651726	0.09021741	0.052803837	0.02656994	-0.064764256	0.12548011	-0.024497019	0.053796034	-0.038813678	0.084673486	-0.004727191	-0.093209602	0.046976262	0.149533349	0.056986661	-0.082291549	-0.009505676	0.186301169	0.112263659	-0.034351942	0.025440292	-0.005385594	-0.019280855	0.033084361	0.087911138	-0.018804926	0.062127117	-0.032810894	-0.029544262	0.149968349	0.02543752	0.004972937	-0.021303458	0.086498137	0.16708988	-0.04987958	0.079310052	0.027050877	-0.092814148	-0.009869767	-0.01622565	-0.087702009	-0.015491788	-0.032483526	-0.08190372	-0.038430569	0.090722372	0.06054822	0.131976189	-0.077758666	-0.053763737	-0.040337706	-0.027664982	-0.020116783	0.056830409	0.061470801	-0.096937945	0.120467982	-0.138682692	-0.057433324	0.057001469	0.048082366	0.19648198	0.108425778	0.096615194	0.110857635	0.048505	-0.022273155	0.014984017	0.04193666	-0.027053174	-0.104420793	0.099218445	0.011139085	0.143705568	0.034465739	-0.110875799	-0.072845373	0.014334468	-0.032477656
TMEM189-UBE2V1	-1.685476943	-1.512333204	-1.882305527	-1.036675416	-0.922814728	-0.634043094	-1.754766158	-1.43864777	-1.792139351	-1.053407349	-0.497435851	-1.558500905	-1.580121661	-0.544297732	-1.658425207	-2.086107303	-0.573258355	-0.591954961	-1.400538016	-1.893009935	-0.486301621	-0.958100078	-1.796613777	-1.800082624	-1.738964549	-1.856241592	-1.774693472	-1.575683841	-0.86265873	-0.495642218	-0.686564146	-0.784962362	-1.638511644	-0.639284939	-1.842376586	-0.781708589	-1.961527973	-1.026839958	-0.471290763	-0.784207065	-0.721803928	-0.883128124	-1.654084987	-0.208724372	-1.994448717	-1.790809181	-0.48559667	-1.719986593	-0.627528127	-1.946603925	-1.685414906	-0.581466322	-1.736773938	-1.85110205	-0.434620152	-1.77071652	-1.802280421	-0.47656127	-1.68801683	-0.738275303	-0.773450432	-0.940008225	-1.964911035	-1.741904224	-1.807292893	-1.908206781	-1.066935693	-0.84423281	-1.654278375	-0.516068283	-0.721564944	-0.892543624	-0.937280822	-0.7540857	-0.269464746	-0.591462165	-0.480949182	-0.653634244	-1.925906819	-0.949627953	-1.099835711	-1.812387418	-0.496491391	-0.86852632	-1.691571599	-2.112642512	-0.945511702	-1.215934551	-0.371390291
TMEM189	0.248526683	0.241933601	0.388527516	0.290881087	0.110128596	0.260275004	0.31345801	0.302322552	0.217017144	0.157119324	0.320703275	0.189981153	0.275019966	0.235138473	0.358382654	0.253724451	0.198531648	0.188858614	0.190023108	0.211901114	0.302857916	0.269344715	0.447785207	0.340868906	0.359669955	0.1873479	0.225675624	0.239205022	0.274843115	0.291765815	0.33211065	0.218537937	0.281055326	0.492094511	0.383898711	0.350948636	0.257574977	0.389485965	0.513173977	0.381205449	0.172904569	0.351274352	0.327637547	0.496474016	0.190240802	0.48918424	0.404371926	0.641192561	0.227196492	0.478871524	0.152868685	0.324879214	0.324846541	0.260635875	0.462088424	0.439797872	0.32249309	0.44387166	0.459122601	0.145256829	0.205569427	0.165294512	0.311606476	0.371918567	0.377905698	0.316702503	0.669121632	0.413499325	0.544294767	0.424459491	0.342894994	0.410522399	0.276507791	0.317824647	0.46552306	0.336750472	0.374324687	0.308129472	0.355735799	0.317075487	0.235498461	0.339400526	0.329191672	0.393642134	0.308711448	0.017073636	0.214437518	0.142546781	0.451240924
CEBPB	0.257335613	0.547539903	0.197337288	0.310943382	0.343877953	0.174807516	0.327105376	0.16620648	0.375873422	0.290352942	0.521591636	0.339675662	0.363368401	0.431157672	0.521617304	0.65430044	0.217987314	0.077107955	0.686357792	0.760146267	0.129821386	0.203140961	0.138319614	0.282665852	0.395630708	0.537617781	0.557064625	0.395205385	0.49720716	0.359875471	0.022126577	0.177483347	0.593306162	0.47841907	0.43554742	0.626571103	0.433249721	0.249518071	0.501886805	0.440233615	0.082049723	0.528551747	0.312432115	0.326342564	0.62655564	0.672435632	0.46078304	0.955155927	0.509327544	0.818239022	0.101930327	0.390169973	0.252699876	0.489723367	0.16961819	0.433883259	0.51435001	0.606913798	0.809839717	0.382600431	0.20379337	0.096934225	0.708435616	0.281474183	0.558154876	0.570429005	-0.133200816	0.319662608	0.59400891	0.21282334	0.383011904	0.594163776	0.394351436	0.462638986	0.702309216	0.181882058	0.422954799	0.273891999	0.389602593	0.263023538	0.233276747	0.456313111	0.049001456	0.580710218	0.585131945	0.156768299	0.427997345	0.363834375	0.20642857
