ModelID	RAI_8_score	THYROID_NONOVERLAP_score	TDS_like_score	TF_collapse_score	STAT3_AP1_DNMT_score	DM1_like_score	PatientID	CellLineName	StrippedCellLineName	DepmapModelType	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	OncotreeCode	PatientSubtypeFeatures	RRID	Age	AgeCategory	Sex	PatientRace	PrimaryOrMetastasis	SampleCollectionSite	SourceType	SourceDetail	CatalogNumber	ModelType	TissueOrigin	ModelDerivationMaterial	ModelTreatment	PatientTreatmentStatus	PatientTreatmentType	PatientTreatmentDetails	Stage	StagingSystem	PatientTumorGrade	PatientTreatmentResponse	GrowthPattern	OnboardedMedia	FormulationID	SerumFreeMedia	PlateCoating	EngineeredModel	EngineeredModelDetails	CulturedResistanceDrug	PublicComments	CCLEName	HCMIID	PediatricModelType	ModelAvailableInDbgap	ModelSubtypeFeatures	WTSIMasterCellID	SangerModelID	COSMICID	ModelIDAlias	is_thyroid	is_thyroid_model	cancer_type	lineage_silenced_score
ACH-000046	-0.3467811296045621	-0.34932120728990135	0.190491577641147	1.2071063194572256	0.29317740343827076	0.3467811296045621	PT-zV8Sol	ACHN	ACHN	PRCC	Kidney	Renal Cell Carcinoma	Papillary Renal Cell Carcinoma	PRCC		CVCL_1067	22.0	Adult	Male	caucasian	Metastatic	pleural_effusion	ATCC		CRL-1611	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						ACHN_KIDNEY		False	Approved for public sharing - CCLE		371.0	SIDM00123	905950.0		False	False	Kidney	0.7951082752535824
ACH-000048	-0.19067014730069384	-0.30196863634532756	0.04125793433572748	-0.3529388163939432	-0.03162789031654967	0.19067014730069384	PT-EehOTC	TOV-112D	TOV112D	EOV	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer	EOV		CVCL_3612	42.0	Adult	Female	caucasian	Primary	ovary	ATCC		CRL-11731	Cell Line											Adherent	MF-044-001	MCDB 105:Medium 199 (1:1) + 15% FBS + 1.5g/l Sodium bicarbonate	False						TOV112D_OVARY		False	Approved for public sharing - CCLE		5.0	SIDM01170	1299070.0		False	False	Ovary/Fallopian Tube	0.437173187985967
ACH-000049	-0.15723456591417628	-0.23156447572199249	0.2833640963982609	1.0879159808389467	0.20438859032920015	0.15723456591417628	PT-qWYYgr	HEK TE	HEKTE	ZIMMEKC	Kidney	Non-Cancerous	Immortalized Embyonic Kidney Cells			CVCL_WS59		Unknown	Unknown			kidney	The Broad Institute	Jesse Boehm		Cell Line											Adherent									HEKTE_KIDNEY		False	Approved for public sharing - CCLE						False	False	Kidney	0.3605112673138422
ACH-000050	1.1674614403132737	1.0257492756707889	1.0023314643995926	-0.29814179257343854	-0.8794456212995024	-1.1674614403132737	PT-HOg2sh	NCI-H929	NCIH929	PCM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	PCM		CVCL_1600	62.0	Adult	Female	caucasian	Metastatic	pleural_effusion	ATCC		CRL-9068	Cell Line											Suspension	MF-001-006	RPMI + 10% FBS + 50uM 2-Mercaptoethanol	False					SNP fingerprinting rules out K-562 contamination.	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE		1230.0	SIDM01148	724825.0		False	False	Lymphoid	-2.6767842105222166
ACH-000051	-0.1576410317434168	-0.13313813243803335	0.3913362636916769	0.18670907043527854	0.48372953400608326	0.1576410317434168	PT-xfVhgW	TE 617.T	TE617T	RMS	Soft Tissue	Rhabdomyosarcoma	Rhabdomyosarcoma	RMS		CVCL_1755	1.0	Pediatric	Female	caucasian	Primary	soft_tissue	ATCC		Discontinued	Cell Line											Unknown	MF-002-001	DMEM + 10% FBS	False						TE617T_SOFT_TISSUE		True	Approved for public sharing - CCLE						False	False	Soft Tissue	0.36144322213158403
ACH-000052	0.526598333247399	0.5073963091347998	-0.270209809794454	-0.07258700825425388	0.09623481286580311	-0.526598333247399	PT-IAac7b	A-673	A673	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_0080	15.0	Pediatric	Female		Primary	soft_tissue	ATCC		CRL-1598	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						A673_BONE		True	Approved for public sharing - CCLE	EWS::FLI	660.0	SIDM00848	684052.0		False	False	Bone	-1.2073975679622517
ACH-000053	0.2650633052451829	0.5600770209620842	0.3352908967460101	-0.7892593363388152	0.5780634640917163	-0.2650633052451829	PT-nECHHn	KARPAS-299	KARPAS299	ALCLALKP	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive	ALCLALKP	NPM1-ALK	CVCL_1324	25.0	Adult	Male			haematopoietic_and_lymphoid_tissue	NIBRI			Cell Line											Suspension	MF-001-021	RPMI + 20% FBS + 2mM Glutamine	False						KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE		906.0	SIDM01010	907273.0		False	False	Lymphoid	-0.6077436442601017
ACH-000054	-0.006639828924314695	0.4249887663513477	-0.0244577174757649	-0.37384540831155033	0.3449651714156858	0.006639828924314695	PT-cVfhmE	HT-1080	HT1080	FIBS	Soft Tissue	Fibrosarcoma	Fibrosarcoma	FIBS		CVCL_0317	35.0	Adult	Male	caucasian	Metastatic	soft_tissue	ATCC		CCL-121	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						HT1080_SOFT_TISSUE		False	Approved for public sharing - CCLE		1391.0	SIDM00828	907064.0		False	False	Soft Tissue	0.015223962532248668
ACH-000055	0.24520183337674825	0.02398994943139221	-0.11315059753373527	-0.02721995470652054	0.08926182162627103	-0.24520183337674825	PT-xKYZGz	D283 Med	D283MED	MBLNOS	CNS/Brain	Embryonal Tumor	Medulloblastoma, NOS	MBLNOS		CVCL_1155	6.0	Pediatric	Male	caucasian	Metastatic	abdomen	ATCC		HTB-185	Cell Line											Mixed	MF-006-001	MEM + 10% FBS	False						D283MED_CENTRAL_NERVOUS_SYSTEM		True	Approved for public sharing - CCLE	MYC_Exp	1184.0	SIDM00888	906834.0		False	False	CNS/Brain	-0.5622047746586432
ACH-000056	-0.1661740568428668	-0.20006284443452332	-0.29288171658060946	-0.1778773345962627	-0.736737736197827	0.1661740568428668	PT-QeK3sM	DOHH-2	DOHH2	DLBCLNOS	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	DLBCLNOS		CVCL_1179	60.0	Adult	Male		Metastatic	pleural_effusion	DSMZ		ACC 47	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE		1339.0	SIDM00981	906842.0		False	False	Lymphoid	0.38100795126565157
ACH-000057	-0.08856567836855088	-0.17377060142476788	-0.16659433507589616	-0.3262374062675951	0.3916160409874851	0.08856567836855088	PT-codP7n	OPM-1	OPM1	PCM	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	PCM		CVCL_5210	56.0	Adult	Female			haematopoietic_and_lymphoid_tissue	Dana-Farber Cancer Institute	Constantine Mitsiades		Cell Line											Suspension									OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE			SIDM00456			False	False	Lymphoid	0.2030655585399985
ACH-000058	6.01831031066259	4.454728201898901	5.775458251200827	3.316340117790083	0.7198391474061532	-6.01831031066259	PT-HRqr49	ML-1	ML1	THFO	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	THFO		CVCL_H525	50.0	Adult	Female		Primary	thyroid	DSMZ			Cell Line											Adherent	MF-002-009	DMEM + 20% FBS	False						ML1_THYROID		False	Approved for public sharing - CCLE		1227.0	SIDM00442	1240178.0		True	True	Thyroid	-13.798929418415597
ACH-000059	-0.10769452779743668	-0.10239467914332434	-0.1251181892590349	0.21740720287753124	-0.47670913240595353	0.10769452779743668	PT-rikOUx	SUP-B15	SUPB15	BALL	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia			CVCL_0103	9.0	Pediatric	Male	caucasian	Primary	bone_marrow	ATCC		CRL-1929	Cell Line											Suspension	MF-005-008	IMDM + 20% FBS + 1.5g/L NaCO3	False						SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	BCR::ABL1	786.0	SIDM01176	1247871.0		False	False	Lymphoid	0.24692465345191142
ACH-000060	-0.09734552019081741	-0.2530391503678141	-0.2226352361437675	0.14281906632574742	0.7556277001856689	0.09734552019081741	PT-9JMXWA	Panc 10.05	PANC1005	PAAD	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	PAAD		CVCL_1639	81.0	Adult	Male	caucasian	Primary	pancreas	ATCC		CRL-2547	Cell Line											Adherent	MF-001-019	RPMI + 15% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 60ug/ml Insulin + 10mM HEPES + 18mM Sodium bicarbonate + 25mM Glucose	False						PANC1005_PANCREAS		False	Approved for public sharing - CCLE		197.0	SIDM01135	925348.0		False	False	Pancreas	0.223196195106821
ACH-000061	0.5583268256839167	0.4970391133921482	0.4253271624341609	-0.5879175396154809	-1.0095755713492272	-0.5583268256839167	PT-hDGIfb	HH	HH	MTNN	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms	MTNN		CVCL_1280	61.0	Adult	Male	caucasian		haematopoietic_and_lymphoid_tissue	ATCC		CRL-2105	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE		310.0	SIDM00671	907056.0		False	False	Lymphoid	-1.2801454332407434
ACH-000062	0.09076867901327143	0.1448225809443676	0.6134379756973407	0.42394230591317184	0.8494685925824623	-0.09076867901327143	PT-Rt0hf4	RERF-LC-MS	RERFLCMS	LUAD	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		CVCL_1655		Unknown	Male	asian	Primary	lung	JCRB		JCRB0081	Cell Line											Adherent	MF-015-004	EMEM + 10% FBS + 100uM NEAA	False						RERFLCMS_LUNG		False	Approved for public sharing - CCLE		2051.0	SIDM00355	910931.0		False	False	Lung	-0.20811665242450042
ACH-000063	-0.22160469830851706	-0.2773500157462424	0.2552552014917663	0.41192542023284817	0.3816498605685342	0.22160469830851706	PT-kuvMUl	Hs 616.T	HS616T	ZFIBLYM	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid			CVCL_0825	16.0	Pediatric	Male	caucasian		fibroblast	ATCC		CRL-7378	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False					Originally annotated as 'Lymphocyte' but after analysis we believe this line is a fibroblast.	HS616T_FIBROBLAST		False	Approved for public sharing - CCLE			SIDM01566			False	False	Fibroblast	0.5081006848933728
ACH-000064	0.20381376639602145	0.06866579664300528	-0.051785274465713266	-0.22482868151472324	0.3916724477833647	-0.20381376639602145	PT-Vm8sIp	SALE	SALE	ZIMMLUNG	Lung	Non-Cancerous	Immortalized Lung Cells			CVCL_WS60		Unknown	Male			lung	The Broad Institute	Jesse Boehm		Cell Line											Unknown									SALE_LUNG		False	Approved for public sharing - CCLE						False	False	Lung	-0.46730920006192067
ACH-000065	-0.12047855097110755	-0.12692453854663657	-0.13954800218130753	0.38682980678966195	0.173514997529491	0.12047855097110755	PT-EsXLcC	OCI-AML5	OCIAML5	AML	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	AML		CVCL_1620	77.0	Adult	Male		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC 247	Cell Line											Suspension	MF-003-002	AlphaMEM + 20% FBS + 10ng/ml GM-CSF	False						OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE		2130.0	SIDM00461	1330983.0		False	False	Myeloid	0.2762361751832414
ACH-000066	-0.015218164680682086	-0.08034980757053617	0.5924878811180838	0.9253494059970282	0.44359340314831114	0.015218164680682086	PT-QxlnnP	HCC4006	HCC4006	LUAD	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		CVCL_1269	50.0	Adult	Male	caucasian	Metastatic	pleural_effusion	ATCC		CRL-2871	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						HCC4006_LUNG		False	Approved for public sharing - CCLE						False	False	Lung	0.03489258105128149
ACH-000067	-0.14554480936844594	-0.11925236870448978	0.2229505318407915	-0.46590462369587393	0.7996948332936376	0.14554480936844594	PT-25yL7C	Hs 683	HS683	ADIFG	CNS/Brain	Adult-Type Diffuse Glioma	Adult-Type Diffuse Glioma	ADIFG		CVCL_0844	76.0	Adult	Male	caucasian	Primary	central_nervous_system	ATCC		HTB-138	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						HS683_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE		769.0	SIDM00666	1240150.0		False	False	CNS/Brain	0.3337087069328645
ACH-000068	0.6033689813928033	0.9751483527966635	0.5212082261769618	0.32468084448420553	-0.25205735618617364	-0.6033689813928033	PT-WEet0z	REC-1	REC1	MCL	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	MCL		CVCL_1884	61.0	Adult	Male			lymph_node	DSMZ			Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE			SIDM01773			False	False	Lymphoid	-1.3834191920529213
ACH-000069	-0.08688870509772292	-0.13257162681993231	-0.2345645374417748	-0.6097471931210524	-0.12720287017995963	0.08688870509772292	PT-RgXHAi	Hs 611.T	HS611T	HL	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	HL		CVCL_0823	48.0	Adult	Female			haematopoietic_and_lymphoid_tissue	ATCC		CRL-7373	Cell Line											Suspension	MF-002-001	DMEM + 10% FBS	False						HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE						False	False	Lymphoid	0.1992205531138531
ACH-000070	-0.26947704814726986	-0.24812365203585554	-0.3902315067789834	-0.707905636466786	-0.47991098614796496	0.26947704814726986	PT-0yrZJC	697	697	BALL	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia		TCF3-::PBX1	CVCL_0079	12.0	Pediatric	Male		Primary	bone_marrow	DSMZ		ACC 42	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	TCF3::PBX1	63.0	SIDM01076	906800.0		False	False	Lymphoid	0.6178635821883648
ACH-000071	-0.21407796411971486	-0.17244895870323595	-0.2556913482791903	-0.5826468570723817	0.6586145184873536	0.21407796411971486	PT-HqO4KC	Hs 706.T	HS706T	ZFIBBON	Fibroblast	Non-Cancerous	Fibroblast, Bone			CVCL_0863	16.0	Pediatric	Female	caucasian		fibroblast	ATCC		CRL-7447	Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						HS706T_BONE		False	Approved for public sharing - CCLE			SIDM01704			False	False	Fibroblast	0.49084320422833505
ACH-000072	-0.07871283314468334	-0.1468469418375879	-0.4442654670773185	-0.04016951828595844	0.22649745877830593	0.07871283314468334	PT-yx4h8S	MEG-01	MEG01	CMLBCRABL1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	CMLBCRABL1	BCR-ABL1 (e13-a2)	CVCL_0425	55.0	Adult	Male			bone_marrow	ATCC		CRL-2021	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE		1263.0	SIDM00526	908126.0		False	False	Myeloid	0.18047471346944033
ACH-000073	0.11549998676728448	0.08122227318911998	0.0442995290269215	-0.48135085689157686	-0.4968036559767799	-0.11549998676728448	PT-wktVrL	GRANTA-519	GRANTA519	MCL	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	MCL		CVCL_1818	58.0	Adult	Female	caucasian	Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC 342	Cell Line											Suspension	MF-002-003	DMEM + 10% FBS + 2mM Glutamine	False						GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE		1776.0	SIDM01058	1303897.0		False	False	Lymphoid	-0.2648212011278338
ACH-000074	0.1432953256749508	0.014912960342542365	-0.2381253623841703	0.03282166977939849	0.2631588108013371	-0.1432953256749508	PT-FJahu6	KU812	KU812	CMLBCRABL1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	CMLBCRABL1	BCR::ABL1 (e14-a2), TP53 Lys132Arg	CVCL_0379	38.0	Adult	Male	asian	Primary	haematopoietic_and_lymphoid_tissue	ATCC		CRL-2099	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	BCR::ABL1	598.0	SIDM00308	907311.0		False	False	Myeloid	-0.32855103557460585
ACH-000075	-0.17873260703902585	-0.07494028901379861	0.0068596290808785355	-0.4254994376858996	0.4088767948439041	0.17873260703902585	PT-59c3mE	U-87 MG	U87MG	GB	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	GB		CVCL_0022	44.0	Adult	Male	caucasian	Primary	central_nervous_system	ATCC		HTB-14	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						U87MG_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE		549.0	SIDM01189	687590.0		False	False	CNS/Brain	0.40980250302670046
ACH-000076	-0.008265673555132497	-0.02892956239303203	-0.28984336876729677	0.13640476674997115	0.3592862503694999	0.008265673555132497	PT-Ugji7b	NCO2	NCO2	CMLBCRABL1	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	CMLBCRABL1	BCR::ABL1, TP53 Gly266Arg	CVCL_3043	35.0	Adult	Female		Primary	haematopoietic_and_lymphoid_tissue	HSRRB		IFO50525	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	BCR::ABL1					False	False	Myeloid	0.018951738959166547
ACH-000077	-0.08773809878860166	-0.09704741671622902	-0.15657570174136615	-0.7850022270778236	-0.14418077331863083	0.08773809878860166	PT-brIUSU	MJ	MJ	MTNN	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms	MTNN		CVCL_1414	50.0	Adult	Male	caucasian		haematopoietic_and_lymphoid_tissue	ATCC		CRL-8294	Cell Line											Suspension	MF-005-001	IMDM + 10% FBS	False						MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	Approved for public sharing - CCLE						False	False	Lymphoid	0.2011680637910805
ACH-000078	-0.35772056900961874	-0.3456845269593705	-0.40393541967710017	-0.25031518478468556	-0.28623912334760643	0.35772056900961874	PT-Vot01h	MHH-NB-11	MHHNB11	NBL	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	NBL		CVCL_1412	4.0	Pediatric	Male	caucasian	Metastatic	autonomic_ganglia	DSMZ		ACC 157	Cell Line											Mixed	MF-001-001	RPMI + 10% FBS	False						MHHNB11_AUTONOMIC_GANGLIA		True	Approved for public sharing - CCLE	MYC_Amplified	1818.0	SIDM00387	908135.0		False	False	Peripheral Nervous System	0.820190490100492
ACH-000079	-0.30872919358817447	-0.31734607636333884	0.03693044329980611	0.28384464281663085	0.5715144291650018	0.30872919358817447	PT-5wqkwI	TE 125.T	TE125T	ZFIBSOF	Fibroblast	Non-Cancerous	Fibroblast, Soft Tissue			CVCL_1740	1.0	Pediatric	Female	caucasian		fibroblast	ATCC		CRL-7945_FL	Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						TE125T_FIBROBLAST		False	Approved for public sharing - CCLE			SIDM01763			False	False	Fibroblast	0.7078618635167322
ACH-000080	-0.21620525550327407	-0.36707524660393037	-0.3704533739075451	-0.153375828907946	-0.5453179652144755	0.21620525550327407	PT-c6Ag34	BDCM	BDCM	AMOL	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	AMOL		CVCL_4613		Pediatric	Male			haematopoietic_and_lymphoid_tissue	ATCC		CRL-2740	Cell Line											Mixed	MF-001-001	RPMI + 10% FBS	False						BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE						False	False	Myeloid	0.4957207100628432
ACH-000081	-0.2529936214586218	-0.28214100976724665	-0.14613030261905938	0.5776605255790427	0.060193812587422436	0.2529936214586218	PT-OtgTTm	GDM-1	GDM1	AML	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	AML		CVCL_1230	66.0	Adult	Female	caucasian	Primary	haematopoietic_and_lymphoid_tissue	ATCC		CRL-2627	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	MNX1 SV and PTPN11	164.0	SIDM01057	906870.0		False	False	Myeloid	0.5800699773874782
ACH-000082	0.4922308089421718	0.4489737768770097	0.39621886011716834	-0.29694425437403216	1.0334823581342443	-0.4922308089421718	PT-noCCE4	G-292, clone A141B1	G292CLONEA141B1	OS	Bone	Osteosarcoma	Osteosarcoma	OS		CVCL_2909	9.0	Pediatric	Female	caucasian	Primary	bone	ATCC		CRL-1423	Cell Line											Adherent	MF-023-001	McCoy's 5A + 10% FBS	False						G292CLONEA141B1_BONE		True	Approved for public sharing - CCLE		661.0	SIDM00858	1290807.0		False	False	Bone	-1.1285988657196446
ACH-000083	-0.30925155794154613	-0.20668902362480138	-0.02603009672517056	0.22533906975974485	0.4018877828096294	0.30925155794154613	PT-BMJ8bq	Hs 281.T	HS281T	ZFIBBRE	Fibroblast	Non-Cancerous	Fibroblast, Breast			CVCL_0715	37.0	Adult	Female	caucasian		fibroblast	ATCC			Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						HS281T_FIBROBLAST		False	Approved for public sharing - CCLE			SIDM01594			False	False	Fibroblast	0.7090595533118399
ACH-000084	0.5276288720420292	0.4555430354593494	0.40016885271556035	0.4669139065419384	0.6036527356531771	-0.5276288720420292	PT-S6ty7D	MUTZ-3	MUTZ3	AMLMRC	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	AMLMRC	ETV6-MN1 (TEL-MN1), GATA2 enhencer-MECOM	CVCL_1433	29.0	Adult	Male			haematopoietic_and_lymphoid_tissue	DSMZ		ACC-295	Cell Line											Adherent	MF-003-002	AlphaMEM + 20% FBS + 10ng/ml GM-CSF	False						MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	ETV6::AL133456.1 (ETV6::MN1), SF3B1, KRAS and GATA2					False	False	Myeloid	-1.2097604125741102
ACH-000085	0.13451320922363144	0.05644084263246514	0.043596686158024756	0.14569867640850293	0.33800116866361746	-0.13451320922363144	PT-FnO2p8	T3M-4	T3M4	PAAD	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	PAAD		CVCL_4056	64.0	Adult	Male	asian	Primary	lymph_node	RIKEN		RCB1021	Cell Line											Adherent	MF-004-001	F12 + 10% FBS	False						T3M4_PANCREAS		False	Approved for public sharing - CCLE						False	False	Pancreas	-0.3084151836825288
ACH-000086	-0.3050285531145968	-0.33727454720639793	-0.1494089348611964	-0.22401001490032807	0.17028487581226856	0.3050285531145968	PT-nZJ0Fu	ACC-MESO-1	ACCMESO1	PLEMESO	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type	PLEMESO		CVCL_5113	61.0	Adult	Female			pleura	RIKEN		RCB2292	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						ACCMESO1_PLEURA		False	Approved for public sharing - CCLE						False	False	Pleura	0.6993769443181727
ACH-000087	0.6037327972752866	0.5137412112190916	0.2908277904116256	-0.2117653632899726	-0.441385001333963	-0.6037327972752866	PT-VA04Md	SK-ES-1	SKES1	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_0627	18.0	Pediatric	Male	caucasian	Primary	bone	ATCC		HTB-86	Cell Line											Mixed	MF-023-002	McCoy's 5A + 15% FBS	False						SKES1_BONE		True	Approved for public sharing - CCLE	EWS::FLI	41.0	SIDM01111	684072.0		False	False	Bone	-1.38425335802718
ACH-000088	0.17315415316480193	0.040889188637909225	0.15362001963568517	-0.29701189719286464	0.06155512311889307	-0.17315415316480193	PT-fmS8rl	Hs 172.T	HS172T	ZFIBURT	Fibroblast	Non-Cancerous	Fibroblast, Urinary Tract			CVCL_0660	50.0	Adult	Male	caucasian		fibroblast	ATCC			Cell Line											Unknown									HS172T_FIBROBLAST		False	Approved for public sharing - CCLE			SIDM01616			False	False	Fibroblast	-0.3970120872287771
