ModelID	RAI_8_score	THYROID_NONOVERLAP_score	TDS_like_score	TF_collapse_score	STAT3_AP1_DNMT_score	DM1_like_score	PatientID	CellLineName	StrippedCellLineName	DepmapModelType	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	OncotreeCode	PatientSubtypeFeatures	RRID	Age	AgeCategory	Sex	PatientRace	PrimaryOrMetastasis	SampleCollectionSite	SourceType	SourceDetail	CatalogNumber	ModelType	TissueOrigin	ModelDerivationMaterial	ModelTreatment	PatientTreatmentStatus	PatientTreatmentType	PatientTreatmentDetails	Stage	StagingSystem	PatientTumorGrade	PatientTreatmentResponse	GrowthPattern	OnboardedMedia	FormulationID	SerumFreeMedia	PlateCoating	EngineeredModel	EngineeredModelDetails	CulturedResistanceDrug	PublicComments	CCLEName	HCMIID	PediatricModelType	ModelAvailableInDbgap	ModelSubtypeFeatures	WTSIMasterCellID	SangerModelID	COSMICID	ModelIDAlias	is_thyroid	is_thyroid_model	cancer_type	lineage_silenced_score
ACH-000994	0.20296415770882956	-0.07167957056616023	0.5038254111702188	0.5915472264859734	0.2551775326811289	-0.20296415770882956	PT-9r7KW8	HEC-59	HEC59	UCEC	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	UCEC		CVCL_2930		Unknown	Female	asian	Primary	endometrium	HSRRB		JCRB1120	Cell Line											Adherent	MF-015-007	EMEM + 15% FBS	False						HEC59_ENDOMETRIUM		False	Approved for public sharing - CCLE						False	False	Uterus	-0.4653611964358758
ACH-000995	0.9720595700818366	0.9114141775514013	0.8458240487838972	-0.000618804680581897	-0.35764596378472885	-0.9720595700818366	PT-lj83Ht	JURKAT	JURKAT	TALL	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia		Overexpression of TAL1 (no TAL1 abnormality or translocation of TAL1 locus)	CVCL_0065	14.0	Pediatric	Male		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		282	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False					Previously, ACH-000995 and ACH-003508 were noted to be derived from different patients. STR and SNP profiles indicate very high levels of relatedness. Relatedness should be assumed with caution. 	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	TAL1, TAL1 prom	1210.0	SIDM01016	998184.0		False	False	Lymphoid	-2.2287620122030427
ACH-000996	0.17957046265709067	0.05203659079330581	0.3413901084410319	0.5801964127973318	0.12492242657492378	-0.17957046265709067	PT-GnDRP6	HEC-251	HEC251	UCEC	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	UCEC		CVCL_2927	53.0	Adult	Female	asian	Primary	endometrium	HSRRB		JCRB1141	Cell Line											Adherent	MF-015-007	EMEM + 15% FBS	False						HEC251_ENDOMETRIUM		False	Approved for public sharing - CCLE						False	False	Uterus	-0.4117235589277256
ACH-000997	-0.16815675596405963	-0.14821868062953983	-0.17352761248501558	-0.1518237932837273	0.4080191332347571	0.16815675596405963	PT-i0VYNQ	HCT-15	HCT15	COAD	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	COAD		CVCL_0292	67.0	Adult	Male		Primary	large_intestine	ATCC		CCL-225	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						HCT15_LARGE_INTESTINE		False	Approved for public sharing - CCLE	MSI	1553.0	SIDM00789	905937.0		False	False	Bowel	0.3855539324163448
ACH-000998	0.005639798751457342	0.3261406075522561	-0.05854179833450504	-0.2416389397606313	0.7916590858445031	-0.005639798751457342	PT-A55gCd	CW-2	CW2	COAD	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	COAD		CVCL_1151	55.0	Adult	Female		Primary	large_intestine	RIKEN		RCB0778	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						CW2_LARGE_INTESTINE		False	Approved for public sharing - CCLE	MSI	1833.0	SIDM00282	910554.0		False	False	Bowel	-0.012931068836305981
ACH-000999	0.08581684534884836	0.09641593994720157	-0.244331039342005	-0.20675545306573573	0.43796857819750096	-0.08581684534884836	PT-hR5WVg	SNU-1040	SNU1040	COAD	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	COAD		CVCL_5003	34.0	Adult	Male	asian	Primary	Colon	KCLB			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						SNU1040_LARGE_INTESTINE		False	Approved for public sharing - CCLE	MSI	2191.0	SIDM00217	1659823.0		False	False	Bowel	-0.19676296680512506
ACH-001001	-0.3303154552507152	-0.2768888220331228	-0.35820437481101675	0.4078802211862037	0.12383629183299275	0.3303154552507152	PT-epgMPc	143B	143B	OS	Bone	Osteosarcoma	Osteosarcoma	OS		CVCL_2270	13.0	Pediatric	Female	caucasian	Primary	bone	ATCC		CRL-8303	Cell Line											Adherent	MF-015-012	EMEM + 10% FBS + 0.015 mg/ml 5-bromo-2'-deoxyuridine	False						143B_BONE		True	Approved for public sharing - CCLE			SIDM00804			False	False	Bone	0.7573553734411242
ACH-001016	-0.20877549229351772	-0.2690729234657196	0.12373450492014114	-0.4617367154857455	-0.6546105299785465	0.20877549229351772	PT-Pxi6oo	Becker	BECKER	ASTR	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	ASTR		CVCL_1093	57.0	Adult	Male		Primary	central_nervous_system	HSRRB			Cell Line											Adherent	MF-015-006	EMEM + 5% FBS	False						BECKER_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE		2090.0	SIDM00490	906746.0		False	False	CNS/Brain	0.4786855668357932
ACH-001019	-0.004626496604847485	-0.33626492727526797	-0.31699280740258273	-0.5855369545418789	-0.2698303093592526	0.004626496604847485	PT-aqVcYn	BroLi	BROLI	MCC	Skin	Merkel Cell Carcinoma	Merkel Cell Carcinoma	MCC		CVCL_E997	55.0	Adult	Male			pleural_effusion	Dana-Farber Cancer Institute	James DeCaprio		Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						BROLI_SKIN		False	HMB-MDS						False	False	Skin	0.010607744833582957
ACH-001020	-0.3593921776173474	-0.3328709613852424	-0.43647282943015114	-0.7298688146655822	-0.5161096739379292	0.3593921776173474	PT-WLHxY0	BT-16	BT16	ATRT	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ATRT		CVCL_M156	2.0	Pediatric	Male			brain	St. Jude Children's Research Hospital	Charles Roberts		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						BT16_SOFT_TISSUE		True	HMB-MDS						False	False	CNS/Brain	0.8240231952955693
ACH-001021	0.8838920824925445	-0.32071057285500126	0.7735213452119961	0.34050332738739547	-0.7169949320282539	-0.8838920824925445	PT-qL6HtY	C3A	C3A	LIHB	Liver	Hepatoblastoma	Hepatoblastoma	LIHB		CVCL_1098	15.0	Pediatric	Male	caucasian	Primary	liver	ATCC		CRL-3581	Cell Line											Adherent	MF-015-001	EMEM + 10% FBS	False						C3A_LIVER		True	Approved for public sharing - CCLE		1161.0	SIDM01237	910850.0	ACH-003593	False	False	Liver	-2.026609435243326
ACH-001022	-0.012658231476372475	-0.14209284036205014	-0.3180677213457132	-0.8307710114908353	-0.6214178187932005	0.012658231476372475	PT-tD8WvT	CB-AGPN	CBAGPN	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_X981		Unknown	Female		Primary	bone	Dana-Farber Cancer Institute	Kim Stegmaier		Cell Line											Unknown	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CBAGPN_BONE		True	HMB-MDS			SIDM01544			False	False	Bone	0.029023103443996445
ACH-001028	-0.27152123439533976	-0.27738401122414225	-0.2769582281273386	-0.490663039080362	-1.1767119564985482	0.27152123439533976	PT-kX7CzT	CHLA-06-ATRT	CHLA06ATRT	ATRT	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ATRT		CVCL_AQ42	0.0	Pediatric	Female			central_nervous_system	ATCC		CRL-3038	Cell Line											Mixed	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA06ATRT_SOFT_TISSUE		True	HMB-MDS						False	False	CNS/Brain	0.6225505425309109
ACH-001029	0.5762940172304755	0.6209950628264886	0.023755938998922563	-0.769600615795929	-0.11444099225561759	-0.5762940172304755	PT-NX1XUV	CHLA-10	CHLA10	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_6583	14.0	Pediatric	Female			lymph_node	Children's Oncology Group (COG)			Cell Line				Post-treatment						Progressive Disease	Adherent	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA10_BONE		True	HMB-MDS	EWS::FLI					False	False	Bone	-1.3213410504821586
ACH-001030	0.36382033959162036	0.35713552925638486	-0.2958717720336983	-0.5147867648684586	-0.43415749286412886	-0.36382033959162036	PT-S2RI1y	CHLA-218	CHLA218	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_0B48		Unknown	Female		Primary	bone	Children's Oncology Group (COG)			Cell Line				Post-treatment						Progressive Disease	Mixed	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA218_BONE		True	HMB-MDS			SIDM01538			False	False	Bone	-0.8341761936260222
ACH-001031	0.6325002487960005	0.705460051641601	0.7080441330049876	-0.12514127890181562	-0.4616898476746814	-0.6325002487960005	PT-nuzviS	CHLA-266	CHLA266	ATRT	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ATRT		CVCL_M149	2.0	Pediatric	Female		Primary	brain	Children's Oncology Group (COG)			Cell Line				Pre-treatment							Adherent	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA266_SOFT_TISSUE		True	HMB-MDS						False	False	CNS/Brain	-1.4502120761043675
ACH-001032	0.48188282798546667	0.14767943888964857	-0.10642143793372669	-0.7000014493681617	-0.7253296548675312	-0.48188282798546667	PT-ZMTtkN	CHLA-32	CHLA32	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_M151	8.0	Pediatric	Female		Primary	bone	Children's Oncology Group (COG)			Cell Line				Pre-treatment							Adherent	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA32_BONE		True	HMB-MDS	EWS::FLI					False	False	Bone	-1.1048727613026457
ACH-001033	-0.2557193041796476	-0.21874037624257167	-0.3429874471374299	-0.41624914594970575	0.056393728838175186	0.2557193041796476	PT-FSTNvW	CHLA-57	CHLA57	PNET	CNS/Brain	Embryonal Tumor	Primitive Neuroectodermal Tumor	PNET		CVCL_0B49		Pediatric	Unknown		Unknown	Unknown	Children's Oncology Group (COG)			Cell Line											Suspension	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False					Previously annotated as Ewings Sarcoma.	CHLA57_BONE		True	GRU						False	False	CNS/Brain	0.586319489550019
ACH-001034	0.42145512244818184	0.37375346627287315	-0.16302725354477612	-0.7958047513685645	-0.8269473813975478	-0.42145512244818184	PT-NX1XUV	CHLA-9	CHLA9	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_M150	14.0	Pediatric	Female		Primary	bone	Children's Oncology Group (COG)			Cell Line				Pre-treatment							Adherent	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA9_BONE		True	HMB-MDS	EWS::FLI					False	False	Bone	-0.9663226366690767
ACH-001035	-0.06359564705577656	-0.06191258959407801	-0.20127756684690587	-0.4571304968529414	-0.43347774911597664	0.06359564705577656	PT-VYA17t	CHLA-99	CHLA99	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_0B50		Pediatric	Male		Primary	bone	Children's Oncology Group (COG)			Cell Line											Suspension	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						CHLA99_BONE		True	GRU	EWS::FLI					False	False	Bone	0.14581365860885892
ACH-001036	-0.21661981956807394	-0.23934320627775799	-0.3817283688033056	0.042404962162073456	-0.2878608580785976	0.21661981956807394	PT-XYdNvp	CMK-11-5	CMK115	MLADS	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	MLADS	TP53::FXR2, TP53 Asp49His	CVCL_0217	0.0	Pediatric	Male		Primary	haematopoietic_and_lymphoid_tissue	HSRRB			Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	TP53::FXR2		SIDM01235			False	False	Myeloid	0.4966712327136028
ACH-001038	0.19424081038850347	0.20684776976853367	0.19590574688535664	-0.24042671470099644	-0.5436084379322106	-0.19424081038850347	PT-Wd5HrW	COG-E-352	COGE352	ES	Bone	Ewing Sarcoma	Ewing Sarcoma	ES		CVCL_M153	17.0	Pediatric	Male			haematopoietic_and_lymphoid_tissue	Children's Oncology Group (COG)			Cell Line				Post-treatment						Progressive Disease	Mixed	MF-005-005	IMDM + 20% FBS + 4mM Glutamine + 1x Insulin-Transferrin-Selenium	False						COGE352_BONE		True	HMB-MDS	EWS::ERG					False	False	Bone	-0.4453600918480581
ACH-001041	-0.28711052770552914	0.06376809998305599	-0.1513369858816882	-0.35351565824880626	-0.9314397934833739	0.28711052770552914	PT-rXLMnY	CHL-1-DM	CHL1DM	MEL	Skin	Melanoma	Melanoma	MEL		CVCL_1122	36.0	Adult	Female		Metastatic	pleural_effusion	DSMZ			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						CHL1DM_SKIN		False	Approved for public sharing - CCLE			SIDM00911			False	False	Skin	0.6582940564020989
ACH-001046	-0.28520477304535735	-0.2962105062006958	-0.3514164840100648	-0.6765523076599218	-0.49931871644057235	0.28520477304535735	PT-JfAqx8	COR-L26	CORL26	SCLC	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC		CVCL_2410		Unknown	Female			bone_marrow	Sigma-Aldrich		96020740	Cell Line											Suspension	MF-001-003	RPMI + 10% FBS + 2mM Glutamine	False						CORL26_LUNG		False	HMB-MDS						False	False	Lung	0.6539244953979186
ACH-001048	-0.1422384335282164	-0.21447792284095493	0.24139559206031613	1.3964095897018314	0.48236516979889554	0.1422384335282164	PT-gZt1Og	COV504	COV504	SOC	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer	SOC		CVCL_2424		Unknown	Female		Metastatic	pleural_effusion	ECACC			Cell Line											Adherent	MF-002-003	DMEM + 10% FBS + 2mM Glutamine	False						COV504_OVARY		False	Approved for public sharing - CCLE						False	False	Ovary/Fallopian Tube	0.3261277673509939
ACH-001050	-0.3410410639497461	-0.20496038954992832	-0.3178067343379958	-0.03393239482814148	-0.3153697546639006	0.3410410639497461	PT-30CR5P	CW9019	CW9019	ARMS	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	ARMS		CVCL_N820		Pediatric	Male			soft_tissue	National Institutes of Health (NIH)	Fredreic Barr		Cell Line											Adherent	MF-002-001	DMEM + 10% FBS	False						CW9019_SOFT_TISSUE		True	HMB-MDS						False	False	Soft Tissue	0.781947312003225
ACH-001053	0.07982833559329322	0.1246498041625998	-0.052963931200058316	-0.15349997962418072	-0.8455666037550137	-0.07982833559329322	PT-HMzBz8	D425	D425	MBLG3	CNS/Brain	Embryonal Tumor	Medulloblastoma, Group 3	MBLG3		CVCL_1275	6.0	Pediatric	Male		Primary	central_nervous_system	Ohio State University	Yoon-Jae Cho		Cell Line											Mixed	MF-002-006	DMEM + 10% FBS + 2mM glutamine + 500uM pyruvate	False						D425_CENTRAL_NERVOUS_SYSTEM		True	HMB-MDS	MYC_Amplified					False	False	CNS/Brain	-0.18303236483001672
ACH-001054	-0.019286618340201584	-0.0588848478310611	-0.14992871931298085	-0.32286219055498805	-0.6201613967894609	0.019286618340201584	PT-HMzBz8	D458	D458	MBLG3	CNS/Brain	Embryonal Tumor	Medulloblastoma, Group 3	MBLG3		CVCL_1161	6.0	Pediatric	Male		Primary	central_nervous_system	Ohio State University	Yoon-Jae Cho		Cell Line											Mixed	MF-007-021	DMEM:F12 + 15% FBS	False						D458_CENTRAL_NERVOUS_SYSTEM		True	HMB-MDS	MYC_Amplified					False	False	CNS/Brain	0.04422083133946302
ACH-001057	-0.20865565255175872	-0.26872905561084487	-0.2551246398947557	-0.40612870168505	-0.852476011203084	0.20865565255175872	PT-AyniWJ	DERL-2	DERL2	HSTCL	Lymphoid	Mature T and NK Neoplasms	Hepatosplenic T-cell Lymphoma	HSTCL		CVCL_2016	30.0	Adult	Male			haematopoietic_and_lymphoid_tissue	Dana-Farber Cancer Institute	David Weinstock		Cell Line											Suspension	MF-001-053	RPMI + 20% FBS + 20ng/ml IL-2	False						DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS			SIDM01509			False	False	Lymphoid	0.4784107953380318
ACH-001059	-0.2749742329929607	-0.26849194227691425	0.2103463692715581	1.0172565935316724	-0.5358719521095441	0.2749742329929607	PT-uwRFH0	DL	DL	ERT	Soft Tissue	Rhabdoid Cancer	Extrarenal Rhabdoid Cancer			CVCL_U760	1.0	Pediatric	Male			soft_tissue	St. Jude Children's Research Hospital	Charles Roberts		Cell Line											Unknown	MF-001-001	RPMI + 10% FBS	False						DL_SOFT_TISSUE		True	HMB-MDS			SIDM01507			False	False	Soft Tissue	0.6304676623653672
ACH-001060	-0.10091461901135569	-0.15506719954055276	-0.29342670822540495	-0.40003586122812346	-0.695235791271103	0.10091461901135569	PT-T0uF5o	DL-40	DL40	ALCLALKN	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Negative	ALCLALKN		CVCL_2889	64.0	Adult	Female			haematopoietic_and_lymphoid_tissue	Academic lab			Cell Line											Suspension	MF-001-020	RPMI + 20% FBS	False						DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS			SIDM01506			False	False	Lymphoid	0.23137951237856466
ACH-001061	-0.14269202217122845	-0.1666164795703128	-0.29442488403268974	-0.4189859384976106	-0.03251592481776285	0.14269202217122845	PT-i0VYNQ	DLD-1	DLD1	COAD	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	COAD		CVCL_0248	67.0	Adult	Male		Primary	large_intestine	ATCC		CCL-221	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						DLD1_LARGE_INTESTINE		False	Approved for public sharing - CCLE			SIDM00787			False	False	Bowel	0.3271677665113611
ACH-001064	0.36305627511860805	0.2645082936236716	0.11340432018322316	-0.810145940234199	-0.6795692793676776	-0.36305627511860805	PT-Lz3i3Q	EB-2	EB2	BL	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	BL	TP53 Gly244Asp, ARID1A Gln501Ter	CVCL_1186	7.0	Pediatric	Female	black_or_african_american		lymph_node	ATCC		HTB-61	Cell Line				Unknown							Suspension	MF-001-001	RPMI + 10% FBS	False						EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE		873.0	SIDM00863	906846.0		False	False	Lymphoid	-0.8324243278713541
ACH-001067	-0.1923916341587416	-0.23727770723455519	-0.14524524089177035	-0.14225896803866542	0.2048033354488906	0.1923916341587416	PT-0woxaX	F5	F5	MNG	CNS/Brain	Meningothelial Tumor	Meningioma	MNG		CVCL_V616		Unknown	Male		Primary	central_nervous_system	Brigham and Women's Hospital	Ian Dunn		Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						F5_CENTRAL_NERVOUS_SYSTEM		False	Approved for public sharing - CCLE						False	False	CNS/Brain	0.441120255256135
ACH-001068	-0.24767554800824507	-0.2363673042439093	-0.23061269842586032	-0.6486379117170825	-0.4110611463003873	0.24767554800824507	PT-QyZnxn	FE-PD	FEPD	ALCLALKN	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Negative	ALCLALKN		CVCL_H614	46.0	Adult	Female			haematopoietic_and_lymphoid_tissue	Academic lab			Cell Line											Unknown	MF-001-001	RPMI + 10% FBS	False						FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS			SIDM01496			False	False	Lymphoid	0.5678765682085456
ACH-001075	0.27859365781031153	0.28830485356010804	-0.20448721987427862	-0.21284642338168552	0.19740280913582317	-0.27859365781031153	PT-nKyqod	NCI-H292	NCIH292	LUMEC	Lung	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	LUMEC		CVCL_0455	32.0	Adult	Female	black_or_african_american	Metastatic	lymph_node	ATCC		CRL-1848	Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						NCIH292_LUNG		False	Approved for public sharing - CCLE		935.0	SIDM00493	753604.0	ACH-000474	False	False	Lung	-0.6387663683163383
ACH-001085	-0.155242752294428	-0.20087199259521757	-0.009539374027735957	0.33528417594938387	0.019064092407818416	0.155242752294428	PT-iL41un	HEK-293	HEK293	ZTRA		Non-Cancerous	Transformed cell line			CVCL_0045		Fetus	Female		Primary	kidney	ATCC			Cell Line			HAdV-C5								Adherent									HEK293_KIDNEY		False						ACH-003281	False	False		0.35594438821742025
ACH-001086	-0.34602790270215056	-0.3588245045061995	0.1602876311757218	0.41410079541586525	-0.1528242299981324	0.34602790270215056	PT-c34xau	HeLa	HELA	ECAD	Cervix	Cervical Adenocarcinoma	Endocervical Adenocarcinoma	ECAD		CVCL_0030	30.0	Adult	Female		Primary	cervix	ATCC			Cell Line											Adherent	MF-006-001	MEM + 10% FBS	False						HELA_CERVIX		False	Approved for public sharing - CCLE		1799.0	SIDM00846	1298134.0	ACH-003581	False	False	Cervix	0.7933812581464694
ACH-001096	-0.25547658046268523	-0.017970907192645443	-0.2697315489726605	-0.3057152439092089	-0.629365829164713	0.25547658046268523	PT-BarDvA	JR	JR	ARMS	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	ARMS		CVCL_RT33		Pediatric	Unknown			soft_tissue	The Broad Institute	Matthew Meyerson		Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						JR_SOFT_TISSUE		True	HMB-MDS						False	False	Soft Tissue	0.5857629666614259
ACH-001097	-0.30229492483548065	-0.30554032542900816	-0.3598934700440918	-0.6682770071760519	-0.4721848431301073	0.30229492483548065	PT-Q8gcpV	KARPAS-384	KARPAS384	NHL	Lymphoid	Non-Hodgkin Lymphoma	Non-Hodgkin Lymphoma	NHL	NRAS Gln61Lys	CVCL_2541	48.0	Adult	Male			haematopoietic_and_lymphoid_tissue	Academic lab			Cell Line											Suspension	MF-001-003	RPMI + 10% FBS + 2mM Glutamine	False						KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	HMB-MDS			SIDM01737			False	False	Lymphoid	0.693109214385258
ACH-001098	-0.08405144406414906	-0.22351779682218598	-0.22641434550699369	0.16892217145329858	0.17582179175027904	0.08405144406414906	PT-htpobI	KCI-MOH1	KCIMOH1	PAAD	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	PAAD		CVCL_2090	64.0	Adult	Female	caucasian	Primary	pancreas	DSMZ			Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False					SNP fingerprinting confirms that this line is a HPAC derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.	KCIMOH1_PANCREAS		False	Approved for public sharing - CCLE						False	False	Pancreas	0.19271521146097376
ACH-001099	-0.12858015912840717	-0.1523431420656269	-0.15595745798688196	-0.4600322521230945	-0.012691116476011866	0.12858015912840717	PT-FynJTm	KD	KD	ERT	Soft Tissue	Rhabdoid Cancer	Extrarenal Rhabdoid Cancer			CVCL_U757	0.0	Pediatric	Female			soft_tissue	St. Jude Children's Research Hospital	Charles Roberts		Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						KD_SOFT_TISSUE		True	Approved for public sharing - CCLE						False	False	Soft Tissue	0.2948117409762139
ACH-001100	-0.3714221761428143	-0.35923810062415457	-0.49462707271754514	-0.8382988149009645	-0.9050343982840019	0.3714221761428143	PT-gWewrL	KHYG-1	KHYG1	NKCLL	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)	NKCLL		CVCL_2976	45.0	Adult	Female			haematopoietic_and_lymphoid_tissue	Academic lab			Cell Line											Suspension	MF-001-060	RPMI + 10%FBS + 1000U/ml IL-2	False						KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS			SIDM01661		ACH-001766	False	False	Lymphoid	0.8516058708286769
ACH-001106	-0.38430921775334154	-0.35370431610164027	-0.4644992691472383	0.14704350353973827	-0.3909670571779286	0.38430921775334154	PT-6djQUQ	KOPN-8	KOPN8	BALL	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia		KMT2A-MLLT1, KRAS Gly12Asp, TP53 Arg248Gln	CVCL_1866	0.0	Pediatric	Female		Primary	haematopoietic_and_lymphoid_tissue	DSMZ		ACC 552	Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		True	Approved for public sharing - CCLE	KMT2A::MLLT1	1206.0	SIDM01034	1330933.0		False	False	Lymphoid	0.8811535957575153
ACH-001109	-0.25777265310425906	-0.24821477990281587	-0.12049971813642685	-0.24165718549914136	0.018013236149577786	0.25777265310425906	PT-c4rduD	KP-MRT-RY	KPMRTRY	MRT	Kidney	Rhabdoid Cancer	Rhabdoid Cancer	MRT		CVCL_7051	0.0	Pediatric	Male			soft_tissue	St. Jude Children's Research Hospital	Charles Roberts		Cell Line											Adherent	MF-001-001	RPMI + 10% FBS	False						KPMRTRY_SOFT_TISSUE		True	Approved for public sharing - CCLE						False	False	Kidney	0.5910274583019615
ACH-001111	0.07424325240043292	0.22568740265887346	0.011434858641910912	-0.35692589126018387	-0.08531687850914364	-0.07424325240043292	PT-glFbpW	L82	L82	ALCLALKP	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive	ALCLALKP		CVCL_2098	24.0	Adult	Female			pleural_effusion	Academic lab			Cell Line											Suspension	MF-001-001	RPMI + 10% FBS	False						L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS						False	False	Lymphoid	-0.1702267491678071
ACH-001113	0.5004354443861051	0.45334023752423575	0.7680311014218901	1.4341114362802672	0.5894539906119078	-0.5004354443861051	PT-ZglKg6	LC-1/sq-SF	LC1SQSF	LUSC	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		CVCL_5480	69.0	Adult	Male	asian	Primary	lung	RIKEN		RCB0438	Cell Line											Adherent									LC1SQSF_LUNG		False	Approved for public sharing - CCLE			SIDM01226			False	False	Lung	-1.1474106550011118
ACH-001119	0.1897924614366232	0.8841588772010889	-0.029494864984682186	-0.7337146502965501	-0.08847650999001891	-0.1897924614366232	PT-eHvuQ3	Mac-2A	MAC2A	ALCLALKN	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Negative	ALCLALKN		CVCL_H637	47.0	Adult	Male		Metastatic	skin	Academic lab			Cell Line											Suspension	MF-001-017	RPMI + 15% FBS	False						MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		False	HMB-MDS						False	False	Lymphoid	-0.43516080832046594
