cluster_1,,B cell,B cell,B cell,B cell,B cell,B cell,B cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Endothelial cell,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Fibroblast,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Malignant cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,Myeloid cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,NK cell,T cell,T cell,T cell,T cell,T cell,T cell,T cell
IL6,HMOX1,,,0.306,0.714,0.128,,0.536,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,,1.0,1.0,1.0,,1.0,,,0.082,0.158,0.05,,0.124,,,0.036,0.044,0.034,,0.038,,,0.0,0.0,0.0,,0.0
CCL22,CCR6,0.66,0.6,0.086,0.754,0.26,,0.08,0.47,0.484,0.13,0.504,0.222,,0.112,0.726,0.61,0.012,0.906,0.22,,0.012,0.974,0.824,0.092,1.0,0.338,,0.098,0.154,0.174,0.04,0.136,0.08,,0.036,,,,,,,,0.452,0.418,0.006,0.436,0.15,,0.002
CCL2,F3,1.0,0.886,0.64,0.988,0.802,,0.848,0.0,0.0,0.0,0.0,0.0,,0.0,0.096,0.002,0.0,0.0,0.026,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.28,0.072,0.022,0.104,0.08,,0.032,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
MDK,VEGFA,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.41,0.57,0.01,0.0,0.436,,0.718,0.56,0.654,0.006,0.0,0.482,,0.898,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
IL2,FCER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEP,FLT1,,,,,,,,,,,,,,,0.954,0.0,1.0,0.0,0.988,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR6,1.0,1.0,1.0,1.0,1.0,,1.0,0.842,0.834,0.766,0.834,0.766,,0.762,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.432,0.412,0.356,0.422,0.342,,0.338,0.804,0.806,0.788,0.804,0.784,,0.786,0.0,0.004,0.0,0.0,0.0,,0.0
SPARC,MMP14,1.0,1.0,1.0,1.0,1.0,,1.0,0.988,0.87,0.222,0.706,0.926,,0.894,0.0,0.0,0.0,0.0,0.004,,0.0,1.0,0.988,0.0,1.0,0.994,,1.0,0.93,0.806,0.306,0.66,0.854,,0.798,0.148,0.112,0.056,0.092,0.132,,0.11,1.0,0.956,0.016,0.86,0.968,,0.996
IL10,CD14,1.0,0.026,0.0,1.0,0.0,,0.002,,,,,,,,,,,,,,,,,,,,,,1.0,0.018,0.0,1.0,0.0,,0.01,,,,,,,,,,,,,,
IL1A,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2,HSP90AA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CCR6,0.024,0.044,0.0,0.014,0.014,,0.002,0.578,0.564,0.346,0.578,0.384,,0.324,0.0,0.006,0.0,0.0,0.002,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.168,0.182,0.0,0.114,0.08,,0.004
CCL2,CCR6,0.98,0.968,0.908,0.984,0.896,,0.896,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.092,0.094,0.044,0.094,0.052,,0.048,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CSF2,MMP14,,,,,,,,,,,,,,,,,,,,,,1.0,0.91,0.0,0.54,0.946,,1.0,,,,,,,,,,,,,,,,,,,,,
PI3,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,PTGS2,0.364,0.076,0.024,0.998,0.904,,0.014,0.16,0.032,0.022,0.692,0.798,,0.016,0.108,0.022,0.0,0.92,0.814,,0.0,0.478,0.092,0.048,1.0,0.948,,0.026,0.148,0.018,0.036,0.5,0.766,,0.02,,,,,,,,0.322,0.058,0.012,0.998,0.89,,0.006
FGF7,PDGFRA,0.882,0.552,0.0,1.0,0.822,,0.076,0.306,0.17,0.0,0.576,0.454,,0.02,0.044,0.016,0.0,0.1,0.26,,0.0,1.0,0.98,0.0,1.0,1.0,,0.966,0.514,0.316,0.02,0.74,0.568,,0.124,,,,,,,,0.048,0.036,0.0,0.218,0.278,,0.0
CCL13,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGA6,1.0,0.0,0.998,0.998,1.0,,0.992,0.97,0.004,0.926,0.95,0.998,,0.898,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.004,1.0,1.0,1.0,,1.0,0.992,0.112,0.976,0.988,0.998,,0.982,,,,,,,,0.448,0.0,0.05,0.098,0.958,,0.044
CCL3,CCR7,0.0,0.024,0.02,0.052,0.002,,0.026,0.842,0.954,0.98,0.992,0.802,,0.99,0.0,0.002,0.0,0.0,0.0,,0.0,0.366,0.98,1.0,1.0,0.388,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.28,0.454,0.65,0.054,,0.524
COMP,ITGB6,,,1.0,1.0,,,,,,1.0,1.0,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.986,0.984,,,,,,,,,,,,,1.0,1.0,,,
IGFBP2,CD24,1.0,1.0,1.0,0.0,1.0,0.518,1.0,0.99,0.856,0.0,0.0,0.75,0.204,1.0,1.0,1.0,0.736,0.0,0.998,0.358,1.0,1.0,1.0,1.0,0.0,1.0,0.468,1.0,1.0,1.0,1.0,0.036,1.0,0.582,1.0,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.426,1.0
IL6,PTGS2,0.48,0.12,0.308,0.856,0.9,,0.206,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.218,,0.0,1.0,0.992,1.0,1.0,1.0,,1.0,0.126,0.044,0.078,0.21,0.39,,0.056,0.04,0.03,0.034,0.048,0.052,,0.036,0.0,0.002,0.0,0.006,0.348,,0.0
IFNG,CXCL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,0.044,0.078,0.0,,,,,,,,,,,,,,,,
CSF3,CXCL12,0.934,0.0,0.0,1.0,0.046,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.942,0.0,0.0,1.0,0.04,,0.0,1.0,0.0,0.0,1.0,0.12,,0.0,0.946,0.0,0.0,1.0,0.116,,0.01,,,,,,,,0.778,0.0,0.0,1.0,0.02,,0.0
IGF1,FLT4,0.896,0.884,0.864,0.838,0.514,,0.83,0.58,0.616,0.556,0.494,0.374,,0.51,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.752,0.744,0.702,0.678,0.576,,0.676,,,,,,,,0.0,0.008,0.0,0.0,0.012,,0.0
IL1B,PTGDS,0.0,0.0,0.0,1.0,0.038,,0.0,0.0,0.0,0.0,1.0,0.034,,0.0,0.0,0.0,0.0,1.0,0.046,,0.0,0.0,0.0,0.0,1.0,0.044,,0.0,0.0,0.0,0.004,1.0,0.04,,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.046,,0.0
FGFR4,MMP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR7,0.0,0.114,0.088,0.362,0.022,,0.22,,,,,,,,0.0,0.194,0.202,0.9,0.04,,0.442,0.0,0.282,0.696,1.0,0.05,,0.846,0.0,0.0,0.002,0.004,0.0,,0.002,,,,,,,,,,,,,,
IGF1,PDGFRB,1.0,0.008,0.0,1.0,1.0,,0.186,0.996,0.006,0.0,0.982,0.998,,0.128,0.476,0.0,0.0,0.002,0.938,,0.0,1.0,0.066,0.002,1.0,1.0,,0.912,0.996,0.042,0.02,0.986,1.0,,0.346,,,,,,,,0.894,0.0,0.0,0.572,0.978,,0.0
S100B,BIRC3,0.634,0.334,1.0,1.0,0.64,,0.964,0.094,0.052,0.516,0.736,0.154,,0.25,0.0,0.0,0.036,0.44,0.018,,0.0,0.062,0.042,1.0,1.0,0.292,,0.768,0.0,0.0,0.012,0.02,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
VEGFA,PDGFRA,1.0,1.0,0.938,1.0,1.0,,1.0,1.0,0.998,0.918,1.0,1.0,,0.992,1.0,1.0,0.356,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.038,,0.0,0.998,0.97,0.728,1.0,0.996,,0.94,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0
IL17A,CXCL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL6A3,ITGB6,,,0.998,0.994,,,,,,0.948,0.866,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.986,0.966,,,,,,,,,,,,,0.074,0.008,,,
OLR1,MMP3,,,,,,,,0.402,,0.294,,0.138,,0.142,0.106,,0.004,,0.056,,0.0,0.272,,0.034,,0.092,,0.004,,,,,,,,,,,,,,,,,,,,,
CD160,KLRD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,0.074,,,,,,,,,,,,,,,,
CCL22,CXCR6,0.012,0.152,,,0.002,,0.302,0.054,0.15,,,0.006,,0.248,0.0,0.09,,,0.004,,0.188,0.016,0.274,,,0.006,,0.766,0.028,0.046,,,0.006,,0.072,,,,,,,,0.0,0.032,,,0.002,,0.044
CXCL1,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAMA3,ITGB6,,,0.284,0.006,,,,,,0.018,0.0,,,,,,0.638,0.0,,,,,,0.986,0.0,,,,,,,,,,,,,,,,,,,,0.866,0.004,,,
IL2,TNFRSF9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNF,INSR,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6,TSHR,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.974,0.0,0.998,,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.988,0.974,0.736,0.0,0.996,,0.998,0.09,0.096,0.066,0.014,0.14,,0.11,1.0,0.998,0.992,0.0,1.0,,1.0
CXCL6,CXCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.03,,,0.002,,0.056,,,,,,,,,,,,,,
LEP,F3,,,,,,,,,,,,,,,1.0,0.342,0.0,0.99,0.298,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL1,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL2,CCR7,0.692,0.904,0.964,0.982,0.67,,0.968,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.024,0.058,0.068,0.09,0.028,,0.076,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CCL26,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL9,CCR6,0.526,0.452,0.004,0.53,0.178,,0.004,,,,,,,,0.744,0.6,0.002,0.972,0.236,,0.004,0.95,0.758,0.03,1.0,0.304,,0.032,0.002,0.008,0.0,0.004,0.004,,0.002,,,,,,,,,,,,,,
CCL8,CCR7,0.028,0.458,0.774,0.94,0.112,,0.848,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.156,0.21,0.67,0.03,,0.398,0.002,0.526,1.0,1.0,0.11,,0.998,0.004,0.054,0.082,0.124,0.014,,0.098,,,,,,,,0.0,0.014,0.002,0.002,0.006,,0.002
CD40LG,F3,0.998,0.316,0.0,0.936,0.29,,0.01,,,,,,,,,,,,,,,,,,,,,,0.5,0.028,0.0,0.002,0.058,,0.0,,,,,,,,1.0,0.378,0.0,0.994,0.312,,0.012
CXCL10,CCR7,,,,,,,,0.0,0.158,0.18,0.386,0.026,,0.258,0.0,0.21,0.37,0.97,0.046,,0.614,0.0,0.264,0.672,0.998,0.046,,0.82,0.0,0.002,0.0,0.002,0.0,,0.002,,,,,,,,0.0,0.196,0.272,0.848,0.036,,0.476
FGF7,PDGFRB,1.0,0.006,0.0,1.0,1.0,,0.056,0.914,0.0,0.0,0.688,0.982,,0.004,0.86,0.0,0.0,0.344,0.976,,0.0,1.0,0.052,0.0,1.0,1.0,,0.788,0.928,0.018,0.01,0.804,0.992,,0.12,,,,,,,,0.86,0.0,0.0,0.446,0.974,,0.0
CCL17,CXCR6,1.0,1.0,,,0.966,,1.0,0.79,0.834,,,0.52,,0.868,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,0.568,,1.0,0.148,0.182,,,0.076,,0.236,,,,,,,,0.008,0.038,,,0.002,,0.072
CXCL12,MMP9,0.638,0.972,0.974,0.984,0.5,,0.974,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.014,0.066,0.056,0.06,0.014,,0.06,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CXCL3,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FLT1,0.986,0.0,1.0,0.074,0.996,,1.0,0.892,0.0,0.904,0.064,0.976,,0.996,0.016,0.0,0.0,0.0,0.604,,0.134,1.0,0.006,1.0,0.984,1.0,,1.0,0.92,0.012,0.946,0.322,0.992,,0.998,,,,,,,,0.266,0.0,0.124,0.0,0.854,,0.908
IL13,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,F3,1.0,0.486,0.0,0.998,0.392,,0.078,0.998,0.302,0.0,0.642,0.258,,0.024,1.0,0.296,0.0,0.886,0.274,,0.0,1.0,0.552,0.0,1.0,0.452,,0.126,0.992,0.292,0.006,0.488,0.246,,0.046,,,,,,,,1.0,0.444,0.0,1.0,0.384,,0.042
CCL4,CCR6,0.0,0.0,0.0,0.0,0.0,,0.0,0.448,0.452,0.302,0.452,0.332,,0.286,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.002,0.0,0.0,0.0,,0.0
HLA-G,KLRC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,TNF,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,FGFR2,,,0.992,0.282,,,1.0,,,0.78,0.176,,,0.864,,,0.0,0.0,,,0.0,,,1.0,1.0,,,1.0,,,0.858,0.432,,,0.916,,,,,,,,,,0.002,0.0,,,0.024
CCL3,CCR6,0.078,0.098,0.004,0.068,0.036,,0.006,0.994,0.992,0.95,1.0,0.948,,0.948,0.002,0.03,0.0,0.0,0.008,,0.0,1.0,1.0,0.998,1.0,0.928,,0.992,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.702,0.626,0.172,0.728,0.282,,0.174
IFNG,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,0.346,0.004,0.124,0.134,,0.0,,,,,,,,,,,,,,
CXCL6,CCR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.078,0.072,0.088,0.026,,0.08,,,,,,,,,,,,,,
CCL4,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL23,CCR6,0.212,0.248,0.004,0.14,0.116,,0.002,0.0,0.0,0.0,0.0,0.0,,0.0,0.75,0.614,0.004,0.922,0.23,,0.006,0.994,0.898,0.262,1.0,0.416,,0.224,0.766,0.664,0.32,0.696,0.414,,0.296,,,,,,,,0.954,0.816,0.188,1.0,0.366,,0.172
CCL14,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSM,ADAMTS4,0.592,0.0,0.006,1.0,0.356,,0.0,0.336,0.0,0.004,1.0,0.28,,0.0,0.334,0.0,0.0,1.0,0.28,,0.0,0.69,0.0,0.006,1.0,0.4,,0.0,0.28,0.0,0.01,1.0,0.256,,0.0,,,,,,,,0.546,0.0,0.0,1.0,0.346,,0.0
ADM,HMOX1,,,0.752,0.998,0.254,,0.962,,,0.212,0.668,0.09,,0.49,,,0.21,0.998,0.088,,0.842,,,0.0,0.056,0.02,,0.002,,,0.57,0.91,0.33,,0.784,,,0.004,0.01,0.002,,0.008,,,0.514,1.0,0.132,,0.926
CCL8,CCR6,0.93,0.838,0.412,0.964,0.412,,0.346,0.0,0.004,0.0,0.0,0.002,,0.0,0.684,0.586,0.016,0.824,0.222,,0.012,0.998,0.972,0.646,1.0,0.524,,0.524,0.15,0.156,0.036,0.14,0.074,,0.036,,,,,,,,0.074,0.156,0.0,0.008,0.046,,0.0
IL6,INSR,1.0,0.99,0.948,0.02,1.0,,0.986,0.0,0.0,0.0,0.0,0.0,,0.0,0.714,0.588,0.0,0.0,0.728,,0.114,1.0,1.0,1.0,1.0,1.0,,1.0,0.628,0.594,0.292,0.028,0.69,,0.432,0.064,0.066,0.05,0.03,0.072,,0.056,0.934,0.776,0.096,0.0,0.87,,0.5
CCL3L1,CCR7,0.124,0.61,0.834,0.936,0.202,,0.88,0.194,0.534,0.678,0.78,0.222,,0.716,0.0,0.056,0.012,0.078,0.008,,0.04,0.0,0.26,0.588,0.978,0.05,,0.754,0.032,0.1,0.138,0.166,0.042,,0.144,,,,,,,,0.022,0.53,0.89,0.988,0.118,,0.922
DKK1,LRP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGF1,KDR,0.99,0.456,0.956,0.31,0.97,,1.0,0.84,0.312,0.724,0.194,0.886,,0.936,0.0,0.0,0.0,0.0,0.114,,0.002,1.0,0.958,1.0,1.0,1.0,,1.0,0.876,0.494,0.816,0.45,0.928,,0.956,,,,,,,,0.086,0.008,0.0,0.0,0.402,,0.208
CXCL6,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CXCL10,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,,0.134,0.156,0.164,0.046,,0.152,,,,,,,,,0.0,0.0,0.0,0.0,,0.0
CCL26,CCR6,,,,,,,,,,,,,,,0.688,0.566,0.0,0.954,0.218,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL7,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10,CSF1,0.72,0.038,0.0,1.0,0.592,,0.0,,,,,,,,,,,,,,,,,,,,,,0.602,0.032,0.008,1.0,0.566,,0.01,,,,,,,,,,,,,,
THBS1,ITGB6,,,1.0,1.0,,,,,,0.004,0.002,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.518,0.43,,,,,,,,,,,,,0.008,0.0,,,
PRSS1,PRSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17F,CXCL10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,CDH5,1.0,0.056,1.0,1.0,1.0,,1.0,1.0,0.206,1.0,1.0,1.0,,1.0,0.998,0.004,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.136,,0.0,0.974,0.172,0.992,0.992,0.998,,0.988,,,,,,,,1.0,0.11,1.0,1.0,1.0,,1.0
THBS4,ITGB6,,,1.0,1.0,,,,,,0.99,0.976,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,0.934,0.866,,,,,,0.114,0.1,,,,,,0.0,0.0,,,
TNF,MUC5AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCR6,0.0,0.004,,,0.0,,0.004,0.27,0.348,,,0.06,,0.452,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,0.436,,1.0,0.0,0.0,,,0.0,,0.0,,,,,,,,0.0,0.008,,,0.002,,0.014
CCL18,CCR7,0.0,0.172,0.236,0.514,0.028,,0.33,,,,,,,,0.0,0.1,0.044,0.264,0.014,,0.138,0.0,0.324,0.824,0.998,0.068,,0.914,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.004,0.378,0.792,0.99,0.078,,0.894
IL2,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSF2,CD1C,,,,,,,,,,,,,,,,,,,,,,0.996,0.622,0.0,1.0,0.214,,0.0,,,,,,,,,,,,,,,,,,,,,
IL1A,PLAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL5,CCR6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN1,IL17A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL21,CCR6,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.19,0.194,0.12,0.178,0.14,,0.114,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
CXCL10,CCR6,,,,,,,,0.518,0.476,0.046,0.49,0.21,,0.044,0.816,0.662,0.008,0.994,0.266,,0.014,0.932,0.75,0.028,1.0,0.286,,0.032,0.004,0.014,0.0,0.006,0.004,,0.0,,,,,,,,0.746,0.624,0.004,0.96,0.238,,0.012
CSF2,CPE,,,,,,,,,,,,,,,,,,,,,,1.0,0.994,0.0,0.0,1.0,0.602,1.0,,,,,,,,,,,,,,,,,,,,,
IL1B,LDLR,0.984,0.0,0.01,0.728,0.53,,0.016,0.922,0.0,0.012,0.294,0.42,,0.02,1.0,0.0,0.018,0.996,0.626,,0.034,1.0,0.0,0.034,1.0,0.652,,0.052,0.964,0.0,0.082,0.464,0.492,,0.088,,,,,,,,1.0,0.0,0.038,0.996,0.65,,0.066
SPP1,ITGA6,0.192,0.0,0.0,0.004,0.876,,0.002,0.004,0.0,0.0,0.0,0.458,,0.0,0.954,0.0,0.536,0.964,1.0,,0.524,0.982,0.0,0.758,1.0,1.0,,0.704,0.422,0.0,0.126,0.184,0.904,,0.138,,,,,,,,0.894,0.0,0.29,0.68,1.0,,0.286
CXCL2,CCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VWF,ITGB6,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.01,0.0,,,,,,1.0,1.0,,,,,,0.388,0.33,,,,,,0.498,0.474,,,,,,0.0,0.0,,,
EDN1,MMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFA,VCAM1,1.0,0.0,0.998,1.0,1.0,,1.0,0.99,0.006,0.99,1.0,1.0,,0.992,0.998,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.084,,0.0,0.946,0.02,0.93,1.0,1.0,,0.938,,,,,,,,1.0,0.0,1.0,1.0,1.0,,1.0
S100B,TNF,,,1.0,,,,,,,0.472,,,,,,,0.008,,,,,,,1.0,,,,,,,0.006,,,,,,,0.0,,,,,,,0.0,,,,
IL13,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL26,CCR7,,,,,,,,,,,,,,,0.0,0.17,0.122,0.83,0.036,,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD40LG,VCAM1,0.022,0.0,0.0,1.0,0.948,,0.0,,,,,,,,,,,,,,,,,,,,,,0.002,0.0,0.0,0.074,0.548,,0.0,,,,,,,,0.026,0.0,0.0,1.0,0.966,,0.0
TNF,F3,,,,,,,,,,,,,,,1.0,0.394,0.0,0.996,0.336,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL17A,PTGS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXCL1,CCR6,0.544,0.482,0.012,0.6,0.182,,0.016,,,,,,,,0.622,0.522,0.0,0.852,0.206,,0.002,,,,,,,,0.092,0.122,0.022,0.072,0.05,,0.02,,,,,,,,0.708,0.592,0.004,0.924,0.226,,0.01
CXCL14,CXCR6,1.0,1.0,,,1.0,,1.0,0.746,0.786,,,0.608,,0.82,0.0,0.0,,,0.0,,0.0,1.0,1.0,,,1.0,,1.0,0.31,0.348,,,0.208,,0.382,0.784,0.792,,,0.758,,0.798,0.0,0.0,,,0.0,,0.0
IFNG,VCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.0,0.0,1.0,0.928,,0.0,,,,,,,,,,,,,,
TNF,PIGR,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL5,CXCL12,0.67,0.0,0.0,1.0,0.014,,0.0,0.928,0.0,0.0,1.0,0.058,,0.0,0.448,0.0,0.0,1.0,0.006,,0.0,1.0,0.0,0.0,1.0,0.172,,0.0,0.006,0.0,0.0,0.228,0.0,,0.0,,,,,,,,0.888,0.0,0.0,1.0,0.026,,0.0
IL10,DCN,1.0,0.214,0.0,1.0,0.306,0.842,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.178,0.0,1.0,0.274,0.838,0.0,,,,,,,,,,,,,,
CXCL8,CXCR6,0.764,0.896,,,0.124,,0.98,0.092,0.164,,,0.024,,0.21,0.0,0.008,,,0.002,,0.0,0.046,0.366,,,0.01,,0.88,0.346,0.434,,,0.108,,0.53,,,,,,,,0.0,0.052,,,0.002,,0.114
EDN1,MCAM,0.984,0.0,0.074,0.69,0.998,,0.0,0.37,0.0,0.0,0.006,0.95,,0.0,1.0,0.0,0.38,1.0,1.0,,0.0,1.0,0.0,0.584,1.0,1.0,,0.0,0.926,0.0,0.134,0.426,0.996,,0.006,,,,,,,,0.994,0.0,0.024,0.67,0.998,,0.0
IL1B,VEGFA,1.0,1.0,1.0,0.0,0.978,,1.0,1.0,1.0,1.0,0.0,0.972,,1.0,1.0,1.0,1.0,0.0,0.99,,1.0,1.0,1.0,1.0,0.0,0.99,,1.0,1.0,0.998,1.0,0.0,0.982,,1.0,,,,,,,,1.0,1.0,1.0,0.0,0.992,,1.0
