gene	old_significant	new_padj	new_log2FC	new_significant	in_both	old_only	new_only	is_druggable_target
PLEK2	True	1.73467e-12	-0.393622	False	False	True	False	False
PLEKHA1	False	0.000109834	-0.205255	False	False	False	False	False
PLEKHA2	False	0.408417	-0.0615796	False	False	False	False	False
PLEKHA3	False	0.000159797	0.167606	False	False	False	False	False
PLEKHA3P1	False	0.0193559	0.470464	False	False	False	False	False
PLEKHA4	True	5.92323e-57	1.56701	True	True	False	False	False
PLEKHA5	True	4.37117e-13	0.556578	False	False	True	False	False
PLEKHA6	True	2.35054e-179	3.17755	True	True	False	False	True
PLEKHA7	False	7.41435e-07	0.547394	False	False	False	False	False
PLEKHA8	False	7.40641e-05	0.234217	False	False	False	False	False
PLEKHA8P1	False	3.05521e-26	1.13606	True	False	False	True	False
PLEKHB1	False	1.9105e-24	-0.930792	False	False	False	False	False
PLEKHB2	False	0.493653	-0.0574844	False	False	False	False	False
PLEKHD1	False	6.71253e-26	-2.67868	True	False	False	True	False
PLEKHF1	False	1.681e-13	0.911003	False	False	False	False	False
PLEKHF2	False	0.00685402	0.157199	False	False	False	False	False
PLEKHG1	False	0.0166271	0.271548	False	False	False	False	False
PLEKHG2	False	0.572402	0.078772	False	False	False	False	False
PLEKHG3	False	0.0258915	0.165095	False	False	False	False	False
PLEKHG4	False	8.18632e-22	1.09305	True	False	False	True	False
PLEKHG4B	False	0.114986	-0.405407	False	False	False	False	False
PLEKHG5	False	2.97407e-14	0.606768	False	False	False	False	False
PLEKHG6	False	6.77185e-11	0.495543	False	False	False	False	False
PLEKHG7	False	1.26724e-05	2.03203	True	False	False	True	False
PLEKHH1	True	4.33206e-19	-1.01525	True	True	False	False	False
PLEKHH2	False	0.580187	-0.0878315	False	False	False	False	False
PLEKHH3	False	0.0708807	0.130862	False	False	False	False	False
PLEKHJ1	False	6.17308e-20	-0.799641	False	False	False	False	False
PLEKHM1	False	0.000166821	0.193793	False	False	False	False	False
PLEKHM1P1	False	0.00934973	0.18982	False	False	False	False	False
PLEKHM2	False	4.79536e-06	0.186066	False	False	False	False	False
PLEKHM3	False	0.00970108	-0.230497	False	False	False	False	False
PLEKHN1	False	1.02277e-46	1.86612	True	False	False	True	False
PLEKHO1	False	0.66788	0.0735644	False	False	False	False	False
PLEKHO2	False	0.00153881	0.243703	False	False	False	False	False
PLEKHS1	False	1.49509e-14	2.34162	True	False	False	True	False
PLET1	False	0.723484	0.13825	False	False	False	False	False
PLG	False	0.829151	-0.168909	False	False	False	False	False
PLGLA	False		-0.0839716	False	False	False	False	False
PLGLB1	False	0.0112628	-0.400485	False	False	False	False	False
PLGLB2	False	0.0894434	-0.372938	False	False	False	False	False
PLGRKT	False	0.00435415	-0.248706	False	False	False	False	False
PLIN1	False	0.631296	0.142851	False	False	False	False	False
PLIN2	True	1.77698e-13	0.685065	False	False	True	False	False
PLIN3	True	1.98078e-09	0.375168	False	False	True	False	False
PLIN4	False	0.00244124	0.60612	False	False	False	False	False
PLIN5	False	0.169098	0.207375	False	False	False	False	False
PLK1	False	0.125758	0.206639	False	False	False	False	False
PLK2	False	0.046595	0.271337	False	False	False	False	False
PLK3	True	2.8768e-10	0.606275	False	False	True	False	False
PLK4	True	7.91955e-11	0.462145	False	False	True	False	False
PLK5	False	0.0140605	-0.661372	False	False	False	False	False
PLLP	False	0.379546	0.0903432	False	False	False	False	False
PLLPP1	False		-0.321336	False	False	False	False	False
PLN	False	0.494111	0.14654	False	False	False	False	False
PLOD1	True	1.69563e-23	-0.537461	False	False	True	False	False
PLOD2	False	3.59595e-09	-0.388011	False	False	False	False	False
PLOD3	False	0.693793	-0.0244115	False	False	False	False	False
PLP1	False	1.20067e-31	-3.98891	True	False	False	True	False
PLP2	True	8.79168e-24	0.939026	False	False	True	False	False
PLPBP	False	0.0660049	-0.0762637	False	False	False	False	False
PLPP1	False	2.06387e-07	-0.551519	False	False	False	False	False
PLPP2	False	1.17716e-06	0.814371	False	False	False	False	False
PLPP3	False	6.81653e-11	-0.611656	False	False	False	False	False
PLPP4	False	7.67341e-21	2.61228	True	False	False	True	False
PLPP5	False	0.00140268	-0.164427	False	False	False	False	False
PLPP6	False	0.871809	-0.00890234	False	False	False	False	False
PLPP7	False	0.786956	-0.0450504	False	False	False	False	False
PLPPR1	False	3.33221e-26	3.27868	True	False	False	True	False
PLPPR2	False	1.60307e-09	-0.443963	False	False	False	False	False
PLPPR3	False	2.50084e-25	2.32717	True	False	False	True	False
PLPPR4	False	4.58767e-15	1.1461	True	False	False	True	False
PLPPR5	False	4.09683e-06	2.71377	True	False	False	True	False
PLRG1	False	5.28818e-49	0.79517	False	False	False	False	False
PLS1	False	1.33905e-17	0.747366	False	False	False	False	False
PLS1-AS1	False		0.0279197	False	False	False	False	False
PLS3	True	2.59578e-40	0.888754	False	False	True	False	False
PLS3-AS1	False	0.0790734	-0.200756	False	False	False	False	False
PLSCR1	True	4.51356e-16	0.660162	False	False	True	False	False
PLSCR2	False	0.728376	-0.0521878	False	False	False	False	False
PLSCR3	False	0.112854	0.365712	False	False	False	False	False
PLSCR4	False	0.253146	-0.140214	False	False	False	False	False
PLSCR5	False		-0.121834	False	False	False	False	False
PLTP	True	4.29989e-10	0.82278	False	False	True	False	False
PLUT	False		-0.222349	False	False	False	False	False
PLVAP	True	3.0888e-19	-1.05247	True	True	False	False	False
PLXDC1	False	0.53606	0.103606	False	False	False	False	False
PLXDC2	True	3.47066e-12	0.513702	False	False	True	False	False
PLXNA1	False	7.68755e-11	0.461764	False	False	False	False	False
PLXNA2	True	0.00104844	0.274412	False	False	True	False	False
PLXNA3	False	3.9809e-14	0.496866	False	False	False	False	False
PLXNA4	False	0.000236478	-0.772751	False	False	False	False	False
PLXNB1	False	0.000131024	0.248904	False	False	False	False	False
PLXNB2	True	4.925e-34	0.814609	False	False	True	False	False
PLXNB3	False	0.000170061	-0.632218	False	False	False	False	False
PLXNC1	True	9.09966e-43	1.99082	True	True	False	False	False
PLXND1	True	0.000857835	0.319005	False	False	True	False	False
PM20D1	False	0.90853	0.0368779	False	False	False	False	False
PM20D2	False	0.000452827	0.215679	False	False	False	False	False
PMAIP1	True	1.41051e-19	1.61811	True	True	False	False	False
PMCHL2	False	0.0113038	-1.03677	True	False	False	True	False
PMEL	False	0.00133908	-0.303096	False	False	False	False	False
PMEPA1	True	2.23186e-16	0.800052	False	False	True	False	False
PMF1	False	0.0161893	-0.223778	False	False	False	False	False
PMF1-BGLAP	False	0.0702311	-0.669294	False	False	False	False	False
PMFBP1	False	0.102208	0.320409	False	False	False	False	False
PMIS2	False		-0.33424	False	False	False	False	False
PML	False	4.01381e-05	0.238052	False	False	False	False	False
PMM1	False	5.41494e-09	0.360976	False	False	False	False	False
PMM2	False	0.00593975	0.246204	False	False	False	False	False
PMM2P2	False		-0.101119	False	False	False	False	False
PMP2	False	0.208289	0.847051	False	False	False	False	False
PMP22	True	0.0097063	0.353079	False	False	True	False	False
PMPCA	False	0.0140093	-0.1352	False	False	False	False	False
PMPCAP1	False		0.0139964	False	False	False	False	False
PMPCB	False	0.367478	-0.0306985	False	False	False	False	False
PMS1	False	0.384744	0.0386112	False	False	False	False	False
PMS2	False	0.0135692	-0.151616	False	False	False	False	False
PMS2CL	False	0.0641436	-0.103035	False	False	False	False	False
PMS2P1	False	4.92378e-07	-0.189574	False	False	False	False	False
PMS2P10	False	0.747984	-0.0706992	False	False	False	False	False
PMS2P11	False		-0.0720861	False	False	False	False	False
PMS2P12	False	0.130814	-0.352138	False	False	False	False	False
PMS2P2	False	0.0608491	-0.588697	False	False	False	False	False
PMS2P3	False	0.00206051	-0.227713	False	False	False	False	False
PMS2P4	False	2.01896e-10	-0.344775	False	False	False	False	False
PMS2P5	False	0.0896652	-0.224049	False	False	False	False	False
PMS2P6	False	0.548029	-0.224878	False	False	False	False	False
PMS2P7	False	0.371952	-0.213406	False	False	False	False	False
PMVK	False	0.161708	-0.113808	False	False	False	False	False
PNCK	False	0.000128396	1.04323	True	False	False	True	False
PNISR	False	0.00204522	-0.262571	False	False	False	False	False
PNKD	False	8.20283e-06	-0.259584	False	False	False	False	False
PNKDP1	False	0.949382	-0.0271922	False	False	False	False	False
PNKP	False	0.000581214	-0.228544	False	False	False	False	False
PNLDC1	False	0.000243531	0.89032	False	False	False	False	False
PNLIP	False		0.206197	False	False	False	False	False
PNLIPP1	False		-0.0617288	False	False	False	False	False
PNLIPRP1	False	0.000649258	-0.9274	False	False	False	False	False
PNLIPRP2	False	0.422365	-0.573642	False	False	False	False	False
PNLIPRP3	False	0.691321	0.408925	False	False	False	False	False
PNMA1	True	5.17671e-12	0.410895	False	False	True	False	False
PNMA2	False	0.0112336	-0.598259	False	False	False	False	False
PNMA3	False	0.0108341	-0.494617	False	False	False	False	False
PNMA5	False	2.02072e-20	-1.96357	True	False	False	True	False
PNMA6A	False	1.06536e-17	-1.42171	True	False	False	True	False
PNMA6B	False	0.968509	-0.028149	False	False	False	False	False
PNMA6E	False	0.922866	0.0715548	False	False	False	False	False
PNMA6F	False	0.163449	-0.893946	False	False	False	False	False
PNMA8A	False	1.02052e-19	-0.930163	False	False	False	False	False
PNMA8B	False	2.93605e-05	-0.592894	False	False	False	False	False
PNMA8C	False	6.47299e-26	-1.97734	True	False	False	True	False
PNMT	False	0.0408524	0.426065	False	False	False	False	False
PNN	False	0.128902	-0.0840344	False	False	False	False	False
PNO1	False	0.457484	-0.0389053	False	False	False	False	False
PNOC	False	3.44225e-20	3.22817	True	False	False	True	False
PNP	True	2.13262e-28	2.14673	True	True	False	False	False
PNPLA1	False	0.0123875	-0.550303	False	False	False	False	False
PNPLA2	False	1.73977e-19	0.518324	False	False	False	False	False
PNPLA3	False	3.85202e-22	1.75476	True	False	False	True	False
PNPLA4	True	1.41631e-15	-0.515196	False	False	True	False	False
PNPLA5	False	3.59288e-126	6.08262	True	False	False	True	False
PNPLA6	False	6.34791e-15	0.416489	False	False	False	False	False
PNPLA7	False	3.96744e-05	-0.368462	False	False	False	False	False
PNPLA8	False	0.0834398	-0.107371	False	False	False	False	False
PNPO	True	4.27016e-28	-0.506428	False	False	True	False	False
PNPT1	False	0.0153717	-0.117394	False	False	False	False	False
PNPT1P1	False	0.369478	-0.271976	False	False	False	False	False
PNRC1	False	0.865844	-0.0104298	False	False	False	False	False
PNRC2	False	4.67236e-06	-0.180406	False	False	False	False	False
PNRC2P1	False	0.926459	-0.0346579	False	False	False	False	False
POC1A	False	0.227315	0.11045	False	False	False	False	False
POC1B	False	6.50976e-07	0.219031	False	False	False	False	False
POC1B-AS1	False	0.000231586	-0.230874	False	False	False	False	False
POC1B-GALNT4	False	0.262344	-0.167604	False	False	False	False	False
POC5	False	0.207363	0.0539088	False	False	False	False	False
PODN	False	3.67333e-09	1.39865	True	False	False	True	False
PODNL1	False	1.65201e-47	3.39605	True	False	False	True	False
PODXL	False	4.11927e-07	-0.529359	False	False	False	False	False
PODXL2	False	0.0757952	-0.260163	False	False	False	False	False
POF1B	False	0.00158558	0.981556	False	False	False	False	False
POFUT1	False	0.0140668	-0.119577	False	False	False	False	False
POFUT2	False	4.22024e-08	-0.272742	False	False	False	False	False
POGK	True	1.42421e-12	0.306136	False	False	True	False	False
POGLUT1	False	0.00963506	0.117643	False	False	False	False	False
POGLUT2	False	0.0513192	0.168183	False	False	False	False	False
POGLUT3	False	0.00149145	0.20685	False	False	False	False	False
POGZ	False	0.0624073	0.10851	False	False	False	False	False
POLA1	False	4.36827e-09	0.284197	False	False	False	False	False
POLA2	False	0.342581	-0.107523	False	False	False	False	False
POLB	False	0.1108	-0.0719959	False	False	False	False	False
POLD1	False	1.77978e-21	0.603334	False	False	False	False	False
POLD2	True	9.66342e-07	-0.294371	False	False	True	False	False
POLD2P1	False	0.932241	0.0482937	False	False	False	False	False
POLD3	True	9.99124e-11	0.197607	False	False	True	False	False
POLD4	False	0.0552831	0.108246	False	False	False	False	False
POLDIP2	True	7.99217e-13	-0.297885	False	False	True	False	False
POLDIP3	False	2.70836e-13	0.368348	False	False	False	False	False
POLE	False	0.000631767	0.206036	False	False	False	False	False
POLE2	False	0.972001	-0.00450667	False	False	False	False	False
POLE3	False	0.000685762	0.139691	False	False	False	False	False
POLE4	False	0.0258358	-0.196728	False	False	False	False	False
POLG	False	1.04188e-10	0.378182	False	False	False	False	False
POLG2	False	0.000661953	-0.203484	False	False	False	False	False
POLH	False	3.35028e-05	0.197204	False	False	False	False	False
POLH-AS1	False	0.577993	0.0512005	False	False	False	False	False
POLHP1	False	0.737744	-0.14403	False	False	False	False	False
POLI	False	2.81908e-28	-0.756179	False	False	False	False	False
POLK	False	0.0389579	-0.175883	False	False	False	False	False
POLL	False	0.00488929	-0.144779	False	False	False	False	False
POLM	False	0.0191044	-0.129587	False	False	False	False	False
POLN	False	0.945294	-0.0106102	False	False	False	False	False
POLQ	False	0.00330355	0.461605	False	False	False	False	False
POLR1A	False	0.426036	0.0483075	False	False	False	False	False
POLR1B	False	0.628325	-0.0331215	False	False	False	False	False
POLR1C	True	7.62896e-09	-0.346221	False	False	True	False	False
POLR1D	False	0.0926696	-0.0772923	False	False	False	False	False
POLR1E	True	1.89104e-16	0.410148	False	False	True	False	False
POLR1F	False	0.0377524	0.0901395	False	False	False	False	False
POLR1G	False	2.23747e-06	0.266983	False	False	False	False	False
POLR1H	False	0.887404	0.0167587	False	False	False	False	False
POLR2A	False	0.954727	0.00488293	False	False	False	False	False
POLR2B	False	0.0477809	0.141483	False	False	False	False	False
POLR2C	False	0.571249	-0.024635	False	False	False	False	False
POLR2CP1	False	0.33085	0.534399	False	False	False	False	False
POLR2D	False	1.23055e-07	0.186639	False	False	False	False	False
POLR2DP2	False		-0.121324	False	False	False	False	False
POLR2E	False	0.738864	-0.0233997	False	False	False	False	False
POLR2F	False	0.883917	0.0165314	False	False	False	False	False
POLR2G	False	0.000168489	-0.199204	False	False	False	False	False
POLR2H	False	0.321162	-0.075469	False	False	False	False	False
POLR2I	False	0.210508	-0.184486	False	False	False	False	False
POLR2J	False	0.000112904	-0.365875	False	False	False	False	False
POLR2J2	False	0.985077	0.00429543	False	False	False	False	False
POLR2J3	False	7.25921e-12	1.17587	True	False	False	True	False
POLR2J4	False	0.000289554	-0.304539	False	False	False	False	False
POLR2K	False	0.06748	-0.0854733	False	False	False	False	False
POLR2KP1	False	1.68138e-08	-1.07152	True	False	False	True	False
POLR2KP2	False		0.0875156	False	False	False	False	False
POLR2L	False	0.0837349	-0.18467	False	False	False	False	False
POLR2LP1	False	0.125311	1.00234	False	False	False	False	False
POLR2M	False	0.186914	-0.0795326	False	False	False	False	False
POLR3A	False	0.048018	0.0701888	False	False	False	False	False
POLR3B	True	3.86456e-20	-0.445087	False	False	True	False	False
POLR3C	True	2.1622e-35	0.463362	False	False	True	False	False
POLR3D	False	7.78666e-18	0.379481	False	False	False	False	False
POLR3DP1	False	0.388938	0.36814	False	False	False	False	False
POLR3E	False	2.14406e-05	-0.139066	False	False	False	False	False
POLR3F	False	1.24725e-09	-0.192176	False	False	False	False	False
POLR3G	False	0.580612	-0.0626924	False	False	False	False	False
POLR3GL	False	0.00247055	-0.172858	False	False	False	False	False
POLR3GP1	False		-0.553438	False	False	False	False	False
POLR3GP2	False		0.175635	False	False	False	False	False
POLR3H	False	0.482039	-0.0471066	False	False	False	False	False
POLR3K	True	3.01283e-49	-0.828567	False	False	True	False	False
POLR3KP2	False		-0.0218283	False	False	False	False	False
POLRMT	False	0.153975	0.0909593	False	False	False	False	False
POLRMTP1	False	0.0243221	-0.414164	False	False	False	False	False
POM121	False	0.377798	0.105374	False	False	False	False	False
POM121B	False	0.254491	0.256871	False	False	False	False	False
POM121C	False	0.000474945	0.150984	False	False	False	False	False
POM121L10P	False		-0.293321	False	False	False	False	False
POM121L14P	False	0.690147	-0.216365	False	False	False	False	False
POM121L1P	False	1.2453e-06	-1.72943	True	False	False	True	False
POM121L2	False	0.15259	-0.421288	False	False	False	False	False
POM121L3P	False		-0.225406	False	False	False	False	False
POM121L4P	False	0.827095	0.0973301	False	False	False	False	False
POM121L6P	False	0.447176	-0.388543	False	False	False	False	False
POM121L7P	False	0.208826	-0.525117	False	False	False	False	False
POM121L8P	False	0.226782	-0.76712	False	False	False	False	False
POM121L9P	False	0.388251	0.154282	False	False	False	False	False
POMC	False	0.000530891	-0.764976	False	False	False	False	False
POMGNT1	False	0.845149	-0.0107517	False	False	False	False	False
POMGNT2	False	3.68062e-09	-0.302332	False	False	False	False	False
POMK	False	0.289476	0.0765951	False	False	False	False	False
POMP	False	0.144029	-0.100183	False	False	False	False	False
POMT1	False	0.000297613	-0.179583	False	False	False	False	False
POMT2	True	2.03871e-18	-0.336459	False	False	True	False	False
POMZP3	False	0.816042	0.0389292	False	False	False	False	False
PON1	False	0.000165625	0.828701	False	False	False	False	False
PON2	True	2.30183e-48	0.876086	False	False	True	False	False
PON3	False	0.126942	0.284555	False	False	False	False	False
POP1	False	0.736811	-0.0174684	False	False	False	False	False
POP4	True	0.000582325	-0.137064	False	False	True	False	False
POP5	True	3.59661e-18	-0.567404	False	False	True	False	False
POP7	False	0.0501018	0.144381	False	False	False	False	False
POPDC2	True	1.91746e-16	-0.707717	False	False	True	False	False
POPDC3	False	2.61685e-40	-4.30874	True	False	False	True	False
POR	True	4.84432e-10	-0.381729	False	False	True	False	False
PORCN	False	5.16798e-16	0.771362	False	False	False	False	False
POSTN	False	2.34979e-28	2.87189	True	False	False	True	False
POT1	False	0.247771	-0.0543669	False	False	False	False	False
POT1-AS1	False	0.539144	0.0512598	False	False	False	False	False
POTEA	False		0.133698	False	False	False	False	False
POTEB3	False		0.0766487	False	False	False	False	False
POTEC	False	0.445597	0.537455	False	False	False	False	False
POTED	False		-0.439509	False	False	False	False	False
POTEE	False	0.000301562	1.16459	True	False	False	True	False
POTEF	False	0.200998	0.326802	False	False	False	False	False
POTEG	False	0.849648	0.105842	False	False	False	False	False
POTEH	False		-0.0529001	False	False	False	False	False
POTEI	False	0.660872	0.149015	False	False	False	False	False
POTEJ	False	0.429558	0.221889	False	False	False	False	False
POTEKP	False	0.596924	0.129836	False	False	False	False	False
POTEM	False	0.192451	-0.322585	False	False	False	False	False
POU1F1	False	0.00244883	0.461771	False	False	False	False	False
POU2AF1	False	1.41586e-11	1.77646	True	False	False	True	False
POU2F1	False	0.696789	0.0227848	False	False	False	False	False
POU2F2	False	1.91075e-12	1.33341	True	False	False	True	False
POU2F3	True	4.39606e-20	0.900893	False	False	True	False	False
POU3F1	False	1.1622e-08	1.51355	True	False	False	True	False
POU3F2	False	0.111751	0.343048	False	False	False	False	False
POU3F3	False	0.458142	-0.377172	False	False	False	False	False
POU3F4	False	0.603259	0.323389	False	False	False	False	False
POU4F1	False	0.389898	0.439896	False	False	False	False	False
POU4F2	False		-0.0953474	False	False	False	False	False
POU4F3	False	0.00222295	-0.343873	False	False	False	False	False
POU5F1	False	0.00134507	-0.356809	False	False	False	False	False
POU5F1B	False	1.82311e-19	-0.972967	False	False	False	False	False
POU5F1P3	False	0.442764	-0.131329	False	False	False	False	False
POU5F1P4	False	0.124678	-0.450481	False	False	False	False	False
POU5F1P5	False	0.570316	-0.307753	False	False	False	False	False
POU5F1P6	False	0.778523	0.0906923	False	False	False	False	False
POU5F2	False	0.57152	0.140901	False	False	False	False	False
POU6F1	False	0.52107	0.0348891	False	False	False	False	False
POU6F2	False	4.74248e-06	-1.07909	True	False	False	True	False
POU6F2-AS2	False	0.401235	0.656647	False	False	False	False	False
PP12613	False	0.384694	0.513854	False	False	False	False	False
PP2672	False	0.0749237	-0.583344	False	False	False	False	False
PP2D1	False	0.0707253	-0.192365	False	False	False	False	False
PP7080	False	0.383294	-0.170737	False	False	False	False	False
PPA1	False	8.55215e-13	0.47337	False	False	False	False	False
PPA2	False	0.0035201	-0.165336	False	False	False	False	False
PPAN	False	0.0613165	0.100325	False	False	False	False	False
PPAN-P2RY11	False		-0.00213303	False	False	False	False	False
PPARA	False	1.59791e-06	0.365778	False	False	False	False	False
PPARD	False	6.35072e-07	-0.197523	False	False	False	False	False
PPARG	False	0.869691	0.027953	False	False	False	False	False
PPARGC1A	True	2.92904e-18	-1.87988	True	True	False	False	False
PPARGC1B	False	0.913653	0.0170834	False	False	False	False	False
PPAT	False	0.523306	0.0463983	False	False	False	False	False
PPATP1	False	0.503356	-0.386026	False	False	False	False	False
PPBP	False	8.27527e-17	2.5577	True	False	False	True	False
PPBPP2	False		0.205179	False	False	False	False	False
PPCDC	False	0.00159059	-0.228848	False	False	False	False	False
PPCS	False	0.00348724	-0.123734	False	False	False	False	False
PPDPF	False	0.88364	0.0202556	False	False	False	False	False
PPDPFL	False		0.0465961	False	False	False	False	False
PPEF1	False	1.47815e-08	1.14021	True	False	False	True	False
PPEF2	False	0.4306	-0.235754	False	False	False	False	False
PPFIA1	False	0.519843	0.0421444	False	False	False	False	False
PPFIA1P1	False	0.0173167	-0.742598	False	False	False	False	False
PPFIA2	False	6.25598e-06	0.789155	False	False	False	False	False
PPFIA2-AS1	False	0.716196	0.153589	False	False	False	False	False
PPFIA3	True	1.35336e-10	-0.576636	False	False	True	False	False
PPFIA4	False	0.0664711	-0.283158	False	False	False	False	False
PPFIBP1	False	0.000182704	0.254635	False	False	False	False	False
PPFIBP2	False	0.0478638	0.159445	False	False	False	False	False
PPHLN1	False	2.03588e-07	0.161656	False	False	False	False	False
PPIA	False	0.103794	-0.0988481	False	False	False	False	False
PPIAL4A	False	0.457552	-0.196626	False	False	False	False	False
PPIAL4C	False	0.92336	0.0389204	False	False	False	False	False
PPIAL4D	False	0.775243	-0.20571	False	False	False	False	False
PPIAL4E	False		0.114002	False	False	False	False	False
PPIAL4F	False		-0.0746333	False	False	False	False	False
PPIAL4G	False	0.306887	0.442225	False	False	False	False	False
PPIAL4H	False	0.0347159	-0.696662	False	False	False	False	False
PPIAP1	False	0.82867	-0.129475	False	False	False	False	False
PPIAP10	False		-0.125909	False	False	False	False	False
PPIAP11	False	0.347129	-0.125303	False	False	False	False	False
PPIAP13	False	0.980081	0.00696805	False	False	False	False	False
PPIAP14	False	4.11543e-09	-1.32048	True	False	False	True	False
PPIAP15	False	0.946447	-0.0288254	False	False	False	False	False
PPIAP16	False	0.0371499	-0.421648	False	False	False	False	False
PPIAP17	False		-0.131682	False	False	False	False	False
PPIAP19	False	0.048618	0.381555	False	False	False	False	False
PPIAP2	False	0.845418	0.0386781	False	False	False	False	False
PPIAP20	False	0.136379	-0.711986	False	False	False	False	False
PPIAP21	False	0.656185	-0.115076	False	False	False	False	False
PPIAP22	False	0.815994	0.0188359	False	False	False	False	False
PPIAP23	False	0.761037	0.177843	False	False	False	False	False
PPIAP24	False		-0.0337141	False	False	False	False	False
PPIAP25	False	0.966544	-0.0289602	False	False	False	False	False
PPIAP26	False	3.78758e-07	-1.13502	True	False	False	True	False
PPIAP27	False		-0.0326952	False	False	False	False	False
PPIAP28	False		0.362233	False	False	False	False	False
PPIAP29	False	0.414951	-0.209641	False	False	False	False	False
PPIAP3	False	0.0718221	-0.30048	False	False	False	False	False
PPIAP30	False	0.728603	0.125583	False	False	False	False	False
PPIAP31	False	0.209821	-0.186248	False	False	False	False	False
PPIAP32	False	0.656088	0.278867	False	False	False	False	False
PPIAP33	False	0.762592	0.0979754	False	False	False	False	False
PPIAP34	False	0.994618	0.00206441	False	False	False	False	False
PPIAP35	False	0.165296	-0.287309	False	False	False	False	False
PPIAP36	False	0.650175	0.185508	False	False	False	False	False
PPIAP37	False	0.48524	-0.398376	False	False	False	False	False
PPIAP38	False		0.117059	False	False	False	False	False
PPIAP4	False	9.54172e-05	-0.411179	False	False	False	False	False
PPIAP40	False	0.000997038	-0.458086	False	False	False	False	False
PPIAP41	False	0.442622	-0.187187	False	False	False	False	False
PPIAP42	False	0.85029	-0.0452727	False	False	False	False	False
PPIAP43	False	0.114217	-0.332943	False	False	False	False	False
PPIAP44	False		-0.164282	False	False	False	False	False
PPIAP45	False	4.10256e-06	1.95268	True	False	False	True	False
PPIAP46	False	0.0888066	0.402516	False	False	False	False	False
PPIAP47	False	0.140876	0.517814	False	False	False	False	False
PPIAP48	False	0.215073	0.835576	False	False	False	False	False
PPIAP49	False	0.735959	-0.122166	False	False	False	False	False
PPIAP5	False		0.0973631	False	False	False	False	False
PPIAP50	False	0.962009	-0.0184214	False	False	False	False	False
PPIAP51	False	0.872974	0.0512012	False	False	False	False	False
PPIAP52	False	0.00738412	0.813413	False	False	False	False	False
PPIAP53	False	0.0657754	-0.274983	False	False	False	False	False
PPIAP54	False	1.6375e-17	-0.928493	False	False	False	False	False
PPIAP55	False	0.735691	0.0970999	False	False	False	False	False
PPIAP58	False	0.503718	-0.202392	False	False	False	False	False
PPIAP59	False	0.000532352	1.51645	True	False	False	True	False
PPIAP6	False	0.403192	-0.144267	False	False	False	False	False
PPIAP60	False	0.170879	-0.351265	False	False	False	False	False
PPIAP62	False		-0.202654	False	False	False	False	False
PPIAP64	False	0.145467	-0.422431	False	False	False	False	False
PPIAP65	False	0.216026	-0.272833	False	False	False	False	False
PPIAP66	False	0.149276	-0.339075	False	False	False	False	False
PPIAP67	False	0.857905	-0.0461633	False	False	False	False	False
PPIAP68	False	0.484666	-0.358745	False	False	False	False	False
PPIAP69	False		-0.202654	False	False	False	False	False
PPIAP7	False	0.689044	0.195462	False	False	False	False	False
PPIAP70	False	0.932504	0.047275	False	False	False	False	False
PPIAP71	False	0.00312525	-0.829625	False	False	False	False	False
PPIAP72	False	0.00113242	-0.504025	False	False	False	False	False
PPIAP73	False	0.0201931	0.62588	False	False	False	False	False
PPIAP74	False	0.991731	0.00529322	False	False	False	False	False
PPIAP75	False	0.97475	0.0160814	False	False	False	False	False
PPIAP76	False	0.585117	-0.32643	False	False	False	False	False
PPIAP77	False	0.136026	0.386064	False	False	False	False	False
PPIAP78	False	1.93515e-07	-1.10077	True	False	False	True	False
PPIAP79	False	0.999185	0.000583078	False	False	False	False	False
PPIAP8	False	0.790471	-0.0924736	False	False	False	False	False
PPIAP80	False	0.96116	0.0301263	False	False	False	False	False
PPIAP81	False	0.386206	-0.427196	False	False	False	False	False
PPIAP82	False	0.195718	-0.253834	False	False	False	False	False
PPIAP83	False		-0.00468029	False	False	False	False	False
PPIAP84	False	8.36741e-05	-1.17231	True	False	False	True	False
PPIAP85	False		0.122831	False	False	False	False	False
PPIAP86	False	0.407183	-0.405777	False	False	False	False	False
PPIAP87	False	0.741975	0.0965682	False	False	False	False	False
PPIAP88	False		-0.331693	False	False	False	False	False
PPIAP89	False	0.90566	-0.0703886	False	False	False	False	False
PPIAP9	False	0.606883	-0.128701	False	False	False	False	False
PPIAP90	False	0.0983512	-0.357057	False	False	False	False	False
PPIAP91	False	0.0890844	-0.345247	False	False	False	False	False
PPIAP93	False		0.117568	False	False	False	False	False
PPIB	False	5.45143e-35	-0.771773	False	False	False	False	False
PPIC	True	2.18609e-11	-0.518021	False	False	True	False	False
PPIC-AS1	False	0.000620623	-0.472361	False	False	False	False	False
PPID	False	0.138561	-0.076915	False	False	False	False	False
PPIE	False	8.36255e-07	-0.212665	False	False	False	False	False
PPIEL	False	4.90245e-06	-0.549044	False	False	False	False	False
PPIF	True	1.27097e-29	-0.77494	False	False	True	False	False
PPIG	False	0.957895	-0.00338491	False	False	False	False	False
PPIH	False	0.667543	-0.0369148	False	False	False	False	False
PPIHP1	False	0.544694	-0.144957	False	False	False	False	False
PPIHP2	False		0.106192	False	False	False	False	False
PPIL1	False	2.62969e-16	-0.530451	False	False	False	False	False
PPIL1P1	False		0.243551	False	False	False	False	False
PPIL2	False	0.207386	-0.0662047	False	False	False	False	False
PPIL3	False	0.000421664	0.223256	False	False	False	False	False
