gene	beta_subtype	pvalue_OLS	pvalue_LMM	fdr_OLS	fdr_LMM	status
PLAC4	0.0142078	0.0293021	0.37005	0.0474524	0.444349	lost_with_LMM
PLAC8	0.45067	0.00131863	1.75028e-06	0.00366512	5.05693e-06	same
PLAG1	0.778585	7.66057e-13	1.82657e-12	8.60896e-12	9.60447e-12	same
PLAGL1	0.285444	0.000611934	0.000398569	0.00186365	0.000856217	same
PLAGL2	0.231033	1.36753e-05	3.05698e-05	5.89141e-05	7.65716e-05	same
PLAT	-0.103498	0.490211	0.444386	0.547484	0.518302	nonsig_both
PLAU	2.1483	1.49379e-27	8.14472e-35	8.06096e-26	2.24411e-33	same
PLAUR	1.84522	6.32616e-31	3.14932e-36	4.48966e-29	9.48035e-35	same
PLBD1	0.938549	3.60872e-25	3.31833e-27	1.5768e-23	5.34493e-26	same
PLCB1	0.0534142	0.359787	0.544652	0.419163	0.61314	nonsig_both
PLCB2	0.621365	1.1364e-09	8.79862e-09	8.80105e-09	3.27709e-08	same
PLCB3	0.0559583	0.00473081	0.0854555	0.0111577	0.122288	lost_with_LMM
PLCB4	-0.631161	0.0259174	5.17171e-06	0.0427091	1.43001e-05	same
PLCD1	0.560723	3.26717e-12	3.47216e-17	3.40433e-11	2.65919e-16	same
PLCE1	-0.631963	0.0130183	3.89079e-10	0.0256684	1.65496e-09	same
PLCG1	-0.118811	0.139144	0.0157405	0.182195	0.0263731	gained_with_LMM
PLCG2	-0.109073	0.98286	0.181448	0.986144	0.238979	nonsig_both
PLCH1	-0.738724	1.95973e-07	1.34113e-07	1.14685e-06	4.4003e-07	same
PLCH2	0.952138	2.99372e-13	5.89011e-13	3.53036e-12	3.22154e-12	same
PLCL1	-0.439992	1.20661e-06	3.25057e-07	6.23541e-06	1.02186e-06	same
PLCL2	-0.301721	0.000169207	5.71458e-05	0.000581912	0.000137861	same
PLCXD1	-0.253822	0.0013775	0.000288516	0.0037963	0.000632327	same
PLD1	-0.320677	0.000133771	1.3774e-07	0.000471681	4.51677e-07	same
PLD2	0.288628	1.51562e-07	5.57632e-12	9.02743e-07	2.79174e-11	same
PLD3	-0.0625848	0.0478861	0.388883	0.0724198	0.463446	nonsig_both
PLEC	0.52768	2.98319e-06	6.04469e-18	1.44711e-05	4.97074e-17	same
PLEK	0.989424	2.43679e-13	5.94012e-13	2.90579e-12	3.24738e-12	same
PLEK2	-0.354674	0.11851	1.19574e-13	0.158365	6.96967e-13	gained_with_LMM
PLEKHA1	-0.198785	0.702173	0.000186883	0.744854	0.000420523	gained_with_LMM
PLEKHA2	-0.0693151	0.127906	0.21435	0.169394	0.276893	nonsig_both
PLEKHA4	1.43157	2.89781e-18	9.68912e-52	6.03797e-17	6.91827e-50	same
PLEKHA5	0.48472	1.22961e-09	7.84135e-12	9.48532e-09	3.88748e-11	same
PLEKHA6	2.3769	2.78395e-66	2.15089e-124	8.15001e-63	8.39565e-121	same
PLEKHA8P1	0.611442	3.79073e-12	7.5319e-18	3.92133e-11	6.15053e-17	same
PLEKHB1	-0.815506	5.08768e-05	1.76267e-22	0.000196753	2.0376e-21	same
PLEKHB2	-0.0359613	0.0430042	0.538652	0.0658962	0.607553	nonsig_both
PLEKHF1	0.685596	7.76886e-16	1.33698e-17	1.22771e-14	1.07013e-16	same
PLEKHF2	0.140635	0.000224415	0.00453769	0.000753197	0.00832467	same
PLEKHG3	0.11485	0.00279139	0.0583682	0.00709203	0.0868367	lost_with_LMM
PLEKHG6	0.38964	2.40566e-12	7.09708e-12	2.57498e-11	3.52446e-11	same
PLEKHH3	0.0956701	0.00450013	0.103285	0.0106933	0.14495	lost_with_LMM
PLEKHM1	0.148266	0.000540333	0.00014448	0.00166903	0.00033012	same
PLEKHM2	0.130097	0.00137944	1.76531e-05	0.00379987	4.57341e-05	same
PLEKHO1	0.138137	0.0113452	0.191416	0.0230486	0.250669	lost_with_LMM
PLEKHO2	0.292987	1.44661e-05	1.7165e-06	6.19824e-05	4.96425e-06	same
PLEKHS1	0.184137	0.870404	0.00129514	0.892899	0.00259162	gained_with_LMM
PLG	-0.0105606	0.0146201	0.609193	0.0278387	0.671954	lost_with_LMM
PLGRKT	-0.240403	0.267658	7.42611e-05	0.323388	0.000176927	gained_with_LMM
PLIN1	-0.119816	0.0119454	0.159288	0.0240139	0.213124	lost_with_LMM
PLIN2	0.608657	1.92388e-11	1.45779e-15	1.83011e-10	9.85038e-15	same
PLIN3	0.329706	1.21031e-06	9.42367e-09	6.24899e-06	3.49323e-08	same
PLK1	0.132543	0.550686	0.0461447	0.605314	0.0702763	nonsig_both
PLK2	0.208695	0.00187047	0.0395805	0.00497573	0.0612431	lost_with_LMM
PLK3	0.52508	7.67159e-10	8.49356e-12	6.07399e-09	4.19307e-11	same
PLK4	0.306671	1.87232e-09	8.37986e-11	1.42093e-08	3.76836e-10	same
PLLP	0.0440423	0.057959	0.489828	0.085371	0.562948	nonsig_both
PLN	0.0336899	0.880868	0.767919	0.902131	0.810941	nonsig_both
PLOD1	-0.466417	0.636727	1.33277e-27	0.685364	2.18582e-26	gained_with_LMM
PLOD2	-0.318854	0.636714	1.54004e-08	0.685364	5.57288e-08	gained_with_LMM
PLOD3	-0.0366464	0.0550023	0.289984	0.0815184	0.359715	nonsig_both
PLP1	-1.28945	1.12469e-22	6.67303e-25	3.69947e-21	9.03366e-24	same
PLP2	0.79902	6.59921e-18	6.74533e-25	1.312e-16	9.121e-24	same
PLS1	0.602486	6.00447e-16	2.82688e-16	9.64505e-15	2.03209e-15	same
PLS3	0.781621	1.47755e-09	2.22967e-36	1.1316e-08	6.78168e-35	same
PLSCR1	0.527532	1.7009e-12	8.99812e-16	1.84421e-11	6.19448e-15	same
PLSCR2	-0.0127988	0.0130882	0.498809	0.0257802	0.571084	lost_with_LMM
PLSCR4	-0.0945513	0.718526	0.30641	0.7588	0.377333	nonsig_both
PLTP	0.909195	1.16453e-15	2.35263e-17	1.78958e-14	1.83907e-16	same
PLVAP	-0.994396	0.0217537	6.90039e-20	0.037031	6.6505e-19	same
PLXDC1	0.110277	0.118263	0.297732	0.158106	0.367722	nonsig_both
PLXDC2	0.401573	1.427e-06	6.32547e-11	7.28111e-06	2.87767e-10	same
PLXNA1	0.397583	1.29446e-07	6.7755e-11	7.79739e-07	3.07524e-10	same
PLXNA2	0.287659	9.16796e-05	6.21584e-05	0.000335595	0.00014943	same
PLXNA3	0.452031	1.6415e-07	3.91039e-16	9.72772e-07	2.75847e-15	same
PLXNB1	0.202671	0.00097	0.000383813	0.00279005	0.000826827	same
PLXNB2	0.711003	6.86896e-07	1.01814e-30	3.67621e-06	2.13281e-29	same
PLXNB3	-0.200194	2.52339e-05	0.000435817	0.000103644	0.00093196	same
PLXNC1	1.78536	4.20232e-27	2.83421e-37	2.1583e-25	9.0432e-36	same
PLXND1	0.352782	7.67976e-05	2.22696e-05	0.000285583	5.68023e-05	same
PMAIP1	1.00764	7.36915e-14	6.38314e-15	9.34915e-13	4.14798e-14	same
PMCHL1	-0.0028516	0.0154363	0.594383	0.0288892	0.658426	lost_with_LMM
PMEL	-0.119059	0.00116601	0.0183928	0.00328456	0.0304682	same
PMEPA1	0.714061	8.88907e-11	2.79503e-19	7.77959e-10	2.57108e-18	same
PMF1	-0.165972	0.477789	0.00670408	0.535705	0.0119272	gained_with_LMM
PMFBP1	0.0687396	0.208823	0.0921166	0.260251	0.130555	nonsig_both
PML	0.192922	0.00058823	1.23734e-06	0.00179848	3.64051e-06	same
PMM1	0.292659	4.81549e-10	1.18686e-10	3.90238e-09	5.27442e-10	same
PMM2	0.152468	0.032418	0.00925085	0.0517398	0.0160962	gained_with_LMM
PMP2	0.0249878	0.0430461	0.286554	0.06594	0.356065	nonsig_both
PMP22	0.402769	1.30425e-05	0.000197746	5.63988e-05	0.000443092	same
PMPCA	-0.140432	0.311215	0.000161784	0.369532	0.000367078	gained_with_LMM
PMPCB	-0.0419104	0.0558642	0.152507	0.0826076	0.205389	nonsig_both
PMS1	0.0285226	0.0495674	0.47697	0.0745772	0.550657	nonsig_both
PMS2P1	-0.160004	4.2359e-07	2.43814e-07	2.34638e-06	7.77735e-07	same
PMS2P3	-0.130488	0.000227998	0.00466082	0.000763253	0.00853318	same
PMS2P4	-0.241511	4.23296e-10	1.24779e-09	3.43744e-09	5.04022e-09	same
PMVK	-0.133761	0.334097	0.00848063	0.393272	0.0148821	gained_with_LMM
PNISR	-0.176294	0.308336	0.0259906	0.366634	0.0417204	gained_with_LMM
PNKP	-0.189417	0.729604	0.000132171	0.769006	0.000303355	gained_with_LMM
PNLIP	0.0188424	0.0488465	0.626656	0.0736534	0.688316	nonsig_both
PNLIPRP1	-0.0242794	0.00813489	0.00873305	0.0175722	0.0152724	same
PNLIPRP2	0.00143041	0.0200227	0.928749	0.0348752	0.944057	lost_with_LMM
PNMA1	0.363868	3.03338e-07	1.59116e-11	1.72264e-06	7.66137e-11	same
PNMA2	-0.105184	0.260875	0.431345	0.316277	0.505307	nonsig_both
PNMA3	-0.236556	0.00164509	0.0134815	0.00445721	0.0228124	same
PNMT	0.278909	0.0786248	0.00379114	0.111115	0.00704223	gained_with_LMM
PNN	-0.0778164	0.116724	0.133801	0.156406	0.182569	nonsig_both
PNO1	-0.0182093	0.122904	0.596745	0.16349	0.660418	nonsig_both
PNOC	0.292952	0.439785	2.4984e-05	0.499165	6.32841e-05	gained_with_LMM
PNP	1.63623	2.40959e-23	1.01141e-25	8.52457e-22	1.45858e-24	same
PNPLA2	0.415669	6.05006e-08	7.40962e-18	3.78654e-07	6.05913e-17	same
PNPLA3	0.140528	0.581137	7.04362e-11	0.633682	3.19075e-10	gained_with_LMM
PNPLA4	-0.438258	0.0184346	2.73315e-14	0.0328468	1.6836e-13	same
PNPLA6	0.365316	5.58086e-07	4.14679e-19	3.03257e-06	3.77101e-18	same
PNPO	-0.433926	3.66697e-06	1.19329e-37	1.74981e-05	3.91412e-36	same
PNRC1	-0.0237195	0.0343273	0.559426	0.0542619	0.626099	nonsig_both
PNRC2	-0.180901	0.493271	5.05321e-06	0.550481	1.39757e-05	gained_with_LMM
PODNL1	1.06725	6.43109e-12	2.05782e-16	6.47533e-11	1.49764e-15	same
PODXL	-0.466878	0.465739	1.38112e-06	0.524505	4.04075e-06	gained_with_LMM
PODXL2	-0.294354	0.312465	0.00498267	0.370754	0.0090855	gained_with_LMM
POF1B	0.144336	0.955791	0.172405	0.964688	0.228249	nonsig_both
POFUT1	-0.128803	0.147998	0.00332019	0.192178	0.0062217	gained_with_LMM
POFUT2	-0.220854	0.878066	3.04595e-05	0.899812	7.6328e-05	gained_with_LMM
POGK	0.242066	1.15908e-05	7.72998e-11	5.06258e-05	3.48683e-10	same
POGLUT1	0.0699681	0.00360054	0.0950687	0.00882057	0.134289	lost_with_LMM
POGZ	0.0809663	0.0059031	0.140377	0.0134774	0.190654	lost_with_LMM
POLA1	0.213898	3.65793e-07	6.13909e-07	2.04558e-06	1.87357e-06	same
POLA2	-0.0912444	0.0785814	0.107431	0.111067	0.150014	nonsig_both
POLB	-0.0678093	0.912365	0.0335065	0.929592	0.0526095	nonsig_both
POLD1	0.499982	3.25346e-13	1.3652e-21	3.81744e-12	1.4816e-20	same
POLD2	-0.269275	0.988198	3.05389e-09	0.990906	1.18803e-08	gained_with_LMM
POLD3	0.15064	1.24581e-05	1.64752e-05	5.41517e-05	4.29293e-05	same
POLD4	0.0645492	0.193117	0.0877049	0.243083	0.125003	nonsig_both
POLDIP2	-0.281773	0.820369	5.72829e-23	0.849008	6.90105e-22	gained_with_LMM
POLDIP3	0.334527	2.20559e-05	7.65637e-11	9.16517e-05	3.45496e-10	same
POLE	0.200309	1.1428e-05	1.70906e-05	5.00081e-05	4.43846e-05	same
POLE2	0.0253208	0.355077	0.620635	0.414304	0.682343	nonsig_both
POLE3	0.108069	0.000944032	0.0013413	0.00272886	0.00267621	same
POLG	0.295602	2.00679e-06	8.40149e-08	9.99978e-06	2.823e-07	same
POLG2	-0.154009	0.0559341	0.00323639	0.0826766	0.00608023	gained_with_LMM
POLH	0.127844	0.000833852	0.00156836	0.00244477	0.00309862	same
POLI	-0.668437	2.60248e-06	1.81098e-23	1.27351e-05	2.23698e-22	same
POLL	-0.151785	0.535992	0.000291006	0.590971	0.000637188	gained_with_LMM
POLM	-0.113632	0.319429	0.0239669	0.377791	0.0387374	gained_with_LMM
POLQ	0.160922	0.924769	0.00128481	0.940184	0.00257358	gained_with_LMM
POLR1B	-0.0512892	0.114913	0.338428	0.154387	0.411611	nonsig_both
POLR1C	-0.297547	0.0451442	1.27922e-10	0.0687257	5.66766e-10	gained_with_LMM
POLR1D	-0.0745723	0.118918	0.0190166	0.158813	0.0313906	gained_with_LMM
POLR1E	0.326155	9.98479e-10	1.14999e-14	7.82087e-09	7.3069e-14	same
POLR2A	-0.00638668	0.0222348	0.913416	0.0376658	0.932528	lost_with_LMM
POLR2B	0.127221	0.00245359	0.0588035	0.00630494	0.0874065	lost_with_LMM
POLR2C	-0.0273341	0.0379881	0.411436	0.0592595	0.485873	nonsig_both
POLR2D	0.140954	0.000121453	1.08908e-05	0.000433337	2.89253e-05	same
POLR2E	-0.0344943	0.0373575	0.396315	0.058421	0.470579	nonsig_both
POLR2F	0.0314767	0.0314653	0.609495	0.0504065	0.672178	nonsig_both
POLR2G	-0.180869	0.938296	3.5735e-06	0.950718	1.0059e-05	gained_with_LMM
POLR2H	-0.0643681	0.19518	0.202639	0.245415	0.263744	nonsig_both
POLR2I	-0.156139	0.00316509	0.0414149	0.00789664	0.0637697	lost_with_LMM
POLR2J	-0.297733	0.103572	5.38884e-06	0.140814	1.48513e-05	gained_with_LMM
POLR2J4	-0.176971	7.06774e-05	0.000936504	0.000265012	0.00191187	same
POLR2K	-0.0799988	0.175286	0.0157598	0.223401	0.0263978	gained_with_LMM
POLR2L	-0.162921	0.266934	0.0114844	0.322646	0.0196641	gained_with_LMM
POLR3B	-0.351483	1.65458e-09	3.22327e-16	1.26058e-08	2.2945e-15	same
POLR3C	0.375627	1.00728e-11	1.78656e-39	9.92869e-11	6.55819e-38	same
POLR3D	0.293126	5.38458e-08	1.34051e-16	3.40094e-07	9.86014e-16	same
POLR3F	-0.172391	0.207559	1.13884e-07	0.258841	3.76716e-07	gained_with_LMM
POLR3G	-0.0775721	0.00958378	0.114076	0.0201375	0.15848	lost_with_LMM
POLR3K	-0.700952	5.99172e-21	3.64741e-53	1.65089e-19	2.68623e-51	same
POLRMT	0.0808405	0.0040159	0.0629843	0.00970212	0.093007	lost_with_LMM
POM121	0.0666765	0.0384998	0.473041	0.0599431	0.546876	nonsig_both
POM121C	0.0917997	0.00151318	0.0145569	0.00412268	0.0245056	same
POM121L2	-0.0158317	0.0110423	0.00849725	0.0225547	0.0149058	same
POM121L9P	0.0466462	0.123727	0.239549	0.164473	0.305037	nonsig_both
POMC	-0.201628	0.0020031	0.0201091	0.00528891	0.033017	same
POMGNT1	-0.0251906	0.0302509	0.4183	0.0487595	0.492439	lost_with_LMM
POMP	-0.0959459	0.195751	0.0268746	0.246002	0.0429978	gained_with_LMM
POMT1	-0.184516	0.797489	1.94886e-05	0.828845	5.01895e-05	gained_with_LMM
POMT2	-0.292443	0.590335	6.09999e-14	0.642216	3.64257e-13	gained_with_LMM
POMZP3	0.00779189	0.9374	0.92626	0.950159	0.942273	nonsig_both
PON1	0.0320824	0.0455071	0.0122067	0.0691972	0.0207973	gained_with_LMM
PON2	0.732217	2.57279e-16	5.49486e-40	4.30392e-15	2.08912e-38	same
PON3	0.296848	0.0259359	0.00853416	0.0427217	0.0149603	same
POP1	-0.0206256	0.909284	0.528122	0.926694	0.598269	nonsig_both
POP4	-0.128344	0.762596	6.91629e-06	0.798534	1.88086e-05	gained_with_LMM
POP5	-0.484894	6.02388e-08	8.44789e-22	3.77217e-07	9.28872e-21	same
POP7	0.0948216	0.00218334	0.0504226	0.00569039	0.0760007	lost_with_LMM
POPDC2	-0.433521	7.65517e-15	1.7265e-14	1.09054e-13	1.08172e-13	same
POPDC3	-0.668793	1.4061e-13	4.36519e-18	1.71873e-12	3.61758e-17	same
POR	-0.344904	0.650895	1.75343e-10	0.698175	7.66144e-10	gained_with_LMM
PORCN	0.514107	1.6642e-10	9.33244e-11	1.42039e-09	4.18388e-10	same
POSTN	1.69064	1.02095e-13	2.42671e-13	1.2732e-12	1.37545e-12	same
POT1	-0.0534758	0.183589	0.188626	0.232716	0.247319	nonsig_both
POTEKP	0.0213737	0.0263977	0.0288557	0.0434139	0.0459411	same
POU1F1	0.0325618	0.0514486	0.00331955	0.0770512	0.0062215	gained_with_LMM
POU2F1	-0.00569253	0.0354408	0.889422	0.0557961	0.913047	nonsig_both
POU2F2	0.515807	2.43252e-05	1.48141e-05	0.000100299	3.87995e-05	same
POU2F3	0.790074	5.28417e-20	3.83687e-23	1.31655e-18	4.6656e-22	same
POU3F1	0.25567	0.32987	0.00051045	0.38904	0.00108345	gained_with_LMM
POU3F2	0.00745522	0.0231128	0.36549	0.0388476	0.439756	lost_with_LMM
POU3F3	-0.00511108	0.015178	0.647089	0.0285517	0.706452	lost_with_LMM
POU3F4	0.00177265	0.0185045	0.870143	0.0329363	0.896444	lost_with_LMM
POU4F1	0.000245294	0.0175495	0.977392	0.0316599	0.982172	lost_with_LMM
POU4F2	0.000691569	0.0172538	0.83502	0.0312614	0.868546	lost_with_LMM
POU4F3	-0.030813	0.00607777	0.00207223	0.0137901	0.00401486	same
POU5F1B	-0.376605	1.70552e-09	2.98829e-19	1.2977e-08	2.74239e-18	same
POU5F1P3	-0.027805	0.00817896	0.151816	0.0176447	0.204505	lost_with_LMM
POU5F1P4	-0.0162323	0.010155	0.0417487	0.0210961	0.0642499	lost_with_LMM
POU6F1	0.0461879	0.00869162	0.245377	0.0185796	0.311679	lost_with_LMM
POU6F2	-0.0611197	0.00214072	0.00103343	0.00559799	0.00210058	same
PPA1	0.409607	2.34722e-07	4.44041e-15	1.35733e-06	2.9065e-14	same
PPA2	-0.166412	0.554052	1.33167e-05	0.608516	3.50187e-05	gained_with_LMM
PPARA	0.326283	4.79932e-06	1.16179e-06	2.24173e-05	3.42769e-06	same
PPARD	-0.1827	0.212077	2.44635e-06	0.263717	6.98361e-06	gained_with_LMM
PPARG	0.0148125	0.447749	0.86382	0.506829	0.891926	nonsig_both
PPARGC1A	-1.97846	6.65073e-23	2.73732e-31	2.25087e-21	5.99141e-30	same
PPAT	0.0472226	0.0401947	0.316098	0.062251	0.387755	nonsig_both
PPBP	0.418528	0.0412123	2.49897e-05	0.0635998	6.3285e-05	gained_with_LMM
PPBPP2	-0.000846108	0.0165945	0.865771	0.0304485	0.893468	lost_with_LMM
PPCDC	-0.213376	0.124014	1.1316e-05	0.164799	2.99864e-05	gained_with_LMM
PPCS	-0.12127	0.25049	0.000183683	0.304721	0.000414117	gained_with_LMM
PPDPF	0.0272545	0.0201064	0.726577	0.0349845	0.776014	lost_with_LMM
PPEF1	0.24078	0.401738	4.22338e-05	0.461482	0.000103594	gained_with_LMM
PPEF2	-0.00455352	0.0146732	0.490689	0.0279102	0.563606	lost_with_LMM
PPFIA1	0.0429493	0.0107484	0.370745	0.0220835	0.444955	lost_with_LMM
PPFIA2	0.0871443	0.309889	0.00380196	0.368107	0.00706121	gained_with_LMM
PPFIA3	-0.441502	5.51231e-09	2.47061e-11	3.94796e-08	1.16939e-10	same
PPFIA4	-0.0776094	0.155095	0.342026	0.200548	0.415389	nonsig_both
PPFIBP1	0.202581	0.00052735	0.00151271	0.00163065	0.00299676	same
PPFIBP2	0.111529	0.00372087	0.0870184	0.00907266	0.124145	lost_with_LMM
PPIA	-0.0874273	0.0928079	0.0215501	0.128083	0.0351661	gained_with_LMM
PPIB	-0.66639	0.00626966	1.26223e-32	0.0141351	3.02884e-31	same
PPIC	-0.486887	0.00484986	2.06528e-16	0.0113857	1.50214e-15	same
PPID	-0.0677106	0.37616	0.121614	0.435691	0.167739	nonsig_both
PPIE	-0.206943	0.559672	4.10806e-08	0.613418	1.42366e-07	gained_with_LMM
PPIEL	-0.386902	7.56229e-05	2.18742e-05	0.000281751	5.58907e-05	same
PPIF	-0.644105	0.000215788	1.86922e-34	0.000727159	5.03186e-33	same
PPIG	-0.0202504	0.0317446	0.648551	0.0507902	0.707851	nonsig_both
PPIH	-0.0221829	0.342151	0.640637	0.401703	0.700519	nonsig_both
PPIL2	-0.0305809	0.0473077	0.509948	0.0715912	0.581457	nonsig_both
PPIL6	-0.0644905	0.539989	0.286233	0.59496	0.355778	nonsig_both
PPIP5K1	0.0764284	0.00269965	0.0543237	0.00687985	0.0812738	lost_with_LMM
PPIP5K2	0.033397	0.017679	0.523024	0.0318053	0.593815	lost_with_LMM
PPL	1.70327	8.5641e-24	8.95245e-77	3.22462e-22	2.55691e-74	same
PPM1A	0.030719	0.0125881	0.468516	0.0250139	0.542611	lost_with_LMM
PPM1B	0.0176838	0.0270874	0.659448	0.0443442	0.716738	lost_with_LMM
