gene	log2FC_B_vs_A	cohen_d_B_vs_A	p_value	padj
LPAR2	0.2752914819432575	0.48284198090742453	0.0077098765430429796	0.0458522629002065
ZNF843	0.24942109346755026	0.5046934191453106	0.007717864719925589	0.045891077145448426
PSMD4	-0.17329186301568722	-0.4628585884860101	0.007718177910579276	0.045891077145448426
AC079380.1	-0.020807430703640793	-0.43630489222346924	0.007722178682536556	0.04590820175294183
SERBP1P3	-0.057577813115627194	-0.4117913231540982	0.0077228335760058985	0.04590820175294183
B3GNT4	-0.14079883587247916	-0.4411017291910877	0.007724770687516507	0.04591443873818001
AC113403.1	0.013223526747177878	0.5663109204196759	0.007726952201056488	0.045922126797934955
PMCHL2	-0.011041382199963538	-0.40675694765302417	0.007728048063509097	0.04592336168836117
REC8	-0.48076784148043084	-0.4690334547053208	0.007732309404045956	0.04594340475613242
RHOC	-0.22239762199241842	-0.4548376928494047	0.007738799486286996	0.045976684310131764
AC091045.1	0.057114713200375894	0.5076424660639376	0.007740085043228827	0.04597903936477953
ARF6	0.16069213694056295	0.432127622666946	0.007744208037104384	0.04599824739337294
C11orf91	-0.014374940703937793	-0.43095744679803005	0.007747733217151676	0.046013900584831784
PDCD1LG2	0.3190103292855314	0.5140996046204579	0.0077537151368115695	0.04604413911801367
OR2B11	-0.032368913440273955	-0.41088784477039253	0.007761871900748341	0.0460872841726487
SLC39A8	0.4552119289063974	0.521628599491752	0.007764282696761065	0.046096305686821056
PAM	-0.3027849959766957	-0.46570927087234126	0.00777471765872437	0.04615295888535138
AC078923.1	0.06649177893612535	0.5196614246324145	0.007781672052190429	0.046187096260561875
UMODL1	0.06274642231427274	0.48059166068611614	0.007782673928372824	0.046187096260561875
EPB42	0.0692444763820165	0.5608123104800088	0.007783147817960128	0.046187096260561875
ANKRA2	-0.22821021445855116	-0.4560809058089864	0.007785388808579757	0.046194769803071405
RPL7P45	0.006626344935987915	0.5408494363757873	0.00778622756480382	0.046194769803071405
PTP4A1P7	0.0032512144039821347	0.5592615347887614	0.007788059185680409	0.04620033595855451
AC004593.2	-0.042597050917899615	-0.44092791890750277	0.007790909124129868	0.0462119410091626
LPAR1	0.474462881505731	0.500986084081487	0.007795580297765072	0.04623434485350724
MIR5188	0.017866212578563953	0.5430033591762023	0.0078026007063882056	0.046270674900004645
LAMA5	-0.3154971632994732	-0.478201673815138	0.007805339785706142	0.04628161055597412
ATP12A	-0.21796450393322198	-0.39443460461107593	0.007809843185253884	0.04630300400741385
ZNF726	-0.19898717296735557	-0.4886634813583767	0.007811934287311253	0.04631009216223228
AC012313.2	-0.21847963246768598	-0.4749519267122765	0.00781552902804853	0.04632090527675437
EPS8L1	-0.42193760955114623	-0.5030768462465999	0.007815549854763626	0.04632090527675437
LINC02385	-0.002033826008059318	-0.38352691061226496	0.007817210808473337	0.046322977669183474
CDCP1	-0.3924769744810028	-0.4891066156973618	0.007817691131847463	0.046322977669183474
AP001107.1	-0.0682890307054353	-0.4532191415961869	0.007824442637433517	0.046352942847619955
SRRM2	-0.26286348422240735	-0.46560394087340723	0.007825345876591842	0.046352942847619955
RGS19	-0.23959542939239453	-0.470936456914381	0.007825437354909443	0.046352942847619955
ECD	-0.16737812631888005	-0.46248733771464573	0.007829060690810423	0.04636909373296275
FAM234A	0.20341325033634394	0.48344884697643076	0.007837923684849915	0.046416270232166046
AC073648.7	-0.1182962584312729	-0.4460943416009189	0.007844900363133988	0.04645226642368277
SLC12A7	0.3369205250018643	0.5197542394711424	0.0078515116780077	0.04648609118175592
ACTBP9	0.028496970403967925	0.4928370245615726	0.007864886510354071	0.046546343906328926
CDKN1B	-0.2611222393608248	-0.4480778199420643	0.007865512623757788	0.046546343906328926
AC004461.2	-0.05122255618071844	-0.4327136087396779	0.007865522803859307	0.046546343906328926
RNU6-610P	-0.03831366285722615	-0.42256141569945255	0.007866142519171239	0.046546343906328926
INAFM1	-0.3004999331917233	-0.4389002655464095	0.007866189000355989	0.046546343906328926
AC093752.3	-0.0027492264505038382	-0.38320392948938875	0.007867177934215052	0.04654686935425567
AC011247.2	-0.03172053120585208	-0.3936408305581929	0.007873982656411805	0.04657677019530085
AC008119.1	-0.08990404435665861	-0.44073998407032267	0.007874033088652706	0.04657677019530085
AL627309.7	-0.23066753133544804	-0.4189725375581845	0.00787619168507067	0.04658421002249679
TMEM47	0.4118354894324865	0.48227754640597525	0.007883471550981581	0.04661872877052855
AC123768.1	-0.061799286002431814	-0.45320607868477597	0.007883830966298702	0.04661872877052855
AL354893.2	-0.017509182578827307	-0.4453198173788493	0.007892895643130575	0.04666699366589586
FAM66C	-0.2419924225684813	-0.4729374706201755	0.007896990581145326	0.04668586714777706
AP002991.1	-0.005878088006178244	-0.3917251393584153	0.00790309483843734	0.04671661376205227
HNRNPA3	-0.20840869530952588	-0.5039926015774586	0.007904981250859127	0.04672242375850684
TYK2	-0.17287092061027742	-0.4717995982054126	0.007917186191167755	0.046789213157882946
AL732372.2	-0.11809005450773774	-0.45251739958752657	0.007918978461766273	0.04679445723190444
UBE2V1P11	-0.0015723268366699941	-0.3828181346347654	0.007927244382870718	0.0468379495295507
VDAC2	0.22526141839701896	0.45791478146894343	0.007928621314454971	0.046840733096284816
AP001062.1	-0.19702758381077978	-0.46670842526371265	0.007931978966148863	0.04684746643726147
BX322635.1	-0.009529442009436877	-0.424963833215216	0.007932923836640576	0.04684746643726147
AL451065.1	0.02505426062009347	0.572452303109529	0.007935237826276047	0.04684746643726147
SLC15A2	-0.5170385446489334	-0.4886083070587788	0.007935320330772875	0.04684746643726147
BMP2	0.47059866221442004	0.4834391159250002	0.007936599160229428	0.04684746643726147
C4orf33	0.29526382707637877	0.46873675624732636	0.00793665629016111	0.04684746643726147
AL356317.1	0.024655402599529058	0.5096057019346439	0.007936884478050455	0.04684746643726147
AC034245.1	0.009292236039975501	0.5271162064166875	0.007937008633692013	0.04684746643726147
CHIC1	-0.21269576481588093	-0.49283175840531507	0.007946495085498216	0.04689810629607375
ATP5MGL	0.01506620131190469	0.47136337391894806	0.007951730892448489	0.046923651281456556
TMPRSS12	-0.040917748705137105	-0.4153751442503863	0.007954891579483231	0.04693694642476693
GSTO2	-0.30294481436265563	-0.4972969993245804	0.007964681640933155	0.04698934995257209
ACSM5	0.3934154803995682	0.4679326503134351	0.007967749958274921	0.04699383626932519
PPP4R1L	-0.31179584593328835	-0.4698628230668453	0.007968748555930737	0.04699383626932519
NDUFA9	0.2640270884583851	0.49291554397690507	0.007968779197023677	0.04699383626932519
RN7SL792P	-0.006738861083902585	-0.4151359477847889	0.007969077183688434	0.04699383626932519
AC007224.1	-0.006443859379657604	-0.40756372261945784	0.007975844577367127	0.04702838072294544
AC087280.2	-0.01828053132522072	-0.43278050626519127	0.007980375730962157	0.047040446155083196
TWSG1	-0.3303221094829736	-0.5005803439709577	0.00798040926007785	0.047040446155083196
RPS29P11	-0.08061829901828192	-0.4229778516127437	0.007980619870405617	0.047040446155083196
LTB4R2	-0.14382317940959677	-0.47596769614948137	0.007987237742678057	0.04707408831908195
SMC2	0.2736644982500058	0.45924067239473565	0.007997843890902601	0.04713122569144893
ZBTB12BP	-0.04363557424078819	-0.4323079003725955	0.007999859531974874	0.04713773202574666
AL591122.1	0.004617125612523343	0.5602563552573018	0.008001800173185303	0.04714379500462404
MMACHC	0.20432162198653625	0.49720176536444705	0.008005518596936217	0.04715602386844546
ECE1-AS1	-0.07573689573403328	-0.47321454010413927	0.00800653267445053	0.04715602386844546
AC104819.3	-0.14786156314998578	-0.4560532950890266	0.008006909268349979	0.04715602386844546
EPG5	-0.2368653764208979	-0.4578488875349177	0.0080075234590091	0.04715602386844546
PLAA	0.16364363330353449	0.43309050403701926	0.008008896023402077	0.04715873630905771
PDCD2L	0.1580749665256571	0.4817070330774386	0.008022283632876553	0.04723218819761806
ADGRG1	0.3635865970116363	0.49065349025661215	0.008023868312018501	0.047234227562021544
AC092423.1	-0.010120389369680448	-0.3961453212058827	0.00802445686860357	0.047234227562021544
SYT1	-0.21110882425845784	-0.43349656253293817	0.00802581733327859	0.047236858652534616
FBXL15	-0.2665268906179037	-0.4452549673192521	0.008026852742520787	0.04723757621127716
BDKRB1	0.19896601143526238	0.5202452823172304	0.008035137586359884	0.047280951266301316
DSCC1	0.17459131773695313	0.47996518978367675	0.008037157558209584	0.04728745642195652
FRMPD2B	-0.1672360760518874	-0.42912250426230725	0.008041302462501882	0.047306460937250834
ORC1	-0.19487209399768324	-0.46601909298230176	0.008046725321718441	0.04732197965489355
AGPAT3	0.22826270863087839	0.5192129234831537	0.008047280294033983	0.04732197965489355
CLDN15	-0.25503960380769675	-0.46066423279933094	0.008047550770837188	0.04732197965489355
AOX2P	-0.0035803634161088236	-0.3919750029350939	0.008047600879602674	0.04732197965489355
AC129492.1	-0.07414129542116253	-0.4411197538036687	0.008050193938673199	0.0473318452260068
HOMER3	0.2923347469207229	0.5144694483543821	0.008052650420850734	0.04734090562899185
LINC00951	0.10902887583813518	0.5812270612129997	0.008058882233998733	0.04737215632628266
AP001010.1	-0.014766997466975029	-0.3845833095795219	0.008060259531832044	0.04737486708917559
DNM1P34	-0.005425885941978198	-0.3968296986188863	0.008063969167131714	0.047391284191561314
UBAP2L	-0.15759902530722592	-0.4606873005650401	0.008066400110003391	0.04740018364640743
TMEM123	0.3647727629223869	0.4687507406323723	0.008071571222449392	0.04741584582565335
AL357673.2	0.013387322955889614	0.5083886506605985	0.008071631455706194	0.04741584582565335
RPL5P7	0.00503648865170565	0.5512297627527022	0.008071816263526646	0.04741584582565335
ARHGEF26-AS1	-0.5309383627744291	-0.4943011050200252	0.008079032749363248	0.04745284671766503
RUFY2	-0.21979672989291776	-0.45444458608474797	0.008083802154315712	0.04747546771173422
LINC02210	-0.2478890466728716	-0.4829322316517792	0.008086352749011223	0.047485054168080784
RNF114	-0.15312532548343505	-0.4674122643717503	0.008090067197967859	0.04750147211015283
HLA-K	-0.25605938914684456	-0.46753906873779977	0.008091709307263313	0.047505719798807126
RPL7AP10	-0.11352960249611732	-0.42603159335723834	0.008101379144051728	0.047557091260989774
NTAQ1	0.20771345314118683	0.4739948381144256	0.008104517902664298	0.047570116375104825
BCKDHB	0.2635501575083756	0.45602878849598105	0.008108640255229444	0.04758891116084096
REPIN1	0.19776695902503683	0.494393925464052	0.008121267960413217	0.04765761319801724
KATNA1	-0.1449815955619811	-0.47332613955371206	0.008132856684736702	0.0477202033387518
RPS20	-0.2893886498580045	-0.479980230987977	0.008135017936869788	0.047727469087074384
U62631.1	-0.1371689802541023	-0.40612366137368505	0.008139080392636982	0.04774588612406704
AC005329.3	-0.05663703812717627	-0.43850947122341705	0.008143544988233813	0.04776665776843906
HORMAD2	-0.030821009444450556	-0.41426861490535444	0.008149938281982566	0.047795884150609015
GTF2A1	-0.2876675615170239	-0.45688258294500367	0.008150376253409726	0.047795884150609015
CXorf58	0.06315497180467405	0.46303273309310006	0.00815939224388226	0.04784333057301231
AL589935.2	-0.05160215491266673	-0.4380567401364922	0.008167855689745923	0.04788752670889472
FARP2	0.253851252786375	0.4800408265061127	0.008169328834308577	0.04789073385681111
ADAMTS13	-0.31102724029440854	-0.47726190679508723	0.008174198847008686	0.04791385134636887
CDC34	-0.2239569905409562	-0.4574676884502345	0.008176184709143539	0.047915666942300844
HSD17B11	-0.27424973970292044	-0.49560072590859644	0.008176901464527939	0.047915666942300844
KHSRP	-0.1693947269409728	-0.46082747011635333	0.008177288406060702	0.047915666942300844
SNRPCP6	-0.01665880254625421	-0.4078393585622977	0.008179087149213025	0.04792077674744559
SLC16A13	0.40600767843886887	0.5286440439068804	0.008189184597879774	0.04797194810312281
EPB41L3	0.5056383449998094	0.49584823355394647	0.008189676429664252	0.04797194810312281
RAD1P1	-0.00467064901982518	-0.412109999732139	0.008191804430903194	0.04797731190228391
ARFGAP3	0.28568911279720144	0.42639761402139426	0.008192447720933011	0.04797731190228391
AC091076.1	-0.07352919348929579	-0.38159747174325287	0.008201529678866937	0.04802505958825594
AC016642.1	-0.0024680872786314234	-0.40034622397758696	0.008206490161507813	0.04804866539195318
SFSWAP	-0.205717230263053	-0.46453568672961554	0.0082094102715941	0.04806032090506085
NMU	-0.6402303344151121	-0.43572543421288956	0.00821616688810218	0.048094431282618505
AC134878.2	0.27775599061033696	0.47426524292383365	0.008220013620110428	0.048111502468537674
MAST1	-0.15953308516729792	-0.44584548678535163	0.008222862381947877	0.04811761664720866
GDF5	0.3039877166866085	0.5103274987722433	0.00822291926884769	0.04811761664720866
MAP4K4	-0.22532291521205305	-0.48856941255965625	0.008231668830281647	0.04816336579347072
AP001439.1	-0.041517934070576384	-0.39716205078300043	0.008234738359999041	0.04817587457109519
ACY1	-0.08478620353481586	-0.47118163734321455	0.008236917962009453	0.0481831747436053
LINC00882	0.2797163629656121	0.5201974604584093	0.008241952035149816	0.04820716906341275
LINC00612	0.16978947215487245	0.5088309028775871	0.00824984916168926	0.04824770263855778
PSMC2	0.15774915097733544	0.47644398956868006	0.008250748089048103	0.04824770263855778
DDAH1	-0.27809668580927926	-0.48931909530075296	0.008252916958306628	0.0482549286330839
AL162411.1	0.1823076516078762	0.49696300405911525	0.0082613435467679	0.04829423003704115
AC013643.1	-0.0021026324682383297	-0.3807187071370966	0.008261506428180966	0.04829423003704115
ARNT2	-0.43735619718940644	-0.4617059649855032	0.008263256963239592	0.04829900314525631
DHRS4L1	0.045935423533622316	0.47674354498508525	0.008269025438931241	0.048327257512723036
MIR600HG	-0.30463848207079103	-0.4678516119971128	0.008271817611203484	0.04833529347728974
HNRNPDLP4	-0.03026333207036829	-0.41355483988067077	0.008272269870511384	0.04833529347728974
HSPA8P5	0.05168788630806474	0.49785965974414514	0.008274805826198644	0.048344648523167784
RNVU1-18	0.010971144190324578	0.5542880140163102	0.008288085498814263	0.04841363889580957
AC117440.1	0.004416796169844662	0.5178962182747027	0.00828848688179695	0.04841363889580957
AL513327.2	-0.027727945526169473	-0.4726551188043688	0.008293846452915397	0.04843947299827288
CDH12	-0.011983047773709869	-0.41814607393300074	0.008295025676650018	0.0484408890756916
ZCRB1P1	-0.04087630967770843	-0.45408608278041235	0.008302138734966059	0.04847695304017952
SMAD1	0.18091767984625662	0.4638893254459101	0.008306402065451399	0.04849637091640028
TNP2	-0.005489373769271878	-0.40376279437471635	0.008309333487334609	0.048506415825795485
WWP1P1	0.014620294854400938	0.5039806332041215	0.008309998603792659	0.048506415825795485
CCT5P2	0.009072662082470847	0.5024517634297857	0.00831235143076522	0.048514673232088065
AC012645.4	-0.05267482911635844	-0.42212841899674375	0.008315975475181635	0.04853034734196113
RAP1GDS1	0.2666797311678062	0.463779751207863	0.00832110568880553	0.048554806620833085
CGAS	-0.2495091045105582	-0.47875249424171584	0.008322129084215077	0.04855529922981449
FFAR1	-0.21211947596739222	-0.3864520357656516	0.008325932093376	0.0485720075000639
AC009166.3	-0.004669910291304242	-0.3802800637791883	0.008332946842549871	0.04860744660745588
MRPS36	0.1888109156191362	0.45714646315800606	0.008334623994024326	0.04861174614876967
AC118282.2	-0.003069466207030763	-0.39593614689319867	0.008344925628783235	0.04866296633541191
ADAL	0.24088379449369768	0.47578240546210565	0.008345287955414376	0.04866296633541191
CACNA2D1-AS1	0.12650959316217947	0.547953627552223	0.008352513386454485	0.0486996075912671
AL160191.3	-0.06831220827228991	-0.39426879637655415	0.008358558672256792	0.048729360484900903
AC091151.2	-0.018325212845029068	-0.3880431926059721	0.008361584572739552	0.04874150601295626
ACER3	0.1903006479749152	0.4481068971309413	0.0083635919206533	0.04874771210650392
TSPAN7	0.5020953142072813	0.49561350665615667	0.008365716898333814	0.048754602336271824
AC008696.1	0.009823461032373953	0.5208049806321723	0.0083687619945696	0.048766852772277276
AC073636.1	-0.04541323815900459	-0.39969880539018543	0.008371330458814987	0.04877632330769372
TTC32	-0.2633210762482068	-0.46422168429373245	0.008375259058067018	0.04879371576742943
AL596223.2	0.02033961344738095	0.5053296193398724	0.008387791038950853	0.048861221405338245
PRDM2	-0.2777536520767496	-0.48518980905794795	0.008391857708296762	0.04887940459041832
AC091769.1	-0.009773951434135082	-0.39473627367130515	0.00839449477291694	0.04888925770946141
PAXX	-0.32513778750825484	-0.45944494529557467	0.008399089034300351	0.048910505974403766
RANP1	0.055629375611710635	0.4507719433210894	0.008400265813788584	0.04891185063583171
LINC01561	0.030056802567100728	0.5615850909892515	0.00840150244686291	0.04891354346202746
TMEM213	-0.08729143164222819	-0.3836230270354809	0.008413497516217639	0.04897127901850222
AC138304.1	0.004233339720418443	0.5493856824291451	0.008413695659683997	0.04897127901850222
GRK2	-0.1925889415717048	-0.4854208657354396	0.008414260294316338	0.04897127901850222
AC009055.2	-0.00448594760049113	-0.37977855347112005	0.008415315274358386	0.04897190728700726
LINC02570	0.021473869434750055	0.5259924122387054	0.008420027567517044	0.048993816309651606
GAST	0.007985086471240466	0.5505827976394667	0.008424169587104598	0.04900714807338126
DGKQ	-0.16043694661686114	-0.4596819211601383	0.008424214175403415	0.04900714807338126
RPL37A-DT	0.10559862088110239	0.48016128759709853	0.008426826242349653	0.049016829225887834
KCNH4	-0.07965857978553065	-0.4094901142121512	0.008431838901838939	0.04904047030176509
SHISAL1	0.31932803835041174	0.5372641177423733	0.008436369743326918	0.04905940040985605
