gene_symbol	log2FC_BRAF_vs_RAS	pvalue	FDR
AC145207.5	-0.08769084658418969	0.06917604519618825	0.14475204341833814
CLCA4-AS1	-0.06506459585217961	0.06919330506418064	0.14478006898702714
SNRPEP11	0.013334418006946389	0.06919503877337203	0.14478006898702714
MRPL23-AS1	-0.036879302956716806	0.06920678103908638	0.14479877819864528
SIPA1L3	0.12481364867305	0.06922683555546774	0.1448348766058311
PTTG4P	-0.011899924570367756	0.06923105101344235	0.14483783529979052
DHX8	0.08641580178341801	0.06924252521256623	0.1448559791054228
ATP1A4	0.024085075747904056	0.06925804613162656	0.14488258687447886
RSL24D1P6	0.029472677717679557	0.06926635545777457	0.14489410699473143
AL139156.2	-0.030217240832572517	0.06928615925221851	0.1449296697943485
ASB6	-0.07776572056591124	0.0692990752964883	0.14495082281361021
XYLT2	-0.07635686706766087	0.06930282204942588	0.14495279576227815
AL442125.2	0.00987241256048306	0.06930945360920107	0.14496080212815549
SH3BP5	-0.22848896711613031	0.06931429034607975	0.14496505412400726
ARPC3P1	-0.02251937518882971	0.06942221482210326	0.14518489645924956
AC005785.2	-0.05447669718028253	0.06943557832896208	0.14520697063261023
GRIA1	0.01686686647473499	0.06944304879131717	0.14521671970500558
LINC00393	-0.008876671873647098	0.06944624483144858	0.14521752983762912
RN7SL799P	-0.00552545626786571	0.06945119020522199	0.1452219977502648
UFM1	-0.11199189599139636	0.06945969741192633	0.1452339127703914
SMPDL3A	-0.13566836297074047	0.06950084503186207	0.1453140722037849
SLC13A2	-0.1172897703033558	0.06950614640065879	0.14531927996359328
LINC01707	-0.014366207696962749	0.0695504616709918	0.1454039397349724
STARD9	-0.1888717058894498	0.06955226360678743	0.1454039397349724
INE1	-0.1288438949451699	0.06955898676449898	0.14541211545997879
AC133473.1	-0.01648679308831688	0.06957345985293732	0.14543649099362302
MIR196A1	0.0005011420600517083	0.06962299654853911	0.1455341586232329
CDYL2	-0.1312052143233613	0.06962872493246453	0.14554024878347938
AC010731.1	0.0016764194511495998	0.06963542890699821	0.1455483775804437
MIR185	0.0014721242105866484	0.06966486853528893	0.14560031864002457
ALDH1L2	0.246762621628414	0.06966591139632461	0.14560031864002457
MIR4645	0.019483312566410657	0.0696705209254524	0.1456040668524491
AL031587.3	-0.04114418588081212	0.0696919225379562	0.14564290703296096
AC083798.1	-0.021160283038025834	0.06972126900181118	0.14569834663607006
DDX3P1	-0.023792161051282498	0.06973856148573268	0.14572859326105655
LINC00377	0.011838191936369528	0.06974963527582213	0.14574584312565098
TMEM191A	0.15809101723481978	0.06976826228851209	0.14577887384785732
AL161756.1	-0.04337255019737371	0.06979905102228251	0.14583731245680495
SLC6A15	-0.05046338455062489	0.06982861429337513	0.14589318597909515
RNU6-626P	0.001286448091249876	0.06983430596940896	0.1458991819881332
MIR26A2	-0.008251658368224297	0.06986009757584821	0.14594716897901555
AC092159.1	0.016071617478958376	0.06986627882193604	0.14595418505896487
RPL31P16	-0.003760391036110348	0.06987704501476369	0.1459707783703019
IPO8P1	0.016048865728661085	0.0698811310234432	0.1459734162264103
AC004386.1	-0.001938911617509275	0.06990092654973167	0.14600886786762518
GLRX	0.16729393576348528	0.06991164482247493	0.14602535686762722
AP005899.1	-0.04331934761734468	0.06993097021676958	0.14605982161534456
AC015813.5	-0.059872965457215654	0.06994910193470591	0.14609179053288232
SYCE1L	0.22188977016817502	0.06996097823026642	0.14611069266945492
AP003100.1	0.0007612627776583778	0.06999601571732221	0.1461779625433568
RNU6-904P	-0.0037931752312107395	0.07001841007283285	0.14621711770028437
RNU6-677P	0.002799671754865175	0.07002042074615196	0.14621711770028437
LINC01149	-0.006466997087018081	0.07004220908345975	0.14625670927875298
RPL23AP46	0.0026307165682072147	0.07006142444225896	0.1462909251822372
RAP2CP1	-0.0050844445027628865	0.07011334407727095	0.14639342334011296
RNA5SP227	0.0010416777892947216	0.07012628060786844	0.14641452158573856
CEP104	0.09475895139538171	0.07017908818666509	0.1465188603110572
AC004967.1	-0.027449095303072615	0.07021400194266286	0.14658583366080274
KLHL33	0.041292849908647344	0.07023285253447308	0.14661926787428417
MAGEE1	-0.1168019159954401	0.07025635036545332	0.14665745623903317
ANKFN1	-0.022823814507604637	0.07025681830389549	0.14665745623903317
GUCA2B	-0.0033660588428131395	0.07027673135607068	0.14668840849417877
AP000563.1	0.003031964310993638	0.07027732026166839	0.14668840849417877
ACTRT3	0.1332081448252591	0.07030262235027566	0.1467352973517945
PHKA2-AS1	0.036282361679832065	0.07030698382808981	0.14673847704547513
AC023794.4	-0.013064935013400444	0.07032375044961743	0.14676754634887462
PSMC1P8	-0.00306014609263625	0.07034453754197693	0.1468050037969879
ZNF415P1	0.005737322621745578	0.07035776314247273	0.14682080941937836
PEBP1P2	-0.04063446447117197	0.07035779040275293	0.14682080941937836
TMEM209	-0.10012518929058256	0.07036741541788272	0.14683496838995108
AC020911.3	-0.01769295791738446	0.07037124423254906	0.1468370318333959
SRI	-0.1045413474382837	0.0703742613878261	0.14683740156562392
RPL26P26	0.0029389578609985353	0.07039305501886274	0.1468706878937605
AL121999.1	0.0005312336613437613	0.07039977190008656	0.14687877517238623
MIR5684	-0.007643119689004739	0.07042062007164315	0.14691634346867763
LINC01926	0.005101048766855959	0.07042405908552578	0.14691759001605975
LINC02017	0.001075255624631219	0.07042777017288143	0.14691940403545134
AC110716.1	0.0010438141009399056	0.07044285511828711	0.14694494396174926
FBXW2	-0.11040571982198255	0.07045740129382284	0.14696862989512977
HNRNPA1P59	-0.04082220590023472	0.07045989474393619	0.14696862989512977
ADAMTS15	0.2889770783810146	0.07046782554581012	0.14697924289082118
OR4F14P	0.000637484677181238	0.07047573513490768	0.14698981078722334
ASNS	-0.10656495874461047	0.07049022542681398	0.14701184389212377
PQBP1	-0.1251054756282688	0.0704919857994262	0.14701184389212377
ZDHHC13	-0.09352175266020435	0.07058575682114149	0.14720146697375466
PPIAP90	-0.014799641374329972	0.07064404227276778	0.14731707516621706
RNU6-1128P	0.0020944973043888824	0.07066395825576896	0.14735266374899286
C18ORF32	-0.10113762369641588	0.07068760011435314	0.14739601856398268
KRT28	-0.04974483219421419	0.07071720637813383	0.14745180620942178
KDELR3	0.22325336009176144	0.07074160565235915	0.14749673274657543
LINC02234	-0.025588013045325722	0.07074485555974067	0.14749756086377802
PCNX3	-0.0929702908131187	0.07080766212913546	0.14762255494858145
EGILA	0.006664753699678441	0.0708269837917968	0.1476568835922367
LINC02355	0.021539921778958304	0.07083251742786421	0.14766246597412672
SLC7A9	-0.07049093250383504	0.07083769310367562	0.1476673017067469
AC105137.2	-0.09711097075269759	0.07084653022923719	0.14767976935060795
AC007091.1	-0.010819922489775842	0.07088502527757598	0.147753563877798
RNU1-63P	-0.009666060243656174	0.07088764709795485	0.147753563877798
RORA-AS1	-0.0364573312070465	0.07089756997703388	0.14776828951878743
SIX2	-0.26477635680321626	0.07090940721948426	0.14778700382442012
BPIFA2	-0.08007275339976322	0.07093993178791029	0.14784466254835396
RPL6P27	-0.19969025598107448	0.07094667539600187	0.14785275714126886
ITPKB-IT1	-0.009166390439107285	0.07098543015110816	0.14792315815714238
MIR6813	0.0025637692013428036	0.0709861790228032	0.14792315815714238
HERC2P7	-0.17958792069201213	0.07099756979912733	0.14794093212808124
AP001282.2	-0.021824401565089094	0.0710052284543321	0.1479470483179487
RNU6-968P	0.006616786416697338	0.07100622783556199	0.1479470483179487
GLRX2	-0.08528052199179736	0.07101590407085087	0.14796124694065416
MAN1B1	-0.09854930262268535	0.07102284948756737	0.1479653544452974
ZC3H11A	-0.025517335973898672	0.07102359907595913	0.1479653544452974
RPUSD2	-0.08313617321825983	0.07103621388882057	0.14798567238436597
ZNF625	-0.028841779829124392	0.07104481319007086	0.14799762373809122
DNA2	-0.10211426854604055	0.07106812502503565	0.14804022143726858
AC095052.1	0.0017436037891855733	0.07107528614459215	0.14804917391104633
NTF6G	0.0007640376779811688	0.07107856262411041	0.1480500343196634
AC139697.1	0.010512564598731261	0.07108457387094895	0.14805659069543767
HEPH	0.2436401526007863	0.07110712168842688	0.1480975879064823
PCDHB15	-0.2637718617264182	0.07113567857332162	0.14815109663075088
VWA8	-0.13929106979506845	0.071170225722656	0.14821707619785737
WWP2	0.08096313908925623	0.0711734042740534	0.14821772573649336
DLGAP1-AS5	-0.00545810847304355	0.07118530942928786	0.14823654753441134
DDHD1	0.12628672796501483	0.07119066872265835	0.1482417372386761
RNA5SP25	-0.006087256481441292	0.07121514221326013	0.1482809532140401
AL391704.2	-0.0043114987123209205	0.0712152373164754	0.1482809532140401
AC027584.1	0.006459539452378628	0.07122717973045348	0.14829845600781846
TAFA3	-0.10748508235823573	0.07122975633772635	0.14829845600781846
AL049794.2	-0.007486249532202217	0.07123224808436816	0.14829845600781846
SCARF2	0.20122265310871645	0.0712382312461874	0.1483049407454048
LBX1	0.03642581331842852	0.07126275921871567	0.14835003030335686
CCDC144A	-0.17503582736479467	0.0712656523069159	0.14835007999342859
AC146944.2	-0.019003110337375385	0.07128434411630273	0.14837429044224584
AC104454.2	-0.0040904613124516055	0.07128491854792782	0.14837429044224584
VN1R87P	-0.016771938159707192	0.07128792291073346	0.14837429044224584
AC053527.1	-0.013232531658440273	0.0712887614723478	0.14837429044224584
AL355472.2	-0.03412227273903058	0.07131874879764882	0.14843072848825162
RNU1-96P	-0.007673348561027209	0.07132390113766847	0.1484354767518117
MTND5P2	-0.005766219106041936	0.07132937669553471	0.14844089726970927
AC022523.3	0.0007262885698677093	0.0713414864627718	0.14846012300052938
SLC8A1-AS1	-0.01947545800648446	0.07135233479717579	0.1484767222744467
PARP6	0.16135427441524364	0.07138102522012459	0.14852769907305624
GPR141BP	-0.01254148089515365	0.0713825776393775	0.14852769907305624
AC009387.1	0.001079971862520762	0.0714057622005483	0.14856996091819516
MIR3180-5	0.00041508739427508954	0.07141363729814096	0.14858036710245384
TMEM256P2	0.004678739246677636	0.07142390130127611	0.1485957425109118
HOXC-AS2	0.0232375961307918	0.07144361417029214	0.14863077403374986
NOS2P3	-0.0037926616521717386	0.07146483040044846	0.14866355450330493
RPL22P5	0.0008391830127711112	0.07146512159948251	0.14866355450330493
EWSAT1	-0.04332701818526019	0.07149324439433705	0.14871607290653374
AC090152.1	0.11361923713340977	0.07152661628690465	0.14877950551145022
NPY	-0.20681686812728417	0.07159564300174173	0.14891709412511284
AC241520.1	-0.0049253665459099046	0.07161113859796825	0.14893599428796714
RN7SL452P	-0.014999509846472234	0.07161270841124351	0.14893599428796714
AC009090.2	0.0023333468130880765	0.07161443553451803	0.14893599428796714
PMS2P3	-0.132601595601481	0.0716162519338434	0.14893599428796714
USP32P1	-0.1755112893373269	0.07162444977007022	0.1489470518807751
WFDC8	-0.03965106570015659	0.07163224853206877	0.14895692740158264
SARNP	-0.026068290439819952	0.07163496054155098	0.14895692740158264
AC116914.1	0.004262465464598939	0.0716458996651291	0.14897229966707567
AC015910.1	-0.007723521497097163	0.07165053265521765	0.14897229966707567
AL353705.1	-0.009401517427042587	0.07165099698516242	0.14897229966707567
AC007040.2	0.015535022615861462	0.07166223919514711	0.14898372908366836
Z99289.3	-0.0063724799179750505	0.07166225712344948	0.14898372908366836
LARS1	-0.08891250713797039	0.07167555069413209	0.14900537465680533
AL132711.1	0.0013776619175699665	0.07168088214713333	0.14900557522125352
NUCKS1	-0.08569088245392464	0.07168141096391457	0.14900557522125352
AC010425.1	-0.01874667515711469	0.07169077605329446	0.14901905142154606
RNVU1-21	0.001263032444825294	0.07169518136527976	0.14902221737931357
AC013727.1	0.0004124232194051527	0.07174797521795433	0.14912534507367115
AC021220.2	-0.011145206992077548	0.07175056493497055	0.14912534507367115
RCVRN	-0.033061428134944275	0.07176033951453377	0.1491396653372238
GUSB	0.09982613607178248	0.0717874704305321	0.14919005471040764
CACNG6	0.02528314343045483	0.07181136459814502	0.14923371363273674
MTUS2-AS1	-0.008575983098442744	0.07183917198671279	0.14928550092042112
AC007327.2	-0.0018043101451832775	0.07184985118256408	0.149301692208958
SRD5A2	-0.048741142261046325	0.07186005758480062	0.14931689978557774
AL356275.1	-0.013689284957553768	0.0718905347363028	0.14937422472294648
NUTF2P6	-0.02478096184154971	0.07191959749171715	0.1494286063376228
SSX7	-0.021456624851159532	0.07193099679101776	0.14944628538466537
CYCSP24	0.008777445806445083	0.07193414330046745	0.1494468174230469
AC008734.1	-0.01313651659432899	0.07193881375749915	0.1494505153695651
AC012358.1	-0.03388286308471053	0.07195623302413201	0.1494806971866978
ANGPT1	-0.33297482553128566	0.0720331931024558	0.1496345607139162
AC053481.2	0.004478525563734182	0.07203773159737466	0.1496379765582202
AP000365.1	-0.008285864952450954	0.07204491516704338	0.14964688630069142
AC091489.2	0.00040977467156261044	0.0720604400443386	0.14967312063843183
AC093382.1	0.017188437121327046	0.07206450760858268	0.14967555641496583
RIF1	0.1383057855585017	0.07207245584045893	0.14968605168809354
ISLR2	0.19913166049581688	0.07208306405014632	0.14970207035864255
RNU6-470P	0.0007134064208701336	0.07211405637765263	0.14976041976744794
AC109782.1	-0.04541867091933757	0.07215153502599354	0.14982840522070287
SPECC1P1	-0.0052700809872728354	0.07215611832857353	0.14982840522070287
NBR1	-0.11152081140885617	0.0721572743446947	0.14982840522070287
SYNRG	0.10873633194835897	0.0721583846201594	0.14982840522070287
AC023494.1	-0.09096927887262818	0.07216430982646098	0.14983469099941124
CLCN3	-0.12786676580810674	0.07217047463116881	0.14984147373127543
AL158077.2	0.0030645162778731127	0.07218091041925356	0.14985712304517693
AC008055.1	0.0014701298696113167	0.07218991975699734	0.14986980972157363
RAPGEF3	-0.1288082081720141	0.07221090843310214	0.14990736407392247
EGR3	0.42761237317299683	0.07222318174404037	0.14992682333857402
RNU4-7P	0.0009929408717408847	0.07224865381564671	0.14997367901413994
ZKSCAN1	0.09674464199655386	0.07226141096651269	0.149994138368163
PSMC2	-0.0671098604447069	0.07227612068889681	0.1500186488999888
LINC01160	-0.07190539506374771	0.07228463951979949	0.15003030796562616
AC079296.2	-0.0024198538840703825	0.07228834928825774	0.150031985051384
AC090018.2	-0.0531048359752293	0.07230856770355804	0.15006792375646308
VDAC1	0.08584686247963091	0.07231375810500401	0.15006948416893506
YJU2	-0.12907033005180324	0.07231512451781327	0.15006948416893506
TRIM75P	-0.019278711626482845	0.07234379548367381	0.15012295720371932
AL034405.1	-0.015165845433501822	0.07234928278193568	0.15012831869636
AL450270.1	0.006261772972514769	0.0723858302920637	0.15019504331045097
AL353770.3	-0.0014671994843913688	0.07238926132885656	0.15019504331045097
OR2J4P	0.0003617279837004355	0.07239015316603044	0.15019504331045097
AC092675.1	0.00258654981952768	0.07240972172032806	0.15022091243940291
LGALS4	-0.14598422033559855	0.07241132937232701	0.15022091243940291
SDHCP4	-0.006546393164120713	0.07241133762817652	0.15022091243940291
AC008982.2	-0.05364170837225965	0.07243005652853682	0.1502537170097684
OR4F2P	-0.005899021378425857	0.07244471915424537	0.15027810468008435
LEF1	0.2698892879459822	0.0724650285658762	0.15031420352122535
BRF2	0.13843042115515836	0.07247726714557201	0.15033355881151583
AL020994.2	-0.004188367204553769	0.07249479800569553	0.15036388944506104
ENPP7	0.00974991239615422	0.07253397438367085	0.1504391115381009
RPL38P4	0.0012024373062564336	0.07254735175500975	0.15046082130529578
AC007342.4	-0.046414938138884435	0.07256216214282467	0.15048550124072868
ERC2-IT1	0.0035786090603881805	0.07258193019966469	0.15052046041406478
LINC01387	-0.0028402540395184054	0.07260359615060064	0.1505593524794712
EEF1A1P8	0.09323530397980528	0.07260812011406224	0.15056269521045457
GUSBP2	-0.0732500755111305	0.07262372255913785	0.15058900947253512
EIF4A2P1	-0.0401561098583903	0.0726419010136073	0.1506206628973192
MFF	0.06655872771305393	0.07266586282919575	0.15066430491722088
AL450345.1	0.0031393043578173078	0.0726802806017534	0.1506881557555962
LINC00529	-0.004413757007629574	0.07268728245051427	0.15069662984968885
LINC01143	-0.006072383494687684	0.07270027317139827	0.15071608832697192
TLDC2	0.11779596951637827	0.07270378577598932	0.15071608832697192
AL078604.4	0.006835775965231066	0.07270541302513023	0.15071608832697192
AC092279.2	-0.11625516865407026	0.07272560760638604	0.15075190697512664
AC018766.1	-0.03913231441279841	0.07275439703615837	0.1508055381798241
AL590787.1	-0.031124884502167632	0.07280205746711955	0.15089827938584685
HOXB7	0.12517775521682262	0.07281032284577257	0.15090936151759102
AC141557.2	-0.033284218385621844	0.07281431604480455	0.15091158843871305
AC124254.2	-0.013799308336991441	0.07284121352585678	0.150961283635598
ANKRD13C	0.0864857474583669	0.07285838340240983	0.15099081548110938
ARL5AP4	-0.0034797214352857635	0.07288505223659106	0.1510400296930142
RN7SL415P	0.00040475816906703225	0.07290992165287469	0.1510855111674976
RN7SKP173	0.009242433428434615	0.07292646241765699	0.1511137308769853
PKNOX1	0.14394843170842808	0.07293300560918813	0.15112123279835943
AC022826.1	-0.005251049713145679	0.07294826271365851	0.1511467891058347
AL512625.3	-0.17605399615283346	0.07296110253332991	0.15116733501836463
RPSAP22	0.003594225921793901	0.07297033156019571	0.15117419815795988
ST13P20	-0.016475618285066336	0.0729706450913664	0.15117419815795988
RN7SL655P	-0.0026535201337498154	0.07297318655474166	0.15117419815795988
IGKV2OR2-7	0.01170315064933352	0.07298200590963264	0.15118641105619798
AP001095.1	0.02793764207443397	0.07298637721327213	0.15118940895172364
AC108448.2	0.026328398860807428	0.0729994592400724	0.1512104499238293
LDLRAD4-AS1	-0.017414912092901982	0.07302049045067723	0.15124795442119282
VCX3A	-0.008627415282441908	0.07302645341986098	0.15125424618917968
AC008379.1	-0.004977985726880093	0.07309717937846842	0.15139467082936753
LCMT1-AS2	0.030837696603230186	0.07310162262371725	0.1513978087777559
EIF4BP9	0.0054826464865737265	0.07310920404332688	0.1514064328073296
NPAS2	-0.20966445559252156	0.07311164335255682	0.1514064328073296
L29074.1	-0.02063162076012858	0.07311553345504083	0.15140842445367797
RPSAP55	-0.011185940414426731	0.07314542001976694	0.15145246031277734
AC022413.2	-0.0033895858233199782	0.07314716286578236	0.15145246031277734
EPDR1	-0.238811650154795	0.07314857279857419	0.15145246031277734
AC078909.2	-0.03687218073926636	0.07315283315694612	0.15145246031277734
NAIPP1	0.02106951728278575	0.07315353723314101	0.15145246031277734
AL445524.2	-0.004458909034334424	0.07315437381733138	0.15145246031277734
PPTC7	0.1872332425734351	0.07315848797335882	0.15145491340038217
IGKV3OR22-2	0.01454592241384517	0.07317381937047435	0.15148058763336825
AC092670.1	-0.04694589644054431	0.07319614117509442	0.15151788054461224
KRTAP21-1	0.0017076714948088371	0.07319769496060893	0.15151788054461224
LINC02057	0.004141806651947345	0.07320147461741242	0.15151962512129227
AP004833.2	-0.006080082818533486	0.07320439879951031	0.15151962512129227
GSTA8P	-0.003121698784000483	0.07323508285555201	0.15157706752986114
AL031665.1	0.0032780668639378055	0.07324753409350974	0.15159676978507838
OR1AC1P	-0.004024595104973333	0.07328208580577443	0.1516622088821103
GBP1P1	-0.19708453757556943	0.07328540705010513	0.15166301177227967
MICA	0.12519107561877796	0.07329059481452681	0.15166767717791851
PNLIPRP3	0.003640779245550933	0.0733056196445816	0.15169269823514958
LRRC75B	0.22433390796591723	0.07332141548167315	0.1517193126851734
AL133477.2	-0.005971102016934634	0.07332532585793956	0.15172133216579586
RPS12P23	0.013884026947694805	0.07333029899432349	0.15172227649610762
SNORA15B-1	-0.006856536808096983	0.07333165987114028	0.15172227649610762
AL109811.2	-0.10740295687661816	0.07333458556232061	0.15172227649610762
RNU6-204P	-0.011552331482856133	0.07336262919485995	0.15177422294698456
LINC00454	-0.005603447234888795	0.07337622091756654	0.15179184045167826
SURF6	-0.07963469933333389	0.07337701648323623	0.15179184045167826
HMX3	0.005198434136718579	0.07338257071275414	0.1517921784349701
AC090791.1	-0.008620669767957306	0.07338305144980102	0.1517921784349701
CARNMT1	-0.11205556261079153	0.07338737598088647	0.15179505091473994
AL356489.2	-0.05729079508194887	0.07339790528912556	0.15181075666329097
TRGVB	0.0018696581778986372	0.07342742623068496	0.15185724385786933
FBXW7-AS1	-0.0071340621770952725	0.07342937036643317	0.15185724385786933
PTHLH	-0.1378229734930949	0.0734308380438147	0.15185724385786933
AC027612.2	-0.006360655859655872	0.07343212925372214	0.15185724385786933
C22ORF34	-0.13197387571729635	0.07346638406374001	0.1519220062245176
KCNK12	0.09327781107350075	0.07348602611524092	0.15195654672302097
PPIAP77	0.014406236136415382	0.07350345979399528	0.1519865181039285
NOG	-0.14665711235241674	0.07353032693862666	0.15203599232323253
SLC25A6P4	-0.01204912779494239	0.07358908322265519	0.1521513959668958
AC021382.1	-0.0022038432796516972	0.07359872147504637	0.1521652389293745
POMC	-0.23853025228974567	0.0736293725951645	0.1522225231180929
AC002044.3	0.009076182691321877	0.07363656909279284	0.15223131420926675
DUSP1	-0.3283150242583286	0.07364012149860207	0.1522325713471561
HDAC9-AS1	-0.0027869075304336834	0.07364333016320346	0.15223311781378024
RNU6-501P	0.004361635096905776	0.07365745521413128	0.15225622933640282
AL136116.1	0.003213874513107952	0.07366806530236515	0.15226795976437973
RPL21P13	-0.004364380168989605	0.073669020066261	0.15226795976437973
LINC02622	0.0031470893486735545	0.07368634136989255	0.1522976732566727
AC136475.5	-0.01648778278153465	0.07370050679185437	0.152320861940522
BHLHE23	-0.006550242355977478	0.07371425088278032	0.1523431780175583
AC025678.2	-0.002379865985687966	0.07373189323043863	0.15237354840667489
AC021613.1	-0.012933778610389732	0.0737355157353161	0.15237494426773715
CREB3	0.08289574708341174	0.07373904609323345	0.15237614960251558
MTND1P32	-0.006387330506424777	0.0737650351170302	0.15242376211697423
AC092755.2	0.010967570111631169	0.07380871933455344	0.15250793367996446
RN7SL217P	0.0007194340257964115	0.07383312008687852	0.152552255473624
PTPN20	-0.23917743321133805	0.07384601799397286	0.15257102449463944
GSC	-0.09649259965657553	0.07384810573655513	0.15257102449463944
MTCYBP35	-0.025392963595295484	0.07385135687380971	0.15257164485569416
MAP3K2-DT	0.14193553246005108	0.07387087323956709	0.15260586662851913
RNA5SP465	-0.008107211171735448	0.07387807015168703	0.15261463658647273
PPP6R2P1	0.0014485216515426967	0.07388521901810254	0.15262330659656306
PSAT1P3	0.00610220464863335	0.07389113231425182	0.15262942372162822
EPB41L4A-AS1	0.16103847353393697	0.07391021166164269	0.15266273504927988
PTPRS	0.19562281308445595	0.07394426712307615	0.15272697588509285
LZTS1-AS1	0.0025040475662300886	0.07396016704238093	0.15275250672730933
AC010632.3	-0.007245184800295986	0.0739625368621033	0.15275250672730933
SELENOKP3	-0.005686307876495477	0.07397422402429232	0.1527705415782078
AC009119.1	0.02901533568346973	0.0739933086450077	0.15280214018529445
MMADHC	0.11518904776728345	0.07399543528468595	0.15280214018529445
DNASE1L2	-0.28118863849204745	0.07401268552267914	0.15283165830363044
AC048338.2	-0.00635367893576759	0.07402732903517621	0.1528557915509086
COX7A2P2	-0.013321586028145708	0.07407781338912062	0.15295392610003963
CLUHP4	-0.003792894411551445	0.07409096694202205	0.15297497623074469
AC000036.1	-0.01959237975424374	0.07414281757590435	0.1530705970171326
OR3A1	-0.048386553841894046	0.07414527709221608	0.1530705970171326
AC008687.4	0.03480214129517148	0.0741486747907018	0.1530705970171326
AGAP1	-0.1562529942826485	0.07414912140049325	0.1530705970171326
AP001993.1	-0.018391648236039542	0.0741701158848405	0.15310752235201844
LINC01646	-0.009415228539453792	0.07417293091198665	0.15310752235201844
AL139039.3	-0.025115592797937	0.0742074295763638	0.15317261921898334
GAPDHP27	-0.00903571194098746	0.07421662896204737	0.15318549236940907
FTLP1	-0.004686997114815977	0.07424035795168285	0.15322835286151493
LINC00899	0.20352589611698013	0.07424670867463146	0.153234656648119
RPL23AP19	-0.006457700613147824	0.07425021741912885	0.153234656648119
AC010291.1	0.0004065925164097154	0.07425230325820001	0.153234656648119
SUPT16HP1	0.03954104369745523	0.07425824769141898	0.1532408077683946
CXORF38	0.09354535426172905	0.07426861922425397	0.15325380807439729
LGALSL	-0.16718227390381823	0.07427047557094563	0.15325380807439729
ACTG1P15	-0.026557423692060975	0.07428882695047308	0.15328555785167453
AC022915.1	0.00383267038761594	0.07430209552812095	0.15330681779743668
RPL21P65	-0.011741315122701126	0.0743149203157837	0.1533271604152945
XBP1P1	-0.03992241988746212	0.07432653969775606	0.15334501450591673
RPS6KA2-IT1	-0.025162361608425915	0.07434663748771679	0.1533803584975225
CTAGE3P	-0.010673561581058599	0.0743516495213621	0.15338457833669178
LINC02803	-0.03248584371718918	0.07438067135751673	0.15343832715723926
ACTG1P3	-0.06507520186342941	0.07438800208243368	0.15344732733573313
AC010536.2	-0.02439476489598788	0.07443741471945431	0.1535431297636107
SLC4A1AP	0.0630799281465757	0.07444445161857638	0.15355151898858552
AC215522.1	-0.0029129525447702427	0.07445976433627409	0.15357697683272362
ZNF268	-0.08858057906707284	0.07446696785870241	0.15358570769342014
LINC02175	-0.14312848616382734	0.074508136537147	0.1536644870967949
RAB5CP2	-0.009244441241996908	0.07451886396510607	0.15368048113165986
MRPL13	-0.10304183510291409	0.07456161992090786	0.15376252378711788
KRT12	-0.01052388062296139	0.07459583474450963	0.15382694690025628
DNAJC18	0.11046978267501517	0.07460361380124703	0.15383685283479603
AC126121.3	-0.007970364873889836	0.07460687178648377	0.1538374356469933
PRB3	-0.07568798953463554	0.07461997785148614	0.1538556720791849
MT-TF	-0.060484331051390255	0.07462166735126334	0.1538556720791849
SNX9-AS1	0.0032745788742386843	0.07464966565378225	0.15390726186151837
CACNA1C-AS1	-0.018947331857407282	0.07465822034574095	0.15391876170326527
KRTAP4-6	0.0006463136729280684	0.07466700291719196	0.15393073041588887
POLRMT	0.11225309033558606	0.07469700484157325	0.15398644146280865
AARSD1	-0.11221798633068536	0.07470208725545247	0.15399077902304098
NDUFB4P6	-0.009657599150835729	0.07472316120977628	0.15402405727375879
GCNT7	-0.03494639074986747	0.07472534797272887	0.15402405727375879
CIART	-0.30218048105138795	0.07472716766037907	0.15402405727375879
KLF2P1	-0.02038032307277579	0.07473690332151259	0.15403798331083024
TSSC4	-0.11984797617898124	0.07476033003477515	0.15408012532857715
LINC01883	-0.006199479058471603	0.07484014013505493	0.1542339166999856
PAQR4	0.15261107852119693	0.07484091629440544	0.1542339166999856
ADGRL3-AS1	0.0021965263821120025	0.07485763776075313	0.15425891162187524
DNAJB13	0.0376263861456983	0.0748590119043879	0.15425891162187524
KRTAP9-1	0.00039187777616406743	0.0749211464831928	0.15438079697780172
AC126365.1	-0.01666835718833627	0.0749464748219773	0.15442683354702563
AC126763.1	-0.0046670737830158664	0.07495003573762112	0.15442801656881971
AC100826.1	0.0017505178535876804	0.07495896566714888	0.15444026144069598
RAD51AP1	0.13893366400581164	0.0749735990268336	0.1544642558209836
AL117382.1	-0.031192558957160783	0.07498706922337088	0.15448585197932693
AL356423.1	0.004080185109900429	0.07499410767215725	0.15449419647307427
AC007656.4	-0.0037581555522404717	0.0749998344576095	0.15449983827229138
HMGN2	-0.12964874519413616	0.0750184968955548	0.1545281822767171
AC103703.1	-0.023125218384294658	0.07501957108401432	0.1545281822767171
NDUFV1	-0.08903445358411677	0.07502827512029843	0.15453893200491634
SRSF10P1	-0.008273573210437412	0.07503076764117698	0.15453893200491634
LINC01153	-0.005105025522288014	0.07505044434014516	0.15457330203006953
AC239868.1	-0.0236560257543484	0.07506152400006631	0.15458996362873645
AC084018.1	-0.17160705974125712	0.07508153954080077	0.15462502670347977
TECRL	0.026773911679761155	0.07514826726499779	0.15475628353325552
CCDC179	-0.005483792016549586	0.07516593223056112	0.15478649673605752
OS9	-0.1236793115648771	0.07529191828927112	0.1550397603739087
SLC25A24P2	0.0005375271325327792	0.07535643107997449	0.15516642423572286
