gene	is_known	is_novel_validated	known_category	panel_memberships	log2FC_tcga	cohens_d_tcga	fdr_tcga	log2FC_27155	pval_27155	log2FC_126698	pval_126698	replicated_27155	replicated_126698	replication_rate	median_expr_tcga	n_cohorts_present	coverage_fraction	novelty_score	known_replicated
LINC00388	False	False			0.0009609018020139055	0.11666206042221823	0.12489728199241928			0.3263419901875957	0.1285213524221839	0	0	0	0.0	2	0.0	0.0	False
RN7SL307P	False	False			-0.0013217551616280284	-0.13705021752172133	0.5208182768055387			0.08171518852075935	0.6093554196031586	0	0	0	0.0	2	0.0	0.0	False
RNU6-730P	False	False			-0.0007016461037239387	-0.17257267504867682	0.324310000413121					0	0	0	0.0	1	0.0	0.0	False
RNU6-157P	False	False			-0.00020588342248394043	-0.03040176199955979	0.8604398308354057					0	0	0	0.0	1	0.0	0.0	False
AP001979.1	False	False			0.0047789866322325	0.1706310659362792	0.14464706807927183					0	0	0	0.0	1	0.0	0.0	False
AC007547.1	False	False			-0.0005812628115492661	-0.06412758221937186	0.7137557401639624					0	0	0	0.0	1	0.0	0.0	False
AC108734.1	False	False			0.0009282471373214043	0.03053514583513902	0.8585950479777719					0	0	0	0.020261852372240152	1	0.0	0.0	False
GAPDHP36	False	False			-0.0011015638241910165	-0.21715081451804583	0.3073715603629578			-0.08918994058371117	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
SAR1AP2	False	False			0.00036821491991866095	0.08110036232975226	0.4592062658415723					0	0	0	0.0	1	0.0	0.0	False
RN7SL89P	False	False			0.0011293801977925308	0.13950212172226717	0.2249258577768562			-0.2131691067970924	0.36210409206696603	0	0	0	0.0	2	0.0	0.0	False
LINC02624	False	False			-0.0003456541319188681	-0.016357172352391057	0.9050512508640054					0	0	0	0.0	1	0.0	0.0	False
RN7SL734P	False	False			-0.0010423842173401226	-0.17530414859033053	0.4683105766879622			-0.009157107244849028	0.9802067044212535	0	0	0	0.0	2	0.0	0.0	False
RN7SL107P	False	False			0.00012020577686828993	0.01736465233582427	0.9112199629279477			1.0353263309321215	0.028510973416529892	0	1	1	0.0	2	0.3333333333333333	0.000701128648836609	False
RN7SL454P	False	False			-0.0007942466670202346	-0.11610205606946748	0.4928969840326654			0.43645541657334963	0.3804853684234968	0	0	0	0.0	2	0.3333333333333333	0.0	False
OR7E29P	False	False			-0.07350877647526054	-0.775883234278452	1.6794603323082707e-08			0.0865020664227849	0.7257314327931517	0	0	0	0.041490773441524895	2	0.0	0.0	False
LARP1BP2	False	False			0.0006113853217998295	0.1243077124138892	0.22117684233926904			-0.04870688669513565	0.3632174676491226	0	0	0	0.0	2	0.0	0.0	False
RN7SL8P	False	False			0.00011935437615064959	0.012657200579898064	0.948905200413399			2.718539415984104	0.00483208876284249	0	1	1	0.0	2	0.3333333333333333	0.0002882952502829816	False
RN7SL815P	False	False			-2.3889708193624215e-05	-0.006719533238967338	0.9748109516588367			0.3065056474161471	0.09217403360034768	0	0	0	0.0	2	0.0	0.0	False
RN7SL60P	False	False			-0.0008276295428623587	-0.12417748470226239	0.4471735856425874			-0.05107491384820312	0.7336863003620915	0	0	0	0.0	2	0.0	0.0	False
RN7SL173P	False	False			-0.0010302317712434696	-0.13997964337374277	0.3899781124259057			0.38934179332021496	0.14276324319504977	0	0	0	0.0	2	0.0	0.0	False
RN7SL72P	False	False			2.8267462297836682e-05	0.007060797992750519	0.9702304472674479			0.1170343999553986	0.6979750886327718	0	0	0	0.0	2	0.0	0.0	False
AC018866.1	False	False			0.0003457145417585189	0.059212257114594886	0.6603747931711812			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
RNU6-442P	False	False			0.00045698829788979353	0.08880577397046006	0.45539061509863665					0	0	0	0.0	1	0.0	0.0	False
RNU6-1027P	False	False			0.00034201133854373377	0.09336699698987819	0.33366544659176506					0	0	0	0.0	1	0.0	0.0	False
AC023790.1	False	False			-0.00351535096675416	-0.16430295326109887	0.16025814083903447					0	0	0	0.0	1	0.0	0.0	False
PSG11	False	False			0.003169239579239508	0.1339741748275336	0.4423395117973062	0.013583217391304636	0.6994214946354114	-0.11921600026004675	0.7527729705373761	0	0	0	0.0	3	0.3333333333333333	0.0	False
RPL23AP66	False	False			-0.0021015645865743275	-0.0752449367766077	0.6287838780959024					0	0	0	0.01679958196177045	1	0.0	0.0	False
LINC02040	False	False			0.0006448262105201371	0.0911266420393745	0.41014596655208024					0	0	0	0.0	1	0.0	0.0	False
AC106707.1	False	False			0.0004386537406428138	0.0412538939418676	0.7844108177327866					0	0	0	0.0	1	0.0	0.0	False
SYPL1P1	False	False			0.00028305931354371194	0.08865908569858136	0.40433797969320157					0	0	0	0.0	1	0.0	0.0	False
AL356259.1	False	False			-0.002309169119899878	-0.12411604354776638	0.45050304220826454					0	0	0	0.0	1	0.0	0.0	False
AC087879.1	False	False			-0.0019248536890403775	-0.13893037594310792	0.45064856976552825					0	0	0	0.0	1	0.0	0.0	False
RN7SL849P	False	False			-0.0003189598377247435	-0.03459978389884044	0.8678527523657478			-0.12158077536131275	0.1850721925741031	0	0	0	0.0	2	0.0	0.0	False
AC016304.1	False	False			0.0008307064907504087	0.05684532565142921	0.7051453826507396					0	0	0	0.0	1	0.0	0.0	False
RN7SL643P	False	False			-6.859183840970083e-05	-0.01555150548969168	0.9385413485123586			0.16266572374599342	0.1798366507468268	0	0	0	0.0	2	0.0	0.0	False
RNU6-147P	False	False			-0.0018821042686639439	-0.23632088904506374	0.28149342608376765					0	0	0	0.0	1	0.0	0.0	False
RNU6-133P	False	False			-0.0004208026709615331	-0.10752756873393324	0.5945685633028368					0	0	0	0.0	1	0.0	0.0	False
AC093270.2	False	False			0.003556149674005211	0.11783086615858668	0.44416643977113696					0	0	0	0.0216944540500607	1	0.0	0.0	False
LINC00399	False	False			0.0010246080588731403	0.11078283549574634	0.3510026754238993			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
RNU1-73P	False	False			0.0004499087403517128	0.024820184931497367	0.8865964753993395					0	0	0	0.0	1	0.0	0.0	False
RNU6-723P	False	False			-0.0011079796733289675	-0.24830082104726034	0.2009408430301724					0	0	0	0.0	1	0.0	0.0	False
RNU6-128P	False	False			-0.000711752502575932	-0.09516711620929899	0.589512231243647					0	0	0	0.0	1	0.0	0.0	False
RNU6-1080P	False	False			-0.0003158570580876937	-0.06722474216845047	0.6870760970355179					0	0	0	0.0	1	0.0	0.0	False
RN7SL350P	False	False			0.00021638940317245093	0.027907239495691613	0.849976507169378			0.39486259976037574	0.1636129744137923	0	0	0	0.0	2	0.0	0.0	False
MTCO2P29	False	False			-0.002108594735656581	-0.17950917594957977	0.4625417070590394					0	0	0	0.0	1	0.0	0.0	False
AC041039.1	False	False			-0.0007371481881618966	-0.15939004393024372	0.4135752143402881					0	0	0	0.0	1	0.0	0.0	False
RN7SL861P	False	False			0.0017877291216363109	0.17801516109626675	0.030909063233931083			-0.1590003958082198	0.650834261314554	0	0	0	0.0	2	0.0	0.0	False
HNRNPA1P17	False	False			-0.00021771909530973743	-0.02572540572672121	0.8635799537497071			-0.04870688669513565	0.3632174676491226	0	0	0	0.0	2	0.0	0.0	False
TUBBP11	False	False			7.67189661311416e-06	0.0004179946957581551	0.9974915762022489			-0.12485873388715048	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
TUSC7	False	False			-0.0020305727784439517	-0.19610466968406046	0.247591137462902			0.1372521342367935	0.6527197470419708	0	0	0	0.0	2	0.0	0.0	False
PPAN-P2RY11	False	False			0.0005530174499101388	0.07689353921842489	0.5210379200741553					0	0	0	0.0	1	0.0	0.0	False
AC007686.1	False	False			0.13162327330580734	0.600190230016896	5.51370936607169e-16					0	0	0	0.07009218784760865	1	0.0	0.0	False
RN7SL55P	False	False			-0.0002026784618754788	-0.024315048282740833	0.9076534704745063			0.2713911315744952	0.09266916568997899	0	0	0	0.0	2	0.0	0.0	False
GSTA9P	False	False			0.025141785796475788	0.25647452277308513	0.0003313120124549834					0	0	0	0.0	1	0.0	0.0	False
RPL30P14	False	False			-0.005618158644034282	-0.16909913861549247	0.3135552069726337			0.03677889477861178	0.7183299586987868	0	0	0	0.019830590871364302	2	0.0	0.0	False
LINC02226	False	False			-0.005980329236260528	-0.3954212684412904	0.009473138771651887					0	0	0	0.0	1	0.0	0.0	False
AC020741.1	False	False			0.00035911364889537525	0.03027201508357049	0.8623694566580381					0	0	0	0.0	1	0.0	0.0	False
AL390205.1	False	False			-0.0013350128421955403	-0.16006486919145613	0.3154782847019322					0	0	0	0.0	1	0.0	0.0	False
ADARB2-AS1	False	False			0.00045939463066511227	0.014388747757500254	0.9211233599976008					0	0	0	0.0	1	0.0	0.0	False
FAM183DP	False	False			0.11956521884999634	0.5175763930074504	9.038683884721396e-13					0	0	0	0.05029647706357855	1	0.0	0.0	False
SNCB	False	False			-0.02670304102253329	-0.2797525309932723	0.1315848783342895	0.06880371739130364	0.1303055279010973	0.2577987607210115	0.14726250314397202	0	0	0	0.02369235255896605	3	0.3333333333333333	0.0	False
LINC00682	False	False			9.212792993423423e-05	0.008050603363995969	0.9547992468997627			-0.11649540381358467	0.7098673908071605	0	0	0	0.0	2	0.0	0.0	False
LINC01310	False	False			0.0006952603379854257	0.03522100159220317	0.7587994054008649					0	0	0	0.0	1	0.0	0.0	False
LINC00898	False	False			0.002896377808472699	0.16406705807189487	0.02058861218490597			-0.18573173522735412	0.3328356085172552	0	0	0	0.0	2	0.0	0.0	False
AC080128.1	False	False			0.00029106053431862114	0.028750440150880293	0.8392145708098937					0	0	0	0.0	1	0.0	0.0	False
LRRC72	False	False			-0.003518452596062568	-0.2039116731034863	0.34937882399527076			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
ARNTL2-AS1	False	False			0.004628451355650843	0.1879833277663765	0.03091914451434539					0	0	0	0.0	1	0.0	0.0	False
AC046130.1	False	False			-0.0003667485850663509	-0.0297879727253143	0.8496965642282596			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AC083864.1	False	False			-0.0011579661767332898	-0.1359003250602557	0.39883025361374597					0	0	0	0.0	1	0.0	0.0	False
SLCO1B7	False	False			0.008396402198278866	0.26223720571915315	6.51300029701299e-05			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AL136038.1	False	False			-0.0026561220448642914	-0.2743873729637184	0.1476367022287512					0	0	0	0.0	1	0.0	0.0	False
GAGE1	False	False			-0.00045956349962520955	-0.05584139441306661	0.6930984261459938	-0.05356515217391333	0.14444201264700662	-0.1489576015507116	0.6991851045071438	0	0	0	0.0	3	0.3333333333333333	0.0	False
KRTAP5-2	False	False			-0.00014389099555234893	-0.02098988919999917	0.9053829030213888					0	0	0	0.0	1	0.0	0.0	False
DEFB135	False	False			-0.002955660588255106	-0.3570488806713374	0.04338213562042193			0.08548578147374743	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
OR7E136P	False	False			-0.0029748245650595357	-0.14769603890372718	0.3138253638045029			0.18688813745248423	0.26628743927630216	0	0	0	0.0	2	0.0	0.0	False
LINC00411	False	False			-0.0005659087388655147	-0.057858117534585474	0.7430872778959803			-0.04870688669513565	0.3632174676491226	0	0	0	0.0	2	0.0	0.0	False
PCBP3-AS1	False	False			-0.16258013662416393	-1.0695650701374844	6.352819600902533e-07					0	0	0	0.0	1	0.0	0.0	False
AC005229.2	False	False			-0.00024524790626687413	-0.024833595282744515	0.8980626842430679					0	0	0	0.0	1	0.0	0.0	False
KRT18P64	False	False			0.003107692869185866	0.16405644530485225	0.1672435668390869			0.13876963120705413	0.515523226370032	0	0	0	0.0	2	0.0	0.0	False
AC211476.1	False	False			-0.003205592223335803	-0.17552950865868266	0.2406100082127155					0	0	0	0.0	1	0.0	0.0	False
AC068533.1	False	False			0.0005440982613780969	0.053756530911604594	0.7413311091994883			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
LINC01446	False	False			-0.019813876625228433	-0.05841479815788944	0.7483899682145466					0	0	0	0.0	1	0.0	0.0	False
LINC01513	False	False			-0.010046614056866715	-0.38398486956581074	0.02008674564586868					0	0	0	0.0	1	0.0	0.0	False
P4HA3-AS1	False	False			-0.0026924828391892298	-0.11559541273318975	0.43256875685625457					0	0	0	0.0	1	0.0	0.0	False
OR51A4	False	False			-0.0011043747907576258	-0.15171814029961705	0.4260203149799972			0.06999199924704855	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
AC010230.1	False	False			-0.003742285408551646	-0.28010370153255837	0.10363473211510214					0	0	0	0.0	1	0.0	0.0	False
AC008659.1	False	False			-0.026119402837411324	-0.6895329198494182	1.93117980350598e-06					0	0	0	0.0	1	0.0	0.0	False
HTN3	False	False			-0.0009327381217151152	-0.1354352555988095	0.41299251124499314	0.061382934782609144	0.3927312291606285	0.0	1.0	0	0	0	0.0	3	0.3333333333333333	0.0	False
AL035696.1	False	False			0.0006944422485497252	0.049283354941552185	0.6305745566762853					0	0	0	0.0	1	0.0	0.0	False
NOX3	False	False			0.0007932540065062614	0.039230994553565636	0.696176683951108	-0.019185391304346933	0.5445229719925444	0.2095698627043805	0.2325737062078987	0	0	0	0.0	3	0.3333333333333333	0.0	False
AL353597.2	False	False			0.005760679778564065	0.2117178911744067	0.005006018553387461					0	0	0	0.0	1	0.0	0.0	False
LYARP1	False	False			-0.00014236797541033845	-0.023425407764440263	0.904748553128724					0	0	0	0.0	1	0.0	0.0	False
ZFYVE9P1	False	False			-0.006392786929878077	-0.30081778444477864	0.03051690486426625			-0.03566852738318968	0.8975132746000924	0	0	0	0.0	2	0.0	0.0	False
LINC02264	False	False			0.00018163016199359097	0.02878769348703039	0.8286881621731282					0	0	0	0.0	1	0.0	0.0	False
AL356753.1	False	False			0.0017435825458293613	0.051542372786852	0.7073709724793777					0	0	0	0.00581549540685885	1	0.0	0.0	False
FABP5P10	False	False			0.0011129723171227819	0.18466907360501258	0.03585750518588163			-0.12485873388715048	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
AC005229.1	False	False			0.002062614955665642	0.19110722746663358	0.05594645382511095			-0.12424596925043097	0.8366658479864473	0	0	0	0.0	2	0.0	0.0	False
LINC01531	False	False			-0.008347121166401194	-0.22376021831473558	0.167710507200064					0	0	0	0.018677111930995	1	0.0	0.0	False
AC006064.1	False	False			0.001663833323330418	0.04525845465410296	0.7560471435798134					0	0	0	0.0228153017966983	1	0.0	0.0	False
AC025186.1	False	False			-0.0021361064722497172	-0.11876813754282527	0.5065617848094864					0	0	0	0.0	1	0.0	0.0	False
LINC01718	False	False			-0.0003595158160002573	-0.039281950445218865	0.7907947634222178					0	0	0	0.0	1	0.0	0.0	False
AL137027.1	False	False			0.00042857694099092327	0.11728522013806134	0.15322714644768612					0	0	0	0.0	1	0.0	0.0	False
LINC01079	False	False			1.9037197269795403e-05	0.004702801397054607	0.9815735790744309			-0.08918994058371117	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
SUMO1P2	False	False			-0.000626627910988652	-0.046273150902638206	0.7727220599535582	0.0018045434782609782	0.9552678255468707	0.07378382003894736	0.3632174676491229	0	0	0	0.0	3	0.3333333333333333	0.0	False
AC026353.1	False	False			-0.014565639708025293	-0.5629741771705676	5.584089931338055e-05					0	0	0	0.0	1	0.0	0.0	False
SMIM21	False	False			-0.0036658332139170796	-0.1936186699604015	0.23670428711555103			0.14399378350088676	0.45859292737483187	0	0	0	0.0	2	0.0	0.0	False
DEFB109B	False	False			0.00034950299431663046	0.036398141671635076	0.7460975755724485					0	0	0	0.0	1	0.0	0.0	False
C18orf63	False	False			-0.002759865676466145	-0.24246740696208455	0.3171898858800001			0.05806439559164421	0.6652877309826262	0	0	0	0.0	2	0.0	0.0	False
AC019155.1	False	False			0.0011692081201642986	0.17237170400344703	0.0913141902115402					0	0	0	0.0	1	0.0	0.0	False
SERPINB11	False	False			-0.0028370435273169375	-0.004970441313811062	0.9749934546787676			-0.15670537715668834	0.505680466432426	0	0	0	0.0	2	0.0	0.0	False
RPL23P10	False	False			-0.001352401582481762	-0.1363776266550475	0.39116471290623583			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
RN7SL47P	False	False			-0.0012555799096889504	-0.1796838856604232	0.26944114954903664			0.7705362353669624	0.020074786088203872	0	0	0	0.0	2	0.3333333333333333	0.0	False
RPS27P14	False	False			-0.019614235572657426	-0.6153712318125665	0.0008424862846755457			0.04124303145072146	0.7535931697786405	0	0	0	0.0	2	0.0	0.0	False
RN7SL870P	False	False			-0.001280581187013175	-0.3475326194517245	0.11185643198187459			0.3099200599213488	0.028411137856434274	0	0	0	0.0	2	0.0	0.0	False
LINC02681	False	False			-0.0014499196804880089	-0.05188912371073757	0.7079785520374672					0	0	0	0.0	1	0.0	0.0	False
LINC02526	False	False			-0.06913394113372555	-0.9556261874830699	1.071856121439859e-08					0	0	0	0.03328681399140035	1	0.0	0.0	False
AL391822.1	False	False			-0.0013891127101903107	-0.04715092900817164	0.7554230274947759					0	0	0	0.0	1	0.0	0.0	False
PABPC1P9	False	False			-0.00032058224833521223	-0.05863879381184045	0.7988308703628403			0.22562079172480184	0.3166328766403733	0	0	0	0.0	2	0.0	0.0	False
UBFD1P1	False	False			-0.0006784412037227152	-0.17678749387893836	0.3512752165068658			-0.12382918546684452	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
AC008267.6	False	False			-0.0015098062362501918	-0.19257769606321468	0.2276938913391606					0	0	0	0.0	1	0.0	0.0	False
AC087312.1	False	False			-0.0008835562874929016	-0.11891996395957918	0.4530215942530881					0	0	0	0.0	1	0.0	0.0	False
AL121823.1	False	False			0.0007074075925070154	0.1017121824900832	0.2335520723263745					0	0	0	0.0	1	0.0	0.0	False
BHLHA9	False	False			0.0005746636151998351	0.019780656090874822	0.8738682251577774			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
TPTE2P6	False	False			-0.002402204693624883	-0.11970632552295055	0.49141208780633544			-0.16718323195601092	0.17904614093109286	0	0	0	0.0	2	0.0	0.0	False
AC024132.1	False	False			0.0005750964609439706	0.05756739803839134	0.64018171828256			0.03677889477861178	0.7183299586987868	0	0	0	0.0	2	0.0	0.0	False
EIF4BP4	False	False			-0.00015686684283603087	-0.01818302748387531	0.9050931905502313			0.11775065784275657	0.3473601276858616	0	0	0	0.0	2	0.0	0.0	False
LINC00358	False	False			0.0035698673761401104	0.05430685087306256	0.49584812592574645			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AL356095.1	False	False			-0.0006228678945005492	-0.12561627003737189	0.5124639600744837					0	0	0	0.0	1	0.0	0.0	False
LINC01822	False	False			-0.00010291867172326259	-0.02742267630953485	0.8676323206351922					0	0	0	0.0	1	0.0	0.0	False
AC016877.1	False	False			-0.0001337334535090333	-0.011911320282508363	0.9404816805430438					0	0	0	0.0	1	0.0	0.0	False
PIGCP2	False	False			-0.0007249061027994395	-0.15887464131885215	0.49017926096702696			-0.12382918546684452	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
AC074389.1	False	False			0.00036872622632375205	0.03337626725264874	0.8401268316813818			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AL049874.2	False	False			-0.0029874505194480584	-0.14528231234375702	0.38274061403456033					0	0	0	0.0	1	0.0	0.0	False
AL137024.1	False	False			0.0076022194835887675	0.2773528214387056	0.0018067149035805477			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
KRTAP5-6	False	False			-0.005157566315344338	-0.47096783333406206	0.005553177884437919					0	0	0	0.0	1	0.0	0.0	False
FAM99A	False	False			2.2299216865788712e-05	0.001496703667574446	0.9921842297452059			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AC092991.1	False	False			-0.000568473133845877	-0.029268340185486578	0.8770098408904569					0	0	0	0.0	1	0.0	0.0	False
RPL35AP27	False	False			-0.00117270337707442	-0.09466024347100083	0.5570510511239363					0	0	0	0.0	1	0.0	0.0	False
ONECUT3	False	False			0.0020400420883278127	0.05308020522318455	0.6907297515241556			-0.10391020796475114	0.8083492918262852	0	0	0	0.023051666175970598	2	0.3333333333333333	0.0	False
BSNDP4	False	False			-0.0002232650275229356	-0.051577772318282256	0.8015224854174442					0	0	0	0.0	1	0.0	0.0	False
CRTC1P1	False	False			0.0007359516037159621	0.04914804197869932	0.7690999975081414					0	0	0	0.0	1	0.0	0.0	False
AC009060.1	False	False			0.0027760899173059506	0.10412774666873968	0.36633850208546903			-0.2877892612463393	0.4629682727018719	0	0	0	0.0	2	0.3333333333333333	0.0	False
PLUT	False	False			0.01121376402858583	0.06862023674198792	0.3796897588771721					0	0	0	0.0	1	0.0	0.0	False
AC099487.1	False	False			-0.001812190194851255	-0.06878661438103835	0.7051079711057746					0	0	0	0.0	1	0.0	0.0	False
AP000802.1	False	False			-0.24604846465103725	-1.0215758189931539	8.410723309745358e-11					0	0	0	0.10478184702006745	1	0.0	0.0	False
AC136759.1	False	False			-0.0002746889795447161	-0.02709521282175252	0.8971890669850547					0	0	0	0.0	1	0.0	0.0	False
AC027369.1	False	False			0.0017610747413352272	0.15131744780502596	0.08080640280103459					0	0	0	0.0	1	0.0	0.0	False
AC127383.1	False	False			-0.00023105431641794226	-0.02985661248795732	0.880280772672594			0.09589762735060564	0.7841910817876757	0	0	0	0.0	2	0.0	0.0	False
ACTG1P11	False	False			0.002990339133699997	0.06291336514093833	0.6642901448351345			0.09506893259086024	0.385061867918233	0	0	0	0.021823110201722652	2	0.0	0.0	False
AC007608.1	False	False			0.00786625053221884	0.30160827064988316	0.0059361422044939645					0	0	0	0.0	1	0.0	0.0	False
KSR1P1	False	False			-0.003579248268484672	-0.20640681107745812	0.2188596154641406			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AC104454.1	False	False			0.0008157900865903274	0.05998115115092145	0.49491418507574075					0	0	0	0.0	1	0.0	0.0	False
FO681548.1	False	False			-0.0025716162687309686	-0.14036271431525926	0.37248198139444155					0	0	0	0.0	1	0.0	0.0	False
UBE2V1P3	False	False			-0.0008555944728779478	-0.1057829941016598	0.5118467432786264			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
AC119677.1	False	False			0.003454834654896568	0.21339924686270154	0.008499894852308832					0	0	0	0.0	1	0.0	0.0	False
AL136097.1	False	False			0.0007411313837206652	0.09834584875182731	0.4090364221901981					0	0	0	0.0	1	0.0	0.0	False
CCDC144NL	False	False			-0.01366143776819944	-0.23794569695110848	0.264603510492716			-0.2677812631039264	0.33863095604757315	0	0	0	0.0	2	0.0	0.0	False
KRT17P7	False	False			0.0017727859237769358	0.15877108804048018	0.11583221373800226					0	0	0	0.0	1	0.0	0.0	False
AC138781.1	False	False			0.002142379142895982	0.15966288669424858	0.045045599042640834					0	0	0	0.0	1	0.0	0.0	False
FRG2	False	False			-0.003378855633702728	-0.22602264206095088	0.35023805219905074					0	0	0	0.0	1	0.0	0.0	False
AC108174.1	False	False			0.0004372745634308563	0.019612732238472295	0.8938173180984168					0	0	0	0.0	1	0.0	0.0	False
AC114812.3	False	False			-0.0007955985191486007	-0.12333180285694631	0.42994682596970685					0	0	0	0.0	1	0.0	0.0	False
LINC02138	False	False			-0.0029177415405708283	-0.13872175269482637	0.31437732676743185					0	0	0	0.0	1	0.0	0.0	False
PABPN1L	False	False			-0.002347680694109176	-0.09985507039321902	0.5533891089523704			0.3108922713413851	0.09867486531125237	0	0	0	0.0	2	0.0	0.0	False
OR5G5P	False	False			-0.0019331037824628578	-0.3521984128448846	0.07503627484770327			-0.0692324099460221	0.583650108932315	0	0	0	0.0	2	0.0	0.0	False
SNCA-AS1	False	False			-0.013956686911150859	-0.46991177011088203	0.007376897420128915					0	0	0	0.0	1	0.0	0.0	False
AL136537.1	False	False			-0.00023243264482816339	-0.012242278685119653	0.9312047539841094					0	0	0	0.0	1	0.0	0.0	False
AP001922.1	False	False			0.0008493763005611651	0.1039288608636775	0.41263033087186185					0	0	0	0.0	1	0.0	0.0	False
SPCS2P3	False	False			-0.003827928288632642	-0.40047907437666747	0.0262966943693555			-0.04870688669513565	0.3632174676491226	0	0	0	0.0	2	0.0	0.0	False
BLACE	False	False			0.0011086369911120766	0.07809493425958854	0.4829480771872615			0.1039649257707369	0.6799662616970906	0	0	0	0.0	2	0.0	0.0	False
CPVL-AS1	False	False			0.0024287478882433697	0.12718123917791246	0.3495949911056587					0	0	0	0.0	1	0.0	0.0	False
AC005692.1	False	False			-0.0031882471422866442	-0.22823812654050368	0.13632388634533807					0	0	0	0.0	1	0.0	0.0	False
AC010157.1	False	False			-0.00024485860888891247	-0.07854606815746927	0.6876966347307683					0	0	0	0.0	1	0.0	0.0	False
AC023669.1	False	False			0.0025033319960962126	0.17062717457635265	0.034661703035241305			-0.03254078858822588	0.7796721162443275	0	0	0	0.0	2	0.0	0.0	False
CSH2	False	False			-0.017386076844330325	-0.5606165369126141	0.0065444449548047725			0.006334005896488776	0.972570837880369	0	0	0	0.0	2	0.0	0.0	False
AC012494.2	False	False			-0.0001035971873053303	-0.011829268387094341	0.9518687496508303					0	0	0	0.0	1	0.0	0.0	False
AC005189.1	False	False			0.0035235687365612663	0.11205083685128726	0.2856219929790676					0	0	0	0.0	1	0.0	0.0	False
RPL17P1	False	False			0.0002883386234712286	0.019840137034454548	0.9187878831412735			-0.17611164827046333	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
SDCBPP2	False	False			-0.002458556061998291	-0.12189447878647926	0.4398530547578139			0.11056271481755914	0.356591991235978	0	0	0	0.0	2	0.0	0.0	False
FABP6-AS1	False	False			-0.0012322579713765665	-0.025170131422606476	0.9333965930437138					0	0	0	0.0	1	0.0	0.0	False
PCDHA1	False	False			0.00013769038237254893	0.038084584822759907	0.7734712538738243	0.14116236956521622	0.11260232183067458	-0.029467863270500133	0.938282325643395	0	0	0	0.0	3	0.3333333333333333	0.0	False
AP000812.1	False	False			0.0013258272147960992	0.025788886304376018	0.9017107054246958					0	0	0	0.0209083574982129	1	0.0	0.0	False
MS4A13	False	False			0.005429697906408067	0.20002370920210305	0.01502700755045668			0.07378382003894736	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
PRSS3P4	False	False			-0.0019646925371344655	-0.09577335602849768	0.6397240787756304			0.0	1.0	0	0	0	0.0	2	0.0	0.0	False
SPINK8	False	False			-0.008799025626397356	-0.4529191990974178	0.010584035433387543			-0.24643950924846325	0.10704588800532175	0	0	0	0.0	2	0.0	0.0	False
KRT17P4	False	False			0.007841058007202924	0.3304023839529221	0.0002312659225795788					0	0	0	0.0	1	0.0	0.0	False
AC005863.1	False	False			0.000845415838218453	0.04541143171898536	0.6671466866683006			-0.08918994058371117	0.3632174676491228	0	0	0	0.0	2	0.0	0.0	False
AC003986.1	False	False			0.0007001258162791769	0.0530128131064449	0.7390746482948809					0	0	0	0.0	1	0.0	0.0	False
LINC01739	False	False			0.00046612495157140983	0.06232694984109026	0.535873586346448					0	0	0	0.0	1	0.0	0.0	False
GAPDHP26	False	False			-0.0001572768576840449	-0.02317793254712378	0.9022233751168866			-0.015406120544763813	0.896850354429028	0	0	0	0.0	2	0.0	0.0	False
AC010163.1	False	False			0.006906506285108003	0.30547148998740287	0.0004343379984858168					0	0	0	0.0	1	0.0	0.0	False
NKX1-2	False	False			-0.0074965559792282335	-0.2237778942251223	0.2297053818697557					0	0	0	0.0	1	0.0	0.0	False
UBE2DNL	False	False			-0.003068276428598529	-0.17587033693527043	0.37413853200547403			0.06999199924704855	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
ACCSL	False	False			7.184732863627693e-05	0.0037837416558344885	0.9798486806898634			-0.21269500670303812	0.42501911311536766	0	0	0	0.0	2	0.0	0.0	False
IZUMO3	False	False			0.0031517391494905915	0.1505678583863406	0.12807299843234426			-0.09430934328983383	0.3632174676491229	0	0	0	0.0	2	0.0	0.0	False
