cluster_1,,Epithelial cell,Epithelial cell,Epithelial cell,Myeloid cell,Myeloid cell,Myeloid cell,T cell,T cell,T cell
IFNG,CXCL12,0.17515097888749906,0.0,0.1402439877397406,0.0,0.0,0.0,0.0,0.0,0.0
DCN,VEGFA,1.1567592056323146,1.1521128880538476,0.8336529008453845,1.6822370851209882,1.6775907675425212,1.359130780334058,1.0886288729091305,1.0839825553306635,0.7655225681222003
IL1B,CXCL10,0.004126209254358329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCL1,CCR6,0.0022742497959947275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS4,ITGA6,0.042879041414918176,0.0,0.07647013776190055,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CDH11,0.01715342744751056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,CCR7,0.00785373478012289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL3,CCR7,0.004094611709484796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,CXCL10,0.0033978238498180023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A8,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,SFTPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,CXCL12,0.1771877966533441,0.0,0.14228080550558564,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,F3,0.07228733790430794,0.22110582677402882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,CXCL12,0.17875353137581249,0.0,0.14384654022805402,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,CXCR6,0.311019328277308,0.0,0.0,0.0,0.0,0.0,0.2339912997167745,0.0,0.0
CCL14,CXCR6,0.11439606310955769,0.0,0.0,0.24943697223228425,0.0,0.0,0.0,0.0,0.0
CCL11,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,CCR7,0.17806327227885993,0.0,0.0,0.0,0.0,0.0,0.14315628113110146,0.0,0.0
CCL17,CCR7,0.003990609147898583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL3L1,CXCR6,0.004993617570053164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL6,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,CSF1,0.023577526167468946,0.0,0.07820056561270818,0.0,0.0,0.0,0.0,0.0,0.0
IL6,GZMB,0.010644581166676517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1A,MMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,PTGS2,0.008670922897787089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFR4,PLAU,0.007249927572104737,0.10937997466810956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,PLAU,0.008418271168668003,0.11054831826467282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,CSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,CCR4,0.0026554429878171398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWF,ITGA6,0.30861960800361293,0.0,0.3422107043505953,0.14205108521881377,0.0,0.17564218156579614,0.22024474242699382,0.0,0.2538358387739762
CXCL8,CCR4,0.004969740172475134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELN,ITGA6,0.04215480836105007,0.0,0.07574590470803244,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,VEGFA,0.44137224799383984,0.43672593041537283,0.11826594320690965,0.0,0.0,0.0,0.0,0.0,0.0
CCL2,PTGS2,0.02758086281062164,0.0,0.0,0.22645165910695328,0.0,0.0,0.0709644465250423,0.0,0.0
NR0B2,TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,CCR4,0.0028756352775662127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL13,VEGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A9,MMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,CES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL3,CCR6,0.0022871090642625352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,CCR4,0.0025176123377827755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,MMP9,0.005983067954216978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,CXCR6,0.03445290525754292,0.0,0.0,0.0,0.0,0.0,0.06864973587002048,0.0,0.0
CXCL10,CCR4,0.0036204043804572155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL10,F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSM,PLAT,0.05209690259810508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,KDR,0.08563314171965039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,HSP90AA1,0.5329111038894789,0.40900780245511215,0.27934899155277926,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,CCR4,0.036803226287139716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XCL2,CCR6,0.0028827217934886684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,TNFRSF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,CCR7,0.005345155848538812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,HMOX1,0.01338349659033496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,IL17A,0.0009226324794835018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL20,CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,CXCR6,0.002498211840469782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CCR4,0.0012264946211113933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL15,CXCR6,0.0010692634737640354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL19,CXCR6,0.03664599513979236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,DCN,0.7571526067248429,1.2826304862135163,0.6890222740016587,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,CXCR6,0.002718404130218855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL2,TNFRSF18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL18,CCR4,0.0026702916806323573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADIPOQ,F3,0.07333105483794596,0.22214954370766685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL11,CCR6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,MMP13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL23,CXCR6,0.0010855713116577248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2,HDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,VCAM1,0.011583599566846679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSM,LDLR,0.005778763640231485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL11,LIFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,LIFR,0.29283198806337135,0.4726490109397482,0.07560285006904416,0.0,0.0,0.0,0.0,0.0,0.0
OSM,IL13RA2,0.00429280779578469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEP,MPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL11,IL13RA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6,IL13RA2,0.008030467563205294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL13,LIFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS1,PTCH1,0.038730565575850695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEP,KDR,0.08589977576700053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF15,TTN,0.020758416997274327,0.0,0.14706187806381615,0.0,0.0,0.0,0.0,0.0,0.0
S100A8,MDM2,0.07811167369587253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEGFA,MDM2,0.47812015552182174,0.0,0.0,0.47347383794335474,0.0,0.0,0.1550138507348916,0.0,0.0
SHH,MDM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF3,ACE,0.11028430091612267,0.0,0.04501028415793927,0.0,0.0,0.0,0.0,0.0,0.0
NTS,GRIA1,0.002938637803228427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,GRIA1,0.001110123599914306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,GRIA1,0.0032617578850710456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAM1,CDH5,0.07853968288313401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,CDH5,0.07259824078704938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,CDH5,0.07117499190643296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT2,CDH5,0.09327688026980707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL8,CDH5,0.07385487724327999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,NOS1,0.01885163698143996,0.0,0.0,0.0,0.0,0.0,0.08007346491234506,0.0,0.0
IGF1,NOS1,0.04267564811702293,0.0,0.0,0.22271487622372962,0.0,0.0,0.0,0.0,0.0
