gene	pseudobulk_count	log1p_cpm	n_feature_rows	external_dataset	sample	gsm	label	patient	compartment	tissue_site
CLEC10A	7.0	0.35410381839203114	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
CXCL10	36.0	1.1585201027476137	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
CXCL11	1.0	0.0589294863834392	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
CXCL13	3032.0	5.220592267680291	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
CXCL9	4.0	0.217368328463933	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
EPCAM	3.0	0.16729364528906088	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
FCER1A	4.0	0.217368328463933	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
FCGR3A	551.0	3.5393912778331367	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
FOXE1	2.0	0.11457869707147246	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
GZMB	880.0	3.9966654129870585	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-A	35042.0	7.662968380265194	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-B	28223.0	7.446671815863019	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-C	30280.0	7.5169823647535825	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DMA	3808.0	5.447372048721634	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DMB	1834.0	4.721393025679217	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DOA	457.0	3.3582934657301218	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DOB	922.0	4.042451256722718	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DPA1	7521.0	6.125838175558655	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DPB1	10030.0	6.4131727787062704	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DQA1	6422.0	5.968242626236937	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DQA2	5969.0	5.895286608633639	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DQB1	3972.0	5.489359805147178	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DQB2	68.0	1.6346436052691746	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DRA	30662.0	7.5295122645235235	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DRB1	11765.0	6.572479344220755	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DRB3	0.0		0	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DRB4	0.0		0	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-DRB5	15492.0	6.84733762368499	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-E	15235.0	6.830627193967696	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-F	3315.0	5.30936596924747	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
HLA-G	72.0	1.6809083499902635	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
IFNG	495.0	3.435493164086038	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
IGHG1	53512.0	8.086164760338631	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
IGHG2	3790.0	5.442654408983739	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
IGKC	309835.0	9.8420440849398	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
IRF1	2489.0	5.024429092785172	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
ITGAX	41.0	1.2495343952360978	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
JCHAIN	12474.0	6.630917318610904	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
KRT18	70.0	1.6580435070970427	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
KRT8	69.0	1.6464119990473134	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
LAMP3	53.0	1.4391532716486781	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
LST1	497.0	3.4393958034314953	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
LTB	11006.0	6.505887327936854	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
LTBR	25.0	0.9232707575044404	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
LYZ	104.0	1.9896325557085788	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
MIF	4148.0	5.532541077022985	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
MS4A1	7728.0	6.152930618489793	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
MZB1	2466.0	5.015206799432822	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
NKX2-1	2.0	0.11457869707147246	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
NLRC5	523.0	3.4887909667338572	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
POU2AF1	1079.0	4.197138477628206	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
PRF1	1404.0	4.456941878195197	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
PSMB10	1416.0	4.465354276790967	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
PSMB8	2363.0	4.97283061671606	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
PSMB9	4235.0	5.5532168445417085	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
RFX5	404.0	3.239579202782063	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
SLC5A5	4.0	0.217368328463933	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
STAT1	1811.0	4.7088858909846	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
TAP1	1548.0	4.553500902435102	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
TAP2	759.0	3.8516706372072873	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
TAPBP	2718.0	5.111890238716106	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
TG	10.0	0.47437185139804905	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
TPO	2.0	0.11457869707147246	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
TSHR	9.0	0.4358675663513179	1	GSE184362	GSM5585104_PTC2_T	GSM5585104	PTC2_T	PTC2	Tumor	Tumor
AICDA	27.0	0.6567908641438348	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
B2M	548510.0	9.845092486737204	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
C1QA	1761.0	4.1200921781216415	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
C1QB	2173.0	4.327234627872807	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CCL19	205.0	2.0857255585599352	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CCL21	61.0	1.1307351003172785	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CCR7	2078.0	4.283135285396772	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD19	572.0	3.0288004686410708	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD1C	284.0	2.3765254245341585	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD22	663.0	3.1697748100882293	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD27	8103.0	5.633650238462474	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD38	336.0	2.5301848943176903	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD3D	24546.0	6.739566735883367	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD3E	19261.0	6.497424746720746	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD3G	6745.0	5.450936976538244	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD4	1264.0	3.7948580284843723	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD68	431.0	2.7614709012805374	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD74	82856.0	7.955288992248883	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD79A	5199.0	5.1918773460347705	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD79B	2929.0	4.6223731053460035	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD8A	4859.0	5.124632786480283	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CD8B	3688.0	4.850771369556517	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CIITA	221.0	2.1518445159463435	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CLEC10A	57.0	1.0853120921181836	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CXCL10	13.0	0.36956187563235976	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CXCL11	7.0	0.21571313775822665	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CXCL13	18466.0	6.455338514972905	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
CXCL9	29.0	0.6918353014838972	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
EPCAM	21.0	0.5436253127051802	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
FCER1A	24.0	0.601808040214642	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
FCGR3A	1887.0	4.188113437022715	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
FOXE1	2.0	0.0665221964548267	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
GZMB	4757.0	5.1035448865014645	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-A	92300.0	8.06319307829739	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-B	59940.0	7.631663000899118	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-C	71994.0	7.814820538541147	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DMA	5365.0	5.223135326211337	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DMB	1979.0	4.2350111362940766	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DOA	363.0	2.601534996698895	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DOB	549.0	2.989784449931965	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DPA1	12095.0	6.033027215002847	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DPB1	17713.0	6.413772974736673	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DQA1	6878.0	5.470380395534314	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DQA2	7429.0	5.54713147170594	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DQB1	5400.0	5.229602965298241	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DQB2	131.0	1.705728884070456	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DRA	32425.0	7.017660018810772	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DRB1	15923.0	6.3074229600392515	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DRB3	0.0		0	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DRB4	0.0		0	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-DRB5	23353.0	6.689803723720241	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-E	28355.0	6.883662259664487	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-F	5792.0	5.299319132993847	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
HLA-G	119.0	1.627805958083144	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
IFNG	4569.0	5.063471974664133	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
IGHG1	83860.0	7.967329372778758	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
IGHG2	9772.0	5.820326167508704	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
IGKC	311904.0	9.280622633123121	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
IRF1	4209.0	4.981943416621948	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
ITGAX	83.0	1.3492580336511562	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
JCHAIN	5648.0	5.274270321106454	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
KRT18	74.0	1.265547587467961	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
KRT8	54.0	1.0498374169372946	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
LAMP3	42.0	0.8938317782486845	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
LST1	1206.0	3.7489666677142695	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
LTB	11968.0	6.022496940907173	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
LTBR	72.0	1.245953762249521	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
LYZ	1497.0	3.960533859196381	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
MIF	5796.0	5.300006055162321	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
MS4A1	4516.0	5.0518784693020455	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
MZB1	1782.0	4.131755243307113	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
NKX2-1	2.0	0.0665221964548267	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
NLRC5	873.0	3.4347777272375017	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
POU2AF1	672.0	3.182695327183951	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
PRF1	3928.0	4.913339396642388	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
PSMB10	1939.0	4.2148905047648455	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
PSMB8	4522.0	5.05319770859244	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
PSMB9	7580.0	5.567175744282128	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
RFX5	727.0	3.258220904906816	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
SLC5A5	18.0	0.48184708247318786	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
STAT1	2139.0	4.3116742161053745	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
TAP1	4092.0	4.953948319862748	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
TAP2	1474.0	3.945347801591153	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
TAPBP	4565.0	5.0626016670268195	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
TG	83.0	1.3492580336511562	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
TPO	13.0	0.36956187563235976	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
TSHR	19.0	0.5028667519473613	1	GSE184362	GSM5585105_PTC2_P	GSM5585105	PTC2_P	PTC2	Paratumor	Paratumor
AICDA	91.0	1.2250193753096428	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
B2M	458138.0	9.401379369249401	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
C1QA	3.0	0.07627598888374681	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
C1QB	0.0	0.0	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CCL19	2.0	0.05149152612716799	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CCL21	0.0	0.0	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CCR7	18481.0	6.192915435180452	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD19	2214.0	4.085878373875723	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD1C	564.0	2.766379146593006	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD22	2055.0	4.012653044145257	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD27	4630.0	4.814824870977053	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD38	688.0	2.953714305247185	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD3D	16486.0	6.0789310942154655	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD3E	15280.0	6.003145117103546	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD3G	5104.0	4.911539229135658	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD4	891.0	3.2003182080603843	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD68	141.0	1.5529180688124202	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD74	132048.0	8.15757839642096	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD79A	15757.0	6.033810239747815	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD79B	5458.0	4.9781195551692825	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD8A	1371.0	3.6169000218502556	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CD8B	1560.0	3.742785235066905	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CIITA	371.0	2.379719182765306	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CLEC10A	30.0	0.5836692942069256	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CXCL10	35.0	0.6547725174457182	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CXCL11	1.0	0.02607714861436864	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CXCL13	2761.0	4.30333489840194	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
CXCL9	0.0	0.0	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
EPCAM	15.0	0.33382730232762803	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
FCER1A	14.0	0.31472449695240945	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
FCGR3A	173.0	1.7175176477912713	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
FOXE1	7.0	0.16969292201060457	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
GZMB	524.0	2.697605803131064	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-A	66059.0	7.4652473965309145	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-B	44511.0	7.070712645211885	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-C	55201.0	7.285792815727618	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-DMA	7712.0	5.321799785559317	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-DMB	4321.0	4.746334550692806	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-DOA	1074.0	3.3801515333154764	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
HLA-DOB	1495.0	3.7012550051900623	1	GSE184362	GSM5585106_PTC2_LeftLN	GSM5585106	PTC2_LeftLN	PTC2	Metastasis	LymphNode
