gene	pseudobulk_count	log1p_cpm	n_feature_rows	external_dataset	sample	gsm	label	patient	compartment	tissue_site
CD8B	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
CIITA	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
CLEC10A	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
CXCL10	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
CXCL11	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
CXCL13	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
CXCL9	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
EPCAM	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
FCER1A	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
FCGR3A	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
FOXE1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
GZMB	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-A	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-B	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-C	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DMA	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DMB	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DOA	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DOB	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DPA1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DPB1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DQA1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DQA2	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DQB1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DQB2	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DRA	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DRB1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DRB3	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DRB4	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-DRB5	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-E	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-F	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
HLA-G	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
IFNG	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
IGHG1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
IGHG2	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
IGKC	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
IRF1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
ITGAX	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
JCHAIN	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
KRT18	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
KRT8	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
LAMP3	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
LST1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
LTB	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
LTBR	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
LYZ	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
MIF	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
MS4A1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
MZB1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
NKX2-1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
NLRC5	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
POU2AF1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
PRF1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
PSMB10	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
PSMB8	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
PSMB9	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
RFX5	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
SLC5A5	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
STAT1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
TAP1	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
TAP2	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
TAPBP	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
TG	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
TPO	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
TSHR	0.0		0	GSE184362	GSM5585116_PTC7_RightLN	GSM5585116	PTC7_RightLN	PTC7	Metastasis	LymphNode
AICDA	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
B2M	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
C1QA	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
C1QB	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CCL19	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CCL21	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CCR7	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD19	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD1C	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD22	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD27	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD38	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD3D	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD3E	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD3G	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD4	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD68	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD74	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD79A	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD79B	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD8A	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CD8B	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CIITA	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CLEC10A	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CXCL10	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CXCL11	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CXCL13	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
CXCL9	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
EPCAM	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
FCER1A	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
FCGR3A	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
FOXE1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
GZMB	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-A	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-B	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-C	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DMA	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DMB	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DOA	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DOB	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DPA1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DPB1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DQA1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DQA2	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DQB1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DQB2	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DRA	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DRB1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DRB3	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DRB4	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-DRB5	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-E	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-F	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
HLA-G	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
IFNG	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
IGHG1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
IGHG2	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
IGKC	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
IRF1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
ITGAX	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
JCHAIN	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
KRT18	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
KRT8	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
LAMP3	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
LST1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
LTB	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
LTBR	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
LYZ	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
MIF	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
MS4A1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
MZB1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
NKX2-1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
NLRC5	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
POU2AF1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
PRF1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
PSMB10	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
PSMB8	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
PSMB9	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
RFX5	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
SLC5A5	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
STAT1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
TAP1	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
TAP2	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
TAPBP	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
TG	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
TPO	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
TSHR	0.0		0	GSE184362	GSM5585117_PTC8_T	GSM5585117	PTC8_T	PTC8	Tumor	Tumor
AICDA	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
B2M	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
C1QA	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
C1QB	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CCL19	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CCL21	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CCR7	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD19	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD1C	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD22	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD27	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD38	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD3D	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD3E	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD3G	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD4	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD68	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD74	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD79A	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD79B	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD8A	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CD8B	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CIITA	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CLEC10A	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CXCL10	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CXCL11	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CXCL13	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
CXCL9	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
EPCAM	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
FCER1A	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
FCGR3A	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
FOXE1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
GZMB	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-A	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-B	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-C	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DMA	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DMB	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DOA	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DOB	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DPA1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DPB1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DQA1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DQA2	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DQB1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DQB2	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DRA	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DRB1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DRB3	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DRB4	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-DRB5	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-E	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-F	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
HLA-G	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
IFNG	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
IGHG1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
IGHG2	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
IGKC	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
IRF1	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
ITGAX	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
JCHAIN	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
KRT18	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
KRT8	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
LAMP3	0.0		0	GSE184362	GSM5585118_PTC8_P	GSM5585118	PTC8_P	PTC8	Paratumor	Paratumor
