gene	mean_DM1	mean_DM2	cohens_d	t	pval	fdr	abs_d	direction
GOT2	-0.33856083757990096	1.6542810406738129	-2.207530528274196	-5.449390088499293	5.468662869537596e-05	0.0012494144754011565	2.207530528274196	up_in_DM2
MACIR	-0.3251966858367722	1.6367498670149898	-2.2044365244105815	-6.163245252421319	3.4516469173973833e-06	0.00015342174506383866	2.2044365244105815	up_in_DM2
ACADS	-0.336837931674166	1.556178715687859	-2.2023569130033116	-6.11969276221588	4.116302161859484e-06	0.0001756639843293794	2.2023569130033116	up_in_DM2
AP001267.3	-0.28304822666158813	1.477932691739885	-2.202136923461535	-6.402383136506358	1.1604560271554255e-06	6.9319937717597e-05	2.202136923461535	up_in_DM2
ST7	-0.5133571629270478	1.2355172855078242	-2.2020103724757636	-6.464420385874692	8.666929557200298e-07	5.5267408888450006e-05	2.2020103724757636	up_in_DM2
ECI1	-0.4507591376254455	1.3640017591120248	-2.199664458527063	-6.615930276323801	4.115175612374276e-07	3.132878754324625e-05	2.199664458527063	up_in_DM2
COQ5	-0.34690082446428067	1.6812745223147094	-2.1990557626423213	-6.577567343088974	4.940030602744246e-07	3.638046246334207e-05	2.1990557626423213	up_in_DM2
ITPR1-DT	-0.25984681362404743	1.3118332105894146	-2.197317947685272	-6.2277674418280755	2.494220144324073e-06	0.00011982310171264343	2.197317947685272	up_in_DM2
SLC5A8	-0.2707915708261497	1.1365716017530674	-2.194761616619074	-7.092379489431745	3.6588009270414364e-08	5.550068388055765e-06	2.194761616619074	up_in_DM2
MT1G	-0.29563016350117466	1.2454070164603144	-2.193179321729055	-7.475789845273227	5.902601677201313e-09	1.3937378997987892e-06	2.193179321729055	up_in_DM2
BTD	-0.5341136403667922	1.4504072634468035	-2.1928072775702803	-6.024729663091925	5.842662863157523e-06	0.0002329805913107287	2.1928072775702803	up_in_DM2
AKT2	-0.6279269464275696	1.3423798502166606	-2.187658723654261	-5.9783985348645485	6.8956669471299285e-06	0.00026617907316190244	2.187658723654261	up_in_DM2
SPATA4	-0.4705012674217054	1.4618126658533386	-2.185036180134742	-6.050582366998153	5.024175561798871e-06	0.0002062822159442321	2.185036180134742	up_in_DM2
KDM4B	-0.533510677318425	1.1877563357730723	-2.1838645696414765	-5.827719602508451	1.2439086315174088e-05	0.00041567141706607774	2.1838645696414765	up_in_DM2
SPX	-0.32592762133043135	1.1332879080782838	-2.1835835657074516	-6.633818884709451	3.370450580656155e-07	2.682321385794687e-05	2.1835835657074516	up_in_DM2
AC023790.2	-0.33557860672609424	1.6453389455943717	-2.182729794059472	-6.154890563890717	3.159992270056969e-06	0.00014380263004955612	2.182729794059472	up_in_DM2
AL451085.1	-0.36010865685258686	1.1361476845454321	-2.1816317230854003	-5.650227701128787	2.4286315695071675e-05	0.0006990939569085095	2.1816317230854003	up_in_DM2
AC008014.1	-0.09438725661654204	1.6307147849258752	-2.181410568409043	-6.506902943432812	6.166836165878054e-07	4.252059019166992e-05	2.181410568409043	up_in_DM2
ANKRD46	-0.2436164771960666	1.2153365499479358	-2.1804939209570735	-7.203225394166877	1.933863462987529e-08	3.3966784993063062e-06	2.1804939209570735	up_in_DM2
JMJD8	-0.0503018654132754	1.5036554105819502	-2.1784331576290787	-7.01498578247762	4.819763585653406e-08	6.815472473746842e-06	2.1784331576290787	up_in_DM2
LINC00467	-0.12365763280085829	1.5361700914434226	-2.1705958134427257	-6.8842729951385735	8.794843927773774e-08	1.0711734728381986e-05	2.1705958134427257	up_in_DM2
MKKS	-0.2937996498088554	1.2071945492897203	-2.1703425725576744	-6.462676741953308	7.081988904284895e-07	4.6707536307074215e-05	2.1703425725576744	up_in_DM2
AC026116.1	-0.2642338791817903	2.2225874853876753	-2.1683114078183308	-5.318049595145158	7.42161016264581e-05	0.0015768716533180133	2.1683114078183308	up_in_DM2
AC138627.1	-0.31626588073049344	2.1783661148158044	-2.1682066793101322	-5.642424921680649	2.3613260362740752e-05	0.0006844427256734665	2.1682066793101322	up_in_DM2
AC011700.1	-0.3644282535427673	1.0852233478322946	-2.16713121906917	-5.808314960921612	1.2398508517566416e-05	0.00041486934450022707	2.16713121906917	up_in_DM2
PCMTD1	-0.3759053584754683	1.1357806354109117	-2.164270916458668	-6.611751526372985	3.285245963818675e-07	2.631245479309364e-05	2.164270916458668	up_in_DM2
ANKMY2	-0.19186158965509226	1.308009630213028	-2.1621927678464763	-6.7245146275485475	1.8481618237791048e-07	1.861474538727051e-05	2.1621927678464763	up_in_DM2
AC096669.1	-0.4429056428491128	1.0905370776367633	-2.1602166313489493	-5.299339697037396	7.685977939767946e-05	0.0016225328942706919	2.1602166313489493	up_in_DM2
HSD17B4	-0.26715839765493776	1.2109085915049032	-2.1589574111377154	-6.108157699445364	3.381886661655817e-06	0.0001509182162969019	2.1589574111377154	up_in_DM2
IQGAP2	-0.2390299450592346	1.3532999120721405	-2.1577408334379644	-7.85760852284909	1.6165506434724357e-09	5.72283557728684e-07	2.1577408334379644	up_in_DM2
NUBPL	-0.4011388900378581	1.5043120084015642	-2.1575140427159805	-6.8015474413044705	1.2159255718160228e-07	1.355608068462505e-05	2.1575140427159805	up_in_DM2
TCF7L1	-0.18843915930217245	1.4007001250737	-2.1547994953211296	-6.6448169018296515	2.610845479694311e-07	2.2556570008744888e-05	2.1547994953211296	up_in_DM2
ELMO1	-0.23180832735379397	1.3633568993805796	-2.154043191123355	-6.858084757634919	8.9410968749398e-08	1.0790180030021374e-05	2.154043191123355	up_in_DM2
MAP1LC3A	-0.285018807477805	0.9288925213243556	-2.1528105690750814	-5.8777116784137675	8.725759156631393e-06	0.0003178996010645227	2.1528105690750814	up_in_DM2
SFTPC	-0.31413244663879075	1.0793010409767365	-2.152149669675924	-5.9434761315300735	6.615981265469538e-06	0.00025693001566087987	2.152149669675924	up_in_DM2
AC084212.1	-0.3845660689840417	1.605572159446728	-2.151735231483582	-5.475564751289865	4.0618935391537796e-05	0.0010021205854261208	2.151735231483582	up_in_DM2
LGI3	-0.07546935858905487	1.3759031905889871	-2.1487373842200173	-7.345970212059483	8.564394166345748e-09	1.8969754122961746e-06	2.1487373842200173	up_in_DM2
ACAD10	-0.02808660516993776	2.012246409460361	-2.1470806917134313	-5.835821175066737	1.0060505889497523e-05	0.0003544045065562752	2.1470806917134313	up_in_DM2
PKHD1L1	-0.34542805923699443	1.3630681825488553	-2.141717387050394	-6.993517395419137	4.207501818545085e-08	6.140499301245769e-06	2.141717387050394	up_in_DM2
LINC00886	-0.18939194588610106	1.435008682080543	-2.1415543479177215	-7.432156206343262	5.8912861286566746e-09	1.3937378997987892e-06	2.1415543479177215	up_in_DM2
RIC8B	-0.32996861670661687	1.4081788856002104	-2.139407163642847	-6.580695596747441	3.2241432581583175e-07	2.5947614665094702e-05	2.139407163642847	up_in_DM2
AC016820.1	-0.36542635822490116	0.9723523340900739	-2.138651656928032	-5.91109411514382	7.0559734304494885e-06	0.00027045016690768796	2.138651656928032	up_in_DM2
LAMTOR1	-0.24724971195189724	1.3412514585060211	-2.1368975710027853	-5.92759426758502	6.520689838840837e-06	0.0002538201337112711	2.1368975710027853	up_in_DM2
MATN2	-0.4324066838144087	1.185202736023735	-2.1364028280540266	-7.527695676395224	4.121330028737202e-09	1.1212257531441676e-06	2.1364028280540266	up_in_DM2
WASL-DT	-0.2868388521802139	1.4862295946109694	-2.1356976587111958	-5.602375245801394	2.3856686282289386e-05	0.0006899006365793426	2.1356976587111958	up_in_DM2
NIPSNAP2	-0.2929209833579826	1.6615184864299353	-2.13559920782624	-5.683199616305303	1.7483649036110865e-05	0.0005429258706263261	2.13559920782624	up_in_DM2
AC067750.1	-0.36636510356381247	1.1016162047582236	-2.1348713342359495	-6.112641078532575	2.878456976890821e-06	0.0001337881145303628	2.1348713342359495	up_in_DM2
DUSP15	-0.43984267840763375	1.4818767763195788	-2.134826352333662	-6.88774526799016	6.773298363094708e-08	8.782344556469104e-06	2.134826352333662	up_in_DM2
AC078882.1	-0.37761543734991043	1.1655747465011606	-2.13383638472605	-5.343894222142302	6.0294867600567075e-05	0.001343969387749055	2.13383638472605	up_in_DM2
MPPED2	-0.2077850462220331	1.1778835922603996	-2.131075490867357	-7.21987709772156	1.3715489696387627e-08	2.6924313067520464e-06	2.131075490867357	up_in_DM2
BMP7	-0.6777495345245576	1.3459420143583594	-2.130021633004453	-6.768820384137197	1.184681647102918e-07	1.3296590558447953e-05	2.130021633004453	up_in_DM2
AC007613.1	-0.3596840539824202	1.265916999538946	-2.129575071574878	-6.276095561092068	1.315300208161506e-06	7.585402974671506e-05	2.129575071574878	up_in_DM2
AP000821.2	-0.27388785819202616	2.074936755181784	-2.128163709199913	-5.295243337948693	6.981374835592113e-05	0.0015063519893106464	2.128163709199913	up_in_DM2
PRIMA1	-0.3120080663006221	1.4700320714226711	-2.1276904930354164	-6.14243258810641	2.4103471272622363e-06	0.00011725671185276291	2.1276904930354164	up_in_DM2
SLC39A14	-0.2861645497832592	1.2829683032296624	-2.1269848964779117	-6.42040770477082	6.494457436470131e-07	4.43519168287615e-05	2.1269848964779117	up_in_DM2
SDSL	-0.34038999215002796	1.5178863465236092	-2.125055604049045	-6.105929049981106	2.79825167814905e-06	0.00013066453687146797	2.125055604049045	up_in_DM2
TIMM17B	-0.2942705818503747	1.1684103227685079	-2.121084932434375	-6.367292106752247	8.068394771056531e-07	5.211454263865133e-05	2.121084932434375	up_in_DM2
LINC02026	-0.2293534960035134	1.5336283480775879	-2.116894792958811	-5.697479951283285	1.5142930027581016e-05	0.00048688141343255944	2.116894792958811	up_in_DM2
ZC2HC1C	-0.6313686300567475	1.2372597217711716	-2.1164337388925216	-6.552601272315545	3.1636301241540595e-07	2.562540400564788e-05	2.1164337388925216	up_in_DM2
