claim,dedup_key,sources,n_sources,doi,title,year,venue,first_author,cited_by,influential,composite
Single-cell PTC progression,10.1186/s12885-024-12459-4,openalex,1,10.1186/s12885-024-12459-4,Pathomics and single-cell analysis of papillary thyroid carcinoma reveal the pro-metastatic influence of cancer-associated fibroblasts,2024.0,,Wang,14.0,0.0,138.0
Single-cell PTC progression,10.1002/ctm2.70172,openalex,1,10.1002/ctm2.70172,Single‐cell RNA‐sequencing and spatial transcriptomic analysis reveal a distinct population of <i>APOE</i><sup>−</sup> cells yielding pathological lymph node metastasis in papillary thyroid cancer,2025.0,,Xiao,8.0,0.0,133.0
Single-cell PTC progression,10.1002/advs.202413474,openalex,1,10.1002/advs.202413474,PROS1‐MERTK Axis Drives Tumor Microenvironment Crosstalk and Progression in Papillary Thyroid Microcarcinoma,2025.0,,Zhang,4.0,0.0,129.0
Single-cell PTC progression,10.1002/cncy.70100,europepmc_fulltext,1,10.1002/cncy.70100,"The fascinating history of papillary thyroid carcinoma nuclei: revelation of two nuclear morphologies-""Classical papillary"" and ""papillary-like"", with different pathobiologic characteristics.",2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.1007/s10238-026-02101-x,europepmc_fulltext,1,10.1007/s10238-026-02101-x,CD44 is associated with papillary thyroid carcinoma metastasis via potential modulation of the immunosuppressive tumor microenvironment.,2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.1007/s12105-026-01901-7,europepmc_fulltext,1,10.1007/s12105-026-01901-7,"Proceedings of the 2026 North American Society of Head and Neck Pathology Companion Meeting, San Antonio, TX, March 22, 2026: It's a Trap! Pitfalls in Thyroid Pathology: Mets or Not Mets?",2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.1016/j.eclinm.2026.103839,europepmc_fulltext,1,10.1016/j.eclinm.2026.103839,"A histo-clinical score to predict evolution to radioactive iodine-refractory of the follicular cell-derived thyroid carcinoma (PREDIRAIR): a single-centre, prospective, cohort study.",2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.1186/s12957-026-04242-5,europepmc_fulltext,1,10.1186/s12957-026-04242-5,Milk fat globule-EGF factor 8 enhances the proliferation and migration of thyroid carcinoma cells through epithelial-mesenchymal transition and PI3K/AKT signaling pathway.,2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.1210/jcemcr/luag060,europepmc_fulltext,1,10.1210/jcemcr/luag060,Yttrium-90 radioembolization treatment of metastatic thyroid carcinoma to the liver: a 3-case series.,2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.21037/tcr-2025-aw-2244,europepmc_fulltext,1,10.21037/tcr-2025-aw-2244,Identification of papillary thyroid carcinoma-associated epithelial cell subpopulations and diagnostic biomarkers: integrating machine learning with single-cell analysis.,2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.3389/fimmu.2026.1740257,europepmc_fulltext,1,10.3389/fimmu.2026.1740257,Gut microbe &lt;i&gt;Terrisporobacter&lt;/i&gt; promotes papillary thyroid carcinoma progression by upregulating the &lt;i&gt;NTRK1&lt;/i&gt; oncogene and fostering an immunosuppressive tumor microenvironment.,2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.3389/fimmu.2026.1769020,europepmc_fulltext,1,10.3389/fimmu.2026.1769020,Unraveling the indolence of papillary thyroid carcinoma: an exploratory study on B-cell subsets based on genetic predisposition and tumor immunity.,2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,10.36401/jipo-26-x2,europepmc_fulltext,1,10.36401/jipo-26-x2,"Abstracts Presented at the 2026 Precision Oncology Saudi Summit: February 12-14, 2026, Madinah, Saudi Arabia.",2026.0,,,0.0,0.0,126.0
Single-cell PTC progression,beyond the nucleus: cytoplasmic dominance in follicular thyr|,arxiv,1,,Beyond the Nucleus: Cytoplasmic Dominance in Follicular Thyroid Carcinoma Detection Using Single-Cell Raman Imaging Across Multiple Devices,,,Aurelien Pelissier,0.0,0.0,100.0
Single-cell PTC progression,cellphonedb v5: inferring cell-cell communication from singl|,arxiv,1,,CellPhoneDB v5: inferring cell-cell communication from single-cell multiomics data,,,Kevin Troulé,0.0,0.0,100.0
Single-cell PTC progression,deep learning in single-cell analysis|,arxiv,1,,Deep Learning in Single-Cell Analysis,,,Dylan Molho,0.0,0.0,100.0
Single-cell PTC progression,gene expression and pathway bioinformatics analysis detect a|,arxiv,1,,Gene expression and pathway bioinformatics analysis detect a potential predictive value of MAP3K8 in thyroid cancer progression,,,Valentina Di Salvatore,0.0,0.0,100.0
Single-cell PTC progression,instance-based vision transformer for subtyping of papillary|,arxiv,1,,Instance-based Vision Transformer for Subtyping of Papillary Renal Cell Carcinoma in Histopathological Image,,,Zeyu Gao,0.0,0.0,100.0
Single-cell PTC progression,intelligent diagnosis using dual-branch attention network fo|,arxiv,1,,Intelligent Diagnosis Using Dual-Branch Attention Network for Rare Thyroid Carcinoma Recognition with Ultrasound Imaging,,,Peiqi Li,0.0,0.0,100.0
Single-cell PTC progression,single-cell protein analysis by mass-spectrometry|,arxiv,1,,Single-cell protein analysis by mass-spectrometry,,,Nikolai Slavov,0.0,0.0,100.0
Single-cell PTC progression,use of natural language processing to extract and classify p|,arxiv,1,,Use of natural language processing to extract and classify papillary thyroid cancer features from surgical pathology reports,,,Ricardo Loor-Torres,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,10.1038/s41586-020-1969-6,openalex,1,10.1038/s41586-020-1969-6,Pan-cancer analysis of whole genomes,2020.0,,Aaltonen,3240.0,0.0,620.0
TIERA-like Korean PTC molecular cohort,10.1111/jebm.12373,openalex,1,10.1111/jebm.12373,Brief introduction of medical database and data mining technology in big data era,2020.0,,Yang,592.0,0.0,620.0
TIERA-like Korean PTC molecular cohort,10.1186/s13045-018-0645-x,openalex,1,10.1186/s13045-018-0645-x,The roles of metallothioneins in carcinogenesis,2018.0,,Si,442.0,0.0,560.0
TIERA-like Korean PTC molecular cohort,10.1001/jamasurg.2018.1153,openalex,1,10.1001/jamasurg.2018.1153,Performance of a Genomic Sequencing Classifier for the Preoperative Diagnosis of Cytologically Indeterminate Thyroid Nodules,2018.0,,Patel,375.0,0.0,493.0
TIERA-like Korean PTC molecular cohort,10.7150/ijms.29935,openalex,1,10.7150/ijms.29935,Papillary Thyroid Cancer: Genetic Alterations and Molecular Biomarker Investigations,2019.0,,Abdullah,354.0,0.0,473.0
TIERA-like Korean PTC molecular cohort,10.1038/s12276-024-01209-y,openalex,1,10.1038/s12276-024-01209-y,Regulation of cargo selection in exosome biogenesis and its biomedical applications in cancer,2024.0,,Lee,302.0,0.0,426.0
TIERA-like Korean PTC molecular cohort,10.1093/bib/bbab504,openalex,1,10.1093/bib/bbab504,Tumor immune microenvironment lncRNAs,2021.0,,Park,278.0,0.0,399.0
TIERA-like Korean PTC molecular cohort,10.1038/s41467-019-10680-5,openalex,1,10.1038/s41467-019-10680-5,Integrative analysis of genomic and transcriptomic characteristics associated with progression of aggressive thyroid cancer,2019.0,,Yoo,261.0,0.0,380.0
TIERA-like Korean PTC molecular cohort,10.1038/s12276-019-0230-6,openalex,1,10.1038/s12276-019-0230-6,"The cancer driver genes IDH1/2, JARID1C/ KDM5C, and UTX/ KDM6A: crosstalk between histone demethylation and hypoxic reprogramming in cancer metabolism",2019.0,,Chang,237.0,0.0,356.0
TIERA-like Korean PTC molecular cohort,10.1038/s41418-018-0126-3,openalex,1,10.1038/s41418-018-0126-3,TP53 gain-of-function mutation promotes inflammation in glioblastoma,2018.0,,Ham,224.0,0.0,342.0
TIERA-like Korean PTC molecular cohort,10.1038/s41379-021-00737-6,openalex,1,10.1038/s41379-021-00737-6,"Novel, emerging and provisional renal entities: The Genitourinary Pathology Society (GUPS) update on renal neoplasia",2021.0,,Trpkov,215.0,0.0,336.0
TIERA-like Korean PTC molecular cohort,10.3390/cancers14041061,openalex,1,10.3390/cancers14041061,Anaplastic Thyroid Carcinoma: An Update,2022.0,,Jannin,147.0,0.0,269.0
TIERA-like Korean PTC molecular cohort,10.3390/ijms21020569,openalex,1,10.3390/ijms21020569,"Claudin-1, A Double-Edged Sword in Cancer",2020.0,,Bhat,148.0,0.0,268.0
TIERA-like Korean PTC molecular cohort,10.1186/s12967-021-03067-y,openalex,1,10.1186/s12967-021-03067-y,An update on extra-oral bitter taste receptors,2021.0,,Tuzim,130.0,0.0,251.0
TIERA-like Korean PTC molecular cohort,10.3390/cancers10120494,openalex,1,10.3390/cancers10120494,Immune Gene Signature Delineates a Subclass of Papillary Thyroid Cancer with Unfavorable Clinical Outcomes,2018.0,,Kim,88.0,0.0,206.0
TIERA-like Korean PTC molecular cohort,10.1038/s41588-025-02483-w,europepmc_fulltext,1,10.1038/s41588-025-02483-w,Global multi-ancestry genome-wide analyses identify genes and biological pathways associated with thyroid cancer and benign thyroid diseases.,2026.0,,,0.0,0.0,126.0
TIERA-like Korean PTC molecular cohort,10.1002/cam4.71165,europepmc_fulltext,1,10.1002/cam4.71165,From Gene to Enzyme: Multidimensional Decoding of the GGT Molecular Family and Its Clinical Tumor Diagnosis.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.1007/s00262-025-04210-0,europepmc_fulltext,1,10.1007/s00262-025-04210-0,Tumor microenvironment remodeling across thyroid cancer differentiation states revealed by spatial transcriptomics.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.1038/s41598-025-22350-2,europepmc_fulltext,1,10.1038/s41598-025-22350-2,Integrative multi-omics deciphers the potential mechanism and microbial biomarkers for lymph node metastasis in colorectal cancer.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.1038/s41698-025-01126-x,europepmc_fulltext,1,10.1038/s41698-025-01126-x,High clinical actionability of a pan-cancer tissue-based combined DNA and RNA next generation sequencing assay in a diverse Asian population.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.1186/s12964-025-02397-4,europepmc_fulltext,1,10.1186/s12964-025-02397-4,A novel role of liquid plasma (LP) induced RONS triggers the endoplasmic reticulum stress response and is associated with GSDME-mediated pyroptosis in anaplastic thyroid cancer.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.21873/invivo.14114,europepmc_fulltext,1,10.21873/invivo.14114,Gene Profiling Analyses of Synovium Tissues in Korean Osteoarthritis Patients.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.32604/or.2025.065847,europepmc_fulltext,1,10.32604/or.2025.065847,Cell cycle and HIF-1 related gene expression alteration in thyroid cell lines under microgravity.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.3390/ijms27010341,europepmc_fulltext,1,10.3390/ijms27010341,New Knowledge About Tissue Engineering Under Microgravity Conditions in Space and on Earth.,2025.0,,,0.0,0.0,125.0
TIERA-like Korean PTC molecular cohort,10.3803/enm.2023.1885,europepmc_fulltext,1,10.3803/enm.2023.1885,Clinicopathological Features and Molecular Signatures of Lateral Neck Lymph Node Metastasis in Papillary Thyroid Microcarcinoma.,2024.0,,,0.0,0.0,124.0
TIERA-like Korean PTC molecular cohort,a u-band survey of brown dwarfs in the taurus molecular clou|,arxiv,1,,A U-band survey of brown dwarfs in the Taurus Molecular Cloud with the XMM-Newton Optical/UV Monitor,,,Nicolas Grosso,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,ai-enabled lung cancer prognosis|,arxiv,1,,AI-Enabled Lung Cancer Prognosis,,,Mahtab Darvish,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,clustering of transcriptomic data for the identification of |,arxiv,1,,Clustering of Transcriptomic Data for the Identification of Cancer Subtypes,,,Xiaochun Chen,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,convolutional neural network models for cancer type predicti|,arxiv,1,,Convolutional neural network models for cancer type prediction based on gene expression,,,Milad Mostavi,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,interpretable data mining of follicular thyroid cancer ultra|,arxiv,1,,Interpretable Data Mining of Follicular Thyroid Cancer Ultrasound Features Using Enhanced Association Rules,,,Songlin Zhou,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,korean vlbi network: the first dedicated mm-wavelength vlbi |,arxiv,1,,Korean VLBI Network: the First Dedicated Mm-Wavelength VLBI Network in East Asia,,,Kiyoaki Wajima,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,multi-cancer molecular signatures and their interrelationshi|,arxiv,1,,Multi-cancer molecular signatures and their interrelationships,,,Wei-Yi Cheng,0.0,0.0,100.0
TIERA-like Korean PTC molecular cohort,use of natural language processing to extract and classify p|,arxiv,1,,Use of natural language processing to extract and classify papillary thyroid cancer features from surgical pathology reports,,,Ricardo Loor-Torres,0.0,0.0,100.0
