gene	beta_subtype	abs_beta	pvalue_LMM	fdr_LMM	log2FC_raw_DESeq2	padj_raw_DESeq2	is_druggable	is_original_biomarker
RIMBP2	-1.51846	1.51846	2.21445e-32	5.20707e-31	-2.04668	7.08917e-28	False	False
TNFRSF11B	-1.51297	1.51297	1.40047e-18	1.21209e-17	-1.64797	2.81129e-17	False	True
SOX4	1.50828	1.50828	7.21334e-66	1.18969e-63	1.76991	7.53488e-79	False	True
CHIT1	1.50793	1.50793	1.08347e-09	4.40381e-09	1.26364	1.13136e-05	False	True
PYGM	-1.50502	1.50502	1.71438e-33	4.34531e-32	-1.98657	2.70834e-21	False	True
GRB7	1.5047	1.5047	2.75479e-62	3.88657e-60	1.81752	2.45727e-78	False	True
STAT1	1.50359	1.50359	8.96217e-50	5.86296e-48	1.83392	9.29839e-54	False	True
COL9A3	-1.50198	1.50198	2.01065e-13	1.14908e-12	-2.84338	7.73758e-20	False	True
TGFBR1	1.50138	1.50138	1.93768e-59	2.16097e-57	1.87042	2.32984e-83	False	True
LTB	1.50107	1.50107	8.76064e-19	7.74242e-18	2.61118	9.66865e-30	False	True
APOL1	1.50072	1.50072	3.48931e-56	3.11907e-54	1.68617	1.04032e-53	False	True
MICAL2	1.49804	1.49804	4.28967e-48	2.54985e-46	1.87247	2.37684e-58	False	True
MAP3K5	1.49287	1.49287	1.46177e-61	1.96751e-59	1.66735	6.57093e-64	False	True
OSMR	1.49249	1.49249	1.85527e-47	1.03453e-45	1.89758	9.1397e-58	False	True
DMD	1.48649	1.48649	1.14146e-17	9.18031e-17	2.01073	1.37861e-26	False	True
CFI	1.4841	1.4841	2.38781e-38	8.34663e-37	1.62562	1.23727e-31	False	True
PDZRN4	1.48376	1.48376	6.79463e-10	2.82546e-09	1.0757	0.00153206	False	True
TBC1D2	1.48332	1.48332	1.34614e-63	2.07412e-61	1.76118	3.90823e-75	False	True
MMP11	1.48325	1.48325	3.33578e-15	2.19696e-14	2.68669	2.93897e-29	False	True
SIGLEC15	1.48103	1.48103	6.68652e-29	1.21772e-27	2.8485	5.12181e-44	False	True
SULT2B1	1.47918	1.47918	9.72414e-44	4.46548e-42	2.68298	2.09743e-59	False	True
GCNT4	1.47911	1.47911	1.29209e-51	9.11468e-50	2.49387	3.09376e-81	False	False
IL1RN	1.47885	1.47885	1.73836e-23	2.15182e-22	1.98942	7.274e-28	False	True
TMPRSS11E	1.47872	1.47872	1.59683e-20	1.61059e-19	7.03703	3.42554e-107	False	False
ANXA1	1.474	1.474	3.94618e-66	6.6014e-64	1.63466	2.98765e-82	False	True
HRH1	1.46895	1.46895	2.21221e-29	4.1715e-28	2.23376	1.44338e-48	False	True
CACNA2D2	-1.46742	1.46742	1.70545e-39	6.29993e-38	-1.99945	5.18977e-51	False	False
CD36	-1.46311	1.46311	1.10927e-16	8.22642e-16	-1.5647	6.6609e-15	False	True
CXCL9	1.46115	1.46115	9.31741e-10	3.81093e-09	2.34937	5.81297e-16	False	True
ACP5	1.45965	1.45965	1.11831e-25	1.60286e-24	1.24066	1.42981e-13	False	True
RYR1	1.45743	1.45743	4.05357e-29	7.53449e-28	1.33547	3.26318e-21	False	True
ST6GAL1	-1.45732	1.45732	6.3672e-23	7.64717e-22	-2.11553	7.5101e-39	False	False
SFRP1	-1.45651	1.45651	1.66427e-14	1.04496e-13	-4.11989	5.76582e-61	False	False
LGALS1	1.45611	1.45611	1.2932e-37	4.21821e-36	1.52704	1.50913e-28	False	True
SLC1A5	1.45276	1.45276	8.62999e-31	1.82085e-29	1.74428	4.36293e-34	False	False
DST	1.44986	1.44986	3.16053e-36	9.48969e-35	1.73774	2.00925e-43	False	True
SPP1	1.44916	1.44916	3.49721e-14	2.13071e-13	1.36948	8.75295e-10	False	True
MST1R	1.44873	1.44873	1.13845e-57	1.0751e-55	1.85504	3.51065e-69	False	False
CKMT2	-1.4482	1.4482	1.13096e-43	5.17325e-42	-2.09004	2.49509e-47	False	False
P2RY6	1.44637	1.44637	3.23124e-33	8.085e-32	2.34698	4.53683e-44	False	True
TENM3	1.44486	1.44486	3.1063e-23	3.78904e-22	1.44124	1.02859e-16	False	False
ROR1	1.44389	1.44389	1.95969e-39	7.17122e-38	2.58525	7.83117e-51	False	True
MSI1	-1.44361	1.44361	2.10588e-47	1.16871e-45	-2.81664	6.47768e-37	False	False
TGM1	1.44289	1.44289	1.74101e-41	7.15341e-40	2.35377	6.10846e-64	False	False
CAV2	1.4384	1.4384	4.22008e-56	3.74373e-54	1.54315	1.87971e-55	False	True
BNC2	1.43579	1.43579	5.83895e-21	6.04545e-20	2.11232	7.76002e-27	False	True
COLEC12	1.43416	1.43416	1.32212e-23	1.64878e-22	2.12673	1.24898e-28	False	True
PLEKHA4	1.43157	1.43157	9.68912e-52	6.91827e-50	1.56688	5.8633e-57	False	True
CCL22	1.43021	1.43021	2.76071e-22	3.15087e-21	2.78532	1.32677e-31	False	True
FABP4	-1.42961	1.42961	2.12132e-13	1.20938e-12	-1.57399	6.03505e-07	False	True
SLC2A3	1.4294	1.4294	1.34203e-43	6.09114e-42	1.59068	1.3106e-38	False	True
EBI3	1.42829	1.42829	8.57497e-43	3.73282e-41	2.42334	9.83328e-52	False	True
MFAP2	1.42805	1.42805	1.0768e-27	1.77596e-26	1.75673	1.95322e-27	False	True
ARMCX3	1.42796	1.42796	1.58505e-27	2.5923e-26	1.91328	3.62319e-44	False	True
SEMA3B	1.42742	1.42742	1.61812e-29	3.09611e-28	1.71058	7.41907e-31	False	False
NRIP1	1.42729	1.42729	5.48448e-28	9.43073e-27	1.68343	4.29162e-35	False	True
ITGB2	1.42376	1.42376	8.42501e-25	1.13529e-23	1.55662	1.13848e-22	False	True
CD207	1.42021	1.42021	5.39006e-15	3.5163e-14	2.84904	1.41432e-23	False	True
INHBA	1.4189	1.4189	1.9839e-19	1.85259e-18	2.48439	1.87815e-36	False	True
BID	1.41867	1.41867	5.48878e-71	1.14774e-68	1.66836	5.20885e-85	False	True
RND2	-1.41584	1.41584	6.50993e-47	3.54564e-45	-1.90298	1.43564e-69	False	False
APOE	1.41535	1.41535	1.07356e-09	4.36505e-09	1.32121	3.80856e-08	False	True
CRLF2	1.41367	1.41367	1.1477e-31	2.57956e-30	6.29543	1.40862e-139	False	False
GSN	1.41046	1.41046	3.28773e-69	6.31137e-67	1.4914	6.7373e-60	False	True
NT5E	1.41035	1.41035	3.02015e-23	3.69551e-22	1.52083	1.38912e-22	False	True
WASF3	-1.40833	1.40833	4.74692e-61	6.042e-59	-1.6013	3.27986e-52	False	True
GPR153	1.40763	1.40763	6.9568e-62	9.69811e-60	2.1587	1.14845e-74	False	True
FGF12	-1.40668	1.40668	2.01051e-49	1.27952e-47	-2.28074	2.18594e-62	False	False
HLA-DQB1	1.40611	1.40611	4.29955e-16	3.01845e-15	1.47677	6.59401e-15	False	True
SLC25A15	-1.40573	1.40573	3.8163e-42	1.61916e-40	-1.71438	1.99848e-33	False	True
HLA-B	1.40501	1.40501	8.11474e-38	2.69823e-36	1.73269	8.54526e-43	False	True
RGS17	-1.40393	1.40393	1.20344e-48	7.37816e-47	-2.36374	2.14116e-50	False	True
TFCP2L1	-1.40124	1.40124	4.89091e-13	2.70026e-12	-1.32496	5.53765e-07	False	True
AR	-1.40038	1.40038	2.19919e-26	3.36195e-25	-1.84765	7.96119e-28	False	True
NXN	1.39872	1.39872	2.22068e-45	1.14556e-43	1.58011	1.49887e-44	False	True
HCP5	1.39735	1.39735	5.89701e-33	1.45377e-31	1.67647	3.38877e-34	False	True
SCD	1.39734	1.39734	5.25538e-31	1.123e-29	1.6512	1.78227e-31	False	False
MFGE8	1.39644	1.39644	1.50104e-39	5.59784e-38	1.48305	1.26358e-37	False	True
MXRA5	1.39502	1.39502	3.68607e-31	7.96382e-30	1.73889	3.7218e-37	False	True
TFAP2C	1.39473	1.39473	8.7056e-63	1.25855e-60	1.71024	2.49244e-50	False	True
AHR	1.39235	1.39235	1.43408e-64	2.26933e-62	1.64046	4.46304e-72	False	True
ANGPTL4	1.39037	1.39037	5.10724e-29	9.40342e-28	1.70218	3.65897e-30	False	False
SERPINF1	1.38867	1.38867	7.23319e-19	6.44112e-18	1.73903	1.61124e-21	False	True
CCL19	1.38665	1.38665	5.49692e-11	2.51736e-10	4.23294	4.78869e-34	False	True
CDH22	1.38058	1.38058	3.28025e-26	4.95635e-25	2.42649	1.17523e-32	False	False
LRP1B	-1.38048	1.38048	2.24897e-13	1.27718e-12	-1.50426	8.19092e-05	False	False
SLC35F2	1.37986	1.37986	6.25011e-82	2.36093e-79	1.65183	8.10615e-112	False	True
DUSP6	1.37842	1.37842	4.24537e-45	2.14281e-43	1.52145	5.61111e-50	False	False
FAP	1.37284	1.37284	1.04545e-19	9.88875e-19	2.81118	5.41577e-39	False	True
PRKG1	-1.37233	1.37233	2.0109e-30	4.13117e-29	-1.56277	4.91245e-25	False	True
CXCL8	1.37138	1.37138	1.12109e-18	9.78237e-18	2.07442	7.27016e-21	False	True
DRAM1	1.37135	1.37135	1.51296e-51	1.06088e-49	1.76755	2.63193e-64	False	True
IKZF3	1.37114	1.37114	4.96701e-26	7.41884e-25	1.5317	2.8556e-26	False	True
C1QL1	1.36886	1.36886	8.3178e-18	6.76399e-17	3.21065	5.90198e-44	False	True
TRAC	1.36864	1.36864	6.28363e-19	5.64707e-18	2.01441	1.21967e-24	False	True
KLK6	1.36778	1.36778	4.01714e-18	3.34096e-17	6.97973	2.83556e-94	False	False
TSC22D1	1.36687	1.36687	6.54238e-25	8.86705e-24	1.61389	1.0311e-31	False	True
CD1A	1.36577	1.36577	6.32303e-14	3.76808e-13	2.80676	2.42565e-19	False	True
FLRT1	-1.36565	1.36565	3.70189e-30	7.4483e-29	-2.3953	2.18906e-20	False	False
FCGBP	-1.36516	1.36516	3.26322e-26	4.93698e-25	-1.50618	2.77736e-25	False	True
KCNK3	-1.36398	1.36398	7.54915e-19	6.71226e-18	-1.49246	3.08345e-13	False	False
SLC6A14	1.36302	1.36302	4.41537e-16	3.09604e-15	5.2656	4.05195e-67	False	False
CD74	1.36267	1.36267	1.04034e-26	1.62216e-25	1.5767	8.25829e-26	False	True
ALOX5AP	1.36252	1.36252	6.10615e-29	1.11723e-27	1.64603	3.09213e-26	False	True
SLIT1	-1.36177	1.36177	1.09427e-07	3.62486e-07	-1.25768	3.90771e-06	False	False
ATRNL1	-1.36053	1.36053	3.11209e-58	3.11475e-56	-3.47191	1.41218e-88	False	False
SELL	1.35637	1.35637	8.43237e-32	1.92107e-30	2.19181	1.32531e-48	False	True
DCLK1	1.35365	1.35365	3.86093e-26	5.80379e-25	2.14487	4.3364e-35	False	True
ETHE1	1.35052	1.35052	1.57884e-67	2.67945e-65	1.62741	6.10846e-64	False	True
IRS1	-1.3502	1.3502	1.26035e-29	2.43542e-28	-1.30762	3.05528e-22	False	True
GRIK4	-1.34586	1.34586	8.71649e-23	1.02686e-21	-2.1414	6.14446e-21	False	True
TMEM176B	1.34332	1.34332	1.10767e-19	1.04603e-18	1.37742	1.22729e-15	False	True
LCP1	1.34315	1.34315	1.66943e-19	1.57146e-18	1.38606	1.60304e-15	False	True
IL7R	1.34118	1.34118	2.72219e-16	1.96286e-15	2.06861	1.17947e-22	False	True
LRRC15	1.33893	1.33893	1.68405e-08	6.06777e-08	3.4196	3.21963e-19	False	False
AMOT	1.33772	1.33772	2.72756e-56	2.4569e-54	1.68335	1.36148e-66	False	True
ITGA3	1.33524	1.33524	9.92681e-71	2.03935e-68	1.58949	7.00558e-75	False	True
GNAS	-1.33509	1.33509	2.30654e-71	5.09616e-69	-1.64322	1.40327e-84	False	True
CST2	1.33325	1.33325	1.94455e-14	1.2125e-13	5.94753	5.28072e-66	False	False
GDF15	1.33015	1.33015	4.22275e-11	1.95525e-10	1.47211	9.4761e-13	False	False
EDA	-1.32788	1.32788	1.88682e-20	1.89329e-19	-1.47365	2.00938e-13	False	True
DIRAS2	-1.32709	1.32709	2.54152e-45	1.29933e-43	-2.10502	2.3336e-23	False	False
CDO1	1.32511	1.32511	4.10579e-15	2.69349e-14	1.8235	1.62506e-17	False	False
QPCT	1.325	1.325	1.62489e-17	1.29615e-16	1.00639	3.05566e-10	False	True
HLA-DRB6	1.32359	1.32359	1.37539e-16	1.01104e-15	1.80367	2.04126e-20	False	True
SLC24A3	-1.32189	1.32189	1.33063e-37	4.31624e-36	-1.73691	2.63879e-23	False	True
FBLN1	1.32092	1.32092	5.53193e-10	2.32599e-09	1.87232	4.91826e-15	False	True
IL2RB	1.32035	1.32035	5.86357e-24	7.51002e-23	1.61686	1.07128e-21	False	True
BRINP2	1.31601	1.31601	3.63541e-31	7.88345e-30	4.92705	1.51648e-101	False	False
ADCY7	1.31075	1.31075	2.85281e-33	7.16875e-32	2.05575	5.85235e-42	False	True
SEMA3C	1.31028	1.31028	1.00726e-20	1.02566e-19	2.46047	3.77284e-36	False	False
TMEM59L	1.30911	1.30911	1.85326e-12	9.74042e-12	2.80901	3.85053e-25	False	False
PTAFR	1.30865	1.30865	3.4992e-34	9.35517e-33	1.73621	4.8562e-38	False	False
HPCAL4	1.30768	1.30768	8.17725e-10	3.36812e-09	1.9733	4.16558e-16	False	True
PAIP2B	-1.30595	1.30595	7.82991e-55	6.54916e-53	-1.86488	7.03514e-70	False	True
GATA3	1.30541	1.30541	1.31549e-37	4.27898e-36	1.56247	1.51271e-32	False	True
CH25H	1.30518	1.30518	9.75671e-18	7.90665e-17	2.3416	8.84631e-28	False	True
RIN1	1.30291	1.30291	7.14896e-49	4.45289e-47	1.79247	2.91139e-52	False	False
PERP	1.30249	1.30249	1.77498e-54	1.42363e-52	1.57709	4.43714e-59	False	True
TSPAN1	1.30221	1.30221	8.71839e-16	6.01049e-15	1.27273	2.62508e-13	False	True
SLC6A12	1.30213	1.30213	1.28739e-53	9.98368e-52	1.61654	1.01944e-56	False	True
ENO3	-1.30025	1.30025	8.07813e-26	1.17802e-24	-2.11754	4.59486e-36	False	True
GSTM3	-1.30016	1.30016	7.08446e-36	2.0844e-34	-1.38429	5.54108e-27	False	True
ANXA2P2	1.29843	1.29843	8.22299e-61	1.02437e-58	1.89311	5.21951e-64	False	True
NCF2	1.29765	1.29765	1.92683e-26	2.95329e-25	1.62865	1.77263e-24	False	True
SLC16A2	-1.29597	1.29597	6.08693e-30	1.20703e-28	-1.5104	2.70565e-31	False	False
UGT8	-1.29519	1.29519	3.70181e-32	8.58379e-31	-1.64322	9.05317e-26	False	True
PTPRF	1.29492	1.29492	4.53045e-79	1.51576e-76	1.46134	1.07803e-101	False	True
UPP1	1.29438	1.29438	5.96796e-34	1.56692e-32	1.43053	3.00316e-30	False	True
ENTPD2	1.2918	1.2918	9.22229e-15	5.91419e-14	2.85241	9.30088e-35	False	True
PLP1	-1.28945	1.28945	6.67303e-25	9.03366e-24	-3.98906	2.0816e-31	False	False
PAPPA	1.28866	1.28866	2.03224e-28	3.57858e-27	1.76633	4.92214e-23	False	False
F5	1.28833	1.28833	5.17187e-13	2.84331e-12	2.5946	3.68217e-26	False	True
ARL4C	1.28603	1.28603	1.74087e-26	2.6788e-25	1.64973	6.48764e-25	False	True
AJAP1	1.28541	1.28541	1.36453e-22	1.58834e-21	2.3133	9.20027e-39	False	True
QSOX1	1.28289	1.28289	2.03188e-53	1.54502e-51	1.58292	2.92601e-64	False	True
LIF	1.28214	1.28214	6.54835e-33	1.60421e-31	1.70105	9.9004e-34	False	True
TMC6	1.28103	1.28103	2.99704e-31	6.54764e-30	1.24234	6.9596e-30	False	True
FAM189A1	-1.27691	1.27691	3.40759e-17	2.61144e-16	-1.49924	1.36914e-08	False	True
SSPN	1.27477	1.27477	4.49644e-40	1.71509e-38	1.3724	9.20058e-41	False	True
COL8A1	1.27374	1.27374	8.60473e-50	5.66075e-48	1.46503	2.01583e-58	False	True
CIITA	1.2716	1.2716	1.13278e-21	1.23394e-20	1.61756	1.52777e-23	False	True
CDC42EP3	1.27145	1.27145	1.21283e-27	1.9919e-26	1.61511	2.38336e-32	False	True
GALNT10	-1.27089	1.27089	1.13911e-58	1.20171e-56	-1.44519	1.06911e-59	False	True
MMP9	1.27022	1.27022	2.80692e-10	1.20311e-09	1.14531	2.45034e-06	False	False
SCGB2A1	-1.26982	1.26982	2.00766e-71	4.52109e-69	-2.41087	5.4431e-40	False	False
TCF7	1.26951	1.26951	1.16226e-32	2.79674e-31	1.28563	7.73114e-28	False	False
MMP15	-1.26835	1.26835	3.49424e-53	2.58972e-51	-1.23451	9.96403e-40	False	True
MAPT	-1.2673	1.2673	3.12374e-53	2.32988e-51	-2.53831	1.25112e-82	False	False
MLXIPL	1.26685	1.26685	5.39644e-23	6.50796e-22	1.56147	6.61247e-23	False	False
MDFIC	1.26582	1.26582	5.24557e-77	1.53564e-74	1.48951	1.21605e-91	False	True
TCF7L1	-1.26488	1.26488	6.39624e-28	1.08237e-26	-1.31497	9.57746e-22	False	True
FAM107A	-1.26453	1.26453	3.82301e-22	4.32118e-21	-1.54628	4.31844e-27	False	False
CCL17	1.26331	1.26331	1.31657e-14	8.32007e-14	4.03759	1.93281e-46	False	False
COL7A1	1.26096	1.26096	2.12397e-14	1.31875e-13	1.72901	1.95338e-14	False	True
LAD1	1.26065	1.26065	6.01723e-33	1.48029e-31	1.45025	5.28166e-35	False	True
INF2	1.2596	1.2596	1.59754e-47	9.06379e-46	1.52824	1.22985e-58	False	False
GGCT	1.25697	1.25697	2.52776e-38	8.79552e-37	1.52054	8.15494e-44	False	True
EMP3	1.2563	1.2563	3.79491e-39	1.37156e-37	1.39059	1.3357e-33	False	True
ALDH1A1	-1.25164	1.25164	1.77756e-17	1.40738e-16	-1.173	7.18262e-16	False	True
MZB1	1.25069	1.25069	7.90668e-07	2.38197e-06	3.50936	3.33935e-20	False	True
PDE7B	-1.25009	1.25009	1.26847e-20	1.28271e-19	-1.27666	7.59015e-14	False	True
CD1C	1.24781	1.24781	2.81472e-20	2.79088e-19	2.49086	1.49653e-27	False	True
SNCG	1.24772	1.24772	4.13682e-18	3.43318e-17	2.0895	2.73375e-29	False	True
KCNA2	-1.2475	1.2475	6.26984e-28	1.06252e-26	-2.50159	3.95713e-20	False	False
SLC6A6	1.24602	1.24602	1.68518e-45	8.7316e-44	1.46458	8.37245e-58	False	True
ZNF430	1.24534	1.24534	5.07658e-51	3.49686e-49	1.50034	2.75884e-70	False	True
LY6G6C	1.245	1.245	2.92593e-33	7.33676e-32	4.47468	5.95132e-112	False	False
HLA-DPB1	1.24496	1.24496	7.45417e-20	7.14307e-19	1.47869	1.37818e-19	False	True
IL18	1.24077	1.24077	7.47096e-19	6.6478e-18	1.58197	5.82296e-19	False	True
CADM3	1.23873	1.23873	2.41595e-12	1.25513e-11	2.62125	1.56001e-18	False	False
SULT1A1	-1.2377	1.2377	5.42265e-35	1.51912e-33	-1.38423	5.19749e-33	False	True
FOSL2	1.23724	1.23724	1.32479e-39	4.95631e-38	1.50814	7.4301e-41	False	True
GRAMD1B	-1.23669	1.23669	1.36814e-34	3.70854e-33	-1.45639	7.36766e-35	False	True
COBL	1.23647	1.23647	3.45697e-38	1.19414e-36	1.12973	5.71658e-26	False	False
NR2F1	1.23294	1.23294	7.39301e-22	8.16718e-21	1.62768	2.63993e-26	False	True
PSMB9	1.23293	1.23293	2.88962e-25	4.02348e-24	1.52464	4.74498e-25	False	True
CORO1A	1.23289	1.23289	2.88884e-24	3.77128e-23	1.57005	4.18645e-27	False	True
PDGFRA	1.23189	1.23189	6.36919e-16	4.4342e-15	1.86603	2.30519e-19	False	False
SERPING1	1.2309	1.2309	2.37584e-31	5.20994e-30	1.20883	4.61406e-26	False	True
APBA2	-1.22999	1.22999	1.26387e-31	2.82981e-30	-1.48204	2.72154e-19	False	False
PRSS22	1.2285	1.2285	4.36906e-48	2.58392e-46	1.51312	2.83685e-47	False	True
UST	-1.22828	1.22828	1.59705e-34	4.31904e-33	-1.34925	4.58282e-38	False	True
ETNPPL	-1.22769	1.22769	1.63425e-75	4.16022e-73	-4.04471	3.15247e-40	False	False
ME1	-1.22701	1.22701	1.23207e-43	5.61383e-42	-1.62156	1.12337e-47	False	True
MTMR11	1.22699	1.22699	4.61895e-45	2.28219e-43	1.54413	1.04883e-51	False	True
TAGLN2	1.22667	1.22667	9.57293e-88	5.27578e-85	1.3512	8.03266e-70	False	True
PTPRC	1.22617	1.22617	1.00791e-15	6.91023e-15	1.87341	1.61356e-24	False	True
SYNE1	-1.226	1.226	4.21162e-24	5.4435e-23	-1.2681	6.92689e-19	False	True
TMSB10	1.22367	1.22367	3.35632e-40	1.29285e-38	1.35314	1.10342e-31	False	True
HMGA2	1.2232	1.2232	3.28482e-11	1.53861e-10	1.07384	2.42131e-08	False	False
RAB11FIP1	1.22271	1.22271	9.00829e-18	7.31026e-17	1.49081	1.37217e-22	False	True
BIRC7	1.2221	1.2221	5.22399e-09	1.99001e-08	2.78242	4.06546e-19	False	False
IL18R1	1.22102	1.22102	2.70861e-17	2.1061e-16	1.97441	6.67065e-24	False	False
KCTD12	1.2168	1.2168	4.16109e-46	2.20482e-44	1.46233	5.57037e-47	False	True
TMEM176A	1.2156	1.2156	4.15617e-17	3.16236e-16	1.2938	3.87624e-13	False	True
BHLHE41	1.21466	1.21466	8.14728e-33	1.9876e-31	1.25571	8.56375e-33	False	True
SLC15A2	-1.2144	1.2144	3.51047e-31	7.62663e-30	-1.47337	5.25908e-32	False	False
ATP2C2	-1.21207	1.21207	3.77458e-21	3.97485e-20	-1.55246	9.64637e-13	False	True
MAP2	1.21187	1.21187	1.02255e-51	7.25701e-50	1.39524	2.55657e-61	False	True
CD177	1.21101	1.21101	1.07243e-08	3.95102e-08	6.20913	2.66219e-54	False	False
ITGBL1	1.21081	1.21081	4.83641e-17	3.65619e-16	2.37476	5.08513e-26	False	True
NRP2	1.20989	1.20989	7.90198e-26	1.15377e-24	1.5116	2.03855e-32	False	True
ACKR1	1.20964	1.20964	1.66051e-18	1.4266e-17	1.49757	2.60816e-15	False	True
CDC42EP1	1.20803	1.20803	2.69908e-62	3.85441e-60	1.44485	1.63104e-68	False	True
KLF15	-1.2079	1.2079	8.88668e-33	2.15006e-31	-1.5969	7.93416e-28	False	True
ASAP2	1.20595	1.20595	2.51203e-18	2.11777e-17	1.44438	1.00952e-25	False	True
FBN2	1.20401	1.20401	8.91672e-16	6.14205e-15	1.77736	3.58924e-20	False	True
MAFF	1.20373	1.20373	4.24127e-37	1.33509e-35	1.42046	1.5819e-32	False	True
SNAP25	1.20314	1.20314	2.70156e-33	6.81794e-32	1.78471	3.59591e-30	False	False
SDF2L1	-1.20295	1.20295	9.50867e-31	1.99904e-29	-1.34758	5.9117e-26	False	True
SFTPC	-1.20056	1.20056	2.2684e-61	2.98461e-59	-2.48681	2.01966e-16	False	False
SPN	1.19939	1.19939	6.07793e-24	7.76993e-23	1.71266	7.84432e-28	False	True
GLDC	-1.19926	1.19926	3.81812e-13	2.12905e-12	-1.91287	6.51636e-09	False	False
TIPARP	1.19912	1.19912	2.0585e-32	4.8501e-31	1.46636	2.70188e-42	False	True
PKP1	1.19883	1.19883	3.44979e-23	4.20365e-22	2.37398	1.32698e-32	False	False
PEG10	1.19751	1.19751	2.5744e-19	2.37372e-18	1.24023	1.19906e-14	False	True
SLC2A4	-1.19495	1.19495	6.77741e-38	2.28713e-36	-2.02312	1.8155e-41	False	False
CCDC88C	1.1937	1.1937	1.37909e-25	1.95748e-24	1.54552	1.63938e-32	False	True
HPSE	1.19341	1.19341	1.04682e-42	4.50673e-41	1.85507	2.11857e-54	False	True
CD79A	1.18988	1.18988	1.94774e-06	5.59844e-06	3.49944	3.50683e-21	False	False
NBEA	-1.18819	1.18819	1.6953e-30	3.49506e-29	-1.64266	3.02127e-43	False	False
ESM1	-1.18773	1.18773	2.54663e-13	1.44133e-12	-1.37929	8.26913e-12	False	True
BCAS4	1.18769	1.18769	1.31734e-68	2.44858e-66	1.37268	7.20842e-63	False	True
AFF2	1.18142	1.18142	3.17827e-19	2.90989e-18	2.15262	1.50641e-35	False	False
LRRC2	-1.18018	1.18018	7.16191e-28	1.20418e-26	-1.1905	1.8047e-22	False	True
RGS16	-1.17838	1.17838	1.59119e-24	2.10302e-23	-1.33697	5.75735e-21	False	True
MYRF	1.17808	1.17808	8.59686e-10	3.52978e-09	2.95096	8.11467e-29	False	True
LSP1	1.17659	1.17659	1.19947e-19	1.13181e-18	1.29222	1.20477e-14	False	True
INPP5J	-1.17625	1.17625	6.9127e-20	6.65688e-19	-1.16015	2.54461e-18	False	False
CD53	1.17484	1.17484	4.55552e-18	3.76997e-17	1.30403	4.79877e-14	False	True
ZNF536	-1.17381	1.17381	4.05502e-34	1.07919e-32	-3.08883	3.13627e-21	False	False
EMILIN1	1.17289	1.17289	1.28849e-16	9.48945e-16	1.58202	1.04218e-20	False	True
ADM2	-1.17215	1.17215	5.76339e-17	4.34574e-16	-1.39423	2.35817e-15	False	True
MPZL2	1.17207	1.17207	1.10199e-35	3.21803e-34	1.2783	1.72418e-39	False	True
TRIM36	-1.17186	1.17186	3.93622e-11	1.82619e-10	-1.98554	3.66719e-13	False	False
TTLL7	-1.17087	1.17087	7.09373e-45	3.47563e-43	-1.65118	9.20058e-41	False	False
THEMIS2	1.17073	1.17073	2.50925e-48	1.50684e-46	1.19769	1.06721e-36	False	True
CSF2RB	1.16874	1.16874	4.92919e-22	5.50771e-21	1.65583	1.10106e-24	False	True
IGLV6-57	1.16783	1.16783	8.64685e-07	2.58963e-06	4.37264	9.50516e-25	False	False
PIK3CD	1.16541	1.16541	4.90642e-37	1.53621e-35	1.34645	1.04457e-33	False	True
MMP14	1.16506	1.16506	1.02137e-33	2.62862e-32	1.49068	5.45984e-42	False	False
FCER1A	1.1644	1.1644	1.07811e-18	9.42137e-18	1.95708	2.11556e-21	False	True
GOLGA8N	-1.1644	1.1644	1.06191e-55	9.14332e-54	-1.72076	7.32643e-51	False	True
CDK5RAP2	1.16386	1.16386	8.47995e-26	1.23508e-24	1.63768	2.12321e-41	False	False
NABP1	1.16341	1.16341	1.98138e-26	3.03294e-25	1.56988	4.16613e-27	False	True
RCAN2	-1.16112	1.16112	1.51899e-30	3.1538e-29	-1.45955	9.56516e-36	False	True
COL5A1	1.1584	1.1584	2.03288e-09	8.04498e-09	2.03821	1.28777e-18	False	True
DHRS9	1.15565	1.15565	5.4953e-20	5.34913e-19	2.74466	3.68223e-31	False	True
TP63	1.15508	1.15508	1.13245e-14	7.20708e-14	3.11588	3.37907e-40	False	True
CHGB	1.15473	1.15473	5.00293e-07	1.54129e-06	2.53715	1.55172e-16	False	True
FLNA	1.15348	1.15348	1.19038e-58	1.24459e-56	1.3074	3.63399e-57	False	True
ETNK2	1.15102	1.15102	1.70665e-33	4.33512e-32	1.52023	2.16881e-48	False	True
CD1E	1.15099	1.15099	3.74905e-18	3.12911e-17	2.6837	2.93973e-28	False	False
RND1	-1.14523	1.14523	4.38499e-30	8.77747e-29	-1.39994	7.10001e-22	False	True
RBP1	1.14497	1.14497	1.1079e-20	1.12422e-19	1.29861	1.24315e-16	False	True
SUSD5	-1.14444	1.14444	6.89663e-26	1.01841e-24	-1.54313	3.76629e-25	False	False
CLIC5	1.14307	1.14307	1.01819e-13	5.97047e-13	1.64348	2.97823e-19	False	True
EREG	1.14274	1.14274	2.20789e-15	1.47235e-14	6.75617	1.31792e-93	False	False
GNAI1	-1.13989	1.13989	1.33321e-41	5.51656e-40	-1.50202	3.53834e-50	False	True
IFIT5	1.13914	1.13914	2.68352e-61	3.49156e-59	1.30031	1.02785e-55	False	True
DEPTOR	-1.13738	1.13738	1.43162e-18	1.23721e-17	-1.11564	1.87652e-13	False	True
